  5.0000000000e-01,  5.1463789940e+00,  3.3368878365e+00, -3.1963799000e+00,  7.8336495161e-01, -2.5513331890e+00,  1.5527877808e+00,  7.3552072048e-01,  1.6953806877e+00, -3.3104715347e+00,  2.6073405743e+00, -2.7669727802e+00,  2.4766087532e+00, -2.7066245675e-01,  5.3715431690e-01,  2.1020290852e+00,  1.4623386860e+00, -3.4444241524e+00,  2.6240446568e+00, -1.3198528290e+00, -9.3478399515e-01,  1.1527675390e+00, -9.5005041361e-01,  3.5732591152e-01, -8.5172623396e-01,  2.3232837021e-01, -7.3020368814e-01,  2.6038351059e+00, -1.5122461319e+00
  5.0004577637e-01,  5.1477718353e+00,  3.3368785381e+00, -3.1965632439e+00,  7.8336572647e-01, -2.5512917042e+00,  1.5527814627e+00,  7.3546576500e-01,  1.7001162767e+00, -3.3104672432e+00,  2.6069209576e+00, -2.7669663429e+00,  2.4762318134e+00, -2.7068227530e-01,  5.3728020191e-01,  2.1037940979e+00,  1.4623230696e+00, -3.4423284531e+00,  2.6240327358e+00, -1.3210511208e+00, -9.3472903967e-01,  1.1525499821e+00, -9.4698983431e-01,  3.5732156038e-01, -8.5242509842e-01,  2.3233270645e-01, -7.3027259111e-01,  2.6037397385e+00, -1.5120329857e+00
  5.0009155273e-01,  5.1479969025e+00,  3.3368711472e+00, -3.1954815388e+00,  7.8336483240e-01, -2.5517451763e+00,  1.5527687073e+00,  7.3531043530e-01,  1.7067385912e+00, -3.3104677200e+00,  2.6061484814e+00, -2.7669503689e+00,  2.4758031368e+00, -2.7070268989e-01,  5.3745990992e-01,  2.1048095226e+00,  1.4623020887e+00, -3.4429020882e+00,  2.6240117550e+00, -1.3203916550e+00, -9.3465882540e-01,  1.1521956921e+00, -9.4292092323e-01,  3.5730665922e-01, -8.5357588530e-01,  2.3235230148e-01, -7.3035883904e-01,  2.6035728455e+00, -1.5116286278e+00
  5.0013732910e-01,  5.1492228508e+00,  3.3368349075e+00, -3.1962046623e+00,  7.8336274624e-01, -2.5512423515e+00,  1.5527744293e+00,  7.3515969515e-01,  1.7124600410e+00, -3.3104789257e+00,  2.6053261757e+00, -2.7669408321e+00,  2.4754724503e+00, -2.7072528005e-01,  5.3767007589e-01,  2.1065571308e+00,  1.4622715712e+00, -3.4257500172e+00,  2.6239888668e+00, -1.3304417133e+00, -9.3454468250e-01,  1.1518056393e+00, -9.3927508593e-01,  3.5727801919e-01, -8.5862821341e-01,  2.3235474527e-01, -7.2800064087e-01,  2.6033818722e+00, -1.5112272501e+00
  5.0018310547e-01,  5.1485590935e+00,  3.3368444443e+00, -3.1938488483e+00,  7.8336668015e-01, -2.5525979996e+00,  1.5527507067e+00,  7.3517078161e-01,  1.7168344259e+00, -3.3104631901e+00,  2.6051983833e+00, -2.7669260502e+00,  2.4750900269e+00, -2.7072086930e-01,  5.3767591715e-01,  2.1065344810e+00,  1.4622640610e+00, -3.4497976303e+00,  2.6239879131e+00, -1.3159489632e+00, -9.3459796906e-01,  1.1517996788e+00, -9.3669718504e-01,  3.5728934407e-01, -8.5313373804e-01,  2.3237995803e-01, -7.3169666529e-01,  2.6034092903e+00, -1.5111658573e+00
  5.0022888184e-01,  5.1486344337e+00,  3.3368182182e+00, -3.1945421696e+00,  7.8336554766e-01, -2.5521066189e+00,  1.5527408123e+00,  7.3511606455e-01,  1.7223149538e+00, -3.3104817867e+00,  2.6052415371e+00, -2.7669143677e+00,  2.4744343758e+00, -2.7072376013e-01,  5.3774613142e-01,  2.1072783470e+00,  1.4622386694e+00, -3.4582085609e+00,  2.6239736080e+00, -1.3107715845e+00, -9.3460208178e-01,  1.1516579390e+00, -9.3334752321e-01,  3.5725840926e-01, -8.4995448589e-01,  2.3239605129e-01, -7.3410642147e-01,  2.6033601761e+00, -1.5109938383e+00
  5.0027465820e-01,  5.1495971680e+00,  3.3368129730e+00, -3.1945543289e+00,  7.8336399794e-01, -2.5520262718e+00,  1.5527377129e+00,  7.3498469591e-01,  1.7274330854e+00, -3.3104767799e+00,  2.6047217846e+00, -2.7669034004e+00,  2.4739871025e+00, -2.7074956894e-01,  5.3794211149e-01,  2.1087310314e+00,  1.4622260332e+00, -3.4556462765e+00,  2.6239564419e+00, -1.3120748997e+00, -9.3449735641e-01,  1.1512972116e+00, -9.3010348082e-01,  3.5724925995e-01, -8.5113990307e-01,  2.3240239918e-01, -7.3403590918e-01,  2.6031889915e+00, -1.5106185675e+00
  5.0032043457e-01,  5.1506052017e+00,  3.3367867470e+00, -3.1926186085e+00,  7.8336215019e-01, -2.5532300472e+00,  1.5527317524e+00,  7.3494207859e-01,  1.7328314781e+00, -3.3104848862e+00,  2.6040668488e+00, -2.7668941021e+00,  2.4737205505e+00, -2.7075645328e-01,  5.3804105520e-01,  2.1102516651e+00,  1.4622038603e+00, -3.4632983208e+00,  2.6239430904e+00, -1.3074371815e+00, -9.3447422981e-01,  1.1511323452e+00, -9.2668604851e-01,  3.5722753406e-01, -8.5051590204e-01,  2.3240913451e-01, -7.3494720459e-01,  2.6031274796e+00, -1.5104191303e+00
  5.0036621094e-01,  5.1504573822e+00,  3.3367762566e+00, -3.1935980320e+00,  7.8336530924e-01, -2.5524694920e+00,  1.5527338982e+00,  7.3481631279e-01,  1.7362979650e+00, -3.3105008602e+00,  2.6042611599e+00, -2.7668874264e+00,  2.4730589390e+00, -2.7076554298e-01,  5.3820049763e-01,  2.1105508804e+00,  1.4621918201e+00, -3.4719805717e+00,  2.6239302158e+00, -1.3019325733e+00, -9.3438887596e-01,  1.1508307457e+00, -9.2458808422e-01,  3.5720095038e-01, -8.4736025333e-01,  2.3241449893e-01, -7.3733621836e-01,  2.6029968262e+00, -1.5100895166e+00
  5.0041198730e-01,  5.1495242119e+00,  3.3367767334e+00, -3.1930902004e+00,  7.8336542845e-01, -2.5525057316e+00,  1.5527205467e+00,  7.3468691111e-01,  1.7412148714e+00, -3.3104848862e+00,  2.6038041115e+00, -2.7668733597e+00,  2.4726707935e+00, -2.7078440785e-01,  5.3833097219e-01,  2.1103787422e+00,  1.4621752501e+00, -3.4711689949e+00,  2.6239163876e+00, -1.3020932674e+00, -9.3433910608e-01,  1.1505608559e+00, -9.2170590162e-01,  3.5720872879e-01, -8.4815853834e-01,  2.3243685067e-01, -7.3745745420e-01,  2.6028680801e+00, -1.5097682476e+00
  5.0045776367e-01,  5.1486282349e+00,  3.3367428780e+00, -3.1927642822e+00,  7.8336602449e-01, -2.5524828434e+00,  1.5527013540e+00,  7.3461019993e-01,  1.7480174303e+00, -3.3104991913e+00,  2.6030461788e+00, -2.7668547630e+00,  2.4723777771e+00, -2.7078694105e-01,  5.3838139772e-01,  2.1104774475e+00,  1.4621409178e+00, -3.4644966125e+00,  2.6239018440e+00, -1.3058692217e+00, -9.3437337875e-01,  1.1504278183e+00, -9.1766899824e-01,  3.5718238354e-01, -8.5067480803e-01,  2.3246845603e-01, -7.3655289412e-01,  2.6028172970e+00, -1.5095834732e+00
  5.0050354004e-01,  5.1501355171e+00,  3.3367319107e+00, -3.1904554367e+00,  7.8336066008e-01, -2.5539731979e+00,  1.5527025461e+00,  7.3456591368e-01,  1.7520378828e+00, -3.3104932308e+00,  2.6027698517e+00, -2.7668471336e+00,  2.4719676971e+00, -2.7080568671e-01,  5.3852725029e-01,  2.1122455597e+00,  1.4621315002e+00, -3.4853127003e+00,  2.6238937378e+00, -1.2933480740e+00, -9.3429398537e-01,  1.1502034664e+00, -9.1502809525e-01,  3.5717639327e-01, -8.4624952078e-01,  2.3246201873e-01, -7.3970401287e-01,  2.6027262211e+00, -1.5093284845e+00
  5.0054931641e-01,  5.1488728523e+00,  3.3367118835e+00, -3.1914544106e+00,  7.8336399794e-01, -2.5529444218e+00,  1.5527006388e+00,  7.3434138298e-01,  1.7571576834e+00, -3.3104937077e+00,  2.6022872925e+00, -2.7668342590e+00,  2.4714744091e+00, -2.7082628012e-01,  5.3873956203e-01,  2.1118202209e+00,  1.4621024132e+00, -3.4733061790e+00,  2.6238732338e+00, -1.3000144958e+00, -9.3418306112e-01,  1.1497627497e+00, -9.1205859184e-01,  3.5716402531e-01, -8.4958589077e-01,  2.3248143494e-01, -7.3843449354e-01,  2.6025068760e+00, -1.5088316202e+00
  5.0059509277e-01,  5.1509704590e+00,  3.3366947174e+00, -3.1920039654e+00,  7.8336417675e-01, -2.5527718067e+00,  1.5526950359e+00,  7.3429846764e-01,  1.7632063627e+00, -3.3105189800e+00,  2.6017484665e+00, -2.7668271065e+00,  2.4710428715e+00, -2.7083435655e-01,  5.3886109591e-01,  2.1143393517e+00,  1.4620844126e+00, -3.4693582058e+00,  2.6238548756e+00, -1.3023911715e+00, -9.3414866924e-01,  1.1495575905e+00, -9.0810340643e-01,  3.5712260008e-01, -8.5068178177e-01,  2.3248560727e-01, -7.3833125830e-01,  2.6024293900e+00, -1.5086387396e+00
  5.0064086914e-01,  5.1500740051e+00,  3.3366796970e+00, -3.1906349659e+00,  7.8336316347e-01, -2.5532658100e+00,  1.5526912212e+00,  7.3411941528e-01,  1.7675930262e+00, -3.3105170727e+00,  2.6016309261e+00, -2.7668159008e+00,  2.4704380035e+00, -2.7085593343e-01,  5.3904438019e-01,  2.1141364574e+00,  1.4620672464e+00, -3.4850485325e+00,  2.6238400936e+00, -1.2925587893e+00, -9.3405032158e-01,  1.1491849422e+00, -9.0553444624e-01,  3.5711327195e-01, -8.4707164764e-01,  2.3249892890e-01, -7.4117159843e-01,  2.6022543907e+00, -1.5081937313e+00
  5.0068664551e-01,  5.1519789696e+00,  3.3366739750e+00, -3.1897978783e+00,  7.8336191177e-01, -2.5539631844e+00,  1.5526732206e+00,  7.3412954807e-01,  1.7739325762e+00, -3.3105161190e+00,  2.6009044647e+00, -2.7668020725e+00,  2.4701771736e+00, -2.7086150646e-01,  5.3909999132e-01,  2.1165266037e+00,  1.4620511532e+00, -3.4850437641e+00,  2.6238253117e+00, -1.2926499844e+00, -9.3407398462e-01,  1.1491011381e+00, -9.0142756701e-01,  3.5710135102e-01, -8.4792089462e-01,  2.3251360655e-01, -7.4114978313e-01,  2.6022343636e+00, -1.5081162453e+00
  5.0073242188e-01,  5.1503429413e+00,  3.3366670609e+00, -3.1910681725e+00,  7.8336703777e-01, -2.5529637337e+00,  1.5526547432e+00,  7.3407864571e-01,  1.7785626650e+00, -3.3105127811e+00,  2.6005895138e+00, -2.7667849064e+00,  2.4698569775e+00, -2.7085709572e-01,  5.3912222385e-01,  2.1157250404e+00,  1.4620298147e+00, -3.4745831490e+00,  2.6238183975e+00, -1.2986979485e+00, -9.3411517143e-01,  1.1490275860e+00, -8.9880859852e-01,  3.5709932446e-01, -8.5020196438e-01,  2.3254726827e-01, -7.4018704891e-01,  2.6022136211e+00, -1.5080096722e+00
