package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,samples_ms,errored_pct,error,build_s,recorded_utc
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8,3,default,both,1122.5436,1286.523;1214.4808;1220.2021;1239.6972;1162.6702;1122.5436;1135.2938;1256.9842;1132.6967;1330.3919;1213.1916,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8,3,default,none,1099.2623,1262.3592;1366.649;1208.2388;1133.6111;1099.2623;1174.9873;1114.2648;1149.3684;1170.1795;1233.8729;1166.6124,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32,3,default,both,1097.5783,1284.2782;1097.5783;1279.9632;1240.2649;1153.9607;1185.377;1255.4892;1180.6623;1213.0055;1175.2212;1174.9487,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32,3,default,none,1096.7201,1087.4933;1113.2055;1103.4478;1096.7201;1260.0586;1213.2613;1345.8202;1253.69;1160.9729;1136.1589;1116.9376,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,128,3,default,both,1078.801,1197.1487;1384.2661;1113.1926;1127.9029;1099.1775;1101.4059;1112.7976;1078.801;1086.596;1103.6374;1261.1908,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,128,3,default,none,1088.0582,1174.3978;1088.0582;1187.7527;1258.0649;1117.6718;1189.0752;1178.8852;1215.9649;1448.7292;1257.404;1163.1227,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,512,3,default,both,1085.6025,1178.1316;1258.5194;1250.4368;1364.4179;1273.2015;1205.9776;1278.0199;1401.4801;1256.8142;1172.9343;1085.6025,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,512,3,default,none,1098.1845,1077.3781;1155.5017;1110.7656;1113.5803;1098.1845;1104.6014;1138.228;1134.9094;1199.3424;1481.2087;1470.698,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2048,3,default,both,1077.6865,1426.9461;1501.1936;1297.4188;1088.7226;1089.9116;1166.8558;1136.0965;1989.8932;1590.5156;1084.5735;1077.6865,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2048,3,default,none,1108.4859,1102.7467;1178.4267;1150.9712;1192.0465;1108.4859;1233.0474;1124.4173;1422.1991;1201.9763;1688.0347;1652.4148,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8192,3,default,both,1084.6506,1320.8963;1235.9426;1163.7265;1196.7896;1183.2686;1118.5655;1112.5759;1084.6506;1171.3032;1434.2865;1143.1106,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8192,3,default,none,1098.5832,1206.3856;1359.9836;1202.5509;1099.3994;1157.9904;1120.9662;1157.3268;1197.1056;1105.5313;1116.3437;1098.5832,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32768,3,default,both,1098.1176,1085.6711;1102.7633;1400.5984;1280.5836;1240.0651;1158.952;1127.7216;1350.7084;1431.9518;1167.8535;1098.1176,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32768,3,default,none,1078.8852,1295.9056;1138.5344;1296.3248;1105.0477;1078.8852;1112.4619;1191.3269;1098.7712;1198.7678;1228.9746;1168.516,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,131072,3,default,both,1138.922,1249.0108;1289.3769;1285.4959;1248.0935;1207.5435;1377.8389;1313.6818;1240.9248;1138.922;1189.1309;1141.3477,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,131072,3,default,none,1082.6985,1103.4672;1446.3465;1474.7783;1453.016;1209.3117;1082.6985;1200.098;1228.1278;1130.1972;1441.8323;1201.9949,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,524288,3,default,both,1137.8515,1453.0869;1436.29;1175.497;1176.1283;1193.7612;1389.1489;1154.5031;1219.9374;1165.8209;1157.8635;1137.8515,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,524288,3,default,none,1129.5057,1175.7993;1181.5993;1169.2798;1156.1072;1337.5516;1145.9252;1240.5598;1156.6677;1152.3384;1129.5057;1184.8679,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2097152,3,default,both,3939.0334,3979.9401;3983.3271;3988.154;3982.9341;3939.0334;3948.5292,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2097152,3,default,none,3895.3302,3948.0354;3898.2164;3895.3302;3926.4094;3903.0477;3907.5824,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8388608,3,default,both,26738.7444,26765.3351;26787.8668;26738.7444;26788.5268,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8388608,3,default,none,26697.8612,26709.5814;26723.04;26697.8612;26723.3003,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,both,304.8295999,425.888;316.1538;325.3172;304.8296;384.926;493.5201;419.6454;315.9958;327.5581;348.182;328.2743,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,none,285.6281999,318.9026;314.8993;328.673;305.4385;318.4419;307.4327;309.3581;333.5033;315.747;308.5172;285.6282,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,both,291.2658,298.2782;291.2658;294.2584;358.1242;297.9374;306.9184;313.4572;303.4837;298.9571;295.9911;300.8929,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,none,290.6523,303.3394;311.0658;297.3904;290.6523;306.497;320.8693;359.1769;416.1392;358.3977;304.1517;300.9088,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,both,309.4020999,314.6183;327.8878;319.3195;381.8469;334.3344;316.6516;322.1349;316.731;335.3294;327.2004;309.4021,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,none,302.3636,320.7577;460.6718;338.4155;311.8438;329.2869;318.858;321.6327;339.2268;311.5491;302.3636;321.6877,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,both,303.5296,320.4402;307.7599;315.089;312.6063;320.0869;304.544;314.4914;358.4133;313.6585;303.5296;309.0556,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,none,312.5220001,301.1803;344.6065;325.0271;349.7408;437.8473;334.4953;312.522;322.2729;343.0584;419.0448;408.6189,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,both,304.0245,307.1305;319.1825;313.9198;341.9387;326.2154;316.3207;342.0518;316.4155;321.9031;309.3894;304.0245,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,none,301.1245,310.4489;305.0833;317.8605;305.7611;304.876;325.8642;328.9515;326.8125;301.1245;324.2014;311.1162,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,both,309.2448,312.3316;309.2448;312.1557;318.9561;325.2521;314.6282;317.2847;355.7081;344.8375;312.4311;327.0965,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,none,297.7828,308.8912;297.7828;309.1408;333.3042;307.7376;308.7595;310.817;306.029;307.2334;311.8194;304.7185,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,both,310.1466,317.968;338.2279;337.9675;351.8538;319.7816;318.3189;323.8823;326.498;324.2799;310.1466;312.1832,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,none,309.566,320.2877;309.566;321.9721;316.3239;323.6888;315.603;392.5252;310.8635;327.9943;316.3559;313.3861,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,both,295.3809,327.1841;306.0607;317.1301;328.0842;304.1225;298.8861;295.3809;339.3925;310.6444;302.1814;296.8244,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,none,287.5074,297.2671;344.3476;326.2858;410.7265;376.5377;399.7881;414.4181;366.3866;329.9012;296.6234;287.5074,nan,nan,nan,2026-09-08T05:44:48Z
pytorch,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,524288,3,default,both,299.0548001,424.0949;343.9664;328.0773;435.4522;368.6713;305.0903;314.0141;299.0548;317.8661;313.7913;299.8989,nan,nan,nan,2026-09-08T05:44:48Z
