framework,algorithm,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms,golden_rmse,finite_trajectories,failed_trajectories
julia,tsit5,adaptive,julia,both,131072,tol,0.010000000000000002,20,35.2944,36.112635000000004,37.4925,49.16109000000001,49.8981,351.2363094354908,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,35.038,35.75543999999999,38.234750000000005,47.42663,48.7078,206.80095123010943,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-5,20,35.0499,35.11165,37.607699999999994,63.11453500000024,386.1209,814.8170190230798,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-6,20,34.7571,35.282735,37.03845,66.8711650000003,483.2061,339.1364654596296,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-8,20,36.0178,36.035565,41.3129,52.22688,53.4368,322.7693010866393,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,0.010000000000000002,20,10.0229,10.04152,10.1313,10.51711,10.5857,351.2363094354908,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,10.5498,10.57621,10.7559,11.349985,11.4333,206.80095123010943,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-5,20,10.2521,10.275945,10.3859,10.951545000000001,10.9752,814.8170190230798,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-6,20,10.5765,10.576690000000001,10.62965,11.310205,11.3122,339.1364654596296,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-8,20,6.4833,6.5243400000000005,11.08685,11.279995000000001,11.2989,322.7693010866393,131072,0
julia,vern7,adaptive,julia,both,131072,tol,0.0001,10,33.8176,33.97141,35.8266,93.82507500000007,137.1792,127.66892204520128,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,38.9718,39.47511000000001,43.32065,77.09466500000033,518.4469,71.46344110969973,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-5,20,38.9786,39.22275,40.590199999999996,51.516395,52.263,354.15268491491634,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-6,20,39.1816,39.44627,40.6832,46.40554500000001,56.7899,339.1502390905075,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-8,20,39.6017,39.62336,40.553799999999995,49.220425,53.3591,117.55476861581609,131072,0
julia,vern7,adaptive,julia,none,131072,tol,0.0001,20,8.8091,8.824964999999999,8.89595,9.43014,9.4423,127.66892204520128,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,8.7533,8.765365000000001,14.8217,15.013164999999999,15.1455,71.46344110969973,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-5,20,8.7703,8.785595,14.76315,14.9703,15.014,354.15268491491634,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-6,20,8.7263,8.761355,8.89595,14.730620000000002,14.8279,339.1502390905075,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-8,20,8.7512,8.768205,14.7664,14.957150000000002,14.9752,117.55476861581609,131072,0
