traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
0,1.52620816,-3.29055071,-2.23261046,-0.794981658,-1.34281874,0.411168277,5.43902016,-2.46488428,2.12330723,3.19088197,6.00221825,-1.56473374,-1.01264155,1.64747918,5.77585173,-1.59297824,0.281725526,1.17578411,2.85428929,4.08823347
1,1.47975707,-3.30667734,-2.21520853,-0.802641571,-1.33986282,0.431037217,5.43366241,-2.47948456,2.1353662,3.25232077,5.99066591,-1.62325001,-0.985591829,1.65650249,5.78387213,-1.6080488,0.29785046,1.18902051,2.88081431,4.10585499
2,1.43286586,-3.32214355,-2.19805503,-0.81021136,-1.33692002,0.451023638,5.42796278,-2.49441481,2.14693689,3.31369662,5.97811699,-1.68182313,-0.958230436,1.66594541,5.79168129,-1.62314928,0.314049512,1.20241368,2.90742087,4.12305593
3,1.38545966,-3.33695221,-2.18112659,-0.817707479,-1.33399403,0.471134394,5.42191124,-2.50968957,2.15801072,3.37500858,5.96457195,-1.74043453,-0.930571258,1.67583561,5.79925585,-1.63827622,0.33033824,1.21599424,2.93415618,4.13984489
4,1.33758473,-3.35109043,-2.16445041,-0.825116456,-1.3310858,0.491357148,5.41551447,-2.52530551,2.16858053,3.43623114,5.95002747,-1.79907048,-0.902614117,1.6861937,5.80659103,-1.65345812,0.346723914,1.22976077,2.96100521,4.15620232
5,1.28926504,-3.36457491,-2.1480248,-0.83243674,-1.32819033,0.51171267,5.40874767,-2.5412817,2.17864799,3.49737573,5.9344697,-1.85773683,-0.874399424,1.69697607,5.81371164,-1.66865504,0.363170415,1.2436949,2.98794818,4.17212248
6,1.24051654,-3.37736011,-2.13188624,-0.839656055,-1.32531059,0.532199681,5.40161848,-2.55762672,2.18818998,3.55842042,5.91791058,-1.91640162,-0.845896065,1.70828044,5.82057047,-1.68390715,0.379724234,1.25785089,3.01502275,4.18757915
7,1.19130588,-3.3894918,-2.11599183,-0.846795201,-1.32244718,0.552815437,5.39411736,-2.57434273,2.19720745,3.61934423,5.9003458,-1.97505391,-0.817153275,1.72005498,5.82718325,-1.6992135,0.396352708,1.27218235,3.04220152,4.20259142
8,1.14168143,-3.40095305,-2.10037065,-0.853839457,-1.31960022,0.573553085,5.38624525,-2.59142876,2.2057004,3.68011332,5.88178396,-2.03365493,-0.788212836,1.732288,5.83356285,-1.71456313,0.413051546,1.28669739,3.0694828,4.21714354
9,1.0916431,-3.41172361,-2.08503461,-0.860786557,-1.31677079,0.594398379,5.37801361,-2.60887194,2.21365976,3.7407198,5.86223364,-2.0921917,-0.759079635,1.74501681,5.83968639,-1.7299583,0.429834425,1.30142415,3.09688067,4.23120594
10,1.04119515,-3.42182827,-2.06998062,-0.86763984,-1.31395757,0.61538136,5.36939383,-2.62670922,2.22106934,3.8011632,5.84167814,-2.15066671,-0.729741275,1.75826156,5.84554291,-1.74544728,0.446704715,1.31634355,3.12438488,4.24479437
11,0.990364969,-3.43125439,-2.05521512,-0.874398112,-1.31116271,0.636487007,5.3603878,-2.64493132,2.22793341,3.86141181,5.82013273,-2.20907545,-0.700262964,1.77194619,5.85117579,-1.76095283,0.463615894,1.33144665,3.15198898,4.25789165
12,0.939152181,-3.4399941,-2.04074478,-0.881054044,-1.30838513,0.657718003,5.35100317,-2.66354394,2.23423028,3.92146444,5.79760361,-2.26736164,-0.670612991,1.78620958,5.85650349,-1.77655864,0.480633855,1.34678304,3.17971206,4.27047634
13,0.887579024,-3.44806886,-2.02657366,-0.887612343,-1.3056246,0.679083407,5.3412075,-2.6825645,2.23996282,3.98132014,5.77406549,-2.3255775,-0.6408301,1.80095053,5.86158037,-1.7922318,0.497705638,1.36230099,3.20752287,4.28255558
