traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
0,1.52622592,-3.29055047,-2.23261905,-0.794976473,-1.34281838,0.411160499,5.43903112,-2.46487689,2.12330937,3.19086027,6.00223255,-1.56470501,-1.01266468,1.64747238,5.77586031,-1.59296083,0.28171891,1.17578745,2.85428667,4.08822823
1,1.4797945,-3.30668569,-2.21522141,-0.80263561,-1.33986223,0.431018919,5.43368053,-2.47946453,2.13537216,3.25228667,5.99068213,-1.62321615,-0.985628784,1.65647495,5.78389025,-1.60803151,0.297834873,1.18900812,2.88079,4.10584354
2,1.43286717,-3.32215786,-2.19804978,-0.810214341,-1.33692026,0.451022685,5.4279623,-2.49441409,2.14694142,3.31369233,5.97811747,-1.68182945,-0.958247125,1.66591251,5.7916975,-1.62313008,0.314026862,1.20239496,2.90740824,4.12305927
3,1.38547158,-3.33695221,-2.18113494,-0.817703307,-1.3339932,0.471138299,5.42191076,-2.50969577,2.15801096,3.37501097,5.96457148,-1.74043775,-0.930565655,1.67584217,5.79925394,-1.63827753,0.330340385,1.2159965,2.93415308,4.13984013
4,1.33760762,-3.35108995,-2.16446328,-0.825109422,-1.33108473,0.491357118,5.41551924,-2.52530289,2.16858149,3.43623185,5.95003176,-1.7990613,-0.902620435,1.6861968,5.80659103,-1.65344572,0.346721858,1.22976625,2.96099925,4.1561923
5,1.28927827,-3.36457539,-2.14803243,-0.832432866,-1.32818961,0.51171267,5.40875292,-2.54128098,2.17864656,3.49737477,5.9344759,-1.8577323,-0.874397874,1.6969862,5.81370783,-1.66864908,0.36317122,1.24370039,2.98794603,4.17211628
6,1.24050152,-3.37735581,-2.1318779,-0.839659333,-1.32531071,0.532212019,5.40161037,-2.55764151,2.18818712,3.55842829,5.91791105,-1.91640306,-0.845889628,1.70829391,5.82056046,-1.68390894,0.379728377,1.25785708,3.01503396,4.18758583
7,1.19131398,-3.38949394,-2.11599374,-0.846791923,-1.32244611,0.552822053,5.39411306,-2.57435036,2.19720817,3.61935878,5.90033913,-1.97505975,-0.817142367,1.72007239,5.82717419,-1.6992228,0.396360695,1.27218568,3.04219723,4.20258951
8,1.14168251,-3.40095139,-2.10037088,-0.853838503,-1.31959951,0.573551536,5.38624573,-2.5914278,2.20570874,3.68011808,5.88178587,-2.03364396,-0.788227677,1.73228729,5.83356047,-1.71456671,0.413057804,1.28670049,3.06948137,4.2171402
9,1.09163058,-3.41172695,-2.08502841,-0.860787868,-1.31676757,0.594426095,5.37799215,-2.60890198,2.21365595,3.74075317,5.86221361,-2.09222364,-0.759050012,1.74503791,5.83967447,-1.72997558,0.42984125,1.30142486,3.09688473,4.23121119
10,1.04119408,-3.42183256,-2.06997633,-0.867641509,-1.31395733,0.615395606,5.36938095,-2.62672639,2.22106671,3.80118442,5.84166527,-2.15069127,-0.729723275,1.75827074,5.84553814,-1.74545479,0.446706384,1.31634068,3.12438202,4.24479818
11,0.990376711,-3.43127036,-2.05521083,-0.874397337,-1.31116116,0.636498213,5.36037827,-2.64494371,2.22793102,3.86143732,5.82011652,-2.20909762,-0.700241923,1.77196336,5.85116577,-1.76095939,0.4636181,1.33144224,3.15197372,4.25788927
12,0.939157605,-3.4400003,-2.0407486,-0.881052613,-1.30838561,0.65772444,5.35099316,-2.66355276,2.23422861,3.92148471,5.79758787,-2.26739144,-0.670596361,1.78621054,5.85650349,-1.77656138,0.4806315,1.34677815,3.17970657,4.27047682
13,0.887579501,-3.44806218,-2.02657509,-0.88761127,-1.30562496,0.679087281,5.3412075,-2.68256998,2.23996186,3.98132539,5.77407122,-2.32556868,-0.640828609,1.80097258,5.86156464,-1.79224133,0.497717887,1.36231256,3.20752907,4.28255463
14,0.835662663,-3.45545793,-2.01270628,-0.894070089,-1.30288351,0.700568914,5.33103085,-2.70197845,2.24511933,4.04092646,5.74957752,-2.38362956,-0.610952377,1.81623113,5.86637259,-1.8079772,0.514856279,1.37804353,3.23544192,4.29410982
15,0.783404827,-3.46216178,-1.99915302,-0.900422275,-1.3001591,0.7221753,5.32045555,-2.72179198,2.24969649,4.10027647,5.72412539,-2.44152737,-0.580996573,1.83202899,5.87088585,-1.8238008,0.532078624,1.39400673,3.26347041,4.30512857
16,0.73081696,-3.46819997,-1.98590326,-0.906679511,-1.29745924,0.743881345,5.30949497,-2.74198532,2.25369239,4.15934324,5.69771338,-2.49926639,-0.550988734,1.84831142,5.87513638,-1.83971143,0.549353838,1.41015375,3.29157972,4.31561852
17,0.677890062,-3.47353005,-1.97296631,-0.912830889,-1.29477048,0.765761137,5.29809093,-2.76264668,2.25707459,4.21815681,5.67033672,-2.55684137,-0.52090162,1.8651799,5.87906981,-1.85571957,0.566709101,1.42655003,3.31982565,4.32555866
18,0.624709427,-3.47819781,-1.96036649,-0.918873906,-1.29210699,0.787731826,5.28629875,-2.78368425,2.25985813,4.27664948,5.64203072,-2.61421347,-0.490809262,1.88255298,5.88272429,-1.87181652,0.584124804,1.4431572,3.34814382,4.33493233
19,0.571192503,-3.48218393,-1.94806218,-0.924821675,-1.28945804,0.80985558,5.27406788,-2.80517459,2.26203036,4.33485079,5.61278725,-2.67138314,-0.460720479,1.90045857,5.88608074,-1.88799918,0.601593316,1.45998609,3.37657499,4.34374905
20,0.517450392,-3.4855001,-1.93610418,-0.93065691,-1.28683245,0.832071781,5.26144695,-2.8270483,2.26357794,4.39269733,5.58263683,-2.72832513,-0.430640936,1.91891468,5.88912868,-1.90428221,0.619127154,1.4770484,3.40508461,4.35197353
21,0.463423371,-3.48815536,-1.92444813,-0.936396837,-1.2842257,0.854431033,5.24837589,-2.84937048,2.26450205,4.45021582,5.55155706,-2.78506184,-0.400612473,1.93785381,5.89189529,-1.9206686,0.636695683,1.49429679,3.433671,4.35963869
22,0.409139097,-3.49010706,-1.91313243,-0.942027509,-1.28164172,0.876910508,5.23488379,-2.87211919,2.26478291,4.5073638,5.51959658,-2.84153175,-0.370634615,1.95736969,5.89432859,-1.937163,0.654336989,1.51181388,3.46238375,4.3666954
23,0.35461694,-3.49138165,-1.90215158,-0.947550654,-1.27907836,0.899516642,5.22095156,-2.89530253,2.26442003,4.56415224,5.48674583,-2.89774561,-0.340741545,1.97743535,5.89643383,-1.95378721,0.672045827,1.52957642,3.49119401,4.37314558
24,0.29991442,-3.49200416,-1.89151144,-0.952967167,-1.27653682,0.922224641,5.20660782,-2.91889048,2.26341081,4.62052107,5.45304251,-2.95367551,-0.310961843,1.99801075,5.89823484,-1.97050643,0.68978852,1.54755712,3.52006555,4.37898016
25,0.244988665,-3.49195218,-1.88119018,-0.958281279,-1.27401721,0.945065498,5.19180822,-2.94292951,2.26174235,4.67648458,5.41849184,-3.00932217,-0.281319618,2.01910162,5.89971972,-1.9873383,0.707569897,1.56576717,3.54903054,4.38420725
