tol,traj,s1,s2,s3,naccept,nreject,converged
0.01,0,7.24160345e-05,0,0,10,0,1
0.01,1,0.00101611705,0.000852757075,1.03365801e-05,10,0,1
0.01,2,0.00198818045,0.00173584011,2.1664795e-05,10,0,1
0.01,3,0.0029903946,0.00264988281,3.40365186e-05,10,0,1
0.01,4,0.00402259501,0.00359553611,4.75060151e-05,10,0,1
0.01,5,0.00508519681,0.00457345927,6.21297004e-05,10,0,1
0.01,6,0.00617754646,0.00558433682,7.7967059e-05,10,0,1
0.01,7,0.00730255386,0.00662881928,9.50774411e-05,10,0,1
0.01,8,0.00845945161,0.00770761352,0.0001135251,10,0,1
0.01,9,0.0096495375,0.00882140081,0.000133374924,10,0,1
0.01,10,0.0108721303,0.0099709183,0.000154696623,10,0,1
0.01,11,0.0121286344,0.0111568719,0.000177560316,10,0,1
0.01,12,0.0134198712,0.0123799806,0.00020203914,10,0,1
0.01,13,0.014745607,0.013641011,0.00022821076,10,0,1
0.01,14,0.0161078814,0.0149406698,0.00025615195,10,0,1
0.01,15,0.0175059419,0.0162797645,0.000285947375,10,0,1
0.01,16,0.0189399514,0.0176590811,0.000317683473,10,0,1
0.01,17,0.0204122923,0.0190793481,0.00035144508,10,0,1
0.01,18,0.0219224133,0.0205414034,0.000387326407,10,0,1
0.01,19,0.0234711934,0.0220460389,0.000425421982,10,0,1
0.01,20,0.0250597652,0.0235940646,0.000465829333,10,0,1
0.01,21,0.0266880002,0.0251863301,0.00050865236,10,0,1
0.01,22,0.028357666,0.0268236436,0.000553993799,10,0,1
0.01,23,0.0300680082,0.0285069142,0.00060196768,10,0,1
0.01,24,0.031820178,0.0302369893,0.000652686111,10,0,1
0.01,25,0.0336163752,0.0320146605,0.000706261024,10,0,1
0.01,26,0.0354550816,0.033840958,0.000762822689,10,0,1
0.01,27,0.0373383574,0.0357166827,0.000822491304,10,0,1
0.01,28,0.0392662436,0.0376427919,0.000885400281,10,0,1
0.01,29,0.04123969,0.0396202207,0.000951683731,10,0,1
0.01,30,0.0432592556,0.0416498967,0.00102148217,10,0,1
0.01,31,0.0453262366,0.0437327437,0.00109493674,10,0,1
0.01,32,0.0474419333,0.0458696969,0.00117219449,10,0,1
0.01,33,0.0496051311,0.0480618514,0.00125341967,10,0,1
0.01,34,0.0518183373,0.0503100902,0.00133876293,10,0,1
0.01,35,0.0540813543,0.0526154786,0.00142839435,10,0,1
0.01,36,0.0563963316,0.0549789481,0.00152247713,10,0,1
0.01,37,0.0587615557,0.0574017018,0.00162120245,10,0,1
0.01,38,0.0611802228,0.0598846078,0.00172473805,10,0,1
0.01,39,0.0636523664,0.0624287948,0.00183327717,10,0,1
0.01,40,0.0661784112,0.0650353357,0.00194701634,10,0,1
0.01,41,0.0687598437,0.0677052811,0.0020661524,10,0,1
0.01,42,0.0713966638,0.0704398155,0.0021908991,10,0,1
0.01,43,0.07409098,0.07323993,0.00232146075,10,0,1
0.01,44,0.0768423676,0.0761068612,0.00245806947,10,0,1
0.01,45,0.0796525702,0.0790416822,0.00260094623,10,0,1
0.01,46,0.082521975,0.08204557,0.00275032944,10,0,1
0.01,47,0.0854518265,0.0851196721,0.00290646101,10,0,1
0.01,48,0.0884431824,0.088265188,0.00306959054,10,0,1
0.01,49,0.0914963633,0.0914833471,0.00323998183,10,0,1
0.01,50,0.094611913,0.094775416,0.00341790728,10,0,1
0.01,51,0.0977923498,0.0981424376,0.00360362465,10,0,1
0.01,52,0.10103678,0.101585895,0.00379744056,10,0,1
0.01,53,0.104347758,0.105106838,0.00399962813,10,0,1
0.01,54,0.10772597,0.108706564,0.00421049353,10,0,1
0.01,55,0.111171365,0.112386495,0.00443035876,10,0,1
0.01,56,0.114685349,0.116147868,0.00465954281,10,0,1
0.01,57,0.118269645,0.11999198,0.00489836885,10,0,1
0.01,58,0.121924691,0.123920217,0.00514718564,10,0,1
0.01,59,0.125651419,0.12793386,0.00540634058,10,0,1
0.01,60,0.129450724,0.132034317,0.00567620061,10,0,1
0.01,61,0.133324802,0.136222944,0.00595713081,10,0,1
0.01,62,0.137273058,0.140501216,0.00624952838,10,0,1
0.01,63,0.141297564,0.144870445,0.00655377982,10,0,1
0.01,64,0.145398811,0.14933224,0.00687030749,10,0,1
0.01,65,0.149578735,0.153887793,0.00719950953,10,0,1
0.01,66,0.153837517,0.158538729,0.00754183624,10,0,1
0.01,67,0.158176646,0.163286537,0.00789772999,10,0,1
