dt,traj,s1,s2,s3,converged
0.5,0,0.0018360673,-1.42752685e-10,4.9237902e-11,1
0.5,1,0.00278561423,0.000849362987,1.10958654e-05,1
0.5,2,0.00376405939,0.00172907638,2.31931244e-05,1
0.5,3,0.00477195624,0.00263979915,3.63318359e-05,1
0.5,4,0.00580981234,0.0035821686,5.0576873e-05,1
0.5,5,0.0068781795,0.00455685146,6.59807774e-05,1
0.5,6,0.00797760207,0.00556451501,8.26028117e-05,1
0.5,7,0.00910863746,0.00660584448,0.000100504738,1
0.5,8,0.010271837,0.00768152112,0.000119747092,1
0.5,9,0.0114677772,0.00879224949,0.000140396849,1
0.5,10,0.0126970299,0.0099387411,0.00016252081,1
0.5,11,0.0139601817,0.0111217164,0.000186192148,1
0.5,12,0.0152578242,0.012341911,0.000211483319,1
0.5,13,0.016590558,0.0136000663,0.000238470471,1
0.5,14,0.0179589763,0.0148969302,0.000267232856,1
0.5,15,0.0193637032,0.0162332729,0.000297852588,1
0.5,16,0.0208053645,0.0176098701,0.000330414943,1
0.5,17,0.0222845767,0.0190275013,0.000365008134,1
0.5,18,0.023801988,0.0204869751,0.00040172413,1
0.5,19,0.0253582411,0.0219890922,0.000440657488,1
0.5,20,0.0269539896,0.0235346723,0.000481907016,1
0.5,21,0.0285898969,0.0251245536,0.00052557484,1
0.5,22,0.0302666184,0.0267595779,0.000571766403,1
0.5,23,0.0319848582,0.0284405965,0.000620591512,1
0.5,24,0.0337452777,0.0301684812,0.000672163442,1
0.5,25,0.0355485901,0.0319441147,0.000726599887,1
0.5,26,0.0373954847,0.0337683856,0.000784022326,1
0.5,27,0.0392866768,0.0356421918,0.000844556664,1
0.5,28,0.041222889,0.0375664569,0.000908333692,1
0.5,29,0.0432048589,0.0395421088,0.000975487987,1
0.5,30,0.0452333242,0.0415700972,0.00104615954,1
0.5,31,0.0473090075,0.0436513536,0.00112049212,1
0.5,32,0.0494326763,0.0457868613,0.00119863544,1
0.5,33,0.0516051352,0.04797763,0.00128074794,1
0.5,34,0.0538270958,0.0502245836,0.00136698165,1
0.5,35,1,0,0,0
0.5,36,1,0,0,0
0.5,37,1,0,0,0
0.5,38,1,0,0,0
0.5,39,1,0,0,0
0.5,40,1,0,0,0
0.5,41,1,0,0,0
0.5,42,1,0,0,0
0.5,43,1,0,0,0
0.5,44,1,0,0,0
0.5,45,1,0,0,0
0.5,46,1,0,0,0
0.5,47,1,0,0,0
0.5,48,1,0,0,0
0.5,49,1,0,0,0
0.5,50,1,0,0,0
0.5,51,1,0,0,0
0.5,52,1,0,0,0
0.5,53,1,0,0,0
0.5,54,1,0,0,0
0.5,55,1,0,0,0
0.5,56,1,0,0,0
0.5,57,1,0,0,0
0.5,58,1,0,0,0
0.5,59,1,0,0,0
0.5,60,1,0,0,0
0.5,61,1,0,0,0
0.5,62,1,0,0,0
0.5,63,1,0,0,0
0.5,64,1,0,0,0
0.5,65,1,0,0,0
0.5,66,1,0,0,0
0.5,67,1,0,0,0
0.5,68,1,0,0,0
0.5,69,1,0,0,0
0.5,70,1,0,0,0
0.5,71,1,0,0,0
0.5,72,1,0,0,0
0.5,73,1,0,0,0
0.5,74,1,0,0,0
0.5,75,0.198436514,0.20493494,0.0113655655,1
0.5,76,0.20356746,0.210630283,0.0118675772,1
0.5,77,0.208790779,0.216438517,0.0123884529,1
0.5,78,0.214107633,0.222361296,0.0129288007,1
0.5,79,0.219519228,0.228400216,0.0134892501,1
0.5,80,0.225026846,0.234557047,0.0140704466,1
0.5,81,0.230631694,0.240833476,0.0146730598,1
0.5,82,0.236335233,0.247231305,0.015297777,1
0.5,83,0.242138594,0.253752232,0.0159453042,1
0.5,84,0.24804312,0.260398,0.0166163575,1
0.5,85,0.254050076,0.267170429,0.0173116829,1
0.5,86,0.260160834,0.274071306,0.0180320423,1
0.5,87,0.266376704,0.281102449,0.0187782291,1
