dt,traj,s1,s2,s3,converged
0.5,0,0.0277777761,1.70359371e-09,-8.89767815e-10,1
0.5,1,0.0287363529,0.000959517085,2.35350926e-05,1
0.5,2,0.0297151953,0.00194115471,4.80193121e-05,1
0.5,3,0.030714795,0.00294548739,7.34939604e-05,1
0.5,4,0.0317356884,0.00397310825,0.000100002399,1
0.5,5,0.032778427,0.00502462685,0.00012758997,1
0.5,6,0.0338435322,0.00610065833,0.000156311813,1
0.5,7,0.034931615,0.00720188022,0.000186204139,1
0.5,8,0.0360432714,0.00832895096,0.000217325651,1
0.5,9,0.0371790826,0.00948255975,0.000249730976,1
0.5,10,0.0383397192,0.0106634209,0.000283478323,1
0.5,11,0.039525792,0.0118722701,0.000318627921,1
0.5,12,0.0407380164,0.0131098656,0.000355243101,1
0.5,13,0.0419770479,0.0143769933,0.000393391063,1
0.5,14,0.0432436019,0.0156744588,0.000433141249,1
0.5,15,0.0445384383,0.0170031022,0.000474568078,1
0.5,16,0.0458623171,0.0183637831,0.000517748413,1
0.5,17,0.0472159982,0.01975739,0.000562763715,1
0.5,18,0.048600316,0.0211848505,0.000609699811,1
0.5,19,0.0500161052,0.0226471089,0.000658645818,1
0.5,20,0.0514642298,0.024145158,0.000709697953,1
0.5,21,0.052945599,0.0256800037,0.000762954005,1
0.5,22,0.0544611067,0.0272526983,0.000818519737,1
0.5,23,0.0560117215,0.0288643334,0.000876505394,1
0.5,24,0.0575984418,0.0305160284,0.000937027275,1
0.5,25,0.059222281,0.0322089382,0.00100020715,1
0.5,26,0.0608842969,0.0339442752,0.00106617366,1
0.5,27,0.0625855625,0.0357232764,0.00113506371,1
0.5,28,0.0643272549,0.0375472605,0.00120701094,1
0.5,29,0.0661104918,0.0394175053,0.00128219556,1
0.5,30,0.06793648,0.0413353667,0.00136074238,1
0.5,31,0.0698065013,0.0433023497,0.00144283578,1
0.5,32,0.0717218667,0.0453199148,0.00152865145,1
0.5,33,0.0736838877,0.0473895669,0.0016183753,1
0.5,34,0.0756939501,0.0495129004,0.00171220582,1
0.5,35,0.0777534842,0.0516915545,0.00181034976,1
0.5,36,0.0798640102,0.0539272465,0.0019130304,1
0.5,37,0.0820270628,0.0562217347,0.00202047941,1
0.5,38,0.0842442214,0.0585768335,0.00213294127,1
0.5,39,0.086517185,0.0609944761,0.00225068023,1
0.5,40,0.0888476074,0.0634765774,0.00237396662,1
0.5,41,0.0912373364,0.0660252273,0.00250309682,1
0.5,42,0.0936881751,0.068642512,0.00263837655,1
0.5,43,0.0962020606,0.0713306442,0.00278013339,1
0.5,44,0.0987809673,0.0740918815,0.00292871101,1
0.5,45,0.101426966,0.0769286156,0.0030844768,1
0.5,46,0.104142226,0.0798432976,0.00324782077,1
0.5,47,0.106928922,0.0828384683,0.00341915246,1
0.5,48,0.109789401,0.0859168023,0.00359891076,1
0.5,49,0.112726018,0.0890810117,0.00378755317,1
0.5,50,0.115741149,0.0923338011,0.00398595631,1
0.5,51,0.118837617,0.0956784561,0.0041938927,1
0.5,52,0.122018054,0.0991179645,0.00441228412,1
0.5,53,0.125285134,0.102655455,0.00464171125,1
0.5,54,0.128641814,0.106294274,0.00488279667,1
0.5,55,0.132091165,0.110037953,0.00513621327,1
0.5,56,0.135636181,0.113890007,0.00540265301,1
0.5,57,0.13928023,0.117854267,0.00568287633,1
0.5,58,0.14302671,0.121934637,0.00597768044,1
0.5,59,0.146879017,0.126135036,0.00628789794,1
0.5,60,0.150840893,0.13045983,0.00661444943,1
0.5,61,0.154916108,0.134913325,0.00695828348,1
0.5,62,0.159108669,0.139500141,0.00732043386,1
0.5,63,0.163422644,0.144224972,0.00770198228,1
0.5,64,0.167862371,0.149092823,0.00810409803,1
0.5,65,0.172432244,0.154108793,0.00852801651,1
0.5,66,0.177136913,0.159278244,0.00897505693,1
0.5,67,0.181981236,0.164606765,0.00944663025,1
0.5,68,0.186970204,0.170100152,0.00994424149,1
0.5,69,0.192109182,0.17576462,0.0104691833,1
0.5,70,0.197403282,0.181606025,0.0110238213,1
0.5,71,0.202858329,0.18763113,0.0116096428,1
0.5,72,0.208480179,0.193846673,0.0122285923,1
0.5,73,0.214274913,0.200259775,0.0128827579,1
0.5,74,0.220248923,0.206877768,0.0135743693,1
0.5,75,0.22640878,0.213708282,0.0143057983,1
0.5,76,0.232761413,0.220759302,0.0150795998,1
0.5,77,0.239313871,0.228039041,0.0158984791,1
0.5,78,0.246073633,0.235556066,0.0167653486,1
0.5,79,0.253048331,0.243319303,0.0176833086,1
0.5,80,0.260245919,0.251337945,0.0186556764,1
0.5,81,0.267674655,0.259621561,0.0196859986,1
0.5,82,0.275343239,0.268180132,0.0207780879,1
0.5,83,0.283260494,0.277024031,0.0219359957,1
0.5,84,0.29143554,0.286163628,0.0231640302,1
0.5,85,0.299877882,0.2956101,0.0244668499,1
0.5,86,0.308597386,0.305374801,0.0258493982,1
0.5,87,0.317604303,0.315469503,0.0273169857,1
0.5,88,0.326908737,0.325906038,0.0288752299,1
0.5,89,0.336521745,0.336697161,0.030530192,1
0.5,90,0.346454233,0.347855389,0.0322883017,1
0.5,91,0.356717408,0.359393775,0.0341564082,1
0.5,92,0.367322922,0.371325791,0.0361418501,1
0.5,93,0.378282726,0.383665085,0.0382524282,1
0.5,94,0.389609396,0.39642635,0.0404961705,1
0.5,95,0.401314348,0.40962261,0.0428821445,1
0.5,96,0.413410336,0.423268616,0.0454195775,1
0.5,97,0.425910026,0.437378883,0.0481183678,1
0.5,98,0.438825965,0.451967835,0.0509889871,1
0.5,99,0.452170759,0.467050046,0.0540424734,1
0.5,100,0.465957075,0.482639819,0.0572904944,1
0.5,101,0.480197668,0.498751819,0.0607453734,1
0.5,102,0.494904578,0.515399754,0.0644199476,1
0.5,103,0.510090351,0.53259778,0.0683277994,1
0.5,104,0.525766313,0.550358891,0.072483018,1
0.5,105,0.541944027,0.568695962,0.0769002959,1
0.5,106,0.558635771,0.587622762,0.0815957636,1
0.5,107,0.575840712,0.607137561,0.0865958035,1
0.5,108,0.593581676,0.627266824,0.0918975323,1
0.5,109,0.611861706,0.648013175,0.0975268483,1
0.5,110,0.630687952,0.669384122,0.103501253,1
0.5,111,0.650066018,0.691385508,0.109838441,1
0.5,112,0.670000851,0.714021921,0.116556637,1
0.5,113,0.690495074,0.737295628,0.12367399,1
0.5,114,0.71155417,0.761211991,0.131208479,1
0.5,115,0.733172178,0.785762668,0.13917926,1
0.5,116,0.755350292,0.810947657,0.147604227,1
0.5,117,0.77808392,0.83676064,0.156501055,1
0.5,118,0.801368475,0.863194466,0.16588746,1
0.5,119,0.825196326,0.890238762,0.175780341,1
0.5,120,0.849558651,0.917881489,0.186196104,1
0.5,121,0.87443006,0.946090937,0.197156429,1
0.5,122,0.899819136,0.974876225,0.208660528,1
0.5,123,0.925704956,1.00421023,0.220736146,1
0.5,124,0.95206815,1.03406835,0.233390704,1
0.5,125,0.978881001,1.06441712,0.246630505,1
0.5,126,1.00614691,1.09525645,0.260478169,1
0.5,127,0.570262671,0.484315217,0.0591827035,0
0.5,128,0.580198884,0.496238619,0.0616964512,0
0.5,129,0.590412199,0.508494735,0.0643331856,0
0.5,130,0.600914657,0.5210976,0.0671004131,0
0.5,131,0.61171186,0.53405422,0.0700044334,0
0.5,132,0.622811496,0.547373831,0.0730522573,0
0.5,133,0.634220243,0.561064363,0.0762509257,0
0.5,134,0.645945191,0.575134277,0.0796078518,0
0.5,135,0.65799278,0.589591265,0.0831305161,0
0.5,136,0.670368552,0.604442358,0.0868266523,0
0.5,137,0.683068275,0.619681895,0.0907044858,0
0.5,138,0.696112275,0.63533473,0.0947718695,0
0.5,139,0.70949769,0.651397347,0.0990369171,0
0.5,140,0.72323525,0.667882383,0.103507198,0
0.5,141,0.737316847,0.68478018,0.108191915,0
0.5,142,0.751748443,0.702098131,0.113098688,0
0.5,143,0.766524553,0.7198295,0.118236452,0
0.5,144,0.781654835,0.73798579,0.123611934,0
0.5,145,0.797132969,0.75655961,0.129233271,0
0.5,146,0.812966645,0.775559962,0.135106921,0
0.5,147,0.829138041,0.794965684,0.141241416,0
0.5,148,1,0,0,0
0.5,149,1,0,0,0
0.5,150,1,0,0,0
0.5,151,1,0,0,0
0.5,152,1,0,0,0
0.5,153,1,0,0,0
0.5,154,1,0,0,0
0.5,155,1,0,0,0
0.5,156,1,0,0,0
0.5,157,1,0,0,0
0.5,158,1,0,0,0
0.5,159,1,0,0,0
0.5,160,1,0,0,0
0.5,161,1,0,0,0
0.5,162,1,0,0,0
0.5,163,1,0,0,0
0.5,164,1,0,0,0
0.5,165,1,0,0,0
0.5,166,1,0,0,0
0.5,167,1,0,0,0
0.5,168,1,0,0,0
0.5,169,1,0,0,0
0.5,170,1,0,0,0
0.5,171,1,0,0,0
0.5,172,1,0,0,0
0.5,173,1,0,0,0
0.5,174,1,0,0,0
0.5,175,1,0,0,0
0.5,176,1,0,0,0
0.5,177,1,0,0,0
0.5,178,1,0,0,0
0.5,179,1,0,0,0
0.5,180,1,0,0,0
0.5,181,1,0,0,0
0.5,182,1,0,0,0
0.5,183,1,0,0,0
0.5,184,1,0,0,0
0.5,185,1,0,0,0
0.5,186,1,0,0,0
0.5,187,1,0,0,0
0.5,188,1,0,0,0
0.5,189,1,0,0,0
0.5,190,1,0,0,0
0.5,191,1,0,0,0
0.5,192,1,0,0,0
0.5,193,1,0,0,0
0.5,194,1,0,0,0
0.5,195,1,0,0,0
0.5,196,1,0,0,0
0.5,197,1,0,0,0
0.5,198,1,0,0,0
0.5,199,1,0,0,0
0.5,200,1,0,0,0
0.5,201,1,0,0,0
0.5,202,1,0,0,0
0.5,203,1,0,0,0
0.5,204,1,0,0,0
0.5,205,1,0,0,0
0.5,206,1,0,0,0
0.5,207,1,0,0,0
0.5,208,1,0,0,0
0.5,209,1,0,0,0
0.5,210,1,0,0,0
0.5,211,1,0,0,0
0.5,212,1,0,0,0
0.5,213,1,0,0,0
0.5,214,1,0,0,0
0.5,215,1,0,0,0
0.5,216,1,0,0,0
0.5,217,1,0,0,0
0.5,218,1,0,0,0
0.5,219,1,0,0,0
0.5,220,1,0,0,0
0.5,221,1,0,0,0
0.5,222,1,0,0,0
0.5,223,1,0,0,0
0.5,224,1,0,0,0
0.5,225,1,0,0,0
0.5,226,1,0,0,0
0.5,227,1,0,0,0
0.5,228,1,0,0,0
0.5,229,1,0,0,0
0.5,230,1,0,0,0
0.5,231,1,0,0,0
0.5,232,1,0,0,0
0.5,233,1,0,0,0
0.5,234,1,0,0,0
0.5,235,1,0,0,0
0.5,236,1,0,0,0
0.5,237,1,0,0,0
0.5,238,1,0,0,0
0.5,239,1,0,0,0
0.5,240,1,0,0,0
0.5,241,1,0,0,0
0.5,242,1,0,0,0
0.5,243,1,0,0,0
0.5,244,1,0,0,0
0.5,245,1,0,0,0
0.5,246,1,0,0,0
0.5,247,1,0,0,0
0.5,248,1,0,0,0
0.5,249,1,0,0,0
0.5,250,1,0,0,0
0.5,251,1,0,0,0
0.5,252,1,0,0,0
0.5,253,1,0,0,0
0.5,254,1,0,0,0
0.5,255,1,0,0,0
0.5,256,1,0,0,0
0.5,257,1,0,0,0
0.5,258,1,0,0,0
0.5,259,1,0,0,0
0.5,260,1,0,0,0
0.5,261,1,0,0,0
0.5,262,1,0,0,0
0.5,263,1,0,0,0
0.5,264,1,0,0,0
0.5,265,1,0,0,0
0.5,266,1,0,0,0
0.5,267,1,0,0,0
0.5,268,1,0,0,0
0.5,269,1,0,0,0
0.5,270,1,0,0,0
0.5,271,1,0,0,0
0.5,272,1,0,0,0
0.5,273,1,0,0,0
0.5,274,1,0,0,0
0.5,275,1,0,0,0
0.5,276,1,0,0,0
0.5,277,1,0,0,0
0.5,278,1,0,0,0
0.5,279,1,0,0,0
0.5,280,1,0,0,0
0.5,281,1,0,0,0
0.5,282,1,0,0,0
0.5,283,1,0,0,0
0.5,284,1,0,0,0
0.5,285,1,0,0,0
0.5,286,1,0,0,0
0.5,287,1,0,0,0
0.5,288,1,0,0,0
0.5,289,1,0,0,0
0.5,290,1,0,0,0
0.5,291,1,0,0,0
0.5,292,1,0,0,0
0.5,293,1,0,0,0
0.5,294,1,0,0,0
0.5,295,1,0,0,0
0.5,296,1,0,0,0
0.5,297,1,0,0,0
0.5,298,1,0,0,0
0.5,299,1,0,0,0
0.5,300,1,0,0,0
0.5,301,1,0,0,0
0.5,302,1,0,0,0
0.5,303,1,0,0,0
0.5,304,1,0,0,0
0.5,305,1,0,0,0
0.5,306,1,0,0,0
0.5,307,1,0,0,0
0.5,308,1,0,0,0
0.5,309,1,0,0,0
0.5,310,1,0,0,0
0.5,311,1,0,0,0
0.5,312,1,0,0,0
0.5,313,1,0,0,0
0.5,314,1,0,0,0
0.5,315,1,0,0,0
0.5,316,1,0,0,0
0.5,317,1,0,0,0
0.5,318,1,0,0,0
0.5,319,1,0,0,0
0.5,320,1,0,0,0
0.5,321,1,0,0,0
0.5,322,1,0,0,0
0.5,323,1,0,0,0
0.5,324,1,0,0,0
0.5,325,1,0,0,0
0.5,326,1,0,0,0
0.5,327,1,0,0,0
0.5,328,1,0,0,0
0.5,329,1,0,0,0
0.5,330,1,0,0,0
0.5,331,1,0,0,0
0.5,332,1,0,0,0
0.5,333,1,0,0,0
0.5,334,1,0,0,0
0.5,335,1,0,0,0
0.5,336,1,0,0,0
0.5,337,1,0,0,0
0.5,338,1,0,0,0
0.5,339,1,0,0,0
0.5,340,1,0,0,0
0.5,341,1,0,0,0
0.5,342,1,0,0,0
0.5,343,1,0,0,0
0.5,344,1,0,0,0
0.5,345,1,0,0,0
0.5,346,1,0,0,0
0.5,347,1,0,0,0
0.5,348,1,0,0,0
0.5,349,1,0,0,0
0.5,350,1,0,0,0
0.5,351,1,0,0,0
0.5,352,1,0,0,0
0.5,353,1,0,0,0
0.5,354,1,0,0,0
0.5,355,1,0,0,0
0.5,356,1,0,0,0
0.5,357,1,0,0,0
0.5,358,1,0,0,0
0.5,359,1,0,0,0
0.5,360,1,0,0,0
0.5,361,1,0,0,0
0.5,362,1,0,0,0
0.5,363,1,0,0,0
0.5,364,1,0,0,0
0.5,365,1,0,0,0
0.5,366,1,0,0,0
0.5,367,1,0,0,0
0.5,368,1,0,0,0
0.5,369,1,0,0,0
0.5,370,1,0,0,0
0.5,371,1,0,0,0
0.5,372,1,0,0,0
0.5,373,1,0,0,0
0.5,374,1,0,0,0
0.5,375,1,0,0,0
0.5,376,1,0,0,0
0.5,377,1,0,0,0
0.5,378,1,0,0,0
0.5,379,1,0,0,0
0.5,380,1,0,0,0
0.5,381,1,0,0,0
0.5,382,1,0,0,0
0.5,383,1,0,0,0
0.5,384,1,0,0,0
0.5,385,1,0,0,0
0.5,386,1,0,0,0
0.5,387,1,0,0,0
0.5,388,1,0,0,0
0.5,389,1,0,0,0
0.5,390,1,0,0,0
0.5,391,1,0,0,0
0.5,392,1,0,0,0
0.5,393,1,0,0,0
0.5,394,1,0,0,0
0.5,395,1,0,0,0
0.5,396,1,0,0,0
0.5,397,1,0,0,0
0.5,398,1,0,0,0
0.5,399,1,0,0,0
0.5,400,1,0,0,0
0.5,401,1,0,0,0
0.5,402,1,0,0,0
0.5,403,1,0,0,0
0.5,404,1,0,0,0
0.5,405,1,0,0,0
0.5,406,1,0,0,0
0.5,407,1,0,0,0
0.5,408,1,0,0,0
0.5,409,1,0,0,0
0.5,410,1,0,0,0
0.5,411,1,0,0,0
0.5,412,1,0,0,0
0.5,413,1,0,0,0
0.5,414,1,0,0,0
0.5,415,1,0,0,0
0.5,416,1,0,0,0
0.5,417,1,0,0,0
0.5,418,1,0,0,0
0.5,419,1,0,0,0
0.5,420,1,0,0,0
0.5,421,1,0,0,0
0.5,422,1,0,0,0
0.5,423,1,0,0,0
0.5,424,1,0,0,0
0.5,425,1,0,0,0
0.5,426,1,0,0,0
0.5,427,1,0,0,0
0.5,428,1,0,0,0
0.5,429,1,0,0,0
0.5,430,1,0,0,0
0.5,431,1,0,0,0
0.5,432,1,0,0,0
0.5,433,1,0,0,0
0.5,434,1,0,0,0
0.5,435,1,0,0,0
0.5,436,1,0,0,0
0.5,437,1,0,0,0
0.5,438,1,0,0,0
0.5,439,1,0,0,0
0.5,440,1,0,0,0
0.5,441,1,0,0,0
0.5,442,1,0,0,0
0.5,443,1,0,0,0
0.5,444,1,0,0,0
0.5,445,1,0,0,0
0.5,446,1,0,0,0
0.5,447,1,0,0,0
0.5,448,1,0,0,0
0.5,449,1,0,0,0
0.5,450,1,0,0,0
0.5,451,1,0,0,0
0.5,452,1,0,0,0
0.5,453,1,0,0,0
0.5,454,1,0,0,0
0.5,455,1,0,0,0
0.5,456,1,0,0,0
0.5,457,1,0,0,0
0.5,458,1,0,0,0
0.5,459,1,0,0,0
0.5,460,1,0,0,0
0.5,461,1,0,0,0
0.5,462,1,0,0,0
0.5,463,1,0,0,0
0.5,464,1,0,0,0
0.5,465,1,0,0,0
0.5,466,1,0,0,0
0.5,467,1,0,0,0
0.5,468,1,0,0,0
0.5,469,1,0,0,0
0.5,470,1,0,0,0
0.5,471,1,0,0,0
0.5,472,1,0,0,0
0.5,473,1,0,0,0
0.5,474,1,0,0,0
0.5,475,1,0,0,0
0.5,476,1,0,0,0
0.5,477,1,0,0,0
0.5,478,1,0,0,0
0.5,479,1,0,0,0
0.5,480,1,0,0,0
0.5,481,1,0,0,0
0.5,482,1,0,0,0
0.5,483,1,0,0,0
0.5,484,1,0,0,0
0.5,485,1,0,0,0
0.5,486,1,0,0,0
0.5,487,1,0,0,0
0.5,488,1,0,0,0
0.5,489,1,0,0,0
0.5,490,1,0,0,0
0.5,491,1,0,0,0
0.5,492,1,0,0,0
0.5,493,1,0,0,0
0.5,494,1,0,0,0
0.5,495,1,0,0,0
0.5,496,1,0,0,0
0.5,497,1,0,0,0
0.5,498,1,0,0,0
0.5,499,1,0,0,0
0.5,500,1,0,0,0
0.5,501,1,0,0,0
0.5,502,1,0,0,0
0.5,503,1,0,0,0
0.5,504,1,0,0,0
0.5,505,1,0,0,0
0.5,506,1,0,0,0
0.5,507,1,0,0,0
0.5,508,1,0,0,0
0.5,509,1,0,0,0
0.5,510,1,0,0,0
0.5,511,1,0,0,0
0.5,512,1,0,0,0
0.5,513,1,0,0,0
0.5,514,1,0,0,0
0.5,515,1,0,0,0
0.5,516,1,0,0,0
0.5,517,1,0,0,0
0.5,518,1,0,0,0
0.5,519,1,0,0,0
0.5,520,1,0,0,0
0.5,521,1,0,0,0
0.5,522,1,0,0,0
0.5,523,1,0,0,0
0.5,524,1,0,0,0
0.5,525,1,0,0,0
0.5,526,1,0,0,0
0.5,527,1,0,0,0
0.5,528,1,0,0,0
0.5,529,1,0,0,0
0.5,530,1,0,0,0
0.5,531,1,0,0,0
0.5,532,1,0,0,0
0.5,533,1,0,0,0
0.5,534,1,0,0,0
0.5,535,1,0,0,0
0.5,536,1,0,0,0
0.5,537,1,0,0,0
0.5,538,1,0,0,0
0.5,539,1,0,0,0
0.5,540,1,0,0,0
0.5,541,1,0,0,0
0.5,542,1,0,0,0
0.5,543,1,0,0,0
0.5,544,1,0,0,0
0.5,545,1,0,0,0
0.5,546,1,0,0,0
0.5,547,1,0,0,0
0.5,548,1,0,0,0
0.5,549,1,0,0,0
0.5,550,1,0,0,0
0.5,551,1,0,0,0
0.5,552,1,0,0,0
0.5,553,1,0,0,0
0.5,554,1,0,0,0
0.5,555,1,0,0,0
0.5,556,1,0,0,0
0.5,557,1,0,0,0
0.5,558,1,0,0,0
0.5,559,1,0,0,0
0.5,560,1,0,0,0
0.5,561,1,0,0,0
0.5,562,1,0,0,0
0.5,563,1,0,0,0
0.5,564,1,0,0,0
0.5,565,1,0,0,0
0.5,566,1,0,0,0
0.5,567,1,0,0,0
0.5,568,1,0,0,0
0.5,569,1,0,0,0
0.5,570,1,0,0,0
0.5,571,1,0,0,0
0.5,572,1,0,0,0
0.5,573,1,0,0,0
0.5,574,1,0,0,0
0.5,575,1,0,0,0
0.5,576,1,0,0,0
0.5,577,1,0,0,0
0.5,578,1,0,0,0
0.5,579,1,0,0,0
0.5,580,1,0,0,0
0.5,581,1,0,0,0
0.5,582,1,0,0,0
0.5,583,1,0,0,0
0.5,584,1,0,0,0
0.5,585,1,0,0,0
0.5,586,1,0,0,0
0.5,587,1,0,0,0
0.5,588,1,0,0,0
0.5,589,1,0,0,0
0.5,590,1,0,0,0
0.5,591,1,0,0,0
0.5,592,1,0,0,0
0.5,593,1,0,0,0
0.5,594,1,0,0,0
0.5,595,1,0,0,0
0.5,596,1,0,0,0
0.5,597,1,0,0,0
0.5,598,1,0,0,0
0.5,599,1,0,0,0
0.5,600,1,0,0,0
0.5,601,1,0,0,0
0.5,602,1,0,0,0
0.5,603,1,0,0,0
0.5,604,1,0,0,0
0.5,605,1,0,0,0
0.5,606,1,0,0,0
0.5,607,1,0,0,0
0.5,608,1,0,0,0
0.5,609,1,0,0,0
0.5,610,1,0,0,0
0.5,611,1,0,0,0
0.5,612,1,0,0,0
0.5,613,1,0,0,0
0.5,614,1,0,0,0
0.5,615,1,0,0,0
0.5,616,1,0,0,0
0.5,617,1,0,0,0
0.5,618,1,0,0,0
0.5,619,1,0,0,0
0.5,620,1,0,0,0
0.5,621,1,0,0,0
0.5,622,1,0,0,0
0.5,623,1,0,0,0
0.5,624,1,0,0,0
0.5,625,1,0,0,0
0.5,626,1,0,0,0
0.5,627,1,0,0,0
0.5,628,1,0,0,0
0.5,629,1,0,0,0
0.5,630,1,0,0,0
0.5,631,1,0,0,0
0.5,632,1,0,0,0
0.5,633,1,0,0,0
0.5,634,1,0,0,0
0.5,635,1,0,0,0
0.5,636,1,0,0,0
0.5,637,1,0,0,0
0.5,638,1,0,0,0
0.5,639,1,0,0,0
0.5,640,1,0,0,0
0.5,641,1,0,0,0
0.5,642,1,0,0,0
0.5,643,1,0,0,0
0.5,644,1,0,0,0
0.5,645,1,0,0,0
0.5,646,1,0,0,0
0.5,647,1,0,0,0
0.5,648,1,0,0,0
0.5,649,1,0,0,0
0.5,650,1,0,0,0
0.5,651,1,0,0,0
0.5,652,1,0,0,0
0.5,653,1,0,0,0
0.5,654,1,0,0,0
0.5,655,1,0,0,0
0.5,656,1,0,0,0
0.5,657,1,0,0,0
0.5,658,1,0,0,0
0.5,659,1,0,0,0
0.5,660,1,0,0,0
0.5,661,1,0,0,0
0.5,662,1,0,0,0
0.5,663,1,0,0,0
0.5,664,1,0,0,0
0.5,665,1,0,0,0
0.5,666,1,0,0,0
0.5,667,1,0,0,0
0.5,668,0.0571758524,0.0804814398,0.00246441108,1
0.5,669,1,0,0,0
0.5,670,1,0,0,0
0.5,671,1,0,0,0
0.5,672,1,0,0,0
0.5,673,1,0,0,0
0.5,674,1,0,0,0
0.5,675,1,0,0,0
0.5,676,0.0559844524,0.078861922,0.00239468738,1
0.5,677,0.0558388233,0.0786638558,0.0023862212,1
0.5,678,0.0556938946,0.0784667432,0.00237780111,1
0.5,679,1,0,0,0
0.5,680,0.0554062054,0.0780753791,0.00236112787,1
