tol,traj,s1,s2,s3,naccept,nreject,converged
0.01,0,4.34674621e-05,0,0,5,0,1
0.01,1,0.000986292376,0.00085281994,1.03387638e-05,5,0,1
0.01,2,0.00195839349,0.0017359443,2.16556691e-05,5,0,1
0.01,3,0.00296281534,0.00265006069,3.4046865e-05,5,0,1
0.01,4,0.00399460224,0.00359577243,4.75163542e-05,5,0,1
0.01,5,0.00505107082,0.00457383227,6.2152656e-05,5,0,1
0.01,6,0.00615114905,0.00558462832,7.79676338e-05,5,0,1
0.01,7,0.00727673061,0.00662920624,9.51015318e-05,5,0,1
0.01,8,0.00843411591,0.00770803774,0.000113553899,5,0,1
0.01,9,0.00962003414,0.00882196333,0.000133390844,5,0,1
0.01,10,0.0108470106,0.00997145846,0.000154737194,5,0,1
0.01,11,0.0121038808,0.0111574195,0.000177589231,5,0,1
0.01,12,0.0133917825,0.0123806894,0.000202058785,5,0,1
0.01,13,0.0147198867,0.0136416741,0.000228215766,5,0,1
0.01,14,0.0160818566,0.0149414418,0.000256188534,5,0,1
0.01,15,0.0174810626,0.0162804835,0.000285967777,5,0,1
0.01,16,0.0189163238,0.0176597983,0.000317713799,5,0,1
0.01,17,0.0203866605,0.0190802086,0.000351434835,5,0,1
0.01,18,0.0218991078,0.0205422323,0.000387374777,5,0,1
0.01,19,0.0234474707,0.0220468827,0.000425417966,5,0,1
0.01,20,0.0250365287,0.0235950407,0.000465907709,5,0,1
0.01,21,0.0266633388,0.0251873471,0.000508663128,5,0,1
0.01,22,0.0283333212,0.0268247258,0.00055401295,5,0,1
0.01,23,0.030045623,0.0285079069,0.000602022163,5,0,1
0.01,24,0.0317985229,0.0302380081,0.000652733201,5,0,1
0.01,25,0.0335895307,0.0320153609,0.000705844839,5,0,1
0.01,26,0.03543308,0.0338421091,0.000762905111,5,0,1
0.01,27,0.0373165384,0.0357178226,0.000822536007,5,0,1
0.01,28,0.0392439216,0.0376438312,0.000885306566,5,0,1
0.01,29,0.0412179977,0.0396214798,0.000951712427,5,0,1
0.01,30,0.0432382412,0.0416512042,0.00102158904,5,0,1
0.01,31,0.0453062095,0.0437339284,0.00109496713,5,0,1
0.01,32,0.0474213213,0.0458708145,0.00117218576,5,0,1
0.01,33,0.0495839752,0.0480628163,0.0012532206,5,0,1
0.01,34,0.0517967455,0.0503113046,0.00133861962,5,0,1
0.01,35,0.0540616028,0.0526167862,0.00142842974,5,0,1
0.01,36,0.0563748144,0.0549803153,0.00152238691,5,0,1
0.01,37,0.0587426275,0.0574029535,0.00162120478,5,0,1
0.01,38,0.0611611307,0.059885975,0.0017248264,5,0,1
0.01,39,0.0636326969,0.0624303408,0.00183339603,5,0,1
0.01,40,0.0661587045,0.0650367513,0.00194696954,5,0,1
0.01,41,0.0687407926,0.0677066073,0.00206609955,5,0,1
0.01,42,0.0713761821,0.070441559,0.00219104998,5,0,1
0.01,43,0.0740723684,0.0732413605,0.00232145283,5,0,1
0.01,44,0.0768235922,0.0761080012,0.00245785294,5,0,1
0.01,45,0.0796334743,0.079043299,0.00260093017,5,0,1
0.01,46,0.0825042948,0.0820471272,0.00275040301,5,0,1
0.01,47,0.0854333043,0.0851212591,0.00290641072,5,0,1
0.01,48,0.0884252489,0.088266775,0.00306965807,5,0,1
0.01,49,0.091478698,0.0914850011,0.00324001396,5,0,1
0.01,50,0.0945941359,0.0947771072,0.00341789727,5,0,1
0.01,51,0.0977719054,0.098143056,0.00360264606,5,0,1
0.01,52,0.101020463,0.101587266,0.00379735534,5,0,1
0.01,53,0.104330957,0.105108038,0.00399940973,5,0,1
0.01,54,0.107709013,0.108708121,0.00421053031,5,0,1
0.01,55,0.111154228,0.112388156,0.00443013897,5,0,1
0.01,56,0.114666611,0.116149314,0.0046588867,5,0,1
0.01,57,0.118251629,0.119992785,0.00489761494,5,0,1
0.01,58,0.121909477,0.123921923,0.00514714839,5,0,1
0.01,59,0.125634208,0.127934888,0.0054057152,5,0,1
0.01,60,0.129435137,0.132036075,0.00567630865,5,0,1
0.01,61,0.133308306,0.136224836,0.0059570251,5,0,1
0.01,62,0.13725695,0.140503183,0.00624962477,5,0,1
0.01,63,0.141282454,0.144872114,0.00655370904,5,0,1
0.01,64,0.145381093,0.149333343,0.00686931051,5,0,1
0.01,65,0.149563208,0.153889239,0.00719922315,5,0,1
0.01,66,0.153822154,0.158540487,0.00754175894,5,0,1
0.01,67,0.158157229,0.163289055,0.0078979386,5,0,1
0.01,68,0.162581608,0.168134391,0.008267303,5,0,1
0.01,69,0.167085931,0.17308034,0.00865202863,5,0,1
0.01,70,0.171672016,0.178126737,0.00905045401,5,0,1
0.01,71,0.176344857,0.183277786,0.00946619734,5,0,1
0.01,72,0.181104213,0.188532725,0.00989713706,5,0,1
0.01,73,0.185950264,0.193892866,0.0103443833,5,0,1
0.01,74,0.190882012,0.199362084,0.0108088646,5,0,1
0.01,75,0.195905924,0.204939395,0.0112911491,5,0,1
0.01,76,0.201019913,0.210628092,0.0117915804,5,0,1
0.01,77,0.206222475,0.216429591,0.0123107769,5,0,1
0.01,78,0.211520299,0.222345009,0.0128493896,5,0,1
0.01,79,0.216917127,0.228375539,0.0134076662,5,0,1
0.01,80,0.222407475,0.234523699,0.0139865652,5,0,1
0.01,81,0.227990463,0.240792856,0.0145878503,5,0,1
0.01,82,0.233678579,0.247181028,0.0152101992,5,0,1
0.01,83,0.23946169,0.253691077,0.0158543643,5,0,1
0.01,84,0.245349333,0.260328531,0.0165243372,5,0,1
0.01,85,0.251333535,0.267091781,0.0172177162,5,0,1
0.01,86,0.257427186,0.273981094,0.017935032,5,0,1
0.01,87,0.263620794,0.281002283,0.0186792836,5,0,1
0.01,88,0.269922614,0.288154483,0.0194494594,5,0,1
0.01,89,0.276333451,0.295439333,0.0202466007,5,0,1
0.01,90,0.282852203,0.302860528,0.0210726112,5,0,1
0.01,91,0.289476156,0.310417324,0.0219260976,5,0,1
0.01,92,0.296215802,0.318117052,0.0228126347,5,0,1
0.01,93,0.303058058,0.325957149,0.0237287916,5,0,1
0.01,94,0.310030937,0.333937824,0.0246762242,5,0,1
0.01,95,0.31711939,0.342063367,0.0256560463,5,0,1
0.01,96,0.324316144,0.350337118,0.0266704336,5,0,1
0.01,97,0.331639886,0.358758301,0.0277190208,5,0,1
0.01,98,0.339070767,0.367332608,0.0288042501,5,0,1
0.01,99,0.346634418,0.376057595,0.029925894,5,0,1
0.01,100,0.354321003,0.38493818,0.0310852043,5,0,1
0.01,101,0.362126529,0.393976152,0.032284312,5,0,1
0.01,102,0.370061815,0.403170288,0.033521805,5,0,1
0.01,103,0.378123283,0.412528336,0.0348033085,5,0,1
0.01,104,0.386305451,0.422050536,0.0361276716,5,0,1
0.01,105,0.394635588,0.431734145,0.0374939665,5,0,1
0.01,106,0.403084219,0.441588372,0.038907066,5,0,1
0.01,107,0.411674023,0.451609433,0.0403659493,5,0,1
0.01,108,0.420393258,0.461802155,0.0418718494,5,0,1
0.01,109,0.429253906,0.472169876,0.0434286743,5,0,1
0.01,110,0.438250184,0.482711494,0.045035623,5,0,1
0.01,111,0.447378755,0.493433267,0.046695102,5,0,1
0.01,112,0.456661791,0.504333019,0.0484068282,5,0,1
0.01,113,0.466083378,0.515415013,0.0501742773,5,0,1
0.01,114,0.475626022,0.526687205,0.0520005897,5,0,1
0.01,115,0.48536101,0.538137436,0.0538820811,5,0,1
0.01,116,0.495221883,0.549778283,0.0558241904,5,0,1
0.01,117,0.505224109,0.561613083,0.0578288883,5,0,1
0.01,118,0.515381217,0.573639691,0.0598955229,5,0,1
0.01,119,0.525693297,0.585861921,0.0620288663,5,0,1
0.01,120,0.536172986,0.598279893,0.0642272532,5,0,1
0.01,121,0.546792269,0.610898614,0.0664944127,5,0,1
0.01,122,0.557563245,0.623721063,0.068830885,5,0,1
0.01,123,0.5685063,0.63674891,0.0712448806,5,0,1
0.01,124,0.57957375,0.649989009,0.0737324804,5,0,1
0.01,125,0.59085995,0.663426101,0.0762927458,5,0,1
0.01,126,0.602298915,0.677075446,0.0789311305,5,0,1
0.01,127,0.613896251,0.69094348,0.0816524401,5,0,1
0.01,128,0.625651062,0.705026269,0.0844564736,5,0,1
0.01,129,0.63758415,0.719326437,0.0873460695,5,0,1
0.01,130,0.649683237,0.733846903,0.0903204754,5,0,1
0.01,131,0.661959231,0.748590231,0.0933869779,5,0,1
0.01,132,0.674382806,0.76356405,0.0965461805,5,0,1
