tol,traj,s1,s2,s3,naccept,nreject,converged
0.01,0,4.65298072e-05,0,0,4,0,1
0.01,1,0.00110327115,0.00111237331,-0.000679039687,6,0,1
0.01,2,0.00191380526,0.0016891245,-0.000293510966,4,0,1
0.01,3,0.00277436362,0.00230932957,-4.16691801e-05,5,0,1
0.01,4,0.00399431027,0.00358804222,0.000121901336,4,0,1
0.01,5,0.00501313247,0.00453035859,-1.81135329e-05,5,0,1
0.01,6,0.00603004033,0.00532964803,3.89809647e-05,5,0,1
0.01,7,0.00708094565,0.00632213568,7.67395177e-05,5,0,1
0.01,8,0.00815405417,0.00736911781,9.42352053e-05,5,0,1
0.01,9,0.00940645672,0.00849069189,8.92596581e-05,5,0,1
0.01,10,0.0105698779,0.00951013714,0.00011656549,5,0,1
0.01,11,0.01179385,0.0108266175,0.000606915914,4,0,1
0.01,12,0.0130873714,0.0117671993,9.59594181e-05,5,0,1
0.01,13,0.0143663473,0.0130286049,0.000161513439,5,0,1
0.01,14,0.0155823948,0.0142869903,0.000198477443,5,0,1
0.01,15,0.0174827166,0.0162800346,0.000286381051,4,0,1
0.01,16,0.0184175,0.0169162247,0.000236506836,5,0,1
0.01,17,0.0198586918,0.0183627531,0.0002740036,5,0,1
0.01,18,0.0214611515,0.0198086165,0.000284159556,5,0,1
0.01,19,0.0234599523,0.0220555663,0.000416199764,5,0,1
0.01,20,0.0250452664,0.0236019511,0.000449574756,5,0,1
0.01,21,0.0266464353,0.0251623672,0.000532192178,5,0,1
0.01,22,0.0283449218,0.0268332493,0.000533420418,5,0,1
0.01,23,0.0300535392,0.0285144076,0.000592933793,5,0,1
0.01,24,0.0315835029,0.0298151802,0.00073360157,4,0,1
0.01,25,0.0336036608,0.0320246331,0.000666306179,5,0,1
0.01,26,0.0354183838,0.0338233411,0.000813961786,5,0,1
0.01,27,0.0373416506,0.0357410647,0.000761210104,5,0,1
0.01,28,0.0392414741,0.0376407579,0.000893476885,5,0,1
0.01,29,0.0412020646,0.0396050364,0.000923938758,5,0,1
0.01,30,0.043186903,0.0416007228,0.00110185647,5,0,1
0.01,31,0.0453302674,0.0437559038,0.00105198566,5,0,1
0.01,32,0.0474005304,0.0458500795,0.00120971305,5,0,1
0.01,33,0.0496325903,0.0481083132,0.00115305127,5,0,1
0.01,34,0.0518423803,0.0503541976,0.00121923699,5,0,1
0.01,35,0.0540727004,0.0526267812,0.00140493293,5,0,1
0.01,36,0.0564052686,0.055007197,0.00147752254,5,0,1
0.01,37,0.0588290654,0.0574881248,0.00139222527,5,0,1
0.01,38,0.0611458048,0.0598703809,0.00171336136,5,0,1
0.01,39,0.0636408925,0.0624373294,0.00181565434,5,0,1
0.01,40,0.0660140663,0.0648907125,0.00217178604,5,0,1
0.01,41,0.06872949,0.0676945895,0.00204158388,5,0,1
0.01,42,0.0713446438,0.0704068169,0.00222912128,5,0,1
0.01,43,0.0741050839,0.0732731968,0.00228531449,5,0,1
0.01,44,0.0768643916,0.076147899,0.00238194992,5,0,1
0.01,45,0.0796516091,0.0790596306,0.00257447013,5,0,1
0.01,46,0.0825176761,0.0820594579,0.00273919781,5,0,1
0.01,47,0.0854709148,0.0851568505,0.00285095233,5,0,1
0.01,48,0.088463448,0.0883047506,0.00300201587,5,0,1
0.01,49,0.0915157199,0.0915219635,0.00318627316,5,0,1
0.01,50,0.0945987329,0.0947804451,0.00340841152,5,0,1
0.01,51,0.0974931642,0.0978595912,0.00370813184,5,0,1
0.01,52,0.101057798,0.101625308,0.00372890965,5,0,1
0.01,53,0.104387648,0.105164811,0.00391157437,5,0,1
0.01,54,0.107810944,0.10881111,0.00406626891,5,0,1
0.01,55,0.111138828,0.112369739,0.00445384998,5,0,1
0.01,56,0.114639603,0.116118431,0.00468846643,5,0,1
0.01,57,0.118259937,0.119999669,0.00486462051,5,0,1
0.01,58,0.121956013,0.123970956,0.00504490035,5,0,1
0.01,59,0.12568976,0.127989858,0.00534015009,5,0,1
0.01,60,0.129610121,0.132213071,0.00548109878,5,0,1
0.01,61,0.133449882,0.136370882,0.00571853202,5,0,1
0.01,62,0.137288898,0.140535101,0.00621425454,5,0,1
0.01,63,0.141342238,0.144933805,0.00648816256,5,0,1
0.01,64,0.145371467,0.149321109,0.00685772719,5,0,1
0.01,65,0.149619088,0.153946787,0.00718260044,5,0,1
0.01,66,0.154035002,0.158760652,0.00730648031,5,0,1
