tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,0,4.64999819,4.05862236,-2.5243268,-2.5,4.65359592,3.62385011,4.77123308,-2.5,-2.5243268,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,1,4.6506834,4.060462,-2.52427793,-2.5,4.65427303,3.62385011,4.77167988,-2.5,-2.52427793,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,2,4.65136814,4.06230164,-2.52422929,-2.5,4.65495014,3.62385011,4.77212715,-2.5,-2.52422929,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,3,4.65205288,4.06414127,-2.52418041,-2.5,4.65562677,3.62385011,4.77257395,-2.5,-2.52418041,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,4,4.65273762,4.06598043,-2.52413177,-2.5,4.65630388,3.62385011,4.77302122,-2.5,-2.52413177,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,5,4.65342236,4.06782007,-2.5240829,-2.5,4.65698051,3.62385011,4.77346802,-2.5,-2.52408314,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,6,4.65410709,4.06965923,-2.52403426,-2.5,4.65765762,3.62385011,4.77391529,-2.5,-2.52403426,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,7,4.65479183,4.07149887,-2.52398562,-2.5,4.65833426,3.62385011,4.77436209,-2.5,-2.52398562,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,8,4.65547705,4.07333803,-2.52393675,-2.5,4.65901136,3.62385011,4.77480888,-2.5,-2.52393699,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,9,4.65616179,4.07517767,-2.52388811,-2.5,4.659688,3.62385011,4.77525616,-2.5,-2.52388811,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
