tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,0,4.77944899,4.53192043,-2.62736559,-2.5,4.77914572,3.62385011,4.96143866,-2.5,-2.62736559,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,1,4.7793169,4.53135204,-2.62708855,-2.5,4.77901173,3.62385011,4.96122503,-2.5,-2.62708855,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,2,4.77919626,4.53081131,-2.62680888,-2.5,4.77888966,3.62385011,4.96101475,-2.5,-2.62680888,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,3,4.77905941,4.53022385,-2.62652564,-2.5,4.7787509,3.62385011,4.96079493,-2.5,-2.62652564,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,4,4.77894306,4.5296874,-2.62624073,-2.5,4.77863264,3.62385011,4.96058321,-2.5,-2.62624073,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,5,4.77879715,4.52907228,-2.62595153,-2.5,4.7784853,3.62385011,4.96035433,-2.5,-2.62595153,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,6,4.77866125,4.5284791,-2.62565994,-2.5,4.77834702,3.62385011,4.96012831,-2.5,-2.62566018,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,7,4.77851439,4.52785254,-2.62536454,-2.5,4.77819872,3.62385011,4.95989418,-2.5,-2.62536454,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,8,4.77837133,4.52723551,-2.62506676,-2.5,4.77805328,3.62385011,4.95966101,-2.5,-2.62506676,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
0.01,9,4.77822638,4.52660847,-2.6247654,-2.5,4.77790642,3.62385011,4.95942354,-2.5,-2.6247654,3.62385011,0,3.62385011,-2.5,-2.5,0,24,0
