tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,0,4.69922543,4.22037458,-2.52395296,-2.5,4.7014122,3.62385011,4.83623743,-2.5,-2.52395296,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,1,4.69981432,4.2218976,-2.5239048,-2.5,4.70199585,3.62385011,4.83655739,-2.5,-2.5239048,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,2,4.70040178,4.22342157,-2.52385664,-2.5,4.70257854,3.62385011,4.83687687,-2.5,-2.52385664,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,3,4.70098972,4.22494459,-2.52380848,-2.5,4.70316219,3.62385011,4.83719683,-2.5,-2.52380848,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,4,4.70157766,4.22646856,-2.52376008,-2.5,4.70374441,3.62385011,4.83751678,-2.5,-2.52376008,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,5,4.7021656,4.22799158,-2.52371168,-2.5,4.70432854,3.62385011,4.83783627,-2.5,-2.52371168,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,6,4.70275307,4.22951555,-2.52366328,-2.5,4.70491171,3.62385011,4.8381567,-2.5,-2.52366328,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,7,4.70334148,4.23103857,-2.52361536,-2.5,4.70549488,3.62385011,4.83847618,-2.5,-2.52361536,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,8,4.70392895,4.23256207,-2.52356696,-2.5,4.70607758,3.62385011,4.83879709,-2.5,-2.52356696,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,9,4.70451784,4.23408508,-2.52351856,-2.5,4.70666122,3.62385011,4.83911657,-2.5,-2.52351856,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,10,4.7051053,4.23560953,-2.52347064,-2.5,4.7072444,3.62385011,4.83943653,-2.5,-2.52347064,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,11,4.7056942,4.23713255,-2.52342224,-2.5,4.70782852,3.62385011,4.83975649,-2.5,-2.52342224,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,12,4.70628166,4.23865557,-2.52337408,-2.5,4.70841122,3.62385011,4.84007692,-2.5,-2.52337432,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
