tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,0,4.65792465,4.18127918,-2.5946424,-2.5,4.66007137,3.62385011,4.86578465,-2.5,-2.5946424,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,1,4.6583662,4.18200684,-2.59422421,-2.5,4.66051674,3.62385011,4.86568213,-2.5,-2.59422421,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,2,4.65880919,4.18273735,-2.59380603,-2.5,4.66096354,3.62385011,4.86558104,-2.5,-2.59380603,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,3,4.65925121,4.18346453,-2.59338665,-2.5,4.66140985,3.62385011,4.86547756,-2.5,-2.59338665,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,4,4.65969467,4.18419361,-2.59296703,-2.5,4.6618576,3.62385011,4.86537409,-2.5,-2.59296703,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,5,4.66013861,4.18492365,-2.59254742,-2.5,4.66230536,3.62385011,4.86527014,-2.5,-2.59254694,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,6,4.66058254,4.18565178,-2.59212613,-2.5,4.66275311,3.62385011,4.86516476,-2.5,-2.59212613,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,7,4.66102695,4.18638039,-2.59170532,-2.5,4.66320133,3.62385011,4.86505842,-2.5,-2.59170532,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,8,4.66147232,4.18711138,-2.59128451,-2.5,4.66365051,3.62385011,4.86495304,-2.5,-2.59128404,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,9,4.66191673,4.18784094,-2.59086251,-2.5,4.66409969,3.62385011,4.86484623,-2.5,-2.59086251,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,10,4.66236258,4.18857002,-2.59044003,-2.5,4.66454983,3.62385011,4.86473799,-2.5,-2.5904398,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,11,4.66280842,4.18929768,-2.59001684,-2.5,4.66499949,3.62385011,4.86462831,-2.5,-2.59001684,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,12,4.66325474,4.19002914,-2.58959365,-2.5,4.66545057,3.62385011,4.8645196,-2.5,-2.58959365,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,13,4.66370106,4.19075727,-2.58916998,-2.5,4.66590118,3.62385011,4.86440897,-2.5,-2.58916998,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,14,4.66414881,4.19148779,-2.58874559,-2.5,4.66635275,3.62385011,4.86429834,-2.5,-2.58874559,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,15,4.66459608,4.1922183,-2.58832097,-2.5,4.66680479,3.62385011,4.86418676,-2.5,-2.58832097,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,16,4.66504383,4.19294739,-2.58789539,-2.5,4.66725683,3.62385011,4.86407423,-2.5,-2.58789539,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,17,4.66549301,4.19367838,-2.58747005,-2.5,4.6677103,3.62385011,4.86396122,-2.5,-2.58747005,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
