tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,-49.6654625,-0.360021949,-158.222122,6.29693031,90.0682755,3.6790216,1.01663637,-98.6511612,-8.22932243,369.041504,-7.0807929,-205.801544,5.63710117,-1.76172543,-13.0113983,-0.269027054,-47.649189,2.46202111,26.7822418,-0.0925204754,0.969618142,-26.7254524,-0.666598976,109.95784,-1.33434045,-62.4893913,2.33285499,-1.62717676,31,0,1
0.01,1,-7.79071856,-3.6875031,0.0266086198,4.84629297,-12.7898216,4.54659176,4.71296024,-181.431885,15.972147,15.0978928,-16.0618534,8.05562401,5.63876343,1.34072375,-1.95467281,-0.7841838,-0.430851161,2.0204215,-4.00534153,-0.584129691,2.75584626,-49.3411217,8.14817429,2.76746011,-5.24635696,1.25680029,2.4797349,-0.00469214888,23,0,1
0.01,2,4.03057861,-0.89007175,-114.736374,5.79073906,64.0178757,3.15727592,-1.96060252,-78.0973282,-8.85417557,-534.141113,-4.71752071,336.259827,5.12932539,-4.04110003,1.26223195,-0.548711896,-34.9199142,2.16763711,19.1812477,-0.0468105227,0.132380351,-21.4981327,-1.02052844,-162.391174,-0.441635817,100.971886,2.16262531,-2.29171443,33,0,1
0.01,3,-0.89199537,52.1348152,1.79239178,-25.1363182,-19.8418617,15.7697363,0.0646403134,-146.30751,-36.5626984,11.7548847,9.55672359,4.84051895,9.95028687,-0.708565772,-0.0736617297,19.3414936,0.276228249,-10.3563862,-4.92560053,9.71043396,-4.52622986,-37.7190895,-12.3623629,1.75735343,3.89160538,0.935022593,5.86291313,-2.42012501,24,0,1
0.01,4,-4.34008646,-0.4949058,-220.963364,5.77366972,127.791069,3.06270313,-1.40465677,-76.3940353,-8.7598114,-857.307861,-4.67854071,530.399048,5.02667427,-4.26217175,-0.977114379,-0.430553943,-67.5368652,2.14906645,38.7481079,-0.0948363096,0.314045161,-21.078083,-0.951867521,-261.913483,-0.418914497,160.770065,2.1279037,-2.37650752,32,0,1
0.01,5,-64.7778549,1.13725138,-98.7664566,6.50545216,53.4721832,3.51794982,2.4171803,-103.148849,-8.63406944,251.750427,-4.88679838,-135.09082,5.72695827,-2.78447151,-17.0287056,0.127634481,-29.8706398,2.43103123,15.809083,-0.196897551,1.48681116,-28.069931,-0.901594758,74.8355103,-0.357232571,-41.3083878,2.26467848,-2.01140738,29,0,1
0.01,6,4.72803068,-4.95491219,-0.314505488,5.89730358,-15.1040688,4.4711237,5.43978548,-142.500961,-3.1807282,5.43686533,-5.69395256,8.97148132,5.4510603,1.89907134,1.39544022,-1.80089343,-0.168590263,2.6727407,-4.83113623,-1.32572293,3.54522991,-39.6630821,0.833700955,-0.616087854,-0.919456303,1.60676646,2.30677366,0.309242725,23,0,1
0.01,7,-25.9207325,17.6856785,-4.80718946,-5.37665367,-10.6465254,2.90233517,7.73322344,-120.375114,25.2893162,18.3642635,-20.9265728,0.463151306,6.09196615,0.874459207,-6.63433313,7.31242704,-1.37936676,-2.18228865,-3.68519831,-1.09485292,3.80325007,-32.1627769,11.4395189,5.2871666,-7.12970781,-1.68920147,2.35834479,0.0693919361,27,0,1
0.01,8,13.7514362,-3.26716542,-1.51854062,5.24793053,-16.0850201,5.37053919,5.11403036,-132.356613,-7.31056452,5.30559444,-3.7375617,8.16810894,6.7535181,0.794147253,3.88391829,-1.14081299,-0.470509827,2.42365122,-5.18278456,0.0513644852,2.5166769,-36.8041382,-0.911205173,-0.497214437,0.0348427705,1.38282394,4.55151749,-1.7449646,23,0,1
0.01,9,-0.717271745,2.0083003,0.38274315,-1.92437088,0.932823718,1.10045981,-0.546647429,-4.88386774,-2.29875231,2.32391715,-2.03378916,2.35979152,-3.13140178,2.97090459,-0.23706612,-1.68641007,1.62954545,1.39572763,-2.0912466,1.89702535,-1.12899733,-21.5019722,0.538047194,2.28773379,-1.08794129,2.0395298,1.19117224,-1.41392481,11,0,0
0.01,10,36.9105568,6.59684467,58.2091866,5.19378185,-41.9840202,3.21806431,-4.63391352,-66.9949112,-18.5373402,-393.338531,-4.01076031,252.881943,5.24085331,-3.24249935,9.9448843,1.69603229,17.4078178,2.12947416,-12.8923731,0.0527680069,-0.729502022,-18.3340855,-4.81529808,-119.785469,-0.0674956739,75.7512894,2.27977657,-1.96315455,32,0,1
0.01,11,-23.8031998,-19.085474,12.7173691,4.1398263,-18.2248154,36.7189331,-18.4137173,-128.392395,19.0493813,3.44824147,-17.4688339,9.98894024,18.6693726,-9.81624317,-5.82529736,-11.9705801,8.38627625,1.52938664,-5.6507535,30.4975281,-22.7228584,-32.776226,8.78226471,-1.28249443,-5.35894823,2.00599265,15.9600725,-11.593565,31,0,1
0.01,12,128.712555,0.0316503197,-22.4697094,-2.57412553,0.103294037,1.11849117,1.1923753,3.68097687,-17.2510605,58.5165482,3.31873274,-20.4930763,-2.08500409,-5.09992266,37.5014839,1.27256167,-7.24991131,-1.92139971,-0.996088922,-1.61596799,3.16512084,2.27241611,-6.28338671,17.339056,1.4206053,-6.67398787,0.7879197,-2.5237987,29,0,1
0.01,13,-47.4405518,11.4537888,83.9344864,-2.0617094,-47.9219475,4.48428059,-3.5112133,-61.4802551,-10.3039484,58.330925,-7.56992054,-21.1350842,5.0112524,-1.57545567,-12.8004456,4.42562914,24.2858772,-0.583069861,-14.2308331,0.416945934,-0.582848251,-16.720068,-2.49477553,16.4719696,-1.12159204,-6.82704496,2.42325306,-1.66651165,27,0,1
0.01,14,26.4646358,-5.44741154,8.45270348,3.69982338,-17.4975891,4.06603861,3.51645041,-76.2617722,-21.2381687,18.0799561,0.608189762,4.20410442,5.71430111,-3.46352148,7.58547163,-2.21462154,2.24556494,0.479838133,-5.79042625,0.179508314,2.81426072,-21.1823215,-7.23113108,4.30262947,0.410273373,0.204554603,3.53289366,-1.6115514,24,0,1
0.01,15,22.8242588,-11.8238764,14.9591446,8.48605728,24.8775311,4.88046408,-30.8846207,-84.5374298,-8.0154438,28.1804028,-3.52745485,83.7167664,2.983917,-63.0276566,6.35730314,-4.45514297,4.19647837,3.54669499,9.05302715,0.825534821,-10.2003851,-22.929533,-1.71419764,7.4483757,0.117835991,28.1310501,1.5319699,-22.4665833,27,0,1
0.01,16,44.1051064,-5.67921829,0.623322427,5.7660141,-8.42532349,4.72593451,-2.61734986,-62.1373253,-2.93044782,3.01109147,-5.51959991,8.1474247,4.91375875,-1.88811934,12.0473948,-1.94344413,0.145608127,2.42359185,-2.93377948,0.227684289,0.107451372,-17.7130814,1.57074749,-1.36453617,-0.860740483,1.53511047,2.55118918,-1.33078659,23,0,1
