tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,0.780505061,1.92062187,-0.906315386,-0.965240896,-0.906046152,1.75768292,0.118936218,1.05511963,-3.2061584,2.92342877,-2.5421524,2.92387223,-1.91571605,1.3797195,-0.73763752,2.25451207,-66.9950256,1.95896089,35.9520988,0.124887742,1.21408725,0.691559792,-0.85082531,42.1941872,-0.723588705,-25.735693,2.09571075,-0.88975358,637,51,0
0.01,1,0.76449728,1.98219359,-0.980665922,-0.910767257,-0.980210066,1.76090717,0.153901577,1.07565439,-3.22793508,2.91565251,-2.56172729,2.91540051,-1.85810244,1.35606194,-1.0852679,2.22400355,36.8553734,1.98942447,-26.3032398,0.104943894,1.20828068,0.838253677,-0.744750202,65.6274109,-0.700477123,-39.8853569,2.0829258,-0.868777215,656,46,0
0.01,2,0.815022826,1.84673333,-0.821649373,-1.0283308,-0.821421862,1.75322795,0.0816341564,1.03601336,-3.17625594,2.92766595,-2.51806474,2.92814684,-1.98408163,1.41332448,-0.335595012,2.28823757,-70.13414,1.92331159,37.7717476,0.148526564,1.22153366,0.49022457,-0.995415747,34.7068825,-0.749938965,-21.144434,2.11779547,-0.908668101,619,52,0
0.01,3,0.766863704,2.01597238,-1.02240169,-0.880205691,-1.02265775,1.7624464,0.17444168,1.08694172,-3.23908663,2.90702319,-2.57221246,2.90658307,-1.82614207,1.34783351,-1.2484585,2.20693445,63.1875763,2.00634909,-42.0676689,0.0938566253,1.20025241,0.890611351,-0.692916811,-41.7623558,-0.687438548,24.4869347,2.07833028,-0.847268164,650,57,0
0.01,4,0.811451495,1.93511701,-0.929612398,-0.952075243,-0.92914176,1.75864017,0.132552832,1.05858278,-3.21149921,2.91827679,-2.54670119,2.91804528,-1.90160084,1.37949574,-0.724241197,2.24724436,33.4733887,1.96655655,-24.3154392,0.120451033,1.20560277,0.655270159,-0.825798512,67.2120285,-0.71824944,-40.7876244,2.09341598,-0.86643523,651,55,0
0.01,5,0.82954216,1.90174282,-0.892169952,-0.980840862,-0.89170301,1.75685644,0.116415091,1.04953897,-3.19876003,2.92198467,-2.53599477,2.92174649,-1.93242717,1.39298606,-0.53648752,2.26276541,34.4556503,1.95045793,-24.9373798,0.131229267,1.21096516,0.563865244,-0.885955393,66.7666245,-0.730379522,-40.4730911,2.10170984,-0.876714587,630,52,0
0.01,6,0.834822536,1.91561007,-0.90973711,-0.968638957,-0.910200536,1.75772452,0.12554951,1.05305457,-3.20403957,2.91965604,-2.54046869,2.91990781,-1.91933,1.38828993,-0.584300697,2.25598502,-41.489933,1.95739758,20.6414223,0.126861915,1.20809829,0.577869236,-0.86005193,-66.0295258,-0.725316823,39.1810303,2.09831715,-0.868465841,642,47,0
0.01,7,0.849820733,1.88790119,-0.8794505,-0.99233681,-0.878986359,1.75618732,0.112408601,1.04663837,-3.19311833,2.92270875,-2.53152585,2.92246199,-1.94488382,1.39970338,-0.43581301,2.26858521,35.6225929,1.94409549,-25.6532631,0.135786876,1.21312642,0.505399048,-0.911534905,65.9721222,-0.735260248,-39.9807205,2.1057663,-0.877214372,624,45,0
0.01,8,0.794010401,2.05556536,-1.07852256,-0.842677772,-1.078771,1.76441824,0.204480559,1.09772038,-3.25058198,2.89790559,-2.5845058,2.89745235,-1.78755486,1.33671248,-1.37773299,2.18479776,63.6659012,2.02722549,-42.324585,0.0807691664,1.19515526,0.883185923,-0.631867349,-39.8361473,-0.671369731,23.2690926,2.07408881,-0.826284826,661,54,0
0.01,9,0.868579447,1.880059,-0.873252571,-0.998686731,-0.873496354,1.75583947,0.111523055,1.0455718,-3.18967056,2.92264056,-2.52897048,2.92217541,-1.95184278,1.40435874,-0.365263611,2.27146411,63.8102074,1.94062555,-42.5754509,0.138496742,1.21384621,0.461987764,-0.926073968,-38.0694237,-0.73798722,22.449646,2.10826778,-0.874581754,622,47,0
0.01,10,0.866818309,1.93150389,-0.936145902,-0.954034925,-0.935689628,1.75887108,0.140667021,1.05728567,-3.20956111,2.91573381,-2.54556036,2.9154799,-1.90382063,1.38565099,-0.579074264,2.24727249,36.98629,1.96584499,-26.4339409,0.122109838,1.20250773,0.546392918,-0.830371201,65.4641113,-0.719381988,-39.7511635,2.09513068,-0.850047827,650,47,0
0.01,11,0.862327039,1.97730482,-0.991921425,-0.91336149,-0.991472781,1.76128113,0.166799381,1.06915867,-3.22567391,2.90851879,-2.56011581,2.90827012,-1.86082685,1.36949587,-0.787721455,2.22448683,37.3160591,1.9885757,-26.5895538,0.107313678,1.19401276,0.623278975,-0.752078593,66.0582352,-0.702183485,-40.175705,2.0859611,-0.831495821,665,52,0
0.01,12,0.864210844,1.99864304,-1.0187583,-0.89400208,-1.0184989,1.76234233,0.179845408,1.0749718,-3.23266578,2.90394449,-2.56683016,2.90439582,-1.84059834,1.36268747,-0.87834698,2.21345305,-67.8863983,1.99934268,36.551281,0.100353733,1.19000053,0.650045991,-0.717483878,40.3168259,-0.693945825,-24.7633686,2.08251762,-0.822033465,670,54,0
0.01,13,0.831355274,2.08343244,-1.12029815,-0.815622032,-1.12075114,1.76573813,0.227361992,1.10272479,-3.25785446,2.8880465,-2.59301805,2.88830161,-1.7600404,1.33245373,-1.39457417,2.16875887,-42.6938248,2.04220271,21.5141811,0.0715561807,1.18536103,0.830293834,-0.590936303,-66.0339432,-0.659811974,38.9367409,2.07220864,-0.803478777,666,54,0
0.01,14,0.842248499,2.08417702,-1.12307692,-0.814727902,-1.12334239,1.76582754,0.229243159,1.10187411,-3.25799918,2.88734126,-2.59324002,2.88690305,-1.75912488,1.33360124,-1.35968018,2.16819763,62.2471008,2.0427444,-41.4500084,0.0713771805,1.18280816,0.806398034,-0.58981365,-42.9121971,-0.65949589,25.0588894,2.0723691,-0.799094021,672,57,0
