tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,0.0621090792,2.2619493,0.0622322001,-2.16605234,1.22789061,0.710026085,-0.282435238,2.10411787,-2.43018389,2.103719,-1.79997432,1.97369635,-3.3328197,2.9036417,-152.085922,-1.28385568,27.4786701,1.17943847,-1.69079554,1.89335501,-1.63559926,372.107697,0.588664174,-61.1625023,-1.12932956,1.87039673,0.990292907,-2.07430077,13,33,0
0.01,1,-2.42807388,3.16996312,-4.04118156,0.789192498,0.620183051,1.46341801,-0.504657328,10.456563,-3.56628942,6.15615845,-2.69298887,-0.37210077,-0.163779497,0.362864673,-1.6999203,1.31438386,-3.36431146,2.59179235,2.18610811,-1.69568098,-0.40100354,4.76209116,0.0950661376,2.21648455,0.488396734,-1.1366303,2.41216755,-2.85300732,29,26,1
0.01,2,11.8631859,3.38066125,-3.14470053,0.772262037,-3.07942915,1.5658623,0.589733422,6.2645278,-3.20202398,1.93975651,-2.77303052,1.88401175,-0.361290097,0.96897155,7.3061595,1.48331714,-9.68298817,2.59934926,2.38762403,-0.703189254,0.613062084,2.4230721,0.465284288,-0.505078554,0.203407079,-1.63225257,2.28915238,-1.00303066,58,58,1
0.01,3,1.07528973,3.32876325,-3.0677464,0.678332269,-2.3019948,1.55890155,0.851401031,-3.85525203,-3.30429268,2.51376295,-2.73092866,2.52092171,-0.276053071,0.928637981,5.18385983,1.44286513,-0.0555516668,2.10236764,-3.09561467,-0.768888474,0.906880319,-4.40258074,0.359577566,-0.168226004,0.147157654,-1.27842116,2.51722836,-1.04196322,40,33,1
0.01,4,-3.68370652,3.37010479,-3.79555178,0.791099548,-1.25259733,1.52152944,0.713838756,3.68076777,-3.2909677,4.06260824,-2.74926949,1.12543678,-0.252455324,0.704918087,-5.23987675,1.47886586,-2.42830658,2.62707663,-0.715248346,-0.963810503,0.832662344,2.77553153,0.374329925,0.0389119051,0.280747771,-2.48483944,2.64388561,-0.975928068,40,38,1
0.01,5,6.2447629,3.47958803,-1.04089248,0.773998678,-2.89702964,1.45638812,0.0240180474,31.4488239,-3.15977383,0.562857509,-2.68440676,-0.135474309,-0.339458853,1.09282947,4.05152607,1.55445969,-0.095769316,2.54327273,-1.13879859,-0.91367346,-0.553450644,19.4071484,0.483994961,-3.33038807,0.397355497,-2.69393325,2.23514009,-0.336176902,48,41,1
0.01,6,-1.77173972,2.10447836,-1.77256238,-0.908884704,-0.111330889,1.72257233,0.0561908558,3.54405332,-3.28579021,3.54469037,-2.56347966,2.39372158,-1.8368187,1.2809881,317.426727,2.4641273,-57.5959282,1.98840809,-2.35132003,0.025989661,1.42866874,-247.86969,-0.980902255,42.7996788,-0.697855175,-0.973777533,2.15948224,-0.80262506,33,51,0
0.01,7,-3.29994226,2.93131232,-1.60185421,0.0177302156,-1.60565054,1.69127011,0.4238967,4.38365459,-3.38240027,2.46454263,-2.76338148,2.4643786,-0.968042195,1.02929246,-1.90895057,1.88133359,969.621338,2.41848922,-585.034729,-0.341964304,0.842743099,0.285354972,0.00478470838,40.3299255,-0.2163748,-25.8600464,2.17490792,-0.575508595,32,48,0
0.01,8,-4.87343693,3.36685991,-3.58448243,0.785794377,-1.32213593,1.52426195,0.767252147,3.40361738,-3.53493142,3.84459376,-2.75662327,1.2342962,-0.157848209,0.733079076,-3.5211544,1.52269483,-2.3085618,2.60728359,-1.05285335,-0.999726892,0.930812299,0.603914976,0.0834889561,-0.0847942084,0.250288308,-2.24152875,2.81361985,-0.985273659,29,24,1
0.01,9,4.68900585,3.34832215,-6.08597612,0.793710113,-0.91445452,1.54762745,0.829448342,1.70666862,-3.37140918,4.63744354,-2.76372004,0.904886365,-0.20432809,0.750102222,1.65284669,1.4793489,-4.67941761,2.63525486,0.0601728037,-0.927831173,0.708056986,-1.02300477,0.29005608,1.16477489,0.246547028,-2.7691443,2.78036833,-1.05314898,29,27,1
0.01,10,-17.0311871,3.3643961,-0.805023372,0.768589556,0.0968076214,1.55485141,-0.555986285,-7.35051394,-3.32297897,7.06489992,-2.7810955,0.565207064,-0.290432781,0.688465834,-11.2212162,1.48197639,-1.43770778,2.58101916,-2.20773506,-0.886586368,1.87977755,-6.91879702,0.331856459,2.85358977,0.244633228,-1.11959648,2.3775897,-2.1870997,40,42,1
0.01,11,2.88884473,3.31486535,-4.77923346,0.797219992,-1.38413703,1.37803936,0.88984853,-0.088983506,-3.3792305,3.70153999,-2.75566936,2.36363244,-0.264764756,0.29160592,3.2409296,1.44542098,-4.9559207,2.65579104,-0.341832578,-1.68122733,1.63965392,3.33878422,0.294898778,0.58258152,0.285195559,-1.24837542,2.64200544,-2.11596465,41,38,1
