dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,converged
1.5,0,11207.3359,4.19470119,-26.3634186,-4.35552073,38.8989754,3.15674615,-817.782959,-11629.1689,2.30448437,10.6925879,-3.38377404,-4.18695784,-3.1248374,833.802856,5751.64258,0.59746778,-13.1956444,-0.685834408,19.0320587,1.6119554,-419.931183,-5970.65479,2.33744454,4.48535633,-1.05647147,-2.8126123,0.417750418,426.139862,1
1.5,1,10693.7559,3.99205136,-25.1960125,-4.16598463,37.2022133,3.16887665,-782.687683,-11095.9971,2.07418871,10.2841616,-3.39738512,-3.86752987,-3.04798698,797.997498,5487.43164,0.483292758,-12.5938892,-0.579483867,18.1567802,1.61690295,-401.873535,-5696.36475,2.18940473,4.27315903,-1.06116402,-2.64996767,0.468035877,407.717499,1
1.5,2,10214.7969,3.79955435,-24.1040974,-3.98833895,35.6167526,3.18116856,-749.906677,-10598.7656,1.85314834,9.90355682,-3.40982342,-3.56875181,-2.97424173,764.55481,5241.04443,0.37335971,-12.0309792,-0.479161263,17.3388538,1.62214828,-385.007996,-5440.57812,2.04235482,4.07534456,-1.06519186,-2.49803567,0.517979026,390.510864,1
1.5,3,9767.69238,3.61645103,-23.0822372,-3.82147813,34.1336517,3.19368029,-719.260925,-10134.6055,1.64025354,9.54883194,-3.42104006,-3.288553,-2.90316725,733.288696,5011.05664,0.267164499,-11.5041027,-0.384311765,16.5736961,1.62774539,-369.241577,-5201.81738,1.89523816,3.89091563,-1.06854188,-2.35573554,0.567958355,374.424744,1
1.5,4,9349.80469,3.44197798,-22.1243591,-3.664675,32.7445679,3.20645118,-690.575867,-9700.7832,1.4344852,9.21796703,-3.43115473,-3.02546883,-2.83439016,704.019592,4796.10938,0.164223313,-11.0101166,-0.294582903,15.8570261,1.63373983,-354.484558,-4978.67383,1.74699843,3.71883321,-1.07128072,-2.22229338,0.618331969,359.367554,1
1.5,5,8958.08203,3.27517581,-21.2234955,-3.51679778,31.4394493,3.21952915,-663.645447,-9294.12207,1.23439789,8.90814114,-3.44023299,-2.77791452,-2.76741409,676.539917,4594.63135,0.0639280081,-10.5454197,-0.209387138,15.1836767,1.64017344,-340.630585,-4769.5127,1.59620166,3.55763531,-1.07344341,-2.09687614,0.669574976,345.231232,1
1.5,6,8590.55859,3.11556292,-20.3763237,-3.37722564,30.2121906,3.23293018,-638.340576,-8912.58691,1.0391767,8.61784267,-3.44832659,-2.54479146,-2.70189953,650.718262,4405.61084,-0.0340203643,-10.108284,-0.128422007,14.550519,1.64706516,-327.613281,-4573.28564,1.44178009,3.40653992,-1.07506084,-1.97889316,0.722063065,331.948059,1
1.5,7,8245.65527,2.96278143,-19.578949,-3.24539185,29.0577354,3.24663353,-614.5578,-8554.5332,0.848135889,8.34564781,-3.45556974,-2.32553744,-2.63761783,626.449219,4228.23291,-0.129794195,-9.69669724,-0.0514108837,13.9549599,1.65439582,-315.380127,-4389.14502,1.28273761,3.26480579,-1.0762049,-1.86802661,0.77611047,319.464417,1
1.5,8,7921.62793,2.81643009,-18.8276501,-3.12070394,27.9706383,3.26063204,-592.183594,-8218.15527,0.660462558,8.09025764,-3.46188498,-2.11850357,-2.57418251,603.615417,4061.60083,-0.223560065,-9.30872822,0.0219432861,13.3942003,1.66214192,-303.871765,-4216.16162,1.11792159,3.13175392,-1.07683897,-1.76340044,0.832145095,307.719696,1
1.5,9,7616.35107,2.67587709,-18.1176796,-3.00245571,26.9439297,3.27490258,-571.071777,-7901.24316,0.475007713,7.84972763,-3.46744561,-1.92319512,-2.51123667,582.068787,3904.61938,-0.315539807,-8.941926,0.0920137018,12.8646564,1.67024624,-293.013275,-4053.19702,0.945850611,3.00636768,-1.07704651,-1.66473234,0.890629292,296.637665,1
1.5,10,7328.47363,2.54090524,-17.4462223,-2.89011407,25.9732437,3.28939104,-551.133118,-7602.39502,0.291041195,7.62316513,-3.47227883,-1.73863697,-2.44845414,561.719238,3756.59326,-0.405632198,-8.59483242,0.159077227,12.3640738,1.6786052,-282.758698,-3899.52979,0.765334249,2.88817549,-1.076841,-1.57149231,0.95198369,286.171448,1
1.5,11,7056.83398,2.41136146,-16.8107052,-2.78327394,25.0549526,3.3039937,-532.292114,-7320.40479,0.107961416,7.40968609,-3.47642875,-1.56401873,-2.38559747,542.488098,3616.92383,-0.493543327,-8.26612091,0.223341852,11.890584,1.68704295,-273.068909,-3754.53882,0.575306177,2.77670741,-1.07624638,-1.48323143,1.01656508,276.281097,1
1.5,12,6800.20752,2.28715348,-16.2086887,-2.68159127,24.1852322,3.31859827,-514.466064,-7054.00195,-0.0749480128,7.20799351,-3.47993898,-1.39897037,-2.32239556,524.29248,3484.9812,-0.578813851,-7.95453072,0.284986585,11.4422035,1.69534004,-263.901733,-3617.56982,0.374612987,2.67128277,-1.0752852,-1.39973283,1.08475983,266.923645,1
1.5,13,6557.60156,2.16834068,-15.6377058,-2.58463812,23.3609104,3.33305836,-497.590179,-6802.15527,-0.258267045,7.01760864,-3.48287773,-1.24279821,-2.25862455,507.06485,3360.25391,-0.660705566,-7.65879107,0.344242632,11.0172873,1.70318949,-255.223343,-3488.0918,0.162273288,2.57163954,-1.0739938,-1.32061481,1.15689731,258.064636,1
1.5,14,6327.84229,2.05498695,-15.0954008,-2.49203753,22.5782547,3.34717751,-481.583893,-6563.64404,-0.442723364,6.83735609,-3.48532104,-1.09497571,-2.19404101,490.724762,3242.1377,-0.738272429,-7.37769032,0.401320338,10.6138916,1.71019304,-246.992722,-3365.47632,-0.0627937317,2.47715902,-1.07241237,-1.24558663,1.23333049,249.662262,1
1.5,15,6110.13623,1.94744718,-14.5799828,-2.40348125,21.8348351,3.36070991,-466.395782,-6337.64844,-0.628718853,6.66670465,-3.48726892,-0.954776168,-2.12845564,475.218445,3130.22388,-0.810131967,-7.11031055,0.45639205,10.2307396,1.71583688,-239.18309,-3249.30127,-0.301235139,2.38755488,-1.07054651,-1.17425799,1.31430054,241.689148,1
1.5,16,5903.66846,1.8462311,-14.0899963,-2.3186934,21.1279926,3.37335634,-451.970428,-6123.31787,-0.816632032,6.50485468,-3.48880768,-0.822110951,-2.06178451,460.491272,3024.09277,-0.874518812,-6.85590792,0.509614587,9.86643505,1.71948373,-231.766251,-3139.12866,-0.553479254,2.30240417,-1.06844997,-1.10657668,1.39993417,234.116653,1
1.5,17,5707.5293,1.75193846,-13.6230125,-2.23734617,20.4547997,3.38476825,-438.246582,-5919.71143,-1.00686216,6.35127783,-3.48995352,-0.696248889,-1.99384534,446.479004,2923.27661,-0.929294348,-6.61323547,0.561183691,9.51943588,1.72035623,-224.710281,-3034.47412,-0.819898725,2.22142172,-1.06613934,-1.04216611,1.49039316,226.912125,1
1.5,18,5521.10938,1.66553903,-13.1777678,-2.15922213,19.8134594,3.39451218,-425.184265,-5726.19531,-1.19935679,6.20541668,-3.49077535,-0.576662898,-1.92466402,433.140381,2827.46094,-0.971705079,-6.38165426,0.61122787,9.18878174,1.71750379,-217.994415,-2935.01172,-1.10003424,2.14431214,-1.06366587,-0.980764627,1.58554316,220.054489,1
1.5,19,5343.83301,1.58823025,-12.7531643,-2.0841136,19.2021332,3.40208006,-412.74469,-5542.17188,-1.39385486,6.06675005,-3.49132323,-0.463270694,-1.85434592,420.437836,2736.35034,-0.998521566,-6.16060686,0.659871817,8.87348461,1.70982027,-211.599319,-2840.43311,-1.39287114,2.07080173,-1.061077,-0.92235142,1.68507075,213.523987,1
1.5,20,5175.07471,1.5214045,-12.3477297,-2.01182747,18.6189079,3.40690041,-400.885559,-5366.99072,-1.58987236,5.9348855,-3.49163604,-0.355587691,-1.78304577,408.327301,2649.62183,-1.00598097,-5.94934797,0.707234144,8.57252026,1.69602275,-205.502853,-2750.40405,-1.69681728,2.0006814,-1.05841684,-0.866710365,1.78849673,207.298111,1
1.5,21,5014.41748,1.46676445,-11.960597,-1.9421947,18.0624924,3.40832949,-389.580475,-5200.2207,-1.7862941,5.80946255,-3.49176335,-0.253300607,-1.71114135,396.781219,2567.06104,-0.989791393,-5.74744415,0.753412962,8.28517914,1.6746769,-199.691498,-2664.70215,-2.00899959,1.93376577,-1.05574262,-0.813727617,1.89492059,201.362961,1
1.5,22,4861.12207,1.4260875,-11.5902157,-1.87497652,17.5304298,3.40566993,-378.777252,-5041.09229,-1.98217118,5.68980551,-3.4917624,-0.156189144,-1.63896024,385.748108,2488.28809,-0.945239902,-5.55410528,0.798556924,8.01015282,1.64418125,-194.138397,-2582.93164,-2.32647991,1.86970282,-1.05311453,-0.763349235,2.00342965,195.691254,1
1.5,23,4714.86377,1.4014504,-11.2356892,-1.81001401,17.0216732,3.39816952,-368.455688,-4889.27051,-2.17539024,5.57579613,-3.49164772,-0.0636882484,-1.56720114,375.204926,2413.13477,-0.867263377,-5.36888504,0.842752934,7.74686098,1.60285807,-188.832932,-2504.91992,-2.64413786,1.80843616,-1.05058122,-0.715361059,2.11240864,190.272095,1
1.5,24,4575.2002,1.39494395,-10.8961716,-1.74727011,16.5349159,3.38509321,-358.585144,-4744.29492,-2.36347461,5.46704769,-3.49149704,0.0242557526,-1.49666882,365.12262,2341.37427,-0.750754952,-5.19136143,0.886005163,7.49458838,1.54903531,-183.759613,-2430.43018,-2.95589781,1.74977183,-1.04822147,-0.669822991,2.21994066,185.089783,1
1.5,25,4441.69824,1.40857244,-10.5707331,-1.68647528,16.0687218,3.3657093,-349.136383,-4605.71582,-2.54360676,5.36313725,-3.49134064,0.107828826,-1.42832351,355.47049,2272.7832,-0.590707242,-5.02106619,0.928460598,7.2525568,1.48104453,-178.90332,-2359.23047,-3.2547369,1.69349945,-1.04609251,-0.626740932,2.32378101,180.128799,1
1.5,26,4314.15381,1.44405305,-10.2587128,-1.62769401,15.6224537,3.33944488,-340.097198,-4473.32178,-2.7119267,5.26407003,-3.49122763,0.187362432,-1.36342692,346.236267,2207.25659,-0.383105397,-4.85767698,0.970034242,7.02040577,1.39761567,-174.257782,-2291.2124,-3.53163886,1.63963473,-1.04425728,-0.586055219,2.42104888,175.382828,1
1.5,27,4192.02393,1.50271332,-9.95900726,-1.57069957,15.1942549,3.30581546,-331.429199,-4346.54883,-2.86478233,5.16923618,-3.49116921,0.263089597,-1.30316997,337.38031,2144.51514,-0.124456212,-4.70062876,1.01082706,6.79714823,1.2976017,-169.803131,-2226.08594,-3.77766371,1.58787274,-1.04275,-0.547761261,2.50888824,170.831573,1
1.5,28,4075.18164,1.58499193,-9.6714344,-1.51553833,14.7838812,3.2646904,-323.125275,-4225.26514,-2.99768496,5.07864857,-3.4912169,0.335042506,-1.24907112,328.896027,2084.49316,0.186247036,-4.54984045,1.05073917,6.58264351,1.1807462,-165.535797,-2163.78247,-3.98235321,1.53824079,-1.04161799,-0.511955798,2.58389997,166.47142,1
1.5,29,3963.18359,1.69056702,-9.39511585,-1.46209002,14.3897572,3.2161622,-315.154266,-4109.01074,-3.1066258,4.99203634,-3.49136853,0.403517187,-1.20244288,320.750671,2026.96289,0.548600972,-4.40486479,1.08977985,6.37606382,1.04722595,-161.439621,-2104.06592,-4.13607883,1.4906131,-1.0408622,-0.478594422,2.64297175,162.285858,1
1.5,30,3855.83813,1.8177824,-9.12937927,-1.4103291,14.0113401,3.16079712,-307.503693,-3997.58594,-3.1875968,4.90903854,-3.49163103,0.468577683,-1.16465545,312.933197,1971.82544,0.958908796,-4.26535654,1.12787616,6.17713165,0.898336828,-157.508438,-2046.83313,-4.22943068,1.44481814,-1.04046822,-0.447734058,2.68300438,158.2686,1
