tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,-15.0849104,2.36943197,0.0975647047,0.816281557,-6.30184507,1.94833148,3.36642981,-1.98737347,-2.37556338,-2.53282785,-2.78577709,4.04793024,-0.591795206,1.89964616,-8.45362663,0.345220119,0.570986927,2.43941975,-4.97734118,-0.171629101,2.56888795,-3.10051703,1.86422229,-5.44974136,0.648805439,0.856040359,1.66147602,-0.381891757,16,4,1
0.01,1,-14.9972267,2.3631146,4.49747515,0.870238662,-6.36115026,1.45304739,1.91612327,-1.91383016,-2.38384771,6.6144042,-2.85426307,4.09649944,-0.527695239,-2.07295418,-8.39874935,-0.28764233,5.93507528,3.16358614,-5.02752638,-2.86044431,2.37538576,-3.05839038,2.59456229,10.5389528,0.31510818,0.898889184,0.682581604,-6.44609594,22,11,1
0.01,2,-14.4793806,2.43967605,-2.23498607,0.817609251,-7.02710199,2.05385327,4.73692942,-1.51090288,-2.81618261,-1.66777039,-2.88465357,4.68787432,-0.417622805,1.07276142,-8.0733614,0.589481711,-3.69848037,2.74207926,-5.613626,0.222544089,4.24876881,-2.82818341,1.14028335,-4.17582607,-0.0438264944,1.38666975,1.97743297,-0.993335068,17,6,1
0.01,3,-14.6607885,2.42481232,-3.67228436,0.702227414,-6.56035948,2.01222229,5.14212322,-1.64872432,-3.02680087,-5.99657106,-2.8403399,4.25702238,-0.474280328,3.33000851,-8.18527794,0.57303375,-4.82827091,2.47284317,-5.22575998,0.0787581801,4.74746704,-2.91109109,0.793991268,-8.92952442,-0.0772093087,1.03743839,1.75858402,1.6055845,19,10,1
0.01,4,-15.3730383,2.14039254,-0.134105995,1.12230706,-5.98979425,1.92507946,3.18929553,-2.23724294,-1.53313863,-9.0426302,-2.99340248,3.78828549,-1.06227982,5.17848158,-8.63312626,-0.302847445,-0.939176857,3.37784481,-4.7077651,0.00304802391,2.54279637,-3.24279714,4.38961172,-11.4588346,-0.264615357,0.672712922,0.219879121,3.37333202,17,7,1
0.01,5,-15.378294,2.10980868,0.310669035,1.13329995,-5.96062183,1.90286195,3.00357056,-2.24111676,-1.43437874,-7.52803993,-2.97019076,3.75761843,-1.07636702,4.52324724,-8.63490963,-0.652105868,-0.432491302,3.46574879,-4.67515182,0.0340554528,2.32726693,-3.24423862,5.01790333,-9.65914536,-0.265620172,0.640341103,0.0311084781,2.6088078,18,8,1
0.01,6,-15.0300684,2.32472587,-0.431249082,0.523990512,-6.17091465,1.95434964,3.69292378,-1.94119465,-2.27129579,-4.97082472,-2.80939388,3.90789843,-0.716021657,3.13762093,-8.41536427,0.340134919,0.263626605,1.64491916,-4.86545944,-0.0937206373,3.01721621,-3.0741837,2.00481105,-7.02973557,-0.210630283,0.747729242,1.34076571,1.10042894,17,7,1
0.01,7,-14.9013119,2.3578589,-0.826114058,0.668396175,-6.24517393,1.96345031,3.80980039,-1.83570087,-2.4805603,-4.52980995,-2.72225356,3.9634366,-0.629774451,2.83835864,-8.3340416,0.385158479,-0.594856143,2.11730766,-4.93019104,-0.0720397756,3.12582541,-3.0141685,1.63880026,-7.02213573,0.209256783,0.791257858,1.51837707,0.774749935,17,6,1
0.01,8,-14.7326345,2.39208484,-1.35720718,0.745358229,-6.42846012,1.98766518,4.08523655,-1.70177031,-2.65012503,-3.65613627,-2.79759431,4.10729837,-0.549586654,2.37515759,-8.22753239,0.458267093,-1.56039381,2.40392661,-5.09031057,-0.00208073971,3.40332222,-2.93762875,1.37219059,-6.2173295,0.161031768,0.90790695,1.69067085,0.297599256,16,4,1
0.01,9,-14.5658894,2.41236329,-4.3914237,0.690214932,-6.58107328,2.01772738,5.48606157,-1.57757866,-2.86436558,-7.0344429,-2.8474617,4.22961378,-0.553043783,3.82018518,-8.12188244,0.558771431,-5.61317205,2.48712611,-5.2430644,0.0803115889,5.09643412,-2.87070179,1.01146674,-9.98095131,-0.100923464,1.02017367,1.61952043,2.13983703,20,11,1
