tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,-26.7988567,3.3832314,-1.72708058,0.683226347,0.483908564,1.66678059,0.165867701,-20.545454,-3.35611415,-2.40319538,-2.83065629,3.85522103,-0.4506163,3.49210691,-15.6579781,1.5271728,-0.592919767,2.36756372,-1.74454331,-0.381091475,1.15605903,-13.9183626,0.265826494,-3.81619477,0.127096415,2.3238883,1.87660956,-0.787340403,32,18,1
0.01,1,-26.438427,3.39896417,-0.504742563,0.715215027,-0.446767181,1.68517566,0.248654082,-24.272953,-3.35729361,1.29523182,-2.90872359,1.32357848,-0.419737339,4.00582409,-15.4789829,1.55623329,-2.10097194,2.54734182,1.74917662,-0.418720156,-0.781472385,-16.1388683,0.276229739,6.87958574,-0.0186175015,-5.55686188,2.03855848,0.361328393,137,41,1
0.01,2,-26.8682213,3.37833071,-1.41876233,0.678489864,0.0590158291,1.65760136,0.366668791,-20.7612553,-3.35480666,-2.55928874,-2.81102896,3.73270226,-0.450664014,3.66033769,-15.6970472,1.51705539,-0.277168125,2.31807566,0.0374133661,-0.405414522,-0.190705195,-14.0419331,0.26853478,-3.97469497,0.18631427,-3.1630187,1.86460459,3.19019532,33,17,1
0.01,3,-26.3073387,3.39694381,-0.64583683,0.718802929,-0.631259143,1.68600011,0.441610426,-22.6617985,-3.35591364,1.19881022,-2.90555501,1.28416026,-0.420369983,3.96897316,-15.3875284,1.55381739,-5.1976347,2.54614997,3.43057966,-0.413720131,-0.658354163,-15.1806707,0.276826173,-1.90873551,-0.0143064205,-0.495541126,2.02420807,0.459906936,230,60,1
0.01,4,-26.4599934,3.40012693,0.145611823,0.718089998,0.177131012,1.68326008,-0.455962598,-25.8981152,-3.35437274,1.58009446,-2.91168046,1.60688186,-0.397587031,3.79784322,-15.4970455,1.5593884,-7.38793707,2.56674743,5.164855,-0.420575798,-0.954742253,-17.0960922,0.284853846,4.14945745,-0.0268339831,-2.9118371,2.13322711,-0.357503682,637,160,1
0.01,5,-26.501152,3.39951897,0.145376652,0.719199181,0.0885580704,1.68394744,-0.384513319,-25.3619308,-3.3544364,1.62096071,-2.91089058,1.62172008,-0.400089532,3.7386272,-15.516324,1.55869734,0.14542219,2.56609344,0.681711674,-0.417469621,-0.978558004,-16.7757683,0.284166276,-6.2021842,-0.025992671,3.39690709,2.12138295,-0.437106252,696,161,1
0.01,6,-26.1791878,4.00011635,4.57382631,0.852364898,-8.68105221,2.9898541,2.59732389,-21.8400345,-3.31316113,-9.80706406,-3.02185392,14.4845438,0.0289577041,-1.11756885,-15.3020115,2.43431449,2.21824837,2.84193349,-7.1371417,4.31928587,-0.762212396,-14.6904497,0.314969301,-9.22700214,-0.293613881,9.11983395,1.46378243,-2.66883826,19,7,1
0.01,7,-24.1456852,3.37199998,3.5512116,0.778265476,-0.734204054,0.932350278,-0.79747802,-28.8088322,-3.27699232,-1.76146793,-2.85515881,4.15350389,-1.040483,4.13789749,-14.1487379,1.46616757,4.34935236,2.80693603,-5.38241148,-1.71074402,2.45541883,-18.8541794,0.611608446,-0.86245048,0.171991155,7.41854668,-0.077834636,-3.76128459,216,86,1
0.01,8,-23.2662582,3.40033245,1.67884099,0.694966137,-0.500785589,1.41614974,-0.595545411,-30.3047829,-3.34608269,-0.974558532,-2.85801005,3.71936321,-0.390624255,3.69112659,-13.6289673,1.54086637,4.17346478,2.62134624,-4.46796179,-1.91515481,2.10250664,-19.7523479,0.315542102,-0.593826056,0.092064105,6.44669199,0.985254288,-3.89356542,113,42,1
0.01,9,-27.4347515,3.3529315,-0.138946101,0.273534387,0.226771623,1.61774766,0.0564991198,-22.706871,-3.34915829,-4.62240458,-2.62530541,4.25262308,-0.48359713,4.27112818,-16.0328312,1.46781814,1.84042001,1.11606932,1.41517997,-0.448663533,-1.2967304,-15.1754227,0.253266007,-5.47636557,0.153448224,6.07040596,1.75240552,-2.53853083,50,25,1
0.01,10,-23.9431629,3.41484237,-0.0141415596,0.684288859,0.0325617976,1.7115376,-0.441405416,-29.2537613,-3.359761,2.83306813,-2.91117144,2.79504609,-0.427066624,2.72170997,-14.0258837,1.58737946,-3.7121067,2.53988981,0.128651962,-0.312270343,0.89299053,-19.1138,0.269168705,-5.39684725,-0.0754877031,6.34453249,2.02536154,-2.5833602,196,67,1
0.01,11,-25.8460445,3.38989305,-2.66206622,0.713465095,0.739951074,1.69611931,0.337766498,-17.6966991,-3.35121584,-1.04622114,-2.88473582,2.9072094,-0.430299163,3.44399285,-15.0573254,1.54881442,-1.39014792,2.50380087,2.0764277,-0.322267294,-1.37419915,-12.2239161,0.275464445,-2.61788893,-0.00456467131,1.17019236,1.96594775,-0.573790312,27,17,1
0.01,12,-27.0266151,3.3907969,-0.89960283,0.732734859,-0.850070298,1.68577814,0.809083045,-18.7582455,-3.35137463,1.02996612,-2.90363812,1.09783268,-0.415241688,3.92738032,-15.7501144,1.54541302,-3.32845592,2.5496757,1.9634198,-0.415208995,-0.353976756,-12.8309193,0.281622738,3.40338731,-0.00273331976,-4.06282568,2.01592875,0.58532691,185,50,1
0.01,13,-23.2841244,3.38226748,-1.49492526,0.742903531,-1.57474172,1.69388247,1.30030596,-11.2400818,-3.34080338,1.11300778,-2.88912296,1.20467365,-0.397463232,3.23599792,-13.4802036,1.54006529,-4.30937338,2.55427241,1.67973578,-0.359673738,0.0553317778,-8.42923069,0.292915344,-3.47332573,-0.00113686209,-0.177924201,2.03055382,0.417185426,128,39,1
0.01,14,-26.0802116,3.38723707,-2.46622849,0.706494331,0.83023572,1.69129348,0.233764663,-18.2519817,-3.34888482,-1.49787498,-2.87398553,3.49772549,-0.437925845,3.26978755,-15.1945629,1.54349697,-1.26280689,2.47791052,-0.908554554,-0.329851687,0.745837152,-12.5452824,0.276406884,-2.99636531,0.0180663001,2.26853561,1.9362675,-1.15229857,28,17,1
