tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,0.611082971,1.78949893,0.238210112,-1.79971087,0.611346126,1.25216556,-0.495721728,2.64023328,-2.31409407,2.48931289,-2.10083032,2.63975382,-3.00871801,2.08528471,126.692719,-2.19589305,-4.61291313,1.4416014,-13.072607,2.03607297,0.323478788,-1.0982244,0.0632435083,1.43007112,-1.03038728,2.17416859,1.39278817,-2.71051311,106,2,0
0.01,1,0.608175397,1.80191267,0.2735928,-1.80785036,0.608659506,1.24061298,-0.497250974,2.66215467,-2.31447697,2.42313194,-2.09493518,2.66161013,-3.01656413,2.10000753,112.296883,-2.16616631,-5.09106159,1.43616939,-11.3254347,2.02995753,0.285021484,-7.23474789,0.0939931944,0.423095971,-1.03289723,3.42942595,1.37806034,-2.73045492,104,2,0
0.01,2,8.18300438,3.39002848,-12.7505856,0.82606709,1.8680166,0.392506868,2.40937066,-0.994047642,-3.43658686,6.15953541,-2.75196671,1.28674173,0.632510662,-0.688227117,6.19801188,1.55056965,-11.1248217,2.75303698,0.662822127,-14.0143957,13.8451805,-3.26972461,0.281704694,2.85343719,0.292673737,-3.02325058,10.2387772,-7.85234118,178,5,1
0.01,3,1.86443675,3.88758278,-4.89756632,0.810810506,-0.91419065,1.30965257,0.565731049,-4.3014102,-2.95470953,0.79239136,-2.72410512,4.42740726,-0.318197757,0.269084632,0.254053056,1.79898369,-3.21329904,2.68768454,-1.35803831,-1.31566107,1.40674448,-5.12620926,0.646294653,-1.67999327,0.336305976,0.629743159,2.62934089,-1.99099326,110,5,1
0.01,4,-2.1675241,3.63169885,-3.16365981,0.77641207,-1.30103374,1.46463168,0.350486964,4.59456158,-3.19889402,0.340016425,-2.74181223,2.93443227,-0.360813886,1.00444293,-2.41165423,1.67665184,-1.36045754,2.58454847,-1.41414511,-0.79424572,0.492295384,0.438537359,0.418466061,-1.8575176,0.276765823,-1.10777557,2.27657413,-0.673405766,174,4,1
0.01,5,-0.535877466,2.60308743,-2.33668256,-0.446762532,-0.53544116,1.70747507,0.116734467,3.33734822,-3.35156155,1.44229198,-2.68678522,3.33795094,-1.40018237,1.23765469,88.3937302,2.18679738,-2.20804715,2.21564913,-10.9643984,-0.1540097,0.612729251,-2.90926456,-0.255368322,-1.84176958,-0.464948893,0.121977367,2.06381989,-0.517288625,248,2,0
0.01,6,0.519995987,3.69755006,-10.0833435,0.807392359,1.93141258,1.18823111,1.01438808,8.08241177,-3.12991667,2.84028625,-2.72361207,3.00698328,-0.274351239,-0.477328956,0.237315372,1.7129817,-7.76993799,2.69034648,0.528435767,-4.5119524,4.7758913,3.67250085,0.535894573,-0.00316487323,0.439150929,-0.380349278,1.43689013,-1.62958002,96,1,1
0.01,7,-4.70328569,3.6419549,-2.08173275,0.80308944,-1.95400906,1.44047952,0.543826938,1.59614289,-2.75373507,2.3286891,-2.72666097,2.4394803,-0.479944974,0.689520359,-7.50939131,1.53927934,3.2651422,2.65745616,-3.96305227,-0.853466749,0.75200218,-3.60080266,0.951366425,2.95576096,0.351991385,-3.26645231,2.23159099,-1.05684364,145,2,1
0.01,8,-1.27630699,3.85191584,-3.33264828,0.78643316,-1.36217904,1.38853216,0.402344346,3.42266273,-3.00841594,0.530504346,-2.72902155,3.03270221,-0.42225948,0.927880585,-4.66244698,1.84087658,-1.57388949,2.60478616,-1.19396651,-0.854080439,0.585857272,-0.261620402,0.590426922,-1.72174859,0.325375527,-1.0241797,2.23808885,-0.784408569,86,0,1
0.01,9,-4.65733433,3.79401827,-3.38353729,0.816133618,-1.34327745,1.37511575,0.670492411,5.90329599,-2.55440903,2.71079612,-2.71199584,1.85909557,-0.515899479,0.590624452,-4.52593327,1.62687373,-2.2077446,2.68558526,-1.09593177,-0.941065133,0.867984772,3.33160233,1.12492251,-0.847913563,0.406267643,-1.78910947,2.32240987,-1.14712381,132,2,1
