tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,-1.55891097,2.54715133,70.4225006,0.753163993,-43.8507195,1.9230665,-0.911397278,-20.5091019,-4.16491175,-63.8849716,-3.01171112,45.9912949,-0.339426249,-0.019116804,-0.804274082,0.755337298,54.0371208,2.51529789,-34.3868408,-0.203984186,-0.0175679456,-13.8281202,-0.672256291,-51.3753242,-0.245158806,33.6523514,1.95780814,-2.37763429,11,3,1
0.01,1,6.20874166,3.13644314,-9.67222977,0.770992219,0.901839614,1.32943225,1.22356725,1.22316611,-5.41441298,3.44061732,-2.78663969,3.88269663,0.369203359,-0.726303458,4.57712412,1.70625424,-7.95907116,2.58276439,0.351965368,-2.21927309,2.77059793,-0.72004503,-2.17071009,0.5044716,0.282809049,0.312295705,2.2291944,-1.83982813,10,2,1
0.01,2,-10.2270632,2.74554729,9.2269516,0.975682795,-11.5218172,0.511998832,3.8735342,0.423945665,-1.58817494,-12.0859413,-2.90726042,14.5314112,4.25260305,-5.97341156,-5.51921415,1.35313094,6.53795862,3.20896363,-9.43523216,-5.61355734,6.92532921,-1.82937038,1.97936249,-11.4770641,-0.133332416,9.36803818,19.529686,-18.8703518,14,10,1
0.01,3,-3.94959331,2.48089957,63.1467552,0.777004123,-39.50951,1.95652211,-0.742327511,-21.7870808,-4.02538681,-53.8013229,-3.03917456,40.0494347,-0.377474368,0.0188105814,-2.26320148,0.666660666,48.3497276,2.56068873,-30.991436,-0.187821701,0.0857734382,-14.5696526,-0.49186191,-43.5240555,-0.269971073,29.0193462,1.92764783,-2.38256288,11,3,1
0.01,4,0.0193439256,-3.53036833,18.1265888,0.725479662,-13.4249296,3.73549509,-0.143065453,-18.7781544,9.75203609,-0.160633504,-3.09302306,5.24903631,-5.05067301,1.77508414,0.18274729,-7.69500399,13.2998676,2.42033482,-10.6321955,2.40101457,0.638787329,-12.7416811,15.3190069,-2.0074501,-0.650209129,1.87382925,-3.53091979,-0.536126673,17,10,1
0.01,5,-4.75562048,2.17686343,-80.9261093,0.797188699,46.2591324,2.03944254,-0.194548726,-22.6145611,-3.63911247,-110.749046,-3.04538822,74.7560196,-0.498150706,-0.298450202,-2.74338675,0.270380288,-63.5575027,2.67301273,35.5713158,-0.220100105,0.613644123,-15.0760727,0.0652677417,-88.2649765,-0.240059555,56.321888,1.81390786,-2.74566936,11,3,1
0.01,6,-18.1756897,2.6703341,4.08802509,0.909346819,-9.46107483,3.47062778,2.71623063,-9.30174541,-3.77180362,-5.23623848,-2.97586918,10.7769737,0.166388735,-1.35261393,-10.4265547,1.39869142,1.32420456,3.20020652,-7.74212408,4.4296546,-0.30473122,-7.33367348,-0.0233538635,-5.63171101,-0.266383499,6.33986664,1.98485947,-3.12425137,12,5,1
0.01,7,-8.31686115,2.96916676,-47.2506218,0.805587888,22.565733,1.57410812,2.72749782,0.17181997,-4.54805279,-23.0107498,-2.97755003,20.2507725,1.4937216,-2.10493183,-4.31964064,1.33701539,-38.4674072,2.83922839,17.8836079,-1.53701246,3.3399241,-2.09292722,-0.962414861,-20.7184772,-0.205296189,14.2119856,7.57956123,-7.2239852,11,7,1
0.01,8,14.0430822,4.84189653,10.0994616,0.0183458831,-9.44406605,1.07075441,-0.272975266,22.476017,-3.57885075,-9.22099972,-2.23609948,13.6084299,-0.478962898,-3.90996242,10.2109213,3.10593343,7.18242168,0.325166821,-7.78592682,-1.2090466,1.69984078,14.0857887,-0.303278804,-9.2519083,0.390207708,8.62167454,1.43216765,-4.58686447,13,5,1
0.01,9,-9.60412407,2.10715723,10.3312082,0.858490646,-7.21556616,2.12908387,-0.838599443,0.443347096,-1.47379434,110.165703,-2.91173959,5.0414238,-1.03213108,-47.0864143,-4.99150181,3.64092708,14.332468,2.84957767,-5.86424303,-0.954478621,-3.43826628,-1.75580323,1.22178316,173.688461,-0.118147895,1.70336199,1.35163772,-76.9659805,14,10,1
0.01,10,-18.004261,2.61774135,2.78725982,0.905090511,-9.34330654,3.22399855,3.42357492,-8.52721882,-3.73593712,-3.62115693,-2.97669077,9.9793539,0.313583016,-1.65764749,-10.3119364,2.50538564,-1.03126347,3.11241555,-7.63039255,3.2378428,1.38077569,-6.8786788,1.83724308,-4.65583086,-0.346146435,5.70686102,2.06866693,-3.67550206,13,6,1
0.01,11,-9.16048527,1.37994492,-10.6680546,0.922044456,1.18053722,2.26942134,2.18760633,0.530693114,-2.15633821,3.85659385,-2.88050222,1.50074828,-0.574559987,0.783281565,-4.70563745,-0.496965557,-8.77608967,3.24871922,1.76569569,-0.0396952778,1.16653311,-1.54766095,1.66461551,0.844574869,0.234953046,-2.91165829,2.38683629,-0.823814154,10,3,1
0.01,12,-16.5482063,2.51251698,12.0652714,1.01613128,-11.7004204,1.75717986,2.2559576,-18.3252354,-3.59402132,-24.8785992,-3.03446913,23.540905,-0.262289256,-1.01874566,-9.5369606,0.63803494,8.74261761,3.04559493,-9.54303741,-2.5192976,4.01156425,-12.6273565,0.179149553,-21.2277679,-0.165358424,16.2712593,1.31888914,-2.67819047,11,4,1
0.01,13,-16.5211639,2.52615952,11.3398895,0.936688364,-11.2048368,1.84402525,2.18199801,-18.4889851,-3.52064729,-26.6447525,-2.98838282,24.6653252,-0.309075564,-1.05556703,-9.52546501,0.665637851,8.18721581,2.98534989,-9.15649509,-2.04344559,3.59330583,-12.7271156,0.287595719,-22.5813332,-0.120781019,17.1454773,1.25790572,-2.7166748,11,4,1
0.01,14,-17.7203255,2.71131134,1.78092122,0.895786166,-9.65517902,2.48048329,4.6899972,-6.00349855,-2.25140309,2.8167696,-2.9664979,7.98031044,-0.42670384,-2.96232271,-10.115984,1.55323708,0.83233428,2.99599934,-7.84413671,1.24964809,2.77156758,-5.40796518,2.04437709,0.988983274,-0.243313327,4.12733078,1.73108137,-4.89865541,12,4,1
0.01,15,-5.03408957,3.87575316,-5.00212669,0.837616026,-7.69590616,5.72639942,2.17418551,-0.593291104,-5.15568781,-0.087872006,-2.79924107,6.45748711,1.99877441,-2.37606478,-1.69394982,2.1868062,-23.2527256,2.95754719,-6.30439091,13.698761,0.538285136,-2.2463665,-1.79378366,0.655129433,0.193896338,2.8149519,7.83363056,-8.43676567,14,8,1
0.01,16,-10.0805845,4.02504826,-14.8924446,0.784446955,4.21790791,1.62358856,1.78650534,-0.233644798,-2.68912649,-7.66778183,-2.8337431,9.89533234,-0.228266299,-0.385400921,-5.37662935,2.02444649,-12.0094194,2.72466803,2.96863818,4.4831171,-2.54953671,-2.36615992,0.980165482,-8.26812649,0.135734409,5.5982914,4.52110624,-4.51119852,14,8,1
0.01,17,-1.43745387,2.46214223,-10.8236961,0.763548434,4.49782276,1.93498397,-0.6110093,-20.8468075,-3.93678379,-275.713837,-3.01097465,173.54364,-0.41562295,-0.235381752,-0.735249221,0.629937768,-8.88758278,2.55647874,3.01545095,-0.247669429,0.281667054,-14.0084915,-0.372175157,-215.981354,-0.21081616,132.801804,1.87809598,-2.62749624,11,3,1
0.01,18,-8.8073349,6.0221777,-3.39923429,0.915969551,-7.89579296,0.913238704,5.38632774,0.390539408,-1.57546043,1.02345991,-2.7503283,5.76998568,-0.943252146,-0.962136805,-4.44977427,3.65991569,-7.29097843,2.89937067,-6.39716005,-0.773897946,5.98959112,-1.76256371,2.38021493,-0.0737661645,0.441193402,2.28750062,1.23052049,-3.45667601,12,5,1
0.01,19,-11.7457981,6.04252148,-3.45129204,0.823083639,-2.08188224,0.773336291,1.64708567,0.234083176,-2.44284773,2.57153201,-2.7391305,0.914473414,-0.675740421,1.86710083,-6.36787748,4.26020432,-4.99819803,2.63834095,0.329156607,-1.20216525,0.692768037,-1.91922712,0.777178824,2.86842275,0.44569692,-3.97222376,1.81677091,-0.281262636,11,4,1
0.01,20,-15.3720102,2.3762362,8.51797676,0.756659269,-8.73805046,1.68173194,1.85594177,-19.8994942,-3.80889273,-42.9762955,-2.98729849,34.598011,-0.28859964,-0.948757827,-8.82051945,0.567255378,6.11330605,2.78034115,-7.24535465,-2.04987073,3.22844744,-13.5019884,-0.0999262109,-35.260788,-0.130008906,24.8577938,0.635794818,-2.06493783,11,4,1
0.01,21,-17.5952015,3.00127387,9.55121422,0.6890558,-10.5553627,0.980184257,3.3450098,-16.4302197,-3.89087629,-16.9784927,-3.1135366,18.7216511,1.07483304,-2.08178473,-10.1313257,1.34593105,6.65731525,2.62688231,-8.60690022,-4.79646921,6.28851604,-11.4902525,-0.217723936,-15.0695295,-0.466394275,12.5094709,7.16314888,-7.41681528,11,5,1
0.01,22,-10.3120804,2.4397943,2.51933241,0.983805358,-9.30038548,4.8291626,1.60565794,-0.0497539826,-3.34123898,-4.19127893,-2.94231129,8.79746914,2.55101323,-3.23494291,-5.50351048,1.70872092,-1.64046335,3.91378713,-7.62572718,9.31991577,-4.14468098,-2.04640746,0.614021719,-3.80854177,-0.36952433,4.76725674,11.9283562,-11.805932,14,8,1
0.01,23,-14.2317133,2.40284085,4.19604349,0.704539418,-5.80970764,1.74998343,1.50480807,-21.2096405,-3.81080079,-59.8324127,-2.97352004,44.6529541,-0.249092698,-0.833709598,-8.15680981,0.594753146,2.76716495,2.69170427,-4.97903681,-2.62647986,3.53567648,-14.3117037,-0.151651859,-48.3399506,-0.110864095,32.6576195,1.48466802,-2.68442249,11,4,1
0.01,24,-17.1704979,2.74829173,9.74025249,0.854364634,-10.669281,1.67670929,2.70662975,-17.5319557,-3.90765214,-22.7903671,-3.07266974,22.2101593,0.278205693,-1.32206547,-9.88511181,0.993135989,6.86327219,2.83439207,-8.72215652,-2.45355558,4.24412584,-12.1417665,-0.311209947,-19.6233883,-0.274162591,15.2200403,3.42906046,-4.22674036,11,5,1
0.01,25,-15.1803799,1.36460292,16.9367065,0.828900814,-7.13083124,2.42184329,-3.2821703,-4.13344097,-1.68409228,-8.23478317,-2.88378906,5.46583176,-1.05096006,3.77321601,-8.52834034,-4.29418135,17.4496403,2.93842363,-5.591259,1.61704504,-4.66906118,-4.32154417,-3.28506303,-10.8976946,0.646277249,1.98203945,2.32767558,2.16014886,14,8,1
0.01,26,6.60723543,3.56791353,-10.0132513,1.39779377,0.803344607,0.6054129,1.53177297,9.97815037,-2.16218591,-11.1657515,-2.43421483,15.8314753,-1.08683336,-3.54757357,5.2104497,0.928265631,-8.11924553,5.21875858,0.265972704,-2.01088285,1.36539173,6.04984379,1.32967389,-10.6544209,0.0423736647,10.3572149,-0.122655533,-3.59590101,16,7,1
0.01,27,-10.2682161,2.02992678,-16.2837429,0.886459231,2.46287799,2.15832829,3.73435163,0.564343154,-2.54446554,6.10267591,-2.94824147,-1.82378733,-0.28641203,2.10364389,-5.53686714,0.298362613,-13.4103355,3.14255333,1.49778914,0.305649787,2.96126533,-1.62513125,1.98751128,2.74580216,-0.0414978825,-4.2505827,1.79671192,-0.0995564163,12,3,1
0.01,28,-18.844017,3.27620029,3.25625229,0.894784749,-9.27553368,2.98798466,3.33832717,-10.9516163,-4.02700567,-8.80896759,-3.02652621,12.8346071,0.560403347,-1.34283495,-10.8221521,2.14554882,1.21553552,2.88650036,-7.61729908,2.6072371,1.2592504,-8.27517509,-0.727888227,-8.47553253,-0.423051775,7.95924568,2.96226072,-3.50255561,12,4,1
0.01,29,-11.730444,2.55390191,-25.4893837,0.515927076,12.2506666,1.77620006,1.1968137,-23.9428043,-4.75125217,-10.9519854,-2.84203267,15.3029623,0.042969998,-0.632709503,-6.62352514,0.88317889,-20.3186436,2.43025708,9.03526878,-1.7090764,2.59143925,-15.9971094,-1.31755221,-10.5193748,-0.0285456963,9.90944099,2.30377769,-2.91195202,11,2,1
0.01,30,3.20357656,1.79783404,1.60463619,0.916125536,-6.58602858,1.70403206,1.93158913,2.5555377,-2.76484346,0.0425886251,-2.80514979,4.82470465,-0.430579513,-0.096535258,3.04701328,-0.162421256,0.826445222,3.19791007,-5.28586006,-3.12890935,4.08558321,-0.439374775,1.33689237,-7.59999895,0.195738435,1.44604075,-7.11440325,7.86264133,15,8,1
0.01,31,-11.1631699,1.93287003,8.79841995,1.36547709,-7.73448229,1.73362255,0.467592746,0.354594469,-2.50310016,8.39501953,-2.3764348,5.26267529,-0.559997499,-4.02622223,-5.99128675,-0.874736667,9.90972233,5.2158742,-6.24722481,-1.03402841,-1.16213155,-1.78950047,1.72713947,9.19103336,1.87380934,1.8942889,1.2939173,-7.82592392,13,7,1
0.01,32,6.81070662,3.11306024,-22.7728004,0.915269852,6.82688284,1.81288803,2.04790115,-10.8205652,-3.31109118,16.0011578,-2.85633039,-3.84330153,0.0191622879,0.100617371,7.65836287,1.31292248,-19.7593079,2.93214917,4.98274422,1.98813283,0.55606401,-11.4403791,0.427108198,11.3666582,-0.0104174009,-5.78228426,5.56376028,-4.7323823,20,16,1
0.01,33,-9.92918587,2.22725534,3.31587768,0.961084127,-8.47346306,2.97559953,2.33677769,0.0126909819,-0.0807333961,-1.79200256,-2.83276129,7.54111004,-1.39508128,-0.975477993,-5.23328495,-0.0375716947,-0.859505475,3.21334505,-6.92866039,2.13946795,2.06809282,-2.00435233,4.24665499,-5.15497065,0.200520068,3.73910141,-3.12204599,1.04363668,20,14,1
0.01,34,-1.52200079,3.22609448,-41.4007187,0.78368932,19.1480789,1.01393998,2.61108923,-2.16839576,-5.67274284,2.35952854,-2.92378831,5.15856314,1.21536195,-1.46872544,0.995602965,1.85122859,-33.7395248,2.63853455,15.0629587,-2.8250978,4.0071907,-3.68681836,-2.50598717,-0.233489245,-0.0945155323,2.00193858,5.47465372,-4.96284294,11,4,1
0.01,35,-12.524704,2.01808214,4.09459877,0.894209146,-5.42776632,2.08802533,0.896137238,0.0127885453,-0.0439209789,0.599292934,-2.83426476,3.15528679,-1.33900249,1.07593024,-6.85027742,-1.40704238,8.0010252,2.99109435,-4.14649487,0.484473556,-1.65014851,-2.00837135,2.07505584,-2.31871414,0.18709977,0.109726183,1.87948918,-1.23723996,18,12,1
0.01,36,-1.59577274,1.01589,-7.72438717,0.75440836,-6.95513725,2.45604849,6.24337435,-1.67089498,-5.34248781,-4.948699,-2.91345191,5.13819027,0.628455102,2.04360008,1.04748309,-0.433864713,-20.7563438,2.46054602,-5.61487007,0.580819726,11.0435677,-3.59779453,-1.80481052,-13.3476706,-0.314228863,1.72371674,3.48476458,2.48159814,14,10,1
0.01,37,-15.8767796,2.5469296,17.4074917,0.762165785,-14.1553497,1.62251949,2.01987672,-19.4367809,-3.96104097,-34.6659164,-2.93449259,29.5499191,-0.0781444311,-1.02675402,-9.13373947,0.76526469,12.9148645,2.76393175,-11.3950634,-2.05981922,3.29511213,-13.2281685,-0.333068877,-28.6919956,-0.0829292536,20.8392792,1.92695427,-3.05036283,11,5,1
0.01,38,-18.9575615,-0.252594382,5.31010294,1.09270179,-7.3268919,1.75394833,3.07386494,-14.7233133,-0.959994912,-13.3730183,-2.79836488,15.3299646,-0.122054867,-1.2622596,-10.912961,-1.7321831,4.94396257,3.17126083,-6.11143017,0.742756486,1.1589396,-10.4645586,2.85523915,-13.0948381,0.450580329,9.8861475,1.97988224,-3.38899517,13,5,1
0.01,39,-18.2167397,2.84573507,7.48920679,0.805896342,-9.92279625,2.24097562,2.80101323,-15.1877766,-3.85085106,-13.8534851,-3.00273156,16.6795979,0.472688049,-1.54672503,-10.474144,1.17424273,4.96722174,2.82991505,-8.10544395,0.45429036,2.15252805,-10.7352705,-0.213019356,-12.6442623,-0.281913221,10.8872919,2.91184211,-3.77707195,12,7,1
0.01,40,-16.2054367,2.35039926,2.8840425,0.886167228,-6.962255,2.2252419,2.6130538,-5.33419657,-3.11213398,-4.41226053,-2.94335389,5.44867468,0.360936761,1.49734008,-9.15827656,1.63906682,1.04024482,3.03374338,-5.58062506,0.530279577,1.6148417,-5.00912523,0.661641777,-7.20508146,-0.278426051,2.02609158,3.78621101,-1.23481476,14,9,1
0.01,41,-17.5364723,3.84856415,13.823307,26.6110439,-8.50553036,1.07841742,-15.0073214,-7.22672272,-2.56880236,9.83179951,163.825562,7.27568531,-0.466975987,-100.501205,-9.99409103,1.82800305,12.8856621,73.2511597,-6.91811848,-1.21709847,-41.1180801,-6.1005435,0.973220229,8.05670071,456.90213,3.53869176,2.21740389,-268.757996,15,10,1
0.01,42,-3.21825552,2.47834945,21.6004601,0.847196996,-18.7585926,0.630309463,3.3366158,-1.5269146,-4.4870739,-117.021446,-2.96062136,76.6865082,2.11785698,-2.53092837,-0.61629039,0.97382766,16.9532719,2.86400843,-15.3411541,-5.53506613,6.57125235,-3.21738553,-0.92563355,-95.7664871,-0.257327318,59.2658691,10.9664841,-10.020196,10,4,1
0.01,43,-13.0622139,2.50551653,-16.6371517,0.559485316,6.8070116,1.67943084,1.51352453,-23.0583801,-5.01583004,-3.32442927,-2.89806151,10.689579,0.16543974,-0.595881164,-7.42206955,0.853333354,-13.3464909,2.44656038,4.75513029,-2.39210439,3.32893348,-15.3815975,-1.60292971,-4.58944893,-0.0864716172,6.21636629,1.69174933,-2.17880368,11,2,1
0.01,44,-7.84939289,1.59666216,1.78035915,0.894740641,-6.36827898,2.09827709,2.32329059,-0.127930239,-5.45586872,-4.4976306,-2.91038895,4.40456724,0.497063965,2.40096188,-3.77029061,0.0977924913,1.14483142,3.08225608,-5.07211781,-0.0743782669,1.71087825,-2.04933143,-1.65049398,-6.98969221,-0.385757804,1.14283669,3.18464637,0.306845158,11,3,1
0.01,45,-5.30145121,0.69749707,0.49386552,0.781629443,-5.11127329,2.38520837,1.84864187,-0.457801521,-4.80640459,2.01490903,-2.94983745,3.56897044,0.391633689,0.161404327,-1.94611681,-0.709185839,-5.90172911,2.57026315,-3.92443776,-1.22406507,5.27293634,-2.18682027,-1.05528593,8.0153656,-0.340258181,0.353434831,3.39345193,-5.92352533,12,5,1
0.01,46,-17.4375477,2.55533934,5.05696297,0.910487711,-6.61716986,2.07783675,1.6132251,-17.7308636,-6.12043715,-25.3599339,-3.10496306,25.2627392,0.275178373,-1.63721514,-9.98022556,1.00882828,3.66822886,2.6177299,-5.58488655,2.94905639,-1.0856998,-12.1867647,-2.79506254,-21.2258167,-0.246081129,17.5698814,4.44438457,-5.3354907,11,4,1
0.01,47,-17.5805016,2.341254,-3.6091702,0.986423194,-2.27865815,1.81349099,2.48860168,-18.1409187,-4.12716675,-25.4341908,-3.09240222,24.2468967,1.98434532,-2.88380432,-10.1030664,0.558673501,-3.25187278,3.18325067,-2.22874618,-0.41406101,2.18302107,-12.4606476,-0.280539513,-21.662447,-0.333684236,16.8065014,10.1165543,-10.1085138,14,10,1
0.01,48,-5.84728289,3.25730252,10.46134,0.850117445,-13.5576305,2.22575045,3.02583885,-0.449577123,-3.38065577,-3.03687906,-2.84493804,9.239604,0.192088008,-2.01875329,-2.4646554,1.50078309,13.3023577,2.92196727,-15.7597523,1.61843145,2.27106428,-2.39945555,0.641563058,-6.31933832,-0.0154299317,8.05178547,3.06422901,-5.64844227,19,9,1
0.01,49,-6.12922621,3.00242448,144.018265,0.809628248,-92.506897,1.99375093,2.49919319,-0.558683574,-4.04597855,-271.683289,-2.98278451,169.106689,0.185326666,-0.791067719,-2.79537702,1.33302844,114.71003,2.74476552,-74.2158966,1.09025395,1.19446588,-2.51633024,-0.445458651,-219.10675,-0.211655051,132.984665,2.00618815,-2.35195494,11,6,1
0.01,50,-6.66754961,0.727326512,1.86031461,0.790713489,-4.78814316,2.41626501,1.1124599,-0.246684134,-4.62236977,0.694561839,-2.96009851,3.36306334,0.327097118,0.869273722,-2.88277221,-0.70146358,2.46815276,2.59210491,-3.6026237,-0.58773303,0.974614501,-2.12876821,-0.799694479,0.480082631,-0.381823748,0.175301865,3.56345105,-2.76433253,11,4,1
0.01,51,-17.7291145,3.79175878,-10.5732431,0.720636427,-7.96677876,1.63028753,9.46007252,-8.12732506,-2.04961252,-10.6734438,-2.89686179,7.16426516,-0.94690764,3.99469876,-10.0813293,1.55610549,-11.837162,2.59920883,-6.46007013,-0.098799184,8.6700182,-6.61581421,1.58700585,-12.8234816,-0.100189015,3.41783047,1.10798275,2.25182581,14,9,1
0.01,52,-17.1837215,2.37018251,1.09025323,0.829890549,-4.74871111,0.307642281,3.5996871,-18.4420681,-4.40515375,-32.2068672,-3.05681539,28.4457073,3.20340729,-3.91927099,-9.86264992,0.888070226,0.396360368,2.87081337,-4.14375973,-6.69354486,7.44498634,-12.6384258,-0.657645941,-26.8246307,-0.42238462,20.0236912,15.8962498,-14.9620523,13,7,1
0.01,53,-17.7630959,1.54146934,-2197.75195,0.780186474,-7.90199423,2.38952947,946.745728,-8.59982204,-1.37000465,-1783.85474,-3.0648129,7.31634998,-1.31903958,764.085388,-10.1450396,-4.08766317,-2380.64453,2.75472403,-6.4446435,1.71517122,1023.84039,-6.89140415,-0.330576897,-1933.11829,-0.377352506,3.56265092,1.55045629,825.484375,16,12,1
0.01,54,-18.6152096,1.38427174,2.75194383,0.922430992,-10.7983093,3.42721868,4.89045763,-8.46030807,-3.34210014,-5.13814306,-3.03284931,9.72037983,0.221923545,-0.723691106,-10.6389427,-4.99863815,2.7832253,3.29596949,-8.76641941,3.17237759,2.77477193,-6.80146027,2.17263746,-6.71853113,-0.650212109,5.52085161,2.52104211,-2.91143942,13,4,1
0.01,55,1.65476537,3.16619205,-1.64379716,0.861778319,-4.57499409,1.41803896,1.89996028,4.43843699,-4.09271812,-84.8127289,-2.86116886,57.7392235,0.014033217,-1.64961421,1.44639623,1.51350307,-1.65789413,2.95702624,-3.99504781,-1.02027273,2.19651437,3.57898092,-0.508443832,-69.9165115,0.259155571,44.0438957,1.5916326,-3.15965223,11,3,1
0.01,56,-7.29922485,1.59811985,-11.2598772,0.613427818,1.52156794,-0.311876833,4.48405647,-0.368359804,-0.81254822,-22.9124641,-2.34100175,23.2435112,0.987312734,-5.20774078,-3.60859251,-2.43729138,-9.11973667,2.74777913,0.906431913,-4.44272757,6.49535513,-2.47402167,2.9913497,-20.3163376,0.415489852,16.4209976,5.23436213,-8.39523506,19,13,1
0.01,57,-18.2141762,3.26118159,5.79548073,0.825322211,-9.34738922,1.76857293,3.47079206,-15.8930101,-3.74087906,-17.5230408,-3.05836248,19.2464485,1.90920305,-2.91108465,-10.4570341,1.85190892,3.53714108,2.83340478,-7.66413498,-1.93084979,4.33705807,-11.1230097,0.241498947,-15.4105806,-0.452248275,12.8630848,9.26143837,-9.40502453,11,6,1
0.01,58,-18.0894337,1.82395267,-6.8435359,0.784264386,-8.39271355,2.51161599,7.99682379,-9.56070709,-4.54696894,1.27200973,-3.03992295,8.23024082,0.138739169,-1.88535559,-10.3229733,0.275048465,-8.99193764,2.63845372,-6.78687716,0.836719036,7.26076698,-7.43200493,-0.957834423,-0.263586372,-0.551827431,4.22162151,2.50182152,-3.83675051,12,5,1
0.01,59,-18.4789143,3.71763778,-5.94439173,0.80586189,-8.82357407,1.87568605,7.94797277,-9.354352,-3.0985105,2.14194298,-2.97625279,8.53555489,-0.441450357,-2.44384527,-10.5565033,2.07972789,-6.73010111,2.68751717,-7.1427412,0.204125315,6.56588984,-7.3122263,0.5523265,0.389277488,-0.27585423,4.47912169,1.73487461,-4.2407465,13,6,1
0.01,60,-7.42677641,1.41333568,5.46891356,1.08900571,-8.82095718,1.8659153,2.63579321,-0.18973121,0.526305676,-13.6930523,-2.81564331,14.6219769,-0.954258919,-1.4599607,-3.67332792,-5.15667343,4.44918633,3.31459117,-7.3019433,3.59542847,0.114913836,-2.27966523,22.8215961,-12.8460693,0.349801451,9.46558189,-4.71680975,-3.74154973,18,14,1
0.01,61,-2.87516403,4.4229846,22.5301952,0.894899487,-16.2216034,1.3325572,-0.0629142001,-12.7824173,-3.05776238,-6.07830095,-3.00355601,9.55947495,-0.671919048,0.843087792,-1.63635075,2.56061721,16.5702724,2.68294525,-12.784235,-0.740975201,0.538247824,-8.41290569,0.372002989,-6.48381042,-0.0683125854,5.26084423,1.69542468,-1.79102445,14,9,1
0.01,62,-18.0418739,1.43572009,3.15333748,1.02786648,-5.79285288,3.54825258,0.952234745,-17.2073059,-3.55900884,-24.2279434,-2.97079182,23.2266464,0.876097202,-1.96630335,-10.3718519,-1.04103398,2.1983974,3.7678268,-4.93824005,6.97372961,-4.37239885,-11.889616,1.31369722,-20.7358437,0.553858459,15.9597292,5.21052694,-6.66734695,12,4,1
0.01,63,-18.9578438,3.07654834,3.27616644,0.911034107,-7.86930323,2.63063478,2.84918094,-14.7399035,-4.78623676,-11.2861395,-3.02300215,15.3751869,0.683538258,-1.56365514,-10.8877449,1.78705812,1.83452964,2.88342071,-6.51121378,2.16617513,0.771037817,-10.4414654,-1.59103084,-10.2444906,-0.366205692,9.86727333,3.39212918,-4.01764631,13,7,1
0.01,64,-17.9579639,3.59359074,8.61408615,0.805755854,-10.5596142,2.15438318,2.72357368,-16.4016113,-4.75547361,-19.6540031,-3.07166409,20.6985397,0.515728652,-1.47228253,-10.3045063,1.98339534,5.82402563,2.73628497,-8.59193325,0.353718758,2.08179832,-11.4170885,-1.42586446,-17.0139351,-0.32324779,13.9636545,2.6874938,-3.42525196,12,6,1
0.01,65,-2.63838601,4.53061199,24.1045017,0.8917768,-17.1559105,1.28699481,-0.075382486,-12.864645,-2.95965958,-5.68505812,-2.99289751,9.40569592,-0.713896334,0.806476533,-1.48066819,2.61770225,17.7668476,2.68538713,-13.485548,-0.774548471,0.52557075,-8.47371197,0.446437836,-6.17639351,-0.036467649,5.15190506,1.65302086,-1.83585739,14,9,1
0.01,66,-7.76817703,3.13755894,16.1252747,0.718856871,-14.0631294,1.88843751,1.55497754,-22.3192692,-4.05243158,2.59703755,-3.25912356,-0.705185294,-0.401738584,5.48521185,-4.48076868,1.44987369,11.6213131,2.49599051,-11.1099052,0.0291238911,1.47159326,-14.6028557,-0.587622702,0.08404769,-0.586148083,-2.83974767,1.84361148,2.15991044,16,10,1
0.01,67,10.2580862,-1.7003144,3.29209018,1.00734341,-7.28867483,3.04133582,0.906894088,0.936557293,1.05401516,-6.00862074,-2.61252022,10.7100372,-1.52489686,-1.82835197,7.4584341,-5.80311537,1.83734715,3.08533287,-6.03207445,1.36950612,1.60489345,-1.38094199,4.23816395,-6.05891562,1.28091872,6.1911993,0.544226646,-4.11692476,20,13,1
