tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,0.132679328,2.21136189,0.132504091,-2.11999965,1.16049731,0.782903135,-0.34378314,2.17223716,-2.40771723,2.17307496,-1.84308016,2.04506445,-3.2940073,2.80301785,78.1112823,-1.36510527,-10.9897604,1.21480048,-1.87968087,1.90105987,-1.46047127,0.749916136,0.571274579,1.35857141,-1.1183238,1.91144764,1.02804434,-2.40649033,53,33,0
0.01,1,0.132887274,2.2114799,0.132766843,-2.12007332,1.16060412,0.782748342,-0.343245417,2.17234802,-2.40772033,2.17312884,-1.84296393,2.04523587,-3.29407406,2.80303025,81.0324326,-1.36491299,-11.515172,1.21476948,-1.87992096,1.90105307,-1.46078312,-1.27448678,0.571383238,1.69635236,-1.1183219,1.91206455,1.0279969,-2.40681887,53,33,0
0.01,2,0.133077428,2.21160603,0.133020625,-2.12015367,1.16072226,0.78258127,-0.342698634,2.17244697,-2.40772891,2.17317009,-1.84283948,2.04539251,-3.29414463,2.80305815,84.187561,-1.36470759,-12.0826359,1.21473086,-1.88012779,1.9010452,-1.46113038,-4.33374691,0.571495116,2.20950556,-1.11832297,1.91267467,1.02794278,-2.40709424,53,33,0
0.01,3,0.133263901,2.21172667,0.133283868,-2.1202302,1.16083276,0.782422602,-0.342158943,2.17255187,-2.40773487,2.17321849,-1.84272027,2.04555964,-3.29421449,2.80307627,87.2681198,-1.3645103,-12.6406584,1.21469665,-1.88035786,1.90103853,-1.4614526,-9.34285831,0.571604669,3.05353332,-1.11832237,1.91328919,1.02789295,-2.40739918,53,33,0
0.01,4,0.133449614,2.21184683,0.133548617,-2.12030387,1.16094244,0.782265306,-0.341619015,2.17266154,-2.40773964,2.17326927,-1.84260213,2.04572868,-3.29428005,2.803092,89.8875961,-1.36431575,-13.1239576,1.21466291,-1.88059056,1.90103197,-1.46176946,-15.811018,0.571713209,4.14849949,-1.11832058,1.91390407,1.02784395,-2.40771127,53,33,0
0.01,5,0.133662656,2.2119596,0.133823961,-2.12037015,1.16103756,0.782121181,-0.341091067,2.17278171,-2.40774059,2.17333031,-1.84249067,2.04590869,-3.29433918,2.80308986,91.9483261,-1.36413574,-13.5153618,1.21463549,-1.88086498,1.90102673,-1.46204293,-22.1969852,0.571818709,5.23598385,-1.11831653,1.91452765,1.02780199,-2.40807891,53,33,0
0.01,6,0.133697852,2.21208191,0.134111911,-2.12044597,1.16114986,0.781959295,-0.340549171,2.17295718,-2.40774679,2.17336082,-1.84236932,2.04607272,-3.29441023,2.80310941,82.8980637,-1.36393666,-12.0243139,1.21459961,-1.88108873,1.90101969,-1.4623729,-43.2056465,0.571928382,8.80957031,-1.11831558,1.9151423,1.02775073,-2.40837026,52,32,0
0.01,7,0.133927807,2.21219492,0.134382352,-2.12051582,1.16124845,0.781813085,-0.34002009,2.17308688,-2.40774751,2.17341614,-1.8422575,2.04625082,-3.29446936,2.80311155,80.9966965,-1.36375332,-11.7403994,1.21457171,-1.88135433,1.90101445,-1.46265459,-49.7219925,0.572034359,9.93882084,-1.11831295,1.91576517,1.02770758,-2.40871811,52,32,0
0.01,8,0.134159103,2.2123065,0.134656578,-2.12058282,1.16134393,0.781668901,-0.339492083,2.17322493,-2.4077487,2.17346954,-1.84214687,2.04643273,-3.29453039,2.80311251,77.2643814,-1.36357462,-11.1423111,1.21454489,-1.88162827,1.90100932,-1.46293163,-57.0788727,0.572138846,11.2178307,-1.11830914,1.9163878,1.02766562,-2.40906835,52,32,0
0.01,9,0.134389848,2.2124238,0.134918749,-2.1206553,1.16144967,0.781514049,-0.338956892,2.17335582,-2.40775371,2.17351317,-1.84203064,2.04660296,-3.29459405,2.8031261,72.4797211,-1.36338365,-10.3605318,1.21451199,-1.88187337,1.90100336,-1.46323872,-64.0179596,0.572246909,12.4324799,-1.11830771,1.91700625,1.02761817,-2.40937734,52,32,0
