dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,converged
1.5,0,70.7925339,160.344681,-905.776001,521.339233,-128.479675,42.305748,95.5641556,-57.798954,-450.655365,-803.371338,595.291016,279.897003,-40.0975113,-27.7484779,28.0587788,54.6222305,-346.600922,194.96492,-45.2203331,16.5169029,37.667057,-16.3275547,-155.733276,-303.075043,222.746399,92.3553619,-13.5806179,-6.06045055,1
1.5,1,70.6989136,160.480255,-905.631165,521.362793,-128.518677,42.2904358,95.483345,-58.0069313,-450.9617,-803.313782,595.328674,280.292206,-40.1239166,-27.9392033,28.0245495,54.6719666,-346.54422,194.971786,-45.2361679,16.5112934,37.6373405,-16.4047909,-155.849228,-303.051086,222.757401,92.5000916,-13.5888453,-6.13124228,1
1.5,2,70.6051178,160.616318,-905.486267,521.386841,-128.558014,42.2751083,95.40242,-58.215519,-451.269165,-803.256531,595.36676,280.688721,-40.1503792,-28.1304474,27.9902496,54.7218781,-346.487518,194.978775,-45.252121,16.5056801,37.6075668,-16.4822502,-155.965637,-303.027283,222.76857,92.6452942,-13.5970964,-6.20222187,1
1.5,3,70.511116,160.753067,-905.34198,521.411804,-128.597748,42.2597885,95.3213806,-58.4248276,-451.578491,-803.200195,595.405762,281.087097,-40.1769753,-28.3223057,27.9558754,54.7720413,-346.431,194.986099,-45.2682037,16.5000648,37.5777512,-16.5599632,-156.082687,-303.003815,222.780075,92.7911682,-13.6053963,-6.27341986,1
1.5,4,70.416893,160.890427,-905.196838,521.436584,-128.637634,42.2444038,95.2401428,-58.6347389,-451.888947,-803.143555,595.444641,281.486725,-40.2036057,-28.5147038,27.9214153,54.8224297,-346.374176,194.993347,-45.2843552,16.4944267,37.547863,-16.6379051,-156.200165,-302.980255,222.791519,92.9375,-13.6137133,-6.34482288,1
1.5,5,70.3226013,161.028458,-905.053162,521.462646,-128.678024,42.2290916,95.1589508,-58.8451614,-452.201172,-803.088684,595.484985,281.887909,-40.2303925,-28.7075424,27.8869362,54.8730659,-346.317902,195.001099,-45.3006859,16.4888115,37.5179977,-16.7160282,-156.318268,-302.957275,222.803528,93.0843964,-13.6220875,-6.41637993,1
1.5,6,70.2280273,161.166962,-904.90918,521.489136,-128.718689,42.2137566,95.0775528,-59.0561752,-452.514587,-803.033875,595.525635,282.290466,-40.2571945,-28.9008751,27.8523426,54.9238701,-346.261505,195.008942,-45.3171005,16.4831886,37.4880486,-16.7943611,-156.436768,-302.934326,222.815582,93.231781,-13.630475,-6.4881134,1
1.5,7,70.1335297,161.306198,-904.766724,521.516357,-128.759705,42.1984406,94.9962769,-59.2676125,-452.829895,-802.980835,595.567383,282.694489,-40.2841377,-29.0945568,27.8177814,54.9749451,-346.205719,195.01712,-45.3336449,16.4775715,37.4581451,-16.8728504,-156.555954,-302.912048,222.82811,93.3796997,-13.6389122,-6.55997562,1
1.5,8,70.0385818,161.44606,-904.62323,521.544006,-128.801102,42.1830864,94.9146423,-59.4800339,-453.146637,-802.927246,595.609192,283.100403,-40.3111458,-29.2891235,27.7830544,55.0262489,-346.149414,195.025375,-45.3503265,16.4719372,37.4281006,-16.9516983,-156.675659,-302.889526,222.840622,93.5282974,-13.647378,-6.63215256,1
1.5,9,69.9436188,161.586395,-904.480774,521.572449,-128.842728,42.1677895,94.8330612,-59.6927605,-453.464478,-802.875122,595.652039,283.507294,-40.3382263,-29.4839401,27.7483196,55.0777283,-346.093597,195.033997,-45.3670845,16.46632,37.3980865,-17.0306473,-156.795746,-302.867584,222.853516,93.6772537,-13.6558676,-6.70442009,1
