package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,samples_ms,errored_pct,error,build_s,recorded_utc
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,both,0.1046999823,1.2411;0.2033;0.1431;0.1151;0.1237;0.1142;0.1273;0.128;0.1195;0.1112;0.1061;0.1083;0.1131;0.1083;0.1065;0.1111;0.1108;0.1069;0.1047;0.1056;0.1137,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,none,0.01479999628,0.0618;0.0383;0.0202;0.0197;0.0197;0.02;0.0198;0.0201;0.0198;0.0201;0.0217;0.0248;0.0247;0.0148;0.0216;0.0391;0.0399;0.0392;0.0392;0.0391;0.039,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,both,0.09620003402,0.3159;0.1429;0.1164;0.1103;0.1071;0.1087;0.1081;0.1073;0.1064;0.0998;0.1195;0.1081;0.1008;0.0977;0.0972;0.097;0.0962;0.1031;0.1056;0.1046;0.098,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,none,0.01479999628,0.0373;0.0298;0.0202;0.0211;0.0232;0.0377;0.0249;0.0148;0.0216;0.0367;0.0247;0.0247;0.0246;0.0246;0.0148;0.0221;0.0367;0.0245;0.0246;0.0246;0.0246,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,both,0.1010000706,0.2522;0.133;0.1186;0.1118;0.1095;0.1085;0.1066;0.1061;0.1061;0.1061;0.1074;0.1095;0.11;0.1069;0.1054;0.1082;0.1062;0.1057;0.1063;0.1054;0.101,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,none,0.01489999704,0.0275;0.0193;0.0203;0.0197;0.0198;0.0206;0.0369;0.0246;0.0246;0.0246;0.0243;0.0149;0.0215;0.0365;0.0249;0.0405;0.0224;0.0198;0.0194;0.0199;0.0239,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,both,0.108600012,0.3387;0.1606;0.195;0.199;0.1332;0.1175;0.1122;0.1105;0.1086;0.1096;0.1117;0.1207;0.1127;0.112;0.1138;0.1143;0.1128;0.117;0.12;0.1158;0.1114,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,none,0.01459999476,0.0391;0.03;0.0201;0.0212;0.0359;0.0403;0.0226;0.0247;0.0248;0.0401;0.038;0.0392;0.0392;0.039;0.0387;0.0231;0.0248;0.0246;0.0247;0.0146;0.0227,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,both,0.1088000135,0.2783;0.1638;0.1298;0.1223;0.1206;0.1131;0.1158;0.1256;0.1337;0.1369;0.1331;0.1184;0.1228;0.1143;0.1237;0.1134;0.1218;0.1111;0.1088;0.1167;0.1273,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,none,0.01479999628,0.038;0.0299;0.0203;0.0199;0.02;0.0206;0.0234;0.0248;0.0247;0.0245;0.0148;0.0214;0.0366;0.0148;0.0212;0.0394;0.0382;0.0229;0.0149;0.0197;0.0198,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,both,0.132999965,0.3114;0.2031;0.1584;0.1571;0.1435;0.1386;0.1365;0.1678;0.2456;0.1733;0.1545;0.143;0.1361;0.1501;0.1408;0.1453;0.1379;0.1348;0.133;0.1515;0.1425,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,none,0.01799990423,0.0309;0.0231;0.0235;0.0272;0.0236;0.0409;0.0279;0.018;0.0181;0.0231;0.0406;0.018;0.0181;0.023;0.0401;0.0284;0.0278;0.0279;0.028;0.018;0.0235,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,both,0.2243000781,0.4413;0.3827;0.3623;0.291;0.2654;0.2641;0.2692;0.2424;0.2475;0.2418;0.2345;0.263;0.2462;0.227;0.2279;0.2276;0.2276;0.2243;0.2279;0.2306;0.2317,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,none,0.03190001007,0.056;0.0379;0.0382;0.0579;0.0567;0.0562;0.0565;0.0406;0.0324;0.0322;0.0321;0.0322;0.0321;0.032;0.0319;0.0324;0.032;0.032;0.0324;0.0321;0.0322,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,both,0.8370999712,2.0139;0.8437;0.844;0.8757;0.9643;0.991;0.9644;0.9002;0.8992;0.8572;0.8471;0.8455;0.8371;0.846;0.8402;0.8371;0.8429;0.847;0.8653;0.8457;0.8498,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,none,0.09220000356,0.2751;0.0987;0.099;0.1032;0.1002;0.1011;0.0922;0.1001;0.1037;0.1022;0.1028;0.1413;0.1039;0.1641;0.1229;0.0992;0.0923;0.0922;0.0925;0.0925;0.0927,nan,nan,nan,2026-09-08T05:44:48Z
myokit_cuda,windows_RTX-4070-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,524288,3,default,both,2.835300053,4.913;3.1368;3.6463;3.5805;3.3791;3.188;3.2144;3.4379;3.1646;3.1332;3.1111;3.026;3.3375;3.1475;2.9038;2.8609;2.8353;2.9565;3.2074;2.9092;2.8886,nan,nan,nan,2026-09-08T05:44:48Z
