tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,6.20102644,3.32487011,-4.31129217,0.770056546,0.14662005,1.54294646,-0.769627035,5.07261133,-3.35304403,4.67334414,-2.7445848,0.825271368,-0.30678001,0.620342731,3.26468635,1.44695413,-3.58096981,2.57370281,-0.649862945,-0.87597245,0.632426441,1.29122686,0.300402641,0.90434438,0.29685992,-0.0272188094,2.29746675,-2.68508577,45,25,1
0.01,1,8.39271641,3.35401773,-13.395175,0.76558882,2.60833073,1.60132647,1.15160728,7.97816563,-3.33626127,-3.3113122,-2.82906604,5.71975136,-0.278175771,0.356663585,4.75941801,1.50926518,-10.9946871,2.64327526,1.76356089,-0.917187989,1.95586526,4.0320282,0.321338594,-4.92226934,0.0888144374,2.12325811,2.92926764,-2.34927869,49,32,1
0.01,2,13.956111,3.34747744,-8.98035336,0.778660297,0.25190866,1.58590305,0.549473405,1.96678424,-3.31947136,4.08587694,-2.79187298,1.4284966,-0.297044545,0.672604084,8.5525198,1.47821629,-7.48802185,2.62596798,-0.889137149,-0.815997243,2.00629854,-0.327540785,0.348183453,0.985084713,0.197412148,-2.60865331,2.49812698,-0.888863325,50,29,1
0.01,3,4.74854612,3.32085395,-2.57252097,0.750164688,-1.43915904,1.53889704,-0.263478279,6.16160011,-3.32940483,4.7855258,-2.72056627,1.09020674,-0.355898499,0.324877083,3.37849092,1.43163371,-2.28042269,2.52990866,-1.511783,-0.884026647,0.716762662,2.35419679,0.323789269,0.584251583,0.358245969,-2.79591966,2.11818647,-0.535757124,41,23,1
0.01,4,0.045105584,3.27895761,-5.97407007,0.875603557,-0.793356538,1.45113826,1.0880872,-6.34380436,-3.27646136,4.34786129,-2.79574561,2.54245615,-0.187449709,0.261636466,-0.630181551,1.35282373,-4.89713764,2.77970171,-0.767288506,-1.49995613,2.00313187,-4.90545559,0.399469197,0.922004998,0.175148845,-1.15180433,3.4165976,-2.36065793,47,29,1
0.01,5,8.42211437,3.33290052,-2.37295365,0.747122347,-1.95445371,1.60015726,-0.302131951,12.8838978,-3.32625222,0.706640661,-2.77276635,0.318748355,-0.378893852,2.18412256,4.93646097,1.45952713,1.32958651,2.51232004,-1.69577205,-0.580612123,-1.07128429,7.38175249,0.308983773,-3.51220584,0.195509538,-0.980913162,2.02231121,-0.262526751,55,36,1
0.01,6,3.58151031,3.31376457,-3.8081038,0.762213051,-0.132826075,1.4696424,-0.528808534,2.77621698,-3.31859708,8.36469173,-2.67005181,-0.548456013,-0.298416317,0.12428087,2.52262497,1.39891648,-3.34946704,2.51317263,2.79671454,-1.22454417,-1.5317049,-0.925274849,0.354569495,3.96392941,0.557014585,-2.70826626,2.19753551,-2.00029874,41,24,1
0.01,7,6.45037556,3.34660983,-4.53432274,0.789524734,-2.26950812,1.59070337,0.970624685,-0.996644735,-3.30441785,3.57864642,-2.78613806,1.85281205,-0.25492987,0.76032877,3.00647283,1.48748076,-2.91389036,2.63683128,-1.86959445,-0.75803417,1.08306754,-2.4867909,0.366830677,-0.0786888525,0.180494577,-1.27289355,2.66715789,-1.3698771,45,25,1
0.01,8,3.19692969,3.45427561,-4.83769321,0.795192242,-1.5936054,1.61531079,0.799878359,-4.31585121,-3.28500295,3.61411166,-2.78202581,2.51067376,-0.255965889,0.511706531,-1.21292317,1.8982954,-4.50505209,2.65579152,-0.786545336,-0.85696578,1.25580132,-3.62850499,0.22185795,0.252591431,0.196139842,-0.964994371,2.6185174,-1.57362413,59,35,1
0.01,9,7.12393951,3.3054316,-3.63559985,0.763146102,-0.431372225,1.5362736,-0.704831541,10.5284357,-3.29079509,4.66156054,-2.72241378,0.193726286,-0.349243283,0.678545475,4.25442791,1.40600502,-3.38491535,2.54091763,2.76257896,-0.881601393,-1.93251228,5.002316,0.373085082,0.968138695,0.35468477,-1.64773309,2.13495708,-1.74393976,52,34,1
0.01,10,6.59894466,3.34923911,-3.66978979,0.78345269,-2.51068354,1.58466089,0.767184913,-2.25117683,-3.30816579,2.83042765,-2.78278875,2.67312956,-0.28121686,0.611492813,3.01970387,1.49395764,-3.10678554,2.62688708,-1.76072907,-0.832207263,1.1525228,-3.21052766,0.358951539,-0.782524228,0.193551272,-0.466355443,2.55201483,-1.49607253,74,48,1
