tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,6.45413828,3.31939292,1.13299632,0.815287828,-3.94741869,2.19128823,-0.598071694,4.41350555,-3.27975178,-1.09995091,-2.73338127,3.56636262,-0.229057536,0.765828013,3.50166154,1.41939962,-3.09214306,2.71439028,-2.82958245,1.8933754,-0.388966173,1.01964605,0.445328414,-0.986859262,0.33651042,0.452904701,1.32874084,-1.40656781,153,32,1
0.01,1,4.97953653,3.33708978,-3.17161083,0.783010006,-2.51583815,1.5505935,0.713492453,2.33375192,-3.29795909,2.54495955,-2.76487184,2.43530345,-0.278007567,0.549310982,2.05161023,1.45863593,-2.89908504,2.62284446,-1.59586334,-0.92883873,1.11644471,-0.578846514,0.371235996,-1.04553771,0.236955732,-0.688282847,2.57862115,-1.47065079,251,34,1
0.01,2,4.98253918,3.33707762,-3.17232037,0.783002198,-2.51557159,1.55060875,0.713382661,2.33566904,-3.29796338,2.54533482,-2.7648766,2.43465543,-0.278034598,0.549509704,2.05434704,1.45863402,-2.91595888,2.62282872,-1.58569407,-0.928667367,1.11607897,-0.577241838,0.371222407,-1.04138851,0.236930072,-0.691151261,2.57844424,-1.47032142,251,32,1
0.01,3,4.98183489,3.33707428,-3.17279434,0.783001006,-2.51513028,1.55060983,0.713320553,2.33641458,-3.29797006,2.54485798,-2.76487303,2.43480301,-0.278043479,0.549559951,2.05387664,1.45863235,-2.899683,2.62282467,-1.59529948,-0.928605795,1.1159445,-0.576879203,0.371206671,-1.045138,0.236933485,-0.689028025,2.57836175,-1.47018611,251,32,1
0.01,4,4.98328352,3.33707142,-3.17341375,0.783001781,-2.51497555,1.55060923,0.713366747,2.33796072,-3.29796958,2.54544926,-2.76487231,2.43429852,-0.278038979,0.549558997,2.05527663,1.45863008,-2.91915417,2.62282324,-1.58378088,-0.928648949,1.11599469,-0.575723886,0.371208042,-1.03986299,0.236931965,-0.692276537,2.57841325,-1.47024977,251,32,1
0.01,5,4.97978258,3.33917308,-3.17378831,0.78305757,-2.51464462,1.54992437,0.713490784,2.34165859,-3.29539466,2.54285455,-2.76473713,2.43565011,-0.27891928,0.549379766,2.05277538,1.459782,-2.8371439,2.62296176,-1.63304305,-0.928780675,1.11591125,-0.573703289,0.373893648,-1.05840242,0.237445951,-0.681127429,2.57761598,-1.47079134,251,39,1
0.01,6,4.98175049,3.3391695,-3.17410135,0.783059716,-2.51453996,1.54992902,0.713404834,2.34394693,-3.29540181,2.54382443,-2.7647357,2.43463802,-0.278932065,0.549538434,2.05469942,1.45977938,-2.874547,2.62295532,-1.61052251,-0.928675592,1.11563241,-0.57200551,0.373880625,-1.04973435,0.237436101,-0.686748862,2.57749772,-1.4704988,251,39,1
0.01,7,4.98194456,3.3391726,-3.17378402,0.78306371,-2.51496339,1.54991794,0.713561296,2.34426546,-3.29539657,2.54328752,-2.76473308,2.43511581,-0.27890867,0.549386561,2.05489588,1.45977533,-2.85762143,2.62296152,-1.62097836,-0.928808331,1.11594224,-0.571790695,0.373889387,-1.05344784,0.237446606,-0.684269845,2.57766008,-1.47084105,251,39,1
0.01,8,4.97983551,3.33916426,-3.17272639,0.783060908,-2.51527262,1.54991221,0.713485122,2.3452754,-3.2953949,2.54311514,-2.76472735,2.43508172,-0.278915226,0.54940933,2.05330634,1.45977068,-2.85852838,2.62296081,-1.6201669,-0.92879951,1.11585569,-0.571450889,0.373890966,-1.05410671,0.237458974,-0.68406105,2.57761765,-1.47069943,251,39,1
0.01,9,4.97835159,3.33917379,-3.17254472,0.783065557,-2.51517677,1.54989672,0.713450432,2.34655309,-3.29539347,2.543643,-2.76472259,2.43459558,-0.278907448,0.549427032,2.05225468,1.45976949,-2.88031149,2.62295961,-1.6069169,-0.92877841,1.11578381,-0.570860386,0.373890549,-1.04915786,0.237472609,-0.68724823,2.57759857,-1.47058427,251,36,1
0.01,10,4.97801304,3.33916306,-3.17289639,0.783068538,-2.51503015,1.54990184,0.713513553,2.34605336,-3.29539943,2.54287434,-2.76471806,2.43519711,-0.278895855,0.549356878,2.05190253,1.45976329,-2.85144734,2.6229651,-1.6243391,-0.928865731,1.11595023,-0.571222663,0.373887211,-1.05558705,0.23747842,-0.683187306,2.57768202,-1.47077131,251,39,1
0.01,11,4.97687292,3.3391583,-3.17237377,0.78306973,-2.51520944,1.54989302,0.713504553,2.34757781,-3.29539227,2.54254198,-2.76471066,2.43527865,-0.278893948,0.549325883,2.05117369,1.45975447,-2.8452251,2.62296343,-1.62798893,-0.928906441,1.11597967,-0.570433795,0.37389344,-1.05734944,0.237494871,-0.682225049,2.57769465,-1.47078037,251,39,1
0.01,12,4.98058462,3.33916187,-3.17438793,0.783065319,-2.51420546,1.54991162,0.713368297,2.34985828,-3.295398,2.54325986,-2.76471949,2.43432021,-0.2789267,0.54957056,2.05453205,1.45976055,-2.8678844,2.6229465,-1.61433578,-0.928720891,1.11554456,-0.568498671,0.373875886,-1.05114269,0.237467706,-0.6864115,2.57748342,-1.47039008,251,39,1
0.01,13,4.97859573,3.33913803,-3.17335796,0.783068478,-2.51451731,1.54990435,0.713298619,2.35129714,-3.29540634,2.54314137,-2.76470947,2.43425059,-0.27892229,0.549564242,2.05312276,1.45973957,-2.86953807,2.62294531,-1.61310923,-0.928745747,1.11549973,-0.567912102,0.373866439,-1.05150533,0.237487257,-0.686375558,2.57746005,-1.4702853,251,39,1
0.01,14,4.9774518,3.33896232,-3.15932178,0.782169163,-2.5286243,1.54808593,0.715706944,2.35146427,-3.29510045,2.5240624,-2.76447725,2.44622707,-0.276715159,0.547237456,2.05176377,1.45917833,-2.39550424,2.62152743,-1.91494238,-0.934158683,1.12106824,-0.567930043,0.376720667,-1.10316813,0.236888826,-0.656366229,2.5839417,-1.47505152,255,38,1
0.01,15,4.97930908,3.33787465,-3.17075682,0.783064485,-2.51625824,1.55030036,0.713393211,2.34789014,-3.29596424,2.54409099,-2.76475883,2.43431139,-0.278703541,0.549364805,2.05344319,1.45875406,-2.89784026,2.62297368,-1.59645927,-0.928643286,1.11588585,-0.570234835,0.373456299,-1.0465647,0.23730506,-0.688842773,2.5776341,-1.47039664,252,40,1
0.01,16,4.98016357,3.33788633,-3.17165017,0.783060253,-2.51558876,1.55031419,0.713218749,2.34885025,-3.29595447,2.54481149,-2.76476192,2.43348479,-0.278732002,0.549597681,2.05427408,1.45876169,-2.92146659,2.62295866,-1.58198237,-0.928460896,1.11545634,-0.56951648,0.373457968,-1.04074037,0.237289667,-0.692780316,2.5774231,-1.4699471,251,39,1
