tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,-12.1342688,1.5771842,-9.12461185,0.853536189,1.57255363,2.18842721,1.48273015,-1.73486102,-1.05192041,5.46173143,-2.81067657,-0.3143709,-0.9945364,1.55254996,-6.60545206,-1.69336581,-8.73483658,2.91167426,3.57286596,0.164087474,0.342630237,-2.97812152,-0.0819419175,2.82326674,0.300781429,-3.28290915,3.05652618,-1.42065549,16,6,1
0.01,1,-11.3806763,1.99786925,-8.10078049,0.828094006,2.78204274,2.11228728,0.0888153538,-1.36710346,-1.09243822,0.508717418,-2.85151625,2.91923952,-1.10066772,1.46607888,-6.04829741,3.26594901,-6.9636445,2.82492948,4.16020823,-1.02262485,-1.22470522,-2.76029754,-5.33550501,-2.12491322,0.121952072,1.62397838,3.95767951,-1.9891181,17,5,1
0.01,2,-11.7580652,0.507540047,4.67521095,0.798624337,-7.75729132,2.60962129,2.18797851,-1.57225227,-4.02533245,9.11854458,-3.07882738,-2.89680028,0.0237555411,1.95019424,-6.27866983,-0.931253314,6.75050306,2.62106395,-7.99188852,0.489953041,1.61488843,-2.93083739,0.263325244,7.58788633,-0.899951339,-6.59244299,2.78822613,-0.28337419,15,2,1
0.01,3,-11.2909155,0.659666479,-3.348351,0.789798737,-2.80214214,2.55012679,2.06925488,-1.34892726,-4.23057604,2.7150352,-3.01823807,1.19474924,0.109026127,1.70781267,-6.0439291,-0.808435857,-3.63153267,2.6097672,-1.23470795,0.340507627,1.32163501,-2.77877426,-0.176014453,4.09185505,-0.625879705,-4.31341553,2.98817587,-0.625769198,14,2,1
0.01,4,-11.3701067,1.58268178,1.69529641,0.838701725,-3.77577639,2.21798706,0.604892433,-1.20078635,-1.24516165,1.10735655,-2.82368708,2.29791474,-1.00870538,1.59295726,-6.09660292,-0.9028368,0.901929498,2.84265757,-2.45976639,0.255885392,0.22526224,-2.69637871,-0.943567753,0.47478804,0.207491115,-0.725044608,2.66269159,-1.62201571,16,6,1
0.01,5,-11.6818113,2.65278292,-4.30082226,0.788535058,-0.937298536,1.79734826,1.25624549,-1.26530123,-0.592767477,7.61336803,-2.71624422,-2.88623142,-1.31921709,2.53154588,-6.31130838,-1.4454366,-3.86151671,2.47390914,0.59120816,0.216707066,0.503632963,-2.74266553,2.07825494,5.82491875,0.549806654,-6.20119238,1.21505165,0.182375014,20,10,1
0.01,6,-12.6026793,3.37644553,7.54245901,0.718825221,-10.1638784,1.74047911,2.72279716,-2.19147301,-3.27413225,15.2649527,-2.89031291,-5.68343878,-0.382938176,1.3815552,-6.76856613,1.55599618,6.80149841,2.56554747,-8.88047314,-0.0277879164,2.03346181,-3.37896156,0.370759994,11.1329193,-0.118490577,-7.56178522,2.18404126,-1.03463304,18,8,1
0.01,7,-13.1351366,2.18326926,2.43012452,0.980094075,-5.48625708,1.60088611,1.9259795,-2.38401222,-2.42406583,-3.90591168,-2.82848859,4.69173098,-0.668130398,2.16817379,-7.24405384,-0.704298913,3.01331234,3.41945553,-4.33356857,-0.813643515,1.27670288,-3.34418368,1.14607906,-4.71786499,0.0729251206,1.32440865,1.28120089,-0.147585928,18,4,1
0.01,8,-11.7372017,2.56222606,-2.78637552,0.511537969,-3.43715549,1.86862147,2.52914953,-1.56902909,-0.552761018,23.5041275,-2.76625824,-10.9795961,-1.34039736,1.56237853,-6.37207079,-1.50147963,-2.27174067,2.36015058,-2.59159207,0.566229284,1.88556302,-2.94748235,2.16490006,20.8806839,0.0701187775,-13.672739,1.32855272,-0.764519393,19,6,1
0.01,9,-11.7990189,4.04661274,-9.07392025,1.67374432,-0.403608352,1.31231785,2.45321679,-1.57489038,-2.68560743,22.0648575,-3.47667575,-9.34031868,-0.65189302,1.43487251,-6.42191505,1.80585194,-8.50059414,4.06866407,-0.128192618,-0.427547157,1.73105597,-2.93605804,0.77695936,19.1356201,-1.3204385,-11.1348667,1.70818472,-0.963861346,20,7,1
