tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,0.168334097,3.35818267,-2.49911714,0.792766273,-2.48493958,1.56125557,0.726130426,1.47623837,-3.0229969,2.3320303,-2.76412439,2.17044544,-0.378094941,0.897804737,-1.32935977,1.43299341,2.79364204,2.64520931,-4.47787523,-0.742963195,0.812010348,-3.54599977,0.69286859,-0.926910996,0.243135959,-1.27283585,2.3588171,-0.799037218,80,0,1
0.01,1,0.944075286,2.5881474,-1.59653246,-0.334610879,-1.59723985,1.74500608,0.356559038,2.22802496,-3.22195554,2.68659687,-2.71583509,2.68647003,-1.33898163,1.17642486,-1.32057881,1.9772377,7.76178217,2.28113103,-8.2018261,-0.144784585,0.88193363,-0.174484521,0.137420237,-65.8811264,-0.423155397,38.2196846,1.99408841,-0.559170902,425,0,0
0.01,2,0.169017315,3.35833788,-2.38572001,0.792777717,-2.5529604,1.56119585,0.726080656,1.47866714,-3.02279663,2.1376605,-2.76410675,2.28710151,-0.378144532,0.897589207,-1.33325338,1.43305838,-3.79959702,2.64523625,-0.521864355,-0.743023038,0.812265515,-3.53835487,0.693071604,-4.08018446,0.243179962,0.619143605,2.35878873,-0.799640477,87,0,1
0.01,3,0.98751682,1.36790657,-0.193533227,-1.4236052,-0.193646178,1.68980443,-0.232153714,1.66227198,-2.76508474,2.88938904,-2.33680153,2.89010334,-2.4929688,1.62649381,1.38163722,1.51142228,-68.2543182,1.68550909,36.3069534,0.617306471,1.29549503,0.576226294,-3.45420146,-8.89762306,-0.902049839,6.30868101,2.75895858,-1.59656286,407,0,0
0.01,4,0.168054923,3.35893583,-3.17947626,0.792538762,-2.08718014,1.56292105,0.732126236,1.4853605,-3.02206206,1.57945871,-2.76384544,2.63028264,-0.38131547,0.893571734,-1.32474422,1.43333423,-2.21590042,2.64445543,-1.51361275,-0.736546695,0.836141944,-3.46579385,0.694304049,-0.94261241,0.242779449,-1.24911582,2.35176873,-0.809124231,56,0,1
0.01,5,0.992391706,1.37325907,-0.203159779,-1.41778696,-0.203893289,1.69188368,-0.227686822,1.66439319,-2.77686048,2.89195943,-2.3399055,2.89188004,-2.48349977,1.62099504,1.35894561,1.59405637,3.32694769,1.68915796,-6.6414814,0.586780369,1.29732275,0.580700874,-3.37705588,-64.2218246,-0.899935186,39.4764366,2.735991,-1.58139038,418,0,0
0.01,6,0.995092094,1.37645423,-0.20929125,-1.41444886,-0.20938471,1.6930207,-0.225122228,1.66549146,-2.7834878,2.89262938,-2.34168506,2.89333439,-2.47810793,1.61788082,1.3459599,1.63803017,-68.7369537,1.69124627,36.5972099,0.570410132,1.29830194,0.582901716,-3.33316946,-6.79276943,-0.898721278,5.00396633,2.72293377,-1.57276726,421,0,0
0.01,7,1.24332535,1.56697345,-0.464444399,-1.25912297,-0.463732094,1.72573042,-0.12304835,1.77241826,-3.00982714,2.92565322,-2.41946077,2.92573786,-2.25549054,1.49124432,1.17225254,2.34107757,-9.83677006,1.78636813,1.34680986,0.255422026,1.26140094,0.6548388,-1.90584576,65.6111069,-0.840904713,-39.0268555,2.31814122,-1.25143623,430,0,0
0.01,8,1.23351896,1.54770386,-0.440476626,-1.27383542,-0.44047159,1.7235682,-0.133470207,1.76710987,-2.99372315,2.9233551,-2.41248941,2.92410636,-2.2747283,1.50167596,1.21478784,2.32719183,-67.3443069,1.77750647,35.8396111,0.26778838,1.2651825,0.656838298,-1.99538231,1.46675432,-0.846506834,-0.492621034,2.34141588,-1.27676833,428,0,0
0.01,9,1.2243582,1.53140295,-0.420798481,-1.28630471,-0.420105398,1.72164822,-0.142363906,1.76325703,-2.97941303,2.92197871,-2.40652585,2.9220674,-2.29125571,1.51067233,1.24973297,2.31162167,-9.74868774,1.76996982,1.27285576,0.279522598,1.26805437,0.65943855,-2.07681227,66.9979706,-0.851231396,-39.7696533,2.36296082,-1.29924667,418,0,0
0.01,10,1.24504447,1.56992757,-0.467569262,-1.25687468,-0.467639536,1.72604704,-0.121431895,1.77380657,-3.01221585,2.92549586,-2.42051196,2.9262073,-2.2525785,1.48966968,1.16611278,2.34289503,-68.455658,1.7877202,36.5199471,0.253633052,1.26077938,0.655355632,-1.89270186,-4.37825727,-0.840045214,2.95941019,2.31477213,-1.24757314,426,0,0
