tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,naccept,nreject,converged
0.01,0,8.94740582,3.38323689,-7.30929136,0.772126555,-0.675265908,1.61253512,0.828617632,4.62028408,-3.42186642,1.06574154,-2.80982614,1.84825885,-0.279869854,1.50193906,5.22818327,1.53721082,-5.55855179,2.60533285,0.265253931,-0.545248866,0.35872075,1.82765234,0.205919012,-1.40536618,0.113165647,-2.23125052,2.39246368,-0.108682439,86,24,1
0.01,1,9.0177412,3.38193846,-6.72290182,0.771151483,-0.832113504,1.61050105,0.685725093,4.64406204,-3.41491461,1.39633358,-2.80717587,1.52120757,-0.289461881,1.59654582,5.28148508,1.53278506,-4.98575926,2.59714866,0.407286197,-0.552311897,0.018865712,1.84156406,0.212382689,-1.15689635,0.12139795,-2.32448816,2.33954573,-0.111139879,87,24,1
0.01,2,9.04767036,3.3809762,-6.92976475,0.771695375,-0.747441649,1.61195815,0.709207475,4.73368692,-3.41989207,1.33894336,-2.80822015,1.54077721,-0.2859236,1.59936416,5.30190229,1.5335443,-5.18913794,2.59880972,0.520396411,-0.550138533,0.0196343511,1.90033937,0.206938878,-1.19780803,0.11796017,-2.35321069,2.35236001,-0.0851629972,87,24,1
0.01,3,9.07854748,3.38269758,-6.8372798,0.77153337,-0.759041905,1.61106157,0.674734473,4.8413949,-3.41445518,1.37658536,-2.8076086,1.47052228,-0.289684802,1.6266135,5.32437515,1.53364873,-5.09727716,2.59710765,0.586885631,-0.551156878,-0.0681416169,1.97121227,0.212442845,-1.16983223,0.119803257,-2.36080933,2.3381536,-0.0876798332,87,24,1
0.01,4,9.03783035,3.39293885,-6.64634609,0.770832777,-0.801380396,1.60667109,0.626052678,4.94384909,-3.4177568,1.44202673,-2.80604792,1.38630056,-0.290969133,1.65208578,5.29253101,1.5417037,-4.90769291,2.59330654,0.609410584,-0.55652523,-0.15982376,2.03676391,0.2057987,-1.12333345,0.124264479,-2.35541844,2.32475734,-0.105776474,88,24,1
0.01,5,8.90646267,3.38853979,-8.22242165,0.774091959,-0.381733775,1.61426878,1.00290477,5.34994555,-3.42415714,0.586175323,-2.81270099,2.19800305,-0.268065274,1.39525139,5.19295168,1.54483616,-6.4114337,2.61588883,0.195879743,-0.533352971,0.752463341,2.30276489,0.204515591,-1.77331388,0.104411013,-2.0327723,2.4616046,-0.182966784,86,24,1
0.01,6,8.87373161,3.43018103,-6.15934277,0.770236015,-0.957930624,1.59137201,0.541372299,5.53819036,-3.37856698,1.45653939,-2.80104733,1.26715207,-0.310926437,1.6900084,5.17899656,1.56457806,-4.40796804,2.58760142,0.450032026,-0.568687022,-0.246964961,2.42760658,0.243063599,-1.11716843,0.137870103,-2.30624247,2.27568173,-0.149165213,87,22,1
0.01,7,8.7509222,3.37928915,-6.46543694,0.769601941,-0.799626231,1.60951865,0.566551864,5.80129719,-3.4324007,1.31513608,-2.80470872,1.30791354,-0.288692236,1.70019925,5.08825541,1.53171635,-4.72362566,2.58788419,0.710125029,-0.557346642,-0.292425871,2.60039616,0.189567879,-1.2165848,0.124446683,-2.34156537,2.31362605,-0.103999108,88,22,1
0.01,8,8.55977345,3.38339496,-8.65961647,0.77360332,-0.218580544,1.61727738,1.09454012,6.16003847,-3.42880917,0.0224207751,-2.81408858,2.59230518,-0.262865305,1.29218078,4.93823719,1.54278469,-6.81620216,2.61977339,0.01761733,-0.527251244,1.06176031,2.83703017,0.200395942,-2.21780205,0.0977520123,-1.58474839,2.50251818,-0.383081824,85,21,1
0.01,9,8.75737095,3.38468885,-8.60354805,0.773817718,-0.243241817,1.61723328,1.07201934,6.3045454,-3.42941046,0.150739133,-2.81379557,2.41371465,-0.263810456,1.35431409,5.08956051,1.54372692,-6.75937319,2.61834931,0.134447888,-0.523533106,0.939182937,2.9335897,0.199020594,-2.1123867,0.0984686464,-1.82363045,2.48605204,-0.251202613,86,22,1
