dt,traj,x,y,z
0.5,0,0.0032682009,0,0
0.5,1,0.00440852717,0.000843695248,8.62917295e-06
0.5,2,0.00557827204,0.00171692553,1.80911375e-05
0.5,3,0.00679270178,0.00262027839,2.84165581e-05
0.5,4,0.00804272294,0.00355437142,3.96564574e-05
0.5,5,0.00932887942,0.00451984163,5.18565212e-05
0.5,6,0.0106655061,0.00551720476,6.50397269e-05
0.5,7,0.0120327398,0.00654724939,7.9274585e-05
0.5,8,0.0134537518,0.00761039322,9.45859065e-05
0.5,9,0.014913328,0.00870750751,0.000111020927
0.5,10,0.0164241269,0.00983890519,0.000128660118
0.5,11,0.0179691091,0.0110057229,0.000147547427
0.5,12,0.019568868,0.0122082606,0.00016769272
0.5,13,0.0212167948,0.0134472372,0.000189188257
0.5,14,0.0229046866,0.0147235561,0.000212130428
0.5,15,0.0246440768,0.0160377435,0.000236518215
0.5,16,0.02644068,0.0173903704,0.000262390124
0.5,17,0.0282888263,0.0187823027,0.000289812626
0.5,18,0.0301845521,0.020214349,0.000318948412
0.5,19,0.0321352929,0.0216871016,0.000349762151
0.5,20,0.0341428816,0.0232011992,0.000382361643
0.5,21,0.0362090617,0.0247574449,0.00041678315
0.5,22,0.0383325294,0.0263566896,0.000453083019
0.5,23,0.0405074432,0.027999647,0.000491566549
0.5,24,0.0427524149,0.0296869669,0.000531895319
0.5,25,0.045051977,0.0314197354,0.000574423932
0.5,26,0.047417447,0.0331983976,0.000619170372
0.5,27,0.0498461723,0.0350237116,0.000666278182
0.5,28,0.0523321182,0.0368972346,0.000715732807
0.5,29,0.054889895,0.0388185456,0.000767827732
0.5,30,0.0575235486,0.0407891385,0.000822223956
0.5,31,0.0602113008,0.0428101271,0.000879603904
0.5,32,0.0629728287,0.0448820889,0.000939653721
0.5,33,0.0658181459,0.0470052287,0.00100227748
0.5,34,0.0687201619,0.0491817519,0.00106823631
0.5,35,0.0717184842,0.0514104217,0.00113696908
0.5,36,0.074779883,0.0536945462,0.00120877754
0.5,37,0.0779146254,0.0560336709,0.00128433795
0.5,38,0.0811341703,0.058429148,0.0013627772
0.5,39,0.0844322443,0.0608817004,0.00144484884
0.5,40,0.0878192931,0.0633912161,0.00153064483
0.5,41,0.0912910551,0.0659600869,0.00161984237
0.5,42,0.0948479027,0.0685887635,0.00171295437
0.5,43,0.0984898061,0.0712775886,0.00181038992
0.5,44,0.102220967,0.0740284771,0.0019117659
0.5,45,0.106044143,0.0768423676,0.00201704027
0.5,46,0.10996592,0.0797187686,0.00212683715
0.5,47,0.113976195,0.0826601088,0.00224127062
0.5,48,0.118090078,0.0856671035,0.00235972716
0.5,49,0.122292802,0.0887406915,0.0024836997
0.5,50,0.126587823,0.0918827802,0.00261240569
0.5,51,0.131010324,0.0950911343,0.00274571776
0.5,52,0.135518283,0.0983706117,0.00288456492
