tol,traj,x,y,z,naccept,nreject,converged
0.01,0,-4.13980451e-05,0,0,7,0,1
0.01,1,0.000920554041,0.000871671364,-4.12685904e-06,7,0,1
0.01,2,0.00191378722,0.00177463039,-7.26271264e-06,7,0,1
0.01,3,0.00293993717,0.00270738709,-8.7109911e-06,7,0,1
0.01,4,0.00399319641,0.00367456907,-9.59106001e-06,7,0,1
0.01,5,0.00510396156,0.00469322084,-3.41992163e-05,7,0,1
0.01,6,0.00622546626,0.00573381735,-3.82963626e-05,7,0,1
0.01,7,0.00737847108,0.00679846806,-3.80931633e-05,7,0,1
0.01,8,0.00856708363,0.00791341905,-4.06002146e-05,7,0,1
0.01,9,0.00978375413,0.00904752593,-3.707219e-05,7,0,1
0.01,10,0.0110398754,0.0102319624,-3.55608354e-05,7,0,1
0.01,11,0.012323888,0.0114406962,-2.9024035e-05,7,0,1
0.01,12,0.0136644477,0.0127062462,-5.48820535e-05,7,0,1
0.01,13,0.0150189437,0.0139913401,-4.78823276e-05,7,0,1
0.01,14,0.01641725,0.0153283132,-4.23897473e-05,7,0,1
0.01,15,0.01784686,0.0166970287,-3.27504422e-05,7,0,1
0.01,16,0.0193163864,0.0181105603,-2.20969087e-05,7,0,1
0.01,17,0.0208189301,0.0195590239,-7.6334436e-06,7,0,1
0.01,18,0.0223630033,0.0210541151,8.01218266e-06,7,0,1
0.01,19,0.0238567721,0.022510618,0.000144413018,7,0,1
0.01,20,0.0254719295,0.024084758,0.000171237974,7,0,1
0.01,21,0.0271168202,0.0256905314,0.000203349613,7,0,1
0.01,22,0.0288195964,0.0273631904,0.000233484185,7,0,1
0.01,23,0.0305445604,0.0290582143,0.000271381607,7,0,1
0.01,24,0.0323281176,0.0308207721,0.00030793011,7,0,1
0.01,25,0.0341446847,0.0326193087,0.000349896378,7,0,1
0.01,26,0.0360056423,0.0344679803,0.000394719886,7,0,1
0.01,27,0.0379171818,0.0363740996,0.000441354437,7,0,1
0.01,28,0.0397264585,0.038190145,0.000678977114,7,0,1
0.01,29,0.0417265818,0.0401976332,0.00073832582,7,0,1
0.01,30,0.0437381938,0.0422201306,0.000778286601,7,0,1
0.01,31,0.045823697,0.0443244576,0.000844471506,7,0,1
0.01,32,0.0479244329,0.0464450456,0.000920671388,7,0,1
0.01,33,0.0500874259,0.0486386493,0.00100430113,7,0,1
0.01,34,0.0523111857,0.0509009659,0.00108392641,7,0,1
0.01,35,0.0545577295,0.0531885363,0.00117270323,7,0,1
0.01,36,0.0568686761,0.0555508099,0.00126341928,7,0,1
0.01,37,0.0592249781,0.0579651669,0.00135978649,7,0,1
0.01,38,0.0616361387,0.0604431555,0.00146045804,7,0,1
0.01,39,0.064105466,0.06298922,0.00156523206,7,0,1
0.01,40,0.0666128993,0.0655770823,0.00169227307,7,0,1
0.01,41,0.0691799,0.0682321116,0.00180092535,7,0,1
0.01,42,0.0718051121,0.0709552541,0.00191403285,7,0,1
0.01,43,0.0744888633,0.07374724,0.00203178776,7,0,1
0.01,44,0.077220045,0.0765936822,0.00215691444,7,0,1
0.01,45,0.0800078213,0.0795064792,0.00228786282,7,0,1
0.01,46,0.0828530937,0.0824877098,0.00242451788,7,0,1
0.01,47,0.0857526585,0.0855323523,0.00256821536,7,0,1
0.01,48,0.0887078717,0.0886434019,0.00271860207,7,0,1
0.01,49,0.0917204618,0.091820024,0.00287695928,7,0,1
0.01,50,0.0947891995,0.0950653404,0.00304203411,7,0,1
0.01,51,0.097621195,0.0980934799,0.00348369521,7,0,1
0.01,52,0.100781932,0.101452075,0.00367345614,7,0,1
0.01,53,0.104004756,0.104883075,0.0038712034,7,0,1
0.01,54,0.107283406,0.108380742,0.00408589002,7,0,1
0.01,55,0.110614918,0.111944914,0.00430125929,7,0,1
0.01,56,0.114014439,0.115588173,0.00452519115,7,0,1
0.01,57,0.117467873,0.119297825,0.00475854427,7,0,1
0.01,58,0.122233629,0.124271169,0.00491792243,7,0,1
0.01,59,0.125994116,0.128319994,0.00516249845,7,0,1
0.01,60,0.129936099,0.132626966,0.00467212498,7,0,1
0.01,61,0.131941691,0.134923264,0.00579550769,7,0,1
0.01,62,0.137856707,0.14121674,0.00507100532,7,0,1
0.01,63,0.141405061,0.145050317,0.00568169821,7,0,1
0.01,64,0.145318463,0.149242625,0.00706826337,7,0,1
0.01,65,0.149490684,0.153789669,0.00740917446,7,0,1
0.01,66,0.153741986,0.158431694,0.00776342163,7,0,1
0.01,67,0.158073083,0.163169935,0.00813175272,7,0,1
0.01,68,0.162485436,0.168006495,0.00851379987,7,0,1
0.01,69,0.166979223,0.172941566,0.00891160779,7,0,1
0.01,70,0.171557367,0.177978501,0.00932339951,7,0,1
0.01,71,0.176220089,0.183117703,0.00975103118,7,0,1
0.01,72,0.180967957,0.188360572,0.01019511,7,0,1
0.01,73,0.1860255,0.193948776,0.0104308194,7,0,1
0.01,74,0.190961584,0.199418992,0.010899663,7,0,1
0.01,75,0.195987031,0.20499827,0.0113861216,7,0,1
0.01,76,0.201103225,0.210688278,0.0118911499,7,0,1
0.01,77,0.206311211,0.216490701,0.012414963,7,0,1
0.01,78,0.211612657,0.222407535,0.0129581941,7,0,1
0.01,79,0.217008084,0.228439599,0.0135212615,7,0,1
0.01,80,0.222499758,0.234589428,0.0141053619,7,0,1
0.01,81,0.22808814,0.240858063,0.0147110587,7,0,1
0.01,82,0.233774036,0.247247666,0.0153384134,7,0,1
0.01,83,0.239560217,0.25376007,0.0159887411,7,0,1
0.01,84,0.245446131,0.26039654,0.0166620202,7,0,1
0.01,85,0.251443624,0.26717943,0.0173241403,7,0,1
0.01,86,0.257536054,0.274071574,0.0180449281,7,0,1
0.01,87,0.263733268,0.281093299,0.018791426,7,0,1
0.01,88,0.270036697,0.28824681,0.019564556,7,0,1
0.01,89,0.276446968,0.29553321,0.0203648321,7,0,1
0.01,90,0.28296572,0.30295524,0.0211931337,7,0,1
0.01,91,0.289595336,0.31051439,0.0220506191,7,0,1
0.01,92,0.296335638,0.318212271,0.0229379702,7,0,1
0.01,93,0.303189874,0.326051384,0.0238562059,7,0,1
0.01,94,0.310157061,0.334032834,0.0248059724,7,0,1
0.01,95,0.317240298,0.342158914,0.0257885344,7,0,1
0.01,96,0.32444039,0.350432336,0.0268047508,7,0,1
0.01,97,0.331759304,0.358853906,0.0278556459,7,0,1
0.01,98,0.339197427,0.36742565,0.028942246,7,0,1
0.01,99,0.346757889,0.376150548,0.0300655887,7,0,1
0.01,100,0.354440749,0.385029763,0.0312268194,7,0,1
0.01,101,0.36224708,0.39406532,0.0324268229,7,0,1
0.01,102,0.370180368,0.403260261,0.0336672366,7,0,1
0.01,103,0.378240347,0.412615001,0.0349487923,7,0,1
0.01,104,0.386428744,0.422132939,0.0362727381,7,0,1
0.01,105,0.394747555,0.431815326,0.0376405269,7,0,1
0.01,106,0.40319863,0.441664755,0.0390534624,7,0,1
0.01,107,0.41178292,0.451683104,0.0405124202,7,0,1
0.01,108,0.42050153,0.46187225,0.0420190357,7,0,1
0.01,109,0.429356635,0.472234994,0.0435746126,7,0,1
0.01,110,0.438350827,0.482773483,0.0451808795,7,0,1
0.01,111,0.447482675,0.493488252,0.0468387567,7,0,1
0.01,112,0.456756204,0.504383564,0.0485497043,7,0,1
0.01,113,0.4661735,0.515461445,0.0503158793,7,0,1
0.01,114,0.475733519,0.526721656,0.0521380976,7,0,1
0.01,115,0.485440254,0.538168371,0.0540181845,7,0,1
0.01,116,0.495294064,0.549804151,0.0559580065,7,0,1
0.01,117,0.505298257,0.561631858,0.0579591915,7,0,1
0.01,118,0.515451729,0.573650241,0.0600229874,7,0,1
0.01,119,0.525757849,0.585864425,0.0621513985,7,0,1
0.01,120,0.536218703,0.598276317,0.0643464178,7,0,1
0.01,121,0.54683578,0.610888362,0.0666097701,7,0,1
0.01,122,0.557566047,0.623606741,0.0688550845,7,0,1
0.01,123,0.568498731,0.636624932,0.0712417439,7,0,1
0.01,124,0.579592586,0.649849951,0.0737005621,7,0,1
0.01,125,0.590849698,0.663285375,0.0762341246,7,0,1
0.01,126,0.60227102,0.676931262,0.0788430497,7,0,1
0.01,127,0.613897145,0.690877497,0.0817304254,7,0,1
0.01,128,0.625649273,0.704949796,0.0845262185,7,0,1
0.01,129,0.637572467,0.719241798,0.0874068812,7,0,1
0.01,130,0.649665952,0.733752608,0.0903742164,7,0,1
0.01,131,0.662134469,0.748785794,0.0934797302,7,0,1
0.01,132,0.674592197,0.763770998,0.096631065,7,0,1
0.01,133,0.68722719,0.778983712,0.0998758823,7,0,1
0.01,134,0.700040042,0.794426084,0.103216559,7,0,1
0.01,135,0.713031769,0.810100555,0.106655836,7,0,1
0.01,136,0.72620523,0.826008558,0.110195749,7,0,1
0.01,137,0.739563406,0.842155099,0.113839775,7,0,1
0.01,138,0.753104687,0.858537793,0.117589071,7,0,1
0.01,139,0.766831756,0.87516284,0.121447697,7,0,1
0.01,140,0.780748665,0.892030776,0.125417724,7,0,1
0.01,141,0.794854879,0.909143209,0.129501998,7,0,1
0.01,142,0.809151769,0.926502764,0.133703277,7,0,1
0.01,143,0.823648572,0.944128215,0.138023451,7,0,1
0.01,144,0.838332653,0.961987674,0.142466798,7,0,1
0.01,145,0.853213012,0.980101228,0.147036016,7,0,1
0.01,146,0.868292332,0.99847132,0.151734069,7,0,1
0.01,147,0.883570552,1.01709771,0.156564265,7,0,1
0.01,148,0.899048865,1.03598344,0.161529303,7,0,1
0.01,149,0.914732337,1.05513334,0.166632891,7,0,1
0.01,150,0.930614293,1.07454038,0.171877474,7,0,1
0.01,151,0.946705461,1.09421492,0.177267343,7,0,1
0.01,152,0.96245563,1.11334586,0.182759181,7,0,1
0.01,153,0.978947997,1.13353562,0.188461795,7,0,1
0.01,154,0.995651245,1.15399599,0.194321692,7,0,1
0.01,155,1.01251197,1.17466986,0.200273335,7,0,1
0.01,156,1.02964854,1.19568658,0.20645681,7,0,1
0.01,157,1.0472517,1.21729231,0.212876782,7,0,1
0.01,158,1.06483507,1.23888457,0.219406635,7,0,1
0.01,159,1.08264065,1.26076066,0.226113796,7,0,1
0.01,160,1.10066664,1.28292179,0.233001605,7,0,1
0.01,161,1.11891556,1.30536544,0.240074813,7,0,1
0.01,162,1.13738894,1.32809877,0.247338146,7,0,1
0.01,163,1.15611434,1.35114312,0.254901201,7,0,1
0.01,164,1.17503619,1.37444818,0.262562305,7,0,1
0.01,165,1.19418859,1.39804804,0.270427972,7,0,1
0.01,166,1.21356881,1.42193747,0.278501064,7,0,1
0.01,167,1.23317981,1.44612074,0.286786407,7,0,1
0.01,168,1.25302696,1.4706037,0.295291156,7,0,1
0.01,169,1.27310348,1.49537826,0.304016352,7,0,1
0.01,170,1.29341638,1.5204525,0.312973946,8,0,1
0.01,171,1.31395936,1.54581594,0.322173893,8,0,1
0.01,172,1.33474016,1.57148337,0.33160311,8,0,1
0.01,173,1.35606813,1.59780359,0.341387153,7,0,1
0.01,174,1.37734878,1.62409401,0.351311505,7,0,1
0.01,175,1.39886689,1.65068471,0.361487448,7,0,1
0.01,176,1.42063224,1.67758107,0.371925384,7,0,1
0.01,177,1.44263542,1.70477772,0.382626206,7,0,1
0.01,178,1.46499074,1.73244166,0.393479079,7,0,1
0.01,179,1.48750591,1.7602762,0.404709071,7,0,1
0.01,180,1.51026344,1.78841293,0.416215718,7,0,1
0.01,181,1.53295135,1.81649435,0.427825034,7,0,1
0.01,182,1.55619824,1.8452369,0.43991214,8,0,1
0.01,183,1.57968533,1.87426555,0.452323943,8,0,1
0.01,184,1.60342753,1.90360034,0.465057462,8,0,1
0.01,185,1.62741351,1.93322396,0.478132129,8,0,1
0.01,186,1.65165579,1.96315134,0.491539598,8,0,1
0.01,187,1.67617095,1.99341881,0.505277276,8,0,1
0.01,188,1.70091522,2.02393579,0.519390047,8,0,1
0.01,189,1.72590387,2.05471158,0.53393513,8,0,1
0.01,190,1.75115252,2.08581233,0.548770368,8,0,1
0.01,191,1.77664161,2.11717105,0.564050138,8,0,1
0.01,192,1.8024137,2.14890361,0.579553127,8,0,1
0.01,193,1.82846332,2.18155384,0.593669653,8,0,1
0.01,194,1.85472131,2.21392703,0.609704792,8,0,1
0.01,195,1.8812356,2.24659944,0.626111627,8,0,1
0.01,196,1.90800416,2.27956939,0.642890096,8,0,1
0.01,197,1.93502581,2.31283188,0.66005075,8,0,1
0.01,198,1.96229708,2.34638214,0.677606642,8,0,1
0.01,199,1.98982227,2.38022304,0.695555568,8,0,1
0.01,200,2.01759934,2.41435289,0.71390748,8,0,1
0.01,201,2.04562569,2.44876337,0.732666016,8,0,1
0.01,202,2.07236266,2.4812305,0.752977788,8,0,1
0.01,203,2.10083055,2.51612139,0.772556961,8,0,1
0.01,204,2.12953305,2.55119801,0.792514622,8,0,1
0.01,205,2.1585021,2.58662796,0.812950194,8,0,1
0.01,206,2.18775821,2.62233806,0.833994031,8,0,1
0.01,207,2.21721196,2.65827823,0.855321527,8,0,1
0.01,208,2.24692154,2.69449043,0.877111077,8,0,1
0.01,209,2.27686548,2.73094726,0.899354041,8,0,1
0.01,210,2.30701804,2.76754403,0.921999276,8,0,1
0.01,211,2.33667898,2.80357838,0.944538832,8,0,1
0.01,212,2.36998844,2.84367967,0.970327497,8,0,1
0.01,213,2.40079141,2.88095617,0.994484246,8,0,1
0.01,214,2.43182206,2.91845536,1.01912868,8,0,1
0.01,215,2.46307087,2.95615911,1.04427469,8,0,1
0.01,216,2.49455452,2.99408031,1.06992126,8,0,1
0.01,217,2.52655029,3.03250742,1.09629798,8,0,1
0.01,218,2.55867386,3.07169008,1.12353015,8,0,1
0.01,219,2.59085321,3.11030817,1.15079618,8,0,1
0.01,220,2.62324786,3.14911962,1.17859399,8,0,1
0.01,221,2.65564823,3.1876235,1.20775855,8,0,1
0.01,222,2.68844104,3.2267642,1.23660922,8,0,1
0.01,223,2.72143888,3.26606894,1.2660054,8,0,1
0.01,224,2.7546463,3.30553842,1.29597008,8,0,1
0.01,225,2.78806067,3.34517407,1.32649207,8,0,1
0.01,226,2.82188082,3.38523078,1.35760987,8,0,1
0.01,227,2.85570455,3.42516541,1.38929963,8,0,1
0.01,228,2.88971353,3.46521521,1.42156792,8,0,1
0.01,229,2.92139101,3.50272322,1.45222592,8,0,1
0.01,230,2.95599675,3.54329371,1.48574281,8,0,1
0.01,231,2.99066234,3.58380079,1.51986146,8,0,1
0.01,232,3.02549934,3.62440085,1.55458033,8,0,1
0.01,233,3.06095409,3.66564512,1.58999503,8,0,1
0.01,234,3.09616065,3.70644331,1.62594128,8,0,1
0.01,235,3.13153744,3.7473166,1.66251349,8,0,1
0.01,236,3.16707325,3.78822994,1.69972754,8,0,1
0.01,237,3.20276976,3.8292048,1.73756921,8,0,1
0.01,238,3.23861718,3.87021708,1.77603424,8,0,1
0.01,239,3.27460718,3.91124129,1.81517529,8,0,1
0.01,240,3.3107419,3.95228457,1.85493696,8,0,1
0.01,241,3.34732556,3.99362087,1.8957864,8,0,1
0.01,242,3.38372684,4.03465843,1.93685472,8,0,1
0.01,243,3.42072272,4.07672596,1.977579,8,0,1
0.01,244,3.45639896,4.11637115,2.02006745,8,0,1
0.01,245,3.49313116,4.15733385,2.06297231,8,0,1
0.01,246,3.5299747,4.19824362,2.10653734,8,0,1
0.01,247,3.56691623,4.2390852,2.15076113,8,0,1
0.01,248,3.60390854,4.27980804,2.19556189,8,0,1
0.01,249,3.64104438,4.32049227,2.24111652,8,0,1
0.01,250,3.67836857,4.36121845,2.28732491,8,0,1
0.01,251,3.71564913,4.40166426,2.33421707,8,0,1
0.01,252,3.75305247,4.44218111,2.38152695,8,0,1
0.01,253,3.79047036,4.48237181,2.42973971,8,0,1
0.01,254,3.82795429,4.52242947,2.4786005,8,0,1
0.01,255,3.86577988,4.56292629,2.5277245,8,0,1
0.01,256,3.90337253,4.60266399,2.57791305,8,0,1
0.01,257,3.9410336,4.64228439,2.62870145,8,0,1
0.01,258,3.97868514,4.68162966,2.68018818,8,0,1
0.01,259,4.01634264,4.72073317,2.73235488,8,0,1
0.01,260,4.05403614,4.75963306,2.78514862,8,0,1
0.01,261,4.0917387,4.79831123,2.83859062,8,0,1
0.01,262,4.12942219,4.83669806,2.89268303,8,0,1
0.01,263,4.16713619,4.87488079,2.94738483,8,0,1
0.01,264,4.20244646,4.90666485,3.007833,8,0,1
0.01,265,4.23997021,4.94395161,3.06398106,8,0,1
0.01,266,4.27582455,4.97612953,3.12413788,8,0,1
0.01,267,4.31318951,5.0125351,3.18244648,8,0,1
0.01,268,4.35039234,5.04834509,3.24080372,8,0,1
0.01,269,4.38750601,5.08375168,3.2997818,8,0,1
0.01,270,4.42452717,5.11874437,3.35938573,8,0,1
0.01,271,4.45883512,5.15059996,3.41691566,8,0,1
0.01,272,4.49568272,5.18479776,3.47766709,8,0,1
0.01,273,4.53240967,5.21853209,3.53901768,8,0,1
0.01,274,4.56894541,5.25172043,3.60096478,8,0,1
0.01,275,4.60543203,5.28450632,3.66352987,8,0,1
0.01,276,4.64174843,5.31676769,3.7269969,8,0,1
0.01,277,4.67790079,5.34850502,3.79075003,8,0,1
0.01,278,4.71389771,5.37971878,3.85506392,8,0,1
0.01,279,4.75192213,5.41218328,3.92312193,8,0,1
0.01,280,4.7874794,5.44215488,3.98855925,8,0,1
0.01,281,4.82284451,5.4715538,4.05456352,8,0,1
0.01,282,4.85489893,5.49760914,4.11678505,8,0,1
0.01,283,4.88984776,5.52586842,4.1837244,8,0,1
0.01,284,4.92457485,5.55350971,4.25114107,8,0,1
0.01,285,4.95906162,5.5805192,4.31904316,8,0,1
0.01,286,4.99337006,5.60687971,4.38822126,8,0,1
0.01,287,5.02732897,5.63253784,4.45716715,8,0,1
0.01,288,5.0607419,5.6568141,4.52644968,8,0,1
0.01,289,5.09408617,5.6809864,4.59623337,8,0,1
0.01,290,5.12718153,5.70451307,4.66645765,8,0,1
0.01,291,5.16258049,5.7294488,4.74085665,8,0,1
0.01,292,5.19489002,5.7514739,4.81141663,8,0,1
0.01,293,5.227005,5.77271557,4.88295269,8,0,1
0.01,294,5.25881958,5.7932291,4.95480442,8,0,1
0.01,295,5.29026079,5.81294489,5.02702904,8,0,1
0.01,296,5.32097816,5.83162069,5.09265423,8,0,1
0.01,297,5.35170555,5.8498292,5.16501045,8,0,1
0.01,298,5.38169479,5.86674404,5.23431587,8,0,1
0.01,299,5.4116621,5.8833704,5.30706215,8,0,1
0.01,300,5.44122076,5.89916229,5.38001919,8,0,1
0.01,301,5.47037315,5.91413784,5.45318031,8,0,1
0.01,302,5.49884844,5.92788696,5.52637911,8,0,1
0.01,303,5.52713919,5.94116545,5.59989309,8,0,1
0.01,304,5.5523591,5.95250225,5.66804647,8,0,1
0.01,305,5.57975483,5.96413851,5.74171543,8,0,1
0.01,306,5.60669899,5.97491932,5.81548023,8,0,1
0.01,307,5.633111,5.98492336,5.88901424,8,0,1
0.01,308,5.65912485,5.99398279,5.96293354,8,0,1
0.01,309,5.68466616,6.00217962,6.03691959,8,0,1
0.01,310,5.71266031,6.00977135,6.11940575,8,0,1
0.01,311,5.73717785,6.01608944,6.1935463,8,0,1
0.01,312,5.76119375,6.02150583,6.26768255,8,0,1
0.01,313,5.78471088,6.02606297,6.34178257,8,0,1
0.01,314,5.80770779,6.02971268,6.4158268,8,0,1
0.01,315,5.83050156,6.03324986,6.48885107,8,0,1
0.01,316,5.85497332,6.04028893,6.56406355,8,0,1
0.01,317,5.87661457,6.04175758,6.63790655,8,0,1
0.01,318,5.89772034,6.04233885,6.71166229,8,0,1
0.01,319,5.91828156,6.04207134,6.78525925,8,0,1
0.01,320,5.9380002,6.04108715,6.85755062,8,0,1
0.01,321,5.95748949,6.03914213,6.93076992,8,0,1
0.01,322,5.97643805,6.03635645,7.00377464,8,0,1
0.01,323,5.99481869,6.03270531,7.07660818,8,0,1
0.01,324,6.01704836,6.03585529,7.15576935,8,0,1
0.01,325,6.03441429,6.03062534,7.22842979,8,0,1
0.01,326,6.05122089,6.0245862,7.30084229,8,0,1
0.01,327,6.06669283,6.01594687,7.37426138,8,0,1
0.01,328,6.08230257,6.00815773,7.44607401,8,0,1
0.01,329,6.09728622,5.99945927,7.5176053,8,0,1
0.01,330,6.11144447,5.98974228,7.58831787,8,0,1
0.01,331,6.12531948,5.97952032,7.65923071,8,0,1
0.01,332,6.13864708,5.96856737,7.72976923,8,0,1
0.01,333,6.15199757,5.95768166,7.80034065,8,0,1
0.01,334,6.16410875,5.94516754,7.86980915,8,0,1
0.01,335,6.17558575,5.9318347,7.93885136,8,0,1
0.01,336,6.18648911,5.91773653,8.00751972,8,0,1
0.01,337,6.19675589,5.90284872,8.07575035,8,0,1
0.01,338,6.2057147,5.88631725,8.1430378,8,0,1
0.01,339,6.21212673,5.86996746,8.19839001,8,0,1
0.01,340,6.22053003,5.85274458,8.26421165,8,0,1
0.01,341,6.22837448,5.83488941,8.32971287,8,0,1
0.01,342,6.23113298,5.8085022,8.39419079,8,0,1
0.01,343,6.23798037,5.78951597,8.45963669,8,0,1
0.01,344,6.24441719,5.77016354,8.52508354,8,0,1
0.01,345,6.25038481,5.7503233,8.5897131,8,0,1
0.01,346,6.25602341,5.7302947,8.65391445,8,0,1
0.01,347,6.26217508,5.71209764,8.71282005,8,0,1
0.01,348,6.26579809,5.68937683,8.77536201,8,0,1
0.01,349,6.26895809,5.66629457,8.83717346,8,0,1
0.01,350,6.27282238,5.64393282,8.90351391,8,0,1
0.01,351,6.27527285,5.62055397,8.96343613,8,0,1
0.01,352,6.27179718,5.5885849,9.01962757,8,0,1
0.01,353,6.27277899,5.56354094,9.07865047,8,0,1
0.01,354,6.27449226,5.53998566,9.13700485,8,0,1
0.01,355,6.27403402,5.51317978,9.19538021,8,0,1
0.01,356,6.27280807,5.48591757,9.25208473,8,0,1
0.01,357,6.2717104,5.45890713,9.30873585,8,0,1
0.01,358,6.26989794,5.43119764,9.36462688,8,0,1
0.01,359,6.26745987,5.40287876,9.41984653,8,0,1
0.01,360,6.26447678,5.37408304,9.47442722,8,0,1
0.01,361,6.26087523,5.34469748,9.52836037,8,0,1
0.01,362,6.26026917,5.32195473,9.57683182,8,0,1
0.01,363,6.25498533,5.29089928,9.6280632,8,0,1
0.01,364,6.24934101,5.25957394,9.6796484,8,0,1
0.01,365,6.24318457,5.22786522,9.73062611,8,0,1
0.01,366,6.23646498,5.19560719,9.78115654,8,0,1
0.01,367,6.23063707,5.16479635,9.83477211,8,0,1
0.01,368,6.22341585,5.13273048,9.88392067,8,0,1
0.01,369,6.21570778,5.10035229,9.93239117,8,0,1
0.01,370,6.20778036,5.06842184,9.9790554,8,0,1
0.01,371,6.19898415,5.03524399,10.0259867,8,0,1
0.01,372,6.18634558,4.99603844,10.0705776,8,0,1
