tol,traj,x,y,z,naccept,nreject
0.01,0,5.24142233e-05,0,0,6,0
0.01,1,0.000987124862,0.000845356553,5.46475076e-06,6,0
0.01,2,0.00195204397,0.00172096374,1.19374126e-05,6,0
0.01,3,0.00294605829,0.00262724049,1.9397612e-05,6,0
0.01,4,0.00397037249,0.00356555241,2.81463836e-05,6,0
0.01,5,0.00502463337,0.00453561265,3.79094054e-05,6,0
0.01,6,0.00611014571,0.00553886918,4.90086131e-05,6,0
0.01,7,0.00722716469,0.00657570036,6.14088131e-05,6,0
0.01,8,0.00837569684,0.00764625799,7.49993342e-05,6,0
0.01,9,0.00955744646,0.00875234231,9.01856329e-05,6,0
0.01,10,0.0108272303,0.00994595513,0.000148146311,6,0
0.01,11,0.0120814582,0.0111293839,0.000170299827,6,0
0.01,12,0.0133698061,0.0123496652,0.000194071792,6,0
0.01,13,0.0146934139,0.0136081371,0.000219497073,6,0
0.01,14,0.0160523616,0.0149049815,0.000246711395,6,0
0.01,15,0.0174478572,0.0162415989,0.000275717175,6,0
0.01,16,0.0188796166,0.0176177975,0.000306707399,6,0
0.01,17,0.0203491952,0.0190353487,0.000339671096,6,0
0.01,18,0.0218569618,0.0204947628,0.00037472148,6,0
0.01,19,0.0234030206,0.0219962802,0.000412034919,6,0
0.01,20,0.024988668,0.0235413946,0.00045160632,6,0
0.01,21,0.026614219,0.0251305755,0.000493585307,6,0
0.01,22,0.0282818004,0.026767239,0.00054152176,6,0
0.01,23,0.0299899019,0.0284478758,0.000589079922,6,0
0.01,24,0.0317393318,0.030174531,0.000638927973,6,0
0.01,25,0.0335325822,0.0319498964,0.00069224363,6,0
0.01,26,0.035368368,0.033772856,0.000748035382,6,0
0.01,27,0.0372484513,0.0356453806,0.000807011267,6,0
0.01,28,0.0391734242,0.0375682451,0.00086920266,6,0
0.01,29,0.0411447026,0.0395430773,0.00093517045,6,0
0.01,30,0.0431616455,0.0415694229,0.00100423314,6,0
0.01,31,0.0452256538,0.0436488986,0.00107697211,6,0
0.01,32,0.0473381244,0.04578311,0.00115380448,6,0
0.01,33,0.0494983941,0.0479716137,0.00123419333,6,0
0.01,34,0.0517090522,0.0502172075,0.00131921237,6,0
0.01,35,0.0539688691,0.052518893,0.00140797568,6,0
0.01,36,0.0562805049,0.0548795499,0.00150162843,6,0
0.01,37,0.0586429909,0.0572984442,0.00159943628,6,0
0.01,38,0.0610584915,0.0597779825,0.00170228689,6,0
0.01,39,0.0635271594,0.0623185486,0.00181006629,6,0
0.01,40,0.0660509393,0.0649223253,0.00192346796,6,0
0.01,41,0.06862887,0.0675886124,0.00204178668,6,0
0.01,42,0.0712631494,0.0703198537,0.00216599577,6,0
0.01,43,0.0739539489,0.0731164888,0.00229579932,6,0
0.01,44,0.0767023563,0.0759798437,0.00243171374,6,0
0.01,45,0.0795092583,0.078911081,0.00257387664,6,0
0.01,46,0.0823758096,0.0819116458,0.00272264611,6,0
0.01,47,0.0853017867,0.0849815756,0.00287776534,6,0
0.01,48,0.0882895067,0.0881234482,0.00304008205,6,0
0.01,49,0.0913384706,0.0913370699,0.00320932735,6,0
0.01,50,0.0944526941,0.0946267396,0.00338716665,6,0
0.01,51,0.0976291969,0.0979897827,0.00357198203,6,0
0.01,52,0.100871421,0.101429924,0.00376524916,6,0
0.01,53,0.104178429,0.104946539,0.00396635011,6,0
0.01,54,0.10755305,0.108542755,0.00417659106,6,0
0.01,55,0.110995211,0.112218827,0.00439558132,6,0
0.01,56,0.114505149,0.115975305,0.00462344661,6,0
0.01,57,0.11808648,0.119816117,0.00486174645,6,0
0.01,58,0.121738583,0.123740986,0.00510995975,6,0
0.01,59,0.125461608,0.127750382,0.00536810234,6,0
0.01,60,0.129257962,0.131847069,0.00563714979,6,0
0.01,61,0.133128375,0.136032104,0.00591740245,6,0
0.01,62,0.137073591,0.140306592,0.00620898837,6,0
0.01,63,0.141094774,0.144672036,0.00651243981,6,0
0.01,64,0.145192832,0.149129719,0.00682804547,6,0
0.01,65,0.149368018,0.15368025,0.00715582306,6,0
0.01,66,0.153623253,0.158326924,0.00749709224,6,0
0.01,67,0.157959312,0.163070887,0.00785216875,6,0
0.01,68,0.162377506,0.167913809,0.0082215704,6,0
0.01,69,0.166876256,0.172854558,0.00860446598,6,0
