dt,traj,x,y,z,converged
0.5,0,0.0277777761,0,0,1
0.5,1,0.0287363678,0.000959538273,2.35294392e-05,1
0.5,2,1,0,0,0
0.5,3,1,0,0,0
0.5,4,1,0,0,0
0.5,5,1,0,0,0
0.5,6,1,0,0,0
0.5,7,1,0,0,0
0.5,8,1,0,0,0
0.5,9,1,0,0,0
0.5,10,1,0,0,0
0.5,11,1,0,0,0
0.5,12,1,0,0,0
0.5,13,1,0,0,0
0.5,14,1,0,0,0
0.5,15,1,0,0,0
0.5,16,1,0,0,0
0.5,17,1,0,0,0
0.5,18,1,0,0,0
0.5,19,1,0,0,0
0.5,20,1,0,0,0
0.5,21,1,0,0,0
0.5,22,1,0,0,0
0.5,23,1,0,0,0
0.5,24,1,0,0,0
0.5,25,1,0,0,0
0.5,26,1,0,0,0
0.5,27,1,0,0,0
0.5,28,1,0,0,0
0.5,29,1,0,0,0
0.5,30,1,0,0,0
0.5,31,1,0,0,0
0.5,32,1,0,0,0
0.5,33,1,0,0,0
0.5,34,1,0,0,0
0.5,35,1,0,0,0
0.5,36,1,0,0,0
0.5,37,1,0,0,0
0.5,38,1,0,0,0
0.5,39,1,0,0,0
0.5,40,1,0,0,0
0.5,41,1,0,0,0
0.5,42,1,0,0,0
0.5,43,1,0,0,0
0.5,44,1,0,0,0
0.5,45,1,0,0,0
0.5,46,1,0,0,0
0.5,47,1,0,0,0
0.5,48,1,0,0,0
0.5,49,1,0,0,0
0.5,50,1,0,0,0
0.5,51,1,0,0,0
0.5,52,1,0,0,0
0.5,53,1,0,0,0
0.5,54,1,0,0,0
0.5,55,1,0,0,0
0.5,56,1,0,0,0
0.5,57,1,0,0,0
0.5,58,1,0,0,0
0.5,59,1,0,0,0
0.5,60,1,0,0,0
0.5,61,1,0,0,0
0.5,62,1,0,0,0
0.5,63,1,0,0,0
0.5,64,1,0,0,0
0.5,65,1,0,0,0
0.5,66,1,0,0,0
0.5,67,1,0,0,0
0.5,68,1,0,0,0
0.5,69,1,0,0,0
0.5,70,1,0,0,0
0.5,71,1,0,0,0
0.5,72,1,0,0,0
0.5,73,1,0,0,0
0.5,74,1,0,0,0
0.5,75,1,0,0,0
0.5,76,1,0,0,0
0.5,77,1,0,0,0
0.5,78,1,0,0,0
0.5,79,1,0,0,0
0.5,80,1,0,0,0
0.5,81,1,0,0,0
0.5,82,1,0,0,0
0.5,83,0.28326124,0.277024806,0.0219366476,1
0.5,84,0.291436285,0.286164433,0.0231646728,1
0.5,85,0.299878627,0.295610905,0.0244674794,1
0.5,86,0.308598071,0.305375516,0.0258500185,1
0.5,87,0.31760484,0.315470099,0.0273175724,1
0.5,88,0.326909393,0.325906754,0.0288758036,1
0.5,89,1,0,0,0
0.5,90,1,0,0,0
0.5,91,1,0,0,0
0.5,92,1,0,0,0
0.5,93,1,0,0,0
0.5,94,0.389610052,0.396427095,0.0404965766,1
0.5,95,0.401314616,0.409622908,0.0428823084,1
0.5,96,0.413410574,0.423268884,0.0454197899,1
0.5,97,0.425910175,0.437379062,0.0481186733,1
0.5,98,0.438824534,0.451966316,0.0509897657,1
0.5,99,0.452170312,0.467049539,0.0540436655,1
0.5,100,0.465957195,0.482639909,0.0572921112,1
0.5,101,0.480198354,0.498752475,0.0607476309,1
0.5,102,0.494903743,0.515398741,0.0644221082,1
0.5,103,0.510088623,0.532595813,0.0683309063,1
0.5,104,0.525764883,0.550357103,0.072487779,1
0.5,105,0.541941226,0.568692505,0.0769069716,1
0.5,106,0.558629394,0.587615192,0.0816042274,1
0.5,107,0.5758394,0.60713613,0.0865955353,1
0.5,108,0.593580186,0.627265215,0.0918974653,1
0.5,109,0.611859798,0.648011088,0.097526975,1
0.5,110,0.630685866,0.669381738,0.103501707,1
0.5,111,0.650063217,0.69138217,0.109839246,1
0.5,112,0.670002222,0.71402365,0.116555482,1
0.5,113,0.690497637,0.737298727,0.123672649,1
0.5,114,0.711554408,0.761212349,0.131207258,1
0.5,115,0.733172774,0.785763383,0.139177635,1
0.5,116,0.755351126,0.810948849,0.147602051,1
0.5,117,0.778085709,0.836762786,0.156498209,1
0.5,118,0.801373005,0.863199711,0.165884405,1
0.5,119,0.825202107,0.890245616,0.175775915,1
0.5,120,0.849566698,0.917891145,0.186190128,1
0.5,121,0.874431193,0.946092308,0.197153822,1
0.5,122,0.899822831,0.974880338,0.208662167,1
0.5,123,0.925707579,1.00421309,0.22073701,1
0.5,124,0.952069998,1.03407049,0.233391047,1
0.5,125,0.978891909,1.06442904,0.246635661,1
0.5,126,1.00615215,1.09526241,0.260480165,1
0.5,127,0.570262969,0.484315574,0.059182968,0
0.5,128,0.58019805,0.496237636,0.0616962872,0
0.5,129,0.590413213,0.508495808,0.0643335059,0
0.5,130,0.600914478,0.521097422,0.0671003684,0
0.5,131,0.61171186,0.53405416,0.0700044259,0
0.5,132,0.622811615,0.547373891,0.0730522797,0
0.5,133,0.634220481,0.561064541,0.0762509704,0
0.5,134,0.645945907,0.575135112,0.0796079859,0
0.5,135,0.65799427,0.589593112,0.083130762,0
0.5,136,0.670361638,0.604434013,0.0868267491,0
0.5,137,0.683067799,0.619681418,0.0907046348,0
0.5,138,0.696111202,0.635333478,0.0947720632,0
0.5,139,0.709495902,0.651395023,0.0990371779,0
0.5,140,0.723235726,0.6678828,0.103507154,0
0.5,141,1,0,0,0
0.5,142,1,0,0,0
0.5,143,1,0,0,0
0.5,144,1,0,0,0
0.5,145,1,0,0,0
0.5,146,1,0,0,0
0.5,147,1,0,0,0
0.5,148,1,0,0,0
0.5,149,1,0,0,0
0.5,150,1,0,0,0
0.5,151,1,0,0,0
0.5,152,1,0,0,0
0.5,153,1,0,0,0
0.5,154,1,0,0,0
0.5,155,1,0,0,0
0.5,156,1,0,0,0
0.5,157,1,0,0,0
0.5,158,1,0,0,0
0.5,159,1,0,0,0
0.5,160,1,0,0,0
0.5,161,1,0,0,0
0.5,162,1,0,0,0
0.5,163,1,0,0,0
0.5,164,1,0,0,0
0.5,165,1,0,0,0
0.5,166,1,0,0,0
0.5,167,1,0,0,0
0.5,168,1,0,0,0
0.5,169,1,0,0,0
0.5,170,1,0,0,0
0.5,171,1,0,0,0
0.5,172,1,0,0,0
0.5,173,1,0,0,0
0.5,174,1,0,0,0
0.5,175,1,0,0,0
0.5,176,1,0,0,0
0.5,177,1,0,0,0
0.5,178,1,0,0,0
0.5,179,1,0,0,0
0.5,180,1,0,0,0
0.5,181,1,0,0,0
0.5,182,1,0,0,0
0.5,183,1,0,0,0
0.5,184,1,0,0,0
0.5,185,1,0,0,0
0.5,186,1,0,0,0
0.5,187,1,0,0,0
0.5,188,1,0,0,0
0.5,189,1,0,0,0
0.5,190,1,0,0,0
0.5,191,1,0,0,0
0.5,192,1,0,0,0
0.5,193,1,0,0,0
0.5,194,1,0,0,0
0.5,195,1,0,0,0
0.5,196,1,0,0,0
0.5,197,1,0,0,0
0.5,198,1,0,0,0
0.5,199,1,0,0,0
0.5,200,1,0,0,0
0.5,201,1,0,0,0
0.5,202,1,0,0,0
0.5,203,1,0,0,0
0.5,204,1,0,0,0
0.5,205,1,0,0,0
0.5,206,1,0,0,0
0.5,207,1,0,0,0
0.5,208,1,0,0,0
0.5,209,1,0,0,0
0.5,210,1,0,0,0
0.5,211,1,0,0,0
0.5,212,1,0,0,0
0.5,213,1,0,0,0
0.5,214,1,0,0,0
0.5,215,1,0,0,0
0.5,216,1,0,0,0
0.5,217,1,0,0,0
0.5,218,1,0,0,0
0.5,219,1,0,0,0
0.5,220,1,0,0,0
0.5,221,1,0,0,0
0.5,222,1,0,0,0
0.5,223,1,0,0,0
0.5,224,1,0,0,0
0.5,225,1,0,0,0
0.5,226,1,0,0,0
0.5,227,1,0,0,0
0.5,228,1,0,0,0
0.5,229,1,0,0,0
0.5,230,1,0,0,0
0.5,231,1,0,0,0
0.5,232,1,0,0,0
0.5,233,1,0,0,0
0.5,234,1,0,0,0
0.5,235,1,0,0,0
0.5,236,1,0,0,0
0.5,237,1,0,0,0
0.5,238,1,0,0,0
0.5,239,1,0,0,0
0.5,240,1,0,0,0
0.5,241,1,0,0,0
0.5,242,1,0,0,0
0.5,243,1,0,0,0
0.5,244,1,0,0,0
0.5,245,1,0,0,0
0.5,246,1,0,0,0
0.5,247,1,0,0,0
0.5,248,1,0,0,0
0.5,249,1,0,0,0
0.5,250,1,0,0,0
0.5,251,1,0,0,0
0.5,252,1,0,0,0
0.5,253,1,0,0,0
0.5,254,1,0,0,0
0.5,255,1,0,0,0
0.5,256,1,0,0,0
0.5,257,1,0,0,0
0.5,258,1,0,0,0
0.5,259,1,0,0,0
0.5,260,1,0,0,0
0.5,261,1,0,0,0
0.5,262,1,0,0,0
0.5,263,1,0,0,0
0.5,264,1,0,0,0
0.5,265,1,0,0,0
0.5,266,1,0,0,0
0.5,267,1,0,0,0
0.5,268,1,0,0,0
0.5,269,1,0,0,0
0.5,270,1,0,0,0
0.5,271,1,0,0,0
0.5,272,1,0,0,0
