dt,traj,x,y,z
0.5,0,187.918427,0,0
0.5,1,258.232849,-1423.31287,-1991.69299
0.5,2,336.28952,-3186.65869,-4465.80078
0.5,3,422.682281,-5342.37207,-7498.33545
0.5,4,518.03949,-7949.05469,-11174.6748
0.5,5,623.026672,-11072.21,-15590.5635
0.5,6,738.348389,-14784.9785,-20853.207
0.5,7,864.749573,-19168.7656,-27082.334
0.5,8,1003.01685,-24314.1855,-34411.5273
0.5,9,1153.98291,-30321.8105,-42989.582
0.5,10,1318.52466,-37303.1875,-52981.8594
0.5,11,1497.56848,-45381.8086,-64572.0664
0.5,12,1692.09241,-54694.3008,-77963.8906
0.5,13,1903.12439,-65391.4805,-93382.8047
0.5,14,2131.75171,-77639.7891,-111078.344
0.5,15,2379.11646,-91622.5781,-131326.031
0.5,16,2646.41919,-107541.5,-154429.688
0.5,17,2934.93237,-125618.758,-180724.891
0.5,18,3245.98047,-146097.734,-210580.141
0.5,19,3580.9646,-169245.688,-244401
0.5,20,3941.35864,-195356.031,-282633.812
0.5,21,4328.7041,-224749.266,-325767.25
0.5,22,4744.62598,-257776.672,-374338.281
0.5,23,5190.82275,-294821.875,-428934.344
0.5,24,5669.08447,-336304.031,-490198.875
0.5,25,6181.28809,-382681.062,-558836.5
0.5,26,6729.38965,-434451.031,-635614.812
0.5,27,7315.45508,-492158,-721374.688
0.5,28,7941.64209,-556393.562,-817032.125
0.5,29,8610.19727,-627801,-923584.5
0.5,30,9323.50488,-707081,-1042122.19
0.5,31,10084.0234,-794993,-1173827.38
0.5,32,10894.3623,-892364.375,-1319992
0.5,33,11757.2119,-1000088.88,-1482013.75
0.5,34,12675.415,-1119138.5,-1661415.25
0.5,35,13651.9346,-1250566.12,-1859850.25
0.5,36,14689.8682,-1395512.12,-2079111.88
0.5,37,15792.4443,-1555208.5,-2321142.5
0.5,38,16963.0449,-1730991,-2588050.5
0.5,39,18205.1934,-1924302.12,-2882116.5
0.5,40,19522.5684,-2136698.75,-3205809
0.5,41,20918.9961,-2369862.75,-3561796.75
