tol,traj,x,y,z,naccept,nreject,converged
0.01,0,2.73741643e-05,0,0,13,0,1
0.01,1,0.000971742615,0.000852798636,1.03377779e-05,13,0,1
0.01,2,0.00194493425,0.00173592335,2.16682256e-05,13,0,1
0.01,3,0.00294747227,0.00265001389,3.4043449e-05,13,0,1
0.01,4,0.00397988921,0.00359571865,4.75178058e-05,13,0,1
0.01,5,0.00504272338,0.0045736935,6.2147541e-05,13,0,1
0.01,6,0.00613652449,0.00558461342,7.79914044e-05,13,0,1
0.01,7,0.00726183923,0.00662914943,9.51102629e-05,13,0,1
0.01,8,0.00841923337,0.00770799583,0.000113567497,13,0,1
0.01,9,0.00960927736,0.00882185157,0.000133428766,13,0,1
0.01,10,0.0108325351,0.00997141842,0.000154762296,13,0,1
0.01,11,0.0120895924,0.0111574205,0.000177639202,13,0,1
0.01,12,0.0133810528,0.0123805953,0.000202132855,13,0,1
0.01,13,0.0147075029,0.013641675,0.000228319914,13,0,1
0.01,14,0.0160695333,0.0149414008,0.000256279047,13,0,1
0.01,15,0.0174677856,0.016280558,0.000286093156,13,0,1
0.01,16,0.0189028606,0.0176599082,0.00031784724,13,0,1
0.01,17,0.0203753952,0.0190802328,0.000351629511,13,0,1
0.01,18,0.0218860153,0.0205423273,0.000387531996,13,0,1
0.01,19,0.0234353691,0.0220469963,0.000425649283,13,0,1
0.01,20,0.0250241347,0.0235950854,0.000466080499,13,0,1
0.01,21,0.026652921,0.025187375,0.000508926809,13,0,1
0.01,22,0.0283224303,0.02682475,0.000554294616,13,0,1
0.01,23,0.0300333463,0.0285080504,0.000602293643,13,0,1
0.01,24,0.03178633,0.0302381348,0.000653036404,13,0,1
0.01,25,0.0335821025,0.0320158936,0.000706641586,13,0,1
0.01,26,0.0354213379,0.0338421948,0.000763229502,13,0,1
0.01,27,0.0373047628,0.0357179679,0.000822927163,13,0,1
0.01,28,0.0392330624,0.0376440808,0.000885862857,13,0,1
0.01,29,0.0412070267,0.0396215208,0.000952174363,13,0,1
0.01,30,0.0432273448,0.0416511856,0.00102199859,13,0,1
0.01,31,0.0452947505,0.0437340215,0.00109548052,13,0,1
0.01,32,0.047410056,0.0458710343,0.00117277063,13,0,1
0.01,33,0.0495739914,0.0480631739,0.00125402166,13,0,1
0.01,34,0.0517873168,0.050311435,0.00133939413,13,0,1
0.01,35,0.0540508069,0.0526167937,0.00142905186,13,0,1
0.01,36,0.0563652925,0.0549803153,0.00152316655,13,0,1
0.01,37,0.0587315336,0.0574030057,0.0016219141,13,0,1
0.01,38,0.061150372,0.0598859228,0.00172547693,13,0,1
0.01,39,0.0636225939,0.0624300987,0.00183404307,13,0,1
0.01,40,0.0661490709,0.0650366396,0.00194780715,13,0,1
0.01,41,0.0687305406,0.0677065626,0.00206696754,13,0,1
0.01,42,0.071367979,0.0704410374,0.0021917352,13,0,1
0.01,43,0.0740621537,0.073241137,0.00232232199,13,0,1
0.01,44,0.0768139735,0.0761080235,0.00245895004,13,0,1
0.01,45,0.0796242729,0.0790428221,0.00260185031,13,0,1
0.01,46,0.0824940279,0.0820467323,0.00275125611,13,0,1
0.01,47,0.0854239911,0.0851207748,0.00290740584,13,0,1
0.01,48,0.088415198,0.0882663131,0.00307055982,13,0,1
0.01,49,0.0914684981,0.0914844647,0.00324097229,13,0,1
0.01,50,0.0945848078,0.0947764143,0.00341890985,13,0,1
0.01,51,0.0977650657,0.0981434211,0.0036046477,13,0,1
0.01,52,0.101010241,0.101586752,0.0037984727,13,0,1
0.01,53,0.104321323,0.105107658,0.00400068192,13,0,1
0.01,54,0.107699201,0.108707383,0.00421156967,13,0,1
0.01,55,0.111144923,0.112387292,0.00443145586,13,0,1
0.01,56,0.114659406,0.116148569,0.00466065481,13,0,1
0.01,57,0.118243657,0.119992591,0.00489950227,13,0,1
0.01,58,0.121898785,0.123920791,0.00514834467,13,0,1
0.01,59,0.125625685,0.127934411,0.00540752662,13,0,1
0.01,60,0.129425421,0.132034779,0.00567741273,13,0,1
0.01,61,0.133299038,0.136223346,0.00595838064,13,0,1
