tol,traj,x,y,z,naccept,nreject,converged
0.01,0,0.000427191117,0,0,26,0,1
0.01,1,0.00136960601,0.000853047008,1.05798081e-05,26,0,1
0.01,2,0.00234135892,0.00173632079,2.21427799e-05,26,0,1
0.01,3,0.00334298192,0.00265046163,3.47410933e-05,26,0,1
0.01,4,0.00437501771,0.00359612145,4.84290395e-05,26,0,1
0.01,5,0.00543801533,0.00457396079,6.32629672e-05,26,0,1
0.01,6,0.00653252983,0.00558464695,7.93013969e-05,26,0,1
0.01,7,0.0076591298,0.00662886072,9.66052394e-05,26,0,1
0.01,8,0.00881838892,0.00770729315,0.000115237599,26,0,1
0.01,9,0.010010886,0.00882063806,0.000135263981,26,0,1
0.01,10,0.0112372134,0.009969607,0.00015675243,26,0,1
0.01,11,0.0124979718,0.0111549208,0.000179773589,26,0,1
0.01,12,0.0137937712,0.0123773096,0.000204400698,26,0,1
0.01,13,0.0151252178,0.0136375045,0.000230709644,26,0,1
0.01,14,0.0164929498,0.0149362683,0.000258779357,26,0,1
0.01,15,0.0178975966,0.0162743554,0.000288691488,26,0,1
0.01,16,0.0193397962,0.0176525358,0.0003205307,26,0,1
0.01,17,0.0208202023,0.0190715883,0.000354384683,26,0,1
0.01,18,0.0223394837,0.0205323175,0.000390344649,26,0,1
0.01,19,0.0238983035,0.0220355187,0.000428504922,26,0,1
0.01,20,0.0254973415,0.023582017,0.000468963204,26,0,1
0.01,21,0.0271372832,0.0251726303,0.00051182037,26,0,1
0.01,22,0.0288188253,0.0268082004,0.000557181833,26,0,1
0.01,23,0.0305426903,0.0284895878,0.000605156121,26,0,1
0.01,24,0.0323095694,0.0302176382,0.00065585546,26,0,1
0.01,25,0.0341201834,0.0319932178,0.00070939603,26,0,1
0.01,26,0.0359752998,0.0338172615,0.000765899837,26,0,1
0.01,27,0.0378756076,0.0356906131,0.000825490337,26,0,1
0.01,28,0.0398218706,0.037614204,0.000888297218,26,0,1
0.01,29,0.0418148413,0.0395889543,0.000954454357,26,0,1
0.01,30,0.0438552797,0.0416158028,0.00102410035,26,0,1
0.01,31,0.0459439456,0.0436956957,0.00109737809,26,0,1
0.01,32,0.0480816178,0.0458295941,0.00117443688,26,0,1
0.01,33,0.0502690598,0.0480184555,0.00125542888,26,0,1
0.01,34,0.0525070801,0.0502633005,0.00134051451,26,0,1
0.01,35,0.0547964536,0.0525651127,0.00142985757,26,0,1
0.01,36,0.0571379624,0.0549248941,0.00152362767,26,0,1
0.01,37,0.0595324114,0.0573436767,0.00162200059,26,0,1
0.01,38,0.0619806126,0.0598225221,0.00172516005,26,0,1
0.01,39,0.0644833148,0.0623624623,0.00183329266,26,0,1
0.01,40,0.0670234635,0.0649660602,0.00194666523,25,0,1
0.01,41,0.0695898384,0.0676355362,0.0020655524,25,0,1
0.01,42,0.072212711,0.070369564,0.00219005556,25,0,1
0.01,43,0.0748929456,0.073169291,0.00232039229,25,0,1
0.01,44,0.0776313469,0.0760358125,0.00245678425,25,0,1
0.01,45,0.0804288536,0.0789703131,0.0025994631,25,0,1
0.01,46,0.0832862034,0.0819738656,0.00274866261,25,0,1
0.01,47,0.0862043872,0.0850476846,0.0029046298,25,0,1
0.01,48,0.0891842246,0.0881929472,0.0030676173,25,0,1
0.01,49,0.0922266468,0.0914108455,0.00323788635,25,0,1
0.01,50,0.0953325257,0.0947025642,0.00341570377,25,0,1
0.01,51,0.0985028148,0.09806934,0.00360134826,25,0,1
0.01,52,0.101738438,0.10151244,0.00379510666,25,0,1
0.01,53,0.105040275,0.105033047,0.00399727048,25,0,1
0.01,54,0.108409323,0.108632475,0.00420814706,25,0,1
0.01,55,0.111846536,0.112312026,0.00442805095,25,0,1
0.01,56,0.115352839,0.116072915,0.00465730019,25,0,1
0.01,57,0.11892923,0.119916506,0.00489623053,25,0,1
0.01,58,0.122576766,0.123844169,0.00514518982,25,0,1
