tol,traj,x,y,z,naccept,nreject,converged
0.01,0,-0.000687187305,0,0,12,0,1
0.01,1,0.000161331365,0.000854113372,9.90293393e-06,12,0,1
0.01,2,0.00101796456,0.00173900835,2.06819986e-05,12,0,1
0.01,3,0.00187330239,0.00265549636,3.23328713e-05,12,0,1
0.01,4,0.00271296012,0.00360451383,4.48160099e-05,12,0,1
0.01,5,0.00350598898,0.00458727777,5.80073465e-05,12,0,1
0.01,6,0.00480355555,0.00559840258,7.28615632e-05,11,0,1
0.01,7,0.00621404033,0.00664114859,8.90520678e-05,11,0,1
0.01,8,0.00767379953,0.00771672092,0.000106533735,11,0,1
0.01,9,0.0091853207,0.00882566627,0.000125359555,11,0,1
0.01,10,0.0107506569,0.00996853411,0.000145583967,11,0,1
0.01,11,0.0123707056,0.0111459047,0.000167263643,11,0,1
0.01,12,0.0140495105,0.0123582827,0.000190453851,11,0,1
0.01,13,0.0157868788,0.0136062782,0.000215215434,11,0,1
0.01,14,0.0175852515,0.0148904333,0.000241607428,11,0,1
0.01,15,0.0194485541,0.0162112489,0.000269687938,11,0,1
0.01,16,0.0213771891,0.0175693315,0.000299521751,11,0,1
0.01,17,0.0230620112,0.0189770367,0.000332779717,12,0,1
0.01,18,0.0245275255,0.0204358827,0.000369309942,12,0,1
0.01,19,0.0260752365,0.0219355989,0.000407672982,12,0,1
0.01,20,0.0276990719,0.0234770644,0.000448046339,12,0,1
0.01,21,0.0293943118,0.0250611547,0.000490571547,12,0,1
0.01,22,0.031160878,0.026688559,0.000535372063,12,0,1
0.01,23,0.0330018103,0.0283598304,0.000582547218,12,0,1
0.01,24,0.0349214487,0.0300754737,0.00063218968,12,0,1
0.01,25,0.0369258076,0.0318358503,0.000684376457,12,0,1
0.01,26,0.0390247442,0.0336410888,0.000739166222,12,0,1
0.01,27,0.0412295349,0.0354911871,0.00079660723,12,0,1
0.01,28,0.0435584746,0.0373856351,0.000856697967,12,0,1
0.01,29,0.0460400134,0.0393231995,0.000919375743,12,0,1
0.01,30,0.048710037,0.0413019285,0.000984513899,12,0,1
0.01,31,0.0516278818,0.0433181003,0.00105182431,12,0,1
0.01,32,0.0548815317,0.0453655869,0.00112080015,12,0,1
0.01,33,0.0586216785,0.0474332199,0.00119047717,12,0,1
0.01,34,0.0631233901,0.0494997799,0.00125897769,12,0,1
0.01,35,0.068924807,0.0515225455,0.001322489,12,0,1
0.01,36,0.07721176,0.0534056649,0.00137246994,12,0,1
0.01,37,0.0704146326,0.0564988852,0.00153050583,12,1,1
