dt,traj,x,y,z,converged
0.5,0,16,0,0,1
0.5,1,16.0513191,-0.0359237529,-0.0205278601,1
0.5,2,16.1026382,-0.0718475059,-0.0410557203,1
0.5,3,16.1539593,-0.107771263,-0.0615835786,1
0.5,4,16.2052784,-0.143695012,-0.0821114406,1
0.5,5,16.2565975,-0.179618776,-0.102639295,1
0.5,6,16.3079185,-0.215542525,-0.123167157,1
0.5,7,16.3592377,-0.251466274,-0.143695012,1
0.5,8,16.4105568,-0.287390023,-0.164222881,1
0.5,9,16.4618759,-0.323313802,-0.184750736,1
0.5,10,16.513195,-0.359237552,-0.20527859,1
0.5,11,16.5645161,-0.395161271,-0.225806445,1
0.5,12,16.6158352,-0.43108505,-0.246334314,1
0.5,13,16.6671543,-0.467008829,-0.266862184,1
0.5,14,16.7184753,-0.502932549,-0.287390023,1
0.5,15,16.7697945,-0.538856268,-0.307917893,1
0.5,16,16.8211136,-0.574780047,-0.328445762,1
0.5,17,16.8724327,-0.610703766,-0.348973602,1
0.5,18,16.9237518,-0.646627605,-0.369501472,1
0.5,19,16.9750729,-0.682551324,-0.390029311,1
0.5,20,17.026392,-0.718475103,-0.410557181,1
0.5,21,17.0777111,-0.754398823,-0.43108505,1
0.5,22,17.1290321,-0.790322542,-0.45161289,1
0.5,23,17.1803513,-0.826246262,-0.472140759,1
0.5,24,17.2316704,-0.8621701,-0.492668629,1
0.5,25,17.2829933,-0.89809382,-0.513196468,1
0.5,26,17.3343124,-0.934017658,-0.533724368,1
0.5,27,17.3856316,-0.969941378,-0.554252207,1
0.5,28,17.4369507,-1.0058651,-0.574780047,1
0.5,29,17.4882698,-1.04178882,-0.595307946,1
0.5,30,17.5395908,-1.07771254,-0.615835786,1
0.5,31,17.59091,-1.11363626,-0.636363626,1
0.5,32,17.6422291,-1.14956009,-0.656891525,1
0.5,33,17.6935501,-1.18548381,-0.677419364,1
0.5,34,17.7448692,-1.22140753,-0.697947204,1
0.5,35,17.7961884,-1.25733125,-0.718475044,1
0.5,36,17.8475075,-1.29325521,-0.739002943,1
0.5,37,17.8988266,-1.32917893,-0.759530783,1
0.5,38,17.9501476,-1.36510265,-0.780058622,1
0.5,39,18.0014668,-1.40102649,-0.800586522,1
0.5,40,18.0527859,-1.43695021,-0.821114361,1
0.5,41,18.1041069,-1.47287393,-0.841642201,1
0.5,42,18.155426,-1.50879765,-0.8621701,1
0.5,43,18.2067451,-1.54472136,-0.88269794,1
0.5,44,18.2580643,-1.58064508,-0.90322578,1
0.5,45,18.3093834,-1.6165688,-0.923753679,1
0.5,46,18.3607044,-1.65249252,-0.944281518,1
0.5,47,18.4120235,-1.68841624,-0.964809358,1
0.5,48,18.4633427,-1.7243402,-0.985337257,1
0.5,49,18.5146637,-1.76026392,-1.0058651,1
0.5,50,18.5659828,-1.79618764,-1.02639294,1
0.5,51,18.6173019,-1.83211136,-1.04692078,1
0.5,52,18.6686211,-1.86803532,-1.06744874,1
0.5,53,18.7199402,-1.90395904,-1.08797657,1
0.5,54,18.7712612,-1.93988276,-1.10850441,1
0.5,55,18.8225803,-1.97580647,-1.12903225,1
0.5,56,18.8738995,-2.01173019,-1.14956009,1
0.5,57,18.9252205,-2.04765391,-1.17008793,1
0.5,58,18.9765396,-2.08357763,-1.19061589,1
0.5,59,19.0278587,-2.11950159,-1.21114373,1
0.5,60,19.0791779,-2.15542507,-1.23167157,1
0.5,61,19.130497,-2.19134903,-1.25219941,1
0.5,62,19.181818,-2.22727251,-1.27272725,1
0.5,63,19.2331371,-2.26319647,-1.29325509,1
0.5,64,19.2844563,-2.29912019,-1.31378305,1
0.5,65,19.3357773,-2.33504391,-1.33431089,1
0.5,66,19.3870964,-2.37096763,-1.35483873,1
0.5,67,19.4384155,-2.40689135,-1.37536657,1
0.5,68,19.4897346,-2.44281507,-1.39589441,1
0.5,69,19.5410538,-2.47873878,-1.41642225,1
0.5,70,19.5923748,-2.5146625,-1.43695009,1
0.5,71,19.6436939,-2.55058646,-1.45747805,1
0.5,72,19.695015,-2.58651042,-1.47800589,1
0.5,73,19.7463341,-2.6224339,-1.49853373,1
0.5,74,19.7976551,-2.65835786,-1.51906157,1
0.5,75,19.8489723,-2.69428134,-1.53958941,1
0.5,76,19.9002953,-2.7302053,-1.56011724,1
0.5,77,19.9516144,-2.76612926,-1.5806452,1
0.5,78,20.0029335,-2.80205297,-1.60117304,1
0.5,79,20.0542526,-2.83797669,-1.62170088,1
0.5,80,20.1055717,-2.87390041,-1.64222872,1
0.5,81,20.1568928,-2.90982413,-1.66275656,1
0.5,82,20.2082119,-2.94574785,-1.6832844,1
0.5,83,20.259531,-2.98167181,-1.70381236,1
0.5,84,20.3108521,-3.01759529,-1.7243402,1
0.5,85,20.3621712,-3.05351925,-1.74486804,1
0.5,86,20.4134903,-3.08944273,-1.76539588,1
0.5,87,20.4648094,-3.12536621,-1.78592372,1
0.5,88,20.5161285,-3.16129017,-1.80645156,1
0.5,89,20.5674496,-3.19721413,-1.82697952,1
0.5,90,20.6187687,-3.23313761,-1.84750736,1
0.5,91,20.6700878,-3.26906157,-1.8680352,1
0.5,92,20.7214088,-3.30498505,-1.88856304,1
0.5,93,20.772728,-3.340909,-1.90909088,1
0.5,94,20.8240471,-3.37683249,-1.92961872,1
0.5,95,20.8753662,-3.41275644,-1.95014668,1
0.5,96,20.9266853,-3.4486804,-1.97067451,1
0.5,97,20.9780064,-3.48460436,-1.99120235,1
0.5,98,21.0293255,-3.52052784,-2.01173019,1
0.5,99,21.0806446,-3.55645132,-2.03225803,1
0.5,100,21.1319656,-3.59237528,-2.05278587,1
0.5,101,21.1832848,-3.62829924,-2.07331371,1
0.5,102,21.2346039,-3.66422272,-2.09384155,1
0.5,103,21.285923,-3.7001462,-2.11436939,1
0.5,104,21.3372421,-3.73607063,-2.13489747,1
0.5,105,21.3885632,-3.77199459,-2.15542531,1
0.5,106,21.4398823,-3.80791807,-2.17595315,1
0.5,107,21.4912014,-3.84384203,-2.19648099,1
0.5,108,21.5425224,-3.87976551,-2.21700883,1
0.5,109,21.5938416,-3.91568947,-2.23753667,1
0.5,110,21.6451607,-3.95161295,-2.25806451,1
0.5,111,21.6964798,-3.98753691,-2.27859235,1
0.5,112,21.7477989,-4.02346039,-2.29912019,1
0.5,113,21.7991199,-4.05938435,-2.31964803,1
0.5,114,21.8504391,-4.09530783,-2.34017587,1
0.5,115,21.9017582,-4.13123178,-2.36070371,1
0.5,116,21.9530792,-4.16715527,-2.38123178,1
0.5,117,22.0044003,-4.20307922,-2.40175962,1
0.5,118,22.0557175,-4.23900318,-2.42228746,1
0.5,119,22.1070404,-4.27492714,-2.4428153,1
0.5,120,22.1583557,-4.31085014,-2.46334314,1
0.5,121,22.2096786,-4.3467741,-2.48387098,1
0.5,122,22.2609959,-4.38269806,-2.50439882,1
0.5,123,22.3123169,-4.41862202,-2.52492666,1
0.5,124,22.363636,-4.45454502,-2.5454545,1
0.5,125,22.414957,-4.49046898,-2.56598234,1
0.5,126,22.4662743,-4.52639294,-2.58651018,1
0.5,127,22.5175972,-4.56231689,-2.60703802,1
0.5,128,22.5689163,-4.59824038,-2.6275661,1
0.5,129,22.6202354,-4.63416433,-2.64809394,1
0.5,130,22.6715546,-4.67008781,-2.66862178,1
0.5,131,22.7228737,-4.70601177,-2.68914962,1
0.5,132,22.7741947,-4.74193525,-2.70967746,1
0.5,133,22.8255138,-4.77785921,-2.7302053,1
0.5,134,22.876833,-4.81378269,-2.75073314,1
0.5,135,22.928154,-4.84970665,-2.77126098,1
0.5,136,22.9794731,-4.88563013,-2.79178882,1
0.5,137,23.0307922,-4.92155409,-2.81231666,1
0.5,138,23.0821114,-4.95747757,-2.8328445,1
0.5,139,23.1334305,-4.99340153,-2.85337234,1
0.5,140,23.1847515,-5.02932501,-2.87390018,1
0.5,141,23.2360706,-5.06524944,-2.89442825,1
0.5,142,23.2873898,-5.10117292,-2.91495609,1
0.5,143,23.3387108,-5.13709688,-2.93548393,1
0.5,144,23.3900299,-5.17302084,-2.95601177,1
0.5,145,23.441349,-5.20894432,-2.97653961,1
0.5,146,23.4926682,-5.2448678,-2.99706745,1
0.5,147,23.5439873,-5.28079176,-3.01759529,1
0.5,148,23.5953083,-5.31671572,-3.03812313,1
0.5,149,23.6466274,-5.3526392,-3.05865097,1
0.5,150,23.6979465,-5.38856268,-3.07917881,1
0.5,151,23.7492676,-5.42448664,-3.09970665,1
0.5,152,23.8005867,-5.46041059,-3.12023449,1
0.5,153,23.8519058,-5.49633455,-3.14076257,1
0.5,154,23.9032249,-5.53225851,-3.16129041,1
0.5,155,23.9545441,-5.56818199,-3.18181825,1
0.5,156,24.0058651,-5.60410595,-3.20234609,1
0.5,157,24.0571842,-5.64002943,-3.22287393,1
0.5,158,24.1085033,-5.67595339,-3.24340177,1
0.5,159,24.1598244,-5.71187687,-3.26392961,1
0.5,160,24.2111435,-5.74780083,-3.28445745,1
0.5,161,24.2624626,-5.78372431,-3.30498528,1
0.5,162,24.3137817,-5.81964827,-3.32551312,1
0.5,163,24.3651009,-5.85557175,-3.34604096,1
0.5,164,24.4164219,-5.8914957,-3.3665688,1
0.5,165,24.467741,-5.92741966,-3.38709688,1
0.5,166,24.519062,-5.96334362,-3.40762472,1
0.5,167,24.5703812,-5.99926662,-3.42815256,1
0.5,168,24.6217022,-6.03519058,-3.4486804,1
0.5,169,24.6730194,-6.07111454,-3.46920824,1
0.5,170,24.7243423,-6.1070385,-3.48973608,1
0.5,171,24.7756577,-6.1429615,-3.51026392,1
0.5,172,24.8269806,-6.17888546,-3.53079176,1
0.5,173,24.8782978,-6.21480942,-3.5513196,1
0.5,174,24.9296188,-6.25073242,-3.57184744,1
0.5,175,24.980938,-6.28665733,-3.59237528,1
0.5,176,25.032259,-6.32258034,-3.61290312,1
0.5,177,25.0835781,-6.35850477,-3.6334312,1
0.5,178,25.1348991,-6.39442825,-3.65395904,1
0.5,179,25.1862183,-6.43035173,-3.67448688,1
0.5,180,25.2375374,-6.46627522,-3.69501472,1
0.5,181,25.2888565,-6.50219965,-3.71554255,1
0.5,182,25.3401756,-6.53812313,-3.73607039,1
0.5,183,25.3914967,-6.57404661,-3.75659823,1
0.5,184,25.4428158,-6.60997009,-3.77712607,1
0.5,185,25.4941349,-6.64589453,-3.79765391,1
0.5,186,25.5454559,-6.68181801,-3.81818175,1
0.5,187,25.5967751,-6.71774149,-3.83870959,1
0.5,188,25.6480942,-6.75366497,-3.85923743,1
0.5,189,25.6994133,-6.78958941,-3.87976551,1
0.5,190,25.7507324,-6.82551289,-3.90029335,1
0.5,191,25.8020535,-6.86143732,-3.92082119,1
0.5,192,25.8533726,-6.8973608,-3.94134903,1
0.5,193,25.9046917,-6.93328428,-3.96187687,1
0.5,194,25.9560127,-6.96920872,-3.98240471,1
0.5,195,26.0073318,-7.0051322,-4.00293255,1
0.5,196,26.058651,-7.04105568,-4.02346039,1
0.5,197,26.1099701,-7.07697916,-4.04398823,1
0.5,198,26.1612892,-7.11290264,-4.06451607,1
0.5,199,26.2126102,-7.14882708,-4.08504391,1
0.5,200,26.2639294,-7.18475056,-4.10557175,1
0.5,201,26.3152485,-7.22067404,-4.12609959,1
0.5,202,26.3665695,-7.25659847,-4.14662743,1
0.5,203,26.4178886,-7.29252195,-4.16715527,1
0.5,204,26.4692078,-7.32844543,-4.18768311,1
0.5,205,26.5205269,-7.36436892,-4.20821095,1
0.5,206,26.571846,-7.4002924,-4.22873878,1
0.5,207,26.623167,-7.43621683,-4.24926662,1
0.5,208,26.6744862,-7.47214127,-4.26979494,1
0.5,209,26.7258072,-7.50806427,-4.29032278,1
0.5,210,26.7771263,-7.54398918,-4.31085062,1
0.5,211,26.8284473,-7.57991219,-4.33137846,1
0.5,212,26.8797646,-7.61583614,-4.3519063,1
0.5,213,26.9310875,-7.65175915,-4.37243414,1
0.5,214,26.9824028,-7.68768406,-4.39296198,1
0.5,215,27.0337257,-7.72360706,-4.41348982,1
0.5,216,27.085043,-7.75953102,-4.43401766,1
0.5,217,27.136364,-7.79545403,-4.4545455,1
0.5,218,27.1876831,-7.83137894,-4.47507334,1
0.5,219,27.2390041,-7.86730194,-4.49560118,1
0.5,220,27.2903214,-7.9032259,-4.51612902,1
0.5,221,27.3416443,-7.9391489,-4.53665686,1
0.5,222,27.3929596,-7.97507381,-4.5571847,1
0.5,223,27.4442825,-8.01099682,-4.57771254,1
0.5,224,27.4955997,-8.04692078,-4.59824038,1
0.5,225,27.5469208,-8.08284378,-4.61876822,1
0.5,226,27.5982399,-8.11876869,-4.63929605,1
0.5,227,27.6495609,-8.1546917,-4.65982389,1
0.5,228,27.7008781,-8.19061565,-4.68035173,1
0.5,229,27.7522011,-8.22653866,-4.70087957,1
0.5,230,27.8035164,-8.26246357,-4.72140741,1
0.5,231,27.8548393,-8.29838657,-4.74193525,1
0.5,232,27.9061584,-8.33431053,-4.76246357,1
0.5,233,27.9574776,-8.37023449,-4.78299141,1
0.5,234,28.0087967,-8.40615845,-4.80351925,1
0.5,235,28.0601196,-8.44208241,-4.82404709,1
0.5,236,28.1114388,-8.47800636,-4.84457493,1
0.5,237,28.1627579,-8.51393032,-4.86510277,1
0.5,238,28.214077,-8.54985428,-4.88563061,1
0.5,239,28.2653961,-8.58577728,-4.90615845,1
0.5,240,28.3167152,-8.62170029,-4.92668629,1
0.5,241,28.3680344,-8.65762424,-4.94721413,1
0.5,242,28.4193535,-8.6935482,-4.96774197,1
0.5,243,28.4706726,-8.72947216,-4.98826981,1
0.5,244,28.5219955,-8.76539612,-5.00879765,1
0.5,245,28.5733147,-8.80132008,-5.02932549,1
0.5,246,28.6246338,-8.83724403,-5.04985332,1
0.5,247,28.6759529,-8.87316704,-5.07038116,1
0.5,248,28.727272,-8.90909004,-5.090909,1
0.5,249,28.7785912,-8.945014,-5.11143684,1
0.5,250,28.8299103,-8.98093796,-5.13196468,1
0.5,251,28.8812332,-9.01686192,-5.15249252,1
0.5,252,28.9325523,-9.05278587,-5.17302036,1
0.5,253,28.9838715,-9.08870983,-5.1935482,1
0.5,254,29.0351906,-9.12463379,-5.21407604,1
0.5,255,29.0865097,-9.16055679,-5.23460388,1
0.5,256,29.1378326,-9.19648075,-5.2551322,1
0.5,257,29.1891479,-9.23240566,-5.27566004,1
0.5,258,29.2404709,-9.26832867,-5.29618788,1
0.5,259,29.2917862,-9.30425262,-5.31671572,1
0.5,260,29.3431091,-9.34017563,-5.33724356,1
0.5,261,29.3944283,-9.37610054,-5.3577714,1
0.5,262,29.4457474,-9.41202354,-5.37829924,1
0.5,263,29.4970665,-9.4479475,-5.39882708,1
0.5,264,29.5483894,-9.48387051,-5.41935492,1
0.5,265,29.5997047,-9.51979542,-5.43988276,1
0.5,266,29.6510277,-9.55571842,-5.46041059,1
0.5,267,29.7023468,-9.59164238,-5.48093843,1
0.5,268,29.7536659,-9.62756538,-5.50146627,1
0.5,269,29.804985,-9.6634903,-5.52199411,1
0.5,270,29.856308,-9.6994133,-5.54252195,1
0.5,271,29.9076233,-9.73533726,-5.56304979,1
0.5,272,29.9589462,-9.77126026,-5.58357763,1
0.5,273,30.0102615,-9.80718517,-5.60410547,1
0.5,274,30.0615845,-9.84310818,-5.62463331,1
0.5,275,30.1128998,-9.87903214,-5.64516115,1
0.5,276,30.1642227,-9.91495514,-5.66568899,1
0.5,277,30.2155418,-9.95088005,-5.68621683,1
0.5,278,30.266861,-9.98680305,-5.70674467,1
0.5,279,30.3181801,-10.022727,-5.72727251,1
0.5,280,30.369503,-10.05865,-5.74780035,1
0.5,281,30.4208221,-10.0945759,-5.76832867,1
0.5,282,30.4721413,-10.1304989,-5.78885651,1
0.5,283,30.5234604,-10.1664219,-5.80938435,1
0.5,284,30.5747795,-10.2023458,-5.82991219,1
0.5,285,30.6260986,-10.2382698,-5.85044003,1
0.5,286,30.6774216,-10.2741938,-5.87096786,1
0.5,287,30.7287407,-10.3101177,-5.8914957,1
0.5,288,30.7800598,-10.3460417,-5.91202354,1
0.5,289,30.8313789,-10.3819656,-5.93255138,1
0.5,290,30.8826981,-10.4178886,-5.95307922,1
0.5,291,30.9340172,-10.4538116,-5.97360706,1
0.5,292,30.9853363,-10.4897356,-5.9941349,1
0.5,293,31.0366554,-10.5256596,-6.01466274,1
0.5,294,31.0879745,-10.5615835,-6.03519058,1
0.5,295,31.1392975,-10.5975075,-6.05571842,1
0.5,296,31.1906166,-10.6334314,-6.07624626,1
0.5,297,31.2419357,-10.6693554,-6.0967741,1
0.5,298,31.2932549,-10.7052784,-6.11730194,1
0.5,299,31.344574,-10.7412014,-6.13782978,1
0.5,300,31.3958931,-10.7771254,-6.15835762,1
0.5,301,31.4472122,-10.8130493,-6.17888546,1
0.5,302,31.4985352,-10.8489733,-6.1994133,1
0.5,303,31.5498543,-10.8848972,-6.21994114,1
0.5,304,31.6011734,-10.9208212,-6.24046898,1
0.5,305,31.6524963,-10.9567451,-6.2609973,1
0.5,306,31.7038116,-10.9926691,-6.28152514,1
0.5,307,31.7551346,-11.0285921,-6.30205297,1
0.5,308,31.8064499,-11.064517,-6.32258081,1
0.5,309,31.8577728,-11.10044,-6.34310865,1
0.5,310,31.9090881,-11.136364,-6.36363649,1
0.5,311,31.9604111,-11.172287,-6.38416433,1
0.5,312,32.0117302,-11.2082119,-6.40469217,1
0.5,313,32.0630493,-11.2441349,-6.42522001,1
0.5,314,32.1143684,-11.2800589,-6.44574785,1
0.5,315,32.1656914,-11.3159819,-6.46627569,1
0.5,316,32.2170067,-11.3519068,-6.48680353,1
0.5,317,32.2683296,-11.3878298,-6.50733137,1
0.5,318,32.3196487,-11.4237537,-6.52785921,1
0.5,319,32.3709679,-11.4596767,-6.54838705,1
0.5,320,32.422287,-11.4956017,-6.56891489,1
0.5,321,32.4736099,-11.5315247,-6.58944273,1
0.5,322,32.5249252,-11.5674486,-6.60997057,1
0.5,323,32.5762482,-11.6033716,-6.63049841,1
0.5,324,32.6275635,-11.6392965,-6.65102625,1
0.5,325,32.6788864,-11.6752195,-6.67155409,1
0.5,326,32.7302017,-11.7111435,-6.69208193,1
0.5,327,32.7815247,-11.7470665,-6.71260977,1
0.5,328,32.8328438,-11.7829914,-6.73313761,1
0.5,329,32.8841629,-11.8189154,-6.75366592,1
0.5,330,32.9354858,-11.8548393,-6.77419376,1
0.5,331,32.986805,-11.8907633,-6.7947216,1
0.5,332,33.0381241,-11.9266872,-6.81524944,1
0.5,333,33.0894432,-11.9626102,-6.83577728,1
0.5,334,33.1407623,-11.9985332,-6.85630512,1
0.5,335,33.1920815,-12.0344572,-6.87683296,1
0.5,336,33.2434006,-12.0703812,-6.8973608,1
0.5,337,33.2947235,-12.1063051,-6.91788864,1
