dt,traj,x,y,z
0.5,0,4.30110502,0,0
0.5,1,7.07352638,3.1168623,-34.6680603
0.5,2,-0.988813758,-0.535060048,0.920882702
0.5,3,22.4297447,199.094666,167.799683
0.5,4,117.23867,2485.36572,1071.48206
0.5,5,318.121735,8268.91016,396.375488
0.5,6,368.204742,-60745.6406,-20416.4766
0.5,7,-1832.62708,-1242288.25,51871.3867
0.5,8,-15468.5596,-12082483,3869678.75
0.5,9,-58753.5156,-65787032,46276740
0.5,10,84133.0859,362159328,-240889520
0.5,11,5343172.5,1.46657219e+10,-2.9862273e+10
0.5,12,90024560,5.40976077e+09,-1.0851405e+11
0.5,13,1.20635366e+09,5.76432594e+13,1.56774812e+14
0.5,14,1.39375155e+10,1.56430891e+16,1.89395817e+16
0.5,15,1.387897e+11,1.91951489e+18,1.39256584e+18
0.5,16,1.17846101e+12,1.53417056e+20,7.31894621e+19
0.5,17,8.35266753e+12,8.85129758e+21,2.84454643e+21
0.5,18,4.70059592e+13,3.76685973e+23,7.97767368e+22
0.5,19,1.85273632e+14,1.12764935e+25,1.44814161e+24
0.5,20,3.0790899e+14,1.68762934e+26,1.03578549e+25
0.5,21,-1.77315443e+14,-4.89886995e+27,-2.43582015e+25
0.5,22,4.24754699e+16,-5.09649578e+29,2.23528141e+28
0.5,23,1.11741401e+18,-2.47175643e+31,2.16380177e+30
0.5,24,1.67071847e+19,-8.93298461e+32,1.13806217e+32
0.5,25,1.91342485e+20,-2.67476134e+34,4.40173009e+33
0.5,26,1.85513683e+21,-6.94726483e+35,1.3889816e+35
0.5,27,1.59057422e+22,-Inf,3.73976639e+36
0.5,28,1.23672683e+23,-Inf,Inf
0.5,29,8.8677044e+23,-Inf,Inf
0.5,30,5.94207558e+24,-Inf,Inf
0.5,31,3.72309298e+25,-Inf,Inf
0.5,32,2.1992295e+26,-Inf,Inf
0.5,33,1.22944775e+27,-Inf,Inf
0.5,34,6.50547304e+27,-Inf,Inf
0.5,35,3.26882515e+28,-Inf,Inf
0.5,36,1.5557911e+29,-Inf,Inf
0.5,37,7.00326798e+29,-Inf,Inf
0.5,38,2.96718028e+30,-Inf,Inf
0.5,39,1.17682896e+31,-Inf,Inf
0.5,40,4.28335813e+31,-Inf,Inf
0.5,41,1.39309319e+32,-Inf,Inf
0.5,42,3.77622506e+32,-Inf,Inf
0.5,43,6.60338339e+32,-Inf,Inf
0.5,44,-8.71704918e+32,-Inf,-Inf
0.5,45,-1.6089347e+34,-Inf,-Inf
0.5,46,-1.0222787e+35,-Inf,-Inf
0.5,47,-4.87102864e+35,-Inf,-Inf
0.5,48,-1.94689614e+36,-Inf,-Inf
0.5,49,-6.67048584e+36,-Inf,NaN
0.5,50,-Inf,NaN,NaN
0.5,51,-Inf,NaN,NaN
0.5,52,-Inf,NaN,NaN
