tol,traj,x,y,z,naccept,nreject,converged
0.01,0,3.28495116e-05,0,0,11,0,1
0.01,1,0.000977048767,0.000852844561,1.03489401e-05,11,0,1
0.01,2,0.00195027364,0.00173600914,2.16892477e-05,11,0,1
0.01,3,0.00295283645,0.00265013333,3.40730694e-05,11,0,1
0.01,4,0.00398521125,0.00359586766,4.75546804e-05,11,0,1
0.01,5,0.00504794018,0.00457386998,6.21905056e-05,11,0,1
0.01,6,0.00614176365,0.00558480946,7.80389673e-05,11,0,1
0.01,7,0.00726690609,0.00662936736,9.51613838e-05,11,0,1
0.01,8,0.008424378,0.00770822773,0.000113620386,11,0,1
0.01,9,0.00961436611,0.00882209092,0.000133482259,11,0,1
0.01,10,0.010837459,0.00997167267,0.000154815483,11,0,1
0.01,11,0.0120944735,0.0111576831,0.000177690323,11,0,1
0.01,12,0.0133858835,0.0123808617,0.000202180789,11,0,1
0.01,13,0.0147123318,0.0136419414,0.000228362944,11,0,1
0.01,14,0.0160742737,0.0149416793,0.000256316678,11,0,1
0.01,15,0.0174725708,0.0162808355,0.000286123221,11,0,1
0.01,16,0.0189075079,0.0176601876,0.000317869359,11,0,1
0.01,17,0.0203799885,0.019080516,0.000351642346,11,0,1
0.01,18,0.021890616,0.020542616,0.000387534004,11,0,1
0.01,19,0.0234399755,0.0220472924,0.000425639533,11,0,1
0.01,20,0.0250286423,0.0235953722,0.000466058147,11,0,1
0.01,21,0.0266574118,0.0251876842,0.000508891244,11,0,1
0.01,22,0.0283269305,0.0268250611,0.0005542445,11,0,1
0.01,23,0.0300377626,0.028508367,0.000602228451,11,0,1
0.01,24,0.031790752,0.0302384533,0.00065295503,11,0,1
0.01,25,0.0335864499,0.0320162177,0.000706543506,11,0,1
0.01,26,0.0354256257,0.0338425413,0.000763114775,11,0,1
0.01,27,0.0373090543,0.0357183106,0.000822793925,11,0,1
0.01,28,0.0392374061,0.0376444533,0.000885711808,11,0,1
0.01,29,0.0412113145,0.0396219045,0.000952004688,11,0,1
0.01,30,0.0432315469,0.0416515842,0.00102181104,11,0,1
0.01,31,0.0452990159,0.0437344536,0.001095274,11,0,1
0.01,32,0.0474143066,0.045871485,0.00117254502,11,0,1
0.01,33,0.0495781675,0.048063647,0.00125377811,11,0,1
0.01,34,0.0517915078,0.050311923,0.00133913138,11,0,1
0.01,35,0.0540550575,0.0526173301,0.00142877048,11,0,1
0.01,36,0.0563695095,0.0549808852,0.00152286759,11,0,1
0.01,37,0.058735732,0.0574036017,0.00162159733,11,0,1
0.01,38,0.0611546226,0.0598865338,0.00172514142,11,0,1
0.01,39,0.0636268258,0.0624307469,0.00183369068,11,0,1
0.01,40,0.0661532879,0.0650373176,0.00194743811,11,0,1
0.01,41,0.0687348098,0.0677073076,0.00206658407,11,0,1
0.01,42,0.0713722259,0.0704418346,0.00219133706,11,0,1
0.01,43,0.074066408,0.0732419863,0.00232191011,11,0,1
0.01,44,0.0768182203,0.0761089101,0.00245852582,11,0,1
0.01,45,0.0796285942,0.0790437534,0.00260141003,11,0,1
0.01,46,0.082498312,0.0820476636,0.00275080232,11,0,1
0.01,47,0.0854283199,0.085121803,0.00290694297,11,0,1
0.01,48,0.0884195268,0.0882673711,0.00307008415,11,0,1
0.01,49,0.0914728194,0.0914855599,0.00324048637,11,0,1
0.01,50,0.094589144,0.0947775617,0.00341841136,11,0,1
0.01,51,0.0977694541,0.098144643,0.0036041413,11,0,1
0.01,52,0.101014681,0.101588055,0.0037979586,11,0,1
0.01,53,0.104325742,0.105109006,0.00400015526,11,0,1
0.01,54,0.107703701,0.108708821,0.00421103416,11,0,1
0.01,55,0.111149393,0.11238873,0.00443090592,11,0,1
0.01,56,0.114663921,0.116150111,0.00466009416,11,0,1
0.01,57,0.118248254,0.119994231,0.00489892857,11,0,1
0.01,58,0.121903375,0.123922445,0.00514775002,11,0,1
0.01,59,0.125630319,0.127936125,0.00540691474,11,0,1
0.01,60,0.129430085,0.132036597,0.00567678036,11,0,1
0.01,61,0.133303761,0.136225253,0.00595772173,11,0,1
0.01,62,0.137252375,0.140503541,0.00625012629,11,0,1
0.01,63,0.141276956,0.144872785,0.00655438472,11,0,1
0.01,64,0.145378679,0.149334535,0.00687091518,11,0,1
0.01,65,0.149558499,0.153890133,0.00720012747,11,0,1
0.01,66,0.153817579,0.158541098,0.00754246209,11,0,1
0.01,67,0.158156961,0.163288847,0.00789835677,11,0,1
0.01,68,0.162577882,0.168134987,0.00826827995,11,0,1
0.01,69,0.167081356,0.173080921,0.00865269918,11,0,1
0.01,70,0.171668544,0.178128213,0.00905209873,11,0,1
0.01,71,0.176340684,0.183278501,0.0094669899,11,0,1
0.01,72,0.181098804,0.188533157,0.00989787094,11,0,1
0.01,73,0.185944125,0.193893909,0.010345283,11,0,1
0.01,74,0.19087781,0.199362278,0.0108097633,11,0,1
0.01,75,0.19590117,0.204939961,0.0112918867,11,0,1
0.01,76,0.201015234,0.21062845,0.0117922137,11,0,1
0.01,77,0.206221342,0.216429532,0.0123113506,11,0,1
0.01,78,0.211520687,0.222344786,0.0128498999,11,0,1
0.01,79,0.21691443,0.228375837,0.0134084849,11,0,1
0.01,80,0.222403958,0.234524518,0.0139877629,11,0,1
0.01,81,0.227990419,0.240792409,0.014588384,11,0,1
0.01,82,0.233675152,0.247181371,0.0152110439,11,0,1
0.01,83,0.239459425,0.253693014,0.0158564318,11,0,1
0.01,84,0.24534452,0.260329187,0.0165252686,11,0,1
0.01,85,0.251331687,0.267091602,0.0172182992,11,0,1
0.01,86,0.257422358,0.273982108,0.0179362819,11,0,1
0.01,87,0.263617814,0.281002492,0.018679997,11,0,1
0.01,88,0.269919336,0.288154542,0.0194502454,11,0,1
0.01,89,0.276328325,0.295440137,0.0202478506,11,0,1
0.01,90,0.282846123,0.302861184,0.0210736692,11,0,1
0.01,91,0.2894741,0.31041944,0.0219285507,11,0,1
0.01,92,0.296213657,0.318116784,0.0228133947,11,0,1
0.01,93,0.303066224,0.325955331,0.0237291362,11,0,1
0.01,94,0.310033083,0.333936781,0.0246766917,11,0,1
0.01,95,0.317115903,0.342063278,0.0256570522,11,0,1
0.01,96,0.324315667,0.350336552,0.0266711749,11,0,1
0.01,97,0.331634253,0.358758658,0.0277201049,11,0,1
0.01,98,0.339072853,0.367331624,0.028804874,11,0,1
0.01,99,0.346633077,0.376057386,0.0299265571,11,0,1
0.01,100,0.354316235,0.384937972,0.0310862493,11,0,1
0.01,101,0.362123966,0.393975437,0.0322850905,11,0,1
0.01,102,0.370057523,0.403171659,0.033524204,11,0,1
0.01,103,0.378118724,0.412529022,0.034804821,11,0,1
0.01,104,0.386308968,0.422049463,0.0361281484,11,0,1
0.01,105,0.394629598,0.43173489,0.0374954082,11,0,1
0.01,106,0.403082252,0.441587478,0.0389078893,11,0,1
0.01,107,0.41166839,0.451609373,0.0403669029,11,0,1
0.01,108,0.420389771,0.461802721,0.0418738052,11,0,1
0.01,109,0.429247707,0.472169608,0.0434299558,11,0,1
0.01,110,0.438243985,0.48271212,0.0450367779,11,0,1
0.01,111,0.447379947,0.493432492,0.0466957055,11,0,1
0.01,112,0.45665738,0.50433296,0.0484082513,11,0,1
0.01,113,0.466077805,0.515415609,0.050175909,11,0,1
0.01,114,0.475642711,0.526682675,0.0520002507,11,0,1
0.01,115,0.485353917,0.538136244,0.0538828447,11,0,1
0.01,116,0.495212913,0.549778759,0.0558253601,11,0,1
0.01,117,0.505221188,0.56161207,0.057829421,11,0,1
0.01,118,0.515380561,0.573638678,0.059896782,11,0,1
0.01,119,0.525692403,0.58586067,0.0620291345,11,0,1
0.01,120,0.53615886,0.59828043,0.0642283633,11,0,1
0.01,121,0.546781123,0.610900104,0.0664962456,11,0,1
0.01,122,0.557560921,0.623721838,0.0688346326,11,0,1
0.01,123,0.56850028,0.636748254,0.0712455437,11,0,1
0.01,124,0.579600215,0.64998126,0.0737308413,11,0,1
0.01,125,0.59086293,0.663423061,0.0762925968,11,0,1
0.01,126,0.602289796,0.677076161,0.0789328367,11,0,1
0.01,127,0.613882959,0.690942883,0.0816537365,11,0,1
0.01,128,0.62564373,0.705025434,0.0844573975,11,0,1
0.01,129,0.637573719,0.719326019,0.0873460323,11,0,1
0.01,130,0.649674475,0.733846664,0.090321824,11,0,1
0.01,131,0.661948144,0.748589933,0.0933871642,11,0,1
0.01,132,0.674396098,0.763558209,0.0965443924,11,0,1
0.01,133,0.687020361,0.778753519,0.0997958854,11,0,1
0.01,134,0.699822068,0.794178009,0.103144057,11,0,1
0.01,135,0.712803423,0.809834301,0.10659153,11,0,1
0.01,136,0.725965977,0.825724304,0.110140786,11,0,1
0.01,137,0.739311397,0.841850698,0.113794476,11,0,1
0.01,138,0.752841592,0.858215451,0.117555358,11,0,1
0.01,139,0.766557753,0.87482053,0.121425949,11,0,1
0.01,140,0.780462027,0.891668558,0.125409216,11,0,1
0.01,141,0.794556201,0.908761799,0.129508033,11,0,1
0.01,142,0.808841228,0.926101863,0.133725107,11,0,1
0.01,143,0.823319316,0.943691432,0.13806355,11,0,1
0.01,144,0.83799237,0.961532474,0.142526418,11,0,1
0.01,145,0.852861404,0.979627073,0.147116646,11,0,1
0.01,146,0.867928684,0.997977495,0.151837572,11,0,1
0.01,147,0.883196235,1.01658595,0.156692401,11,0,1
0.01,148,0.898664176,1.03545439,0.161684185,11,0,1
0.01,149,0.914335847,1.05458462,0.166816533,11,0,1
0.01,150,0.930211425,1.07397902,0.172092617,11,0,1
0.01,151,0.946293712,1.09363961,0.177516133,11,0,1
0.01,152,0.962583721,1.11356819,0.183090448,11,0,1
0.01,153,0.979083478,1.13376677,0.188819304,11,0,1
0.01,154,0.995793939,1.15423715,0.194706216,11,0,1
0.01,155,1.01271653,1.17498147,0.200754955,11,0,1
0.01,156,1.02985418,1.19600117,0.206969485,11,0,1
0.01,157,1.04720736,1.21729839,0.213353634,11,0,1
0.01,158,1.06477749,1.23887479,0.219911143,11,0,1
0.01,159,1.0825665,1.26073217,0.226646259,11,0,1
0.01,160,1.10057557,1.28287184,0.233562931,11,0,1
0.01,161,1.1188066,1.30529618,0.24066548,11,0,1
0.01,162,1.13726079,1.32800639,0.247958079,11,0,1
0.01,163,1.15593886,1.35100353,0.255444765,11,0,1
0.01,164,1.17484379,1.37428963,0.263130367,11,0,1
0.01,165,1.19397676,1.39786637,0.27101925,11,0,1
0.01,166,1.21333623,1.42173445,0.279115468,11,0,1
0.01,167,1.2329272,1.44589531,0.287424058,11,0,1
0.01,168,1.25274885,1.47035062,0.295949608,11,0,1
0.01,169,1.27280366,1.49510121,0.304696739,11,0,1
0.01,170,1.29309249,1.52014816,0.313670605,11,0,1
0.01,171,1.31361616,1.54549265,0.322875589,11,0,1
0.01,172,1.33437562,1.57113492,0.332316786,11,0,1
0.01,173,1.35537279,1.59707761,0.34199959,11,0,1
0.01,174,1.37660801,1.6233201,0.351928741,11,0,1
0.01,175,1.39808249,1.64986289,0.362109363,11,0,1
0.01,176,1.41979814,1.67670751,0.37254709,11,0,1
0.01,177,1.44175482,1.70385468,0.383247048,11,0,1
0.01,178,1.46395457,1.73130393,0.39421463,11,0,1
0.01,179,1.4863981,1.75905585,0.405455261,11,0,1
0.01,180,1.50908256,1.78711128,0.416974038,11,0,1
0.01,181,1.53201663,1.81546986,0.428777814,11,0,1
0.01,182,1.55519211,1.84413171,0.440870732,11,0,1
0.01,183,1.5786171,1.87309718,0.453259885,11,0,1
0.01,184,1.60228753,1.90236497,0.465949982,11,0,1
0.01,185,1.62620676,1.93193614,0.47894758,11,0,1
0.01,186,1.65037227,1.96180987,0.492258221,11,0,1
0.01,187,1.67478859,1.99198508,0.505888283,11,0,1
0.01,188,1.69945288,2.02246141,0.51984334,11,0,1
0.01,189,1.72436535,2.05323958,0.534130156,11,0,1
0.01,190,1.749529,2.08431649,0.548754394,11,0,1
0.01,191,1.77494371,2.11569166,0.563722491,11,0,1
0.01,192,1.80060673,2.14736485,0.579040706,11,0,1
0.01,193,1.82652187,2.17933369,0.594715595,11,0,1
0.01,194,1.85268378,2.21159697,0.610752523,11,0,1
0.01,195,1.87909758,2.2441535,0.627159417,11,0,1
0.01,196,1.90576124,2.27700067,0.643941641,11,0,1
0.01,197,1.93267465,2.31013727,0.661106229,11,0,1
0.01,198,1.95983386,2.34356189,0.678659439,11,0,1
0.01,199,1.98724926,2.37727046,0.69660902,11,0,1
0.01,200,2.01490855,2.4112618,0.714959979,11,0,1
0.01,201,2.04281878,2.44553256,0.733720005,11,0,1
0.01,202,2.07097507,2.48008084,0.752895415,11,0,1
0.01,203,2.09938359,2.51490235,0.772492945,12,0,1
0.01,204,2.12804508,2.54999375,0.792519152,12,0,1
0.01,205,2.15695381,2.58535266,0.812981308,12,0,1
0.01,206,2.18610406,2.62097692,0.833886683,12,0,1
0.01,207,2.21550226,2.65685964,0.855240107,12,0,1
0.01,208,2.24513721,2.69300199,0.877052009,12,0,1
0.01,209,2.27502036,2.72939348,0.899324298,12,0,1
0.01,210,2.30514026,2.76603436,0.922067702,12,0,1
0.01,211,2.33550549,2.80291629,0.945285559,12,0,1
0.01,212,2.36609983,2.84003854,0.968987763,12,0,1
0.01,213,2.39692926,2.87739515,0.993180871,12,0,1
0.01,214,2.42799902,2.91497874,1.01786947,12,0,1
0.01,215,2.45928836,2.95278835,1.04306352,12,0,1
0.01,216,2.49081659,2.99081278,1.06876588,12,0,1
0.01,217,2.52257323,3.0290494,1.09498549,12,0,1
0.01,218,2.55454803,3.06749272,1.12172902,12,0,1
0.01,219,2.58674574,3.10613561,1.14900279,12,0,1
