traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
0,2.25839424,-3.57670593,-2.14004922,-0.778306544,-1.30393064,0.45121178,5.42827415,-2.48473072,2.12670302,3.15517545,5.75657749,-1.82351851,-0.848418057,1.15534508,6.56821537,1.43006337,0.0892684236,3.04572201,4.95024395,2.52327132,1.95026529,3.22332263,3.86926341,3.3904283,2.94329476,2.5286932,1.68513501,1.00608337,0.903942585,1.19379783,2.08879423,3.78488183
1,2.22053194,-3.60136604,-2.11624026,-0.787250578,-1.30086803,0.471264899,5.42263317,-2.49943566,2.13898897,3.21532202,5.74216413,-1.87716579,-0.819570303,1.16580546,6.58948803,1.41764605,0.088654846,3.05945086,4.97558403,2.52177358,1.95137978,3.23871636,3.88820028,3.39810562,2.94466281,2.52925658,1.68528235,1.00910592,0.911089718,1.20578539,2.11022425,3.80615377
2,2.18213415,-3.62544751,-2.09259033,-0.796081185,-1.29780889,0.491440773,5.41664028,-2.51446223,2.15078354,3.27546215,5.72675133,-1.93088722,-0.790416121,1.17683482,6.61066914,1.40491939,0.0881703496,3.0732336,5.00094557,2.52008963,1.95246744,3.25419521,3.90720224,3.40566373,2.94591832,2.52980852,1.68545187,1.01216066,0.918283522,1.2178551,2.13177037,3.82718086
3,2.1431756,-3.64897132,-2.06907463,-0.804824948,-1.29476488,0.511768937,5.41025782,-2.52987599,2.16208982,3.3355155,5.71039867,-1.98458886,-0.76106137,1.18837285,6.63175392,1.39194739,0.0878219083,3.08706999,5.02630997,2.51823902,1.95354331,3.26974773,3.9262619,3.41311836,2.94706011,2.53032613,1.68565214,1.0152657,0.92552042,1.22999537,2.15343285,3.8479712
4,2.10370469,-3.67193937,-2.0457325,-0.813466609,-1.29173887,0.532284379,5.40346098,-2.54572511,2.17291021,3.39552641,5.69307375,-2.03832793,-0.731475294,1.20041549,6.65274954,1.37872505,0.0875595212,3.10091758,5.0516963,2.51625657,1.95459485,3.28535581,3.94537568,3.42047596,2.94809413,2.53082561,1.68588209,1.01839542,0.932775497,1.24219048,2.17519283,3.86850977
5,2.06368923,-3.69433451,-2.02258134,-0.82199353,-1.28872168,0.552785337,5.39644909,-2.56173754,2.18322754,3.45539069,5.67478228,-2.09200311,-0.701700747,1.21304035,6.67364836,1.36519861,0.0874460116,3.11482072,5.07707834,2.51412511,1.95565271,3.30103517,3.96450877,3.42771578,2.94905353,2.53131247,1.68610311,1.02154756,0.940081179,1.25447118,2.19707179,3.88878536
6,2.02316213,-3.71615076,-1.99959576,-0.830408931,-1.28571272,0.573487937,5.38895845,-2.57821822,2.19302177,3.51515722,5.65552425,-2.145648,-0.671742916,1.22618949,6.69444847,1.35138702,0.0874403194,3.12875581,5.10249472,2.5118134,1.95665646,3.31678605,3.98374104,3.43484664,2.94985914,2.53177691,1.68639612,1.0247519,0.947417557,1.26681602,2.21906161,3.90880585
7,1.98212326,-3.73741698,-1.97679591,-0.838723719,-1.28272688,0.594401836,5.381001,-2.59518743,2.20228696,3.57487273,5.63529348,-2.19929147,-0.641574621,1.23995292,6.71513844,1.3372817,0.0876143575,3.14277458,5.12787628,2.50931525,1.95769048,3.33263922,4.00300312,3.44183612,2.95057821,2.53224611,1.68669999,1.02797341,0.954780757,1.27922297,2.24114871,3.92855573
8,1.94056201,-3.75810528,-1.95419884,-0.846916974,-1.27974486,0.615307033,5.37280607,-2.61233854,2.21103263,3.63435459,5.6141243,-2.25280595,-0.611315608,1.25424719,6.73573065,1.32289767,0.0878966823,3.1568172,5.15327358,2.50667906,1.95869875,3.34854436,4.02231359,3.44872546,2.95119357,2.53269434,1.6870302,1.03122652,0.962178767,1.29170334,2.26335192,3.94803405
9,1.89849043,-3.77819371,-1.93182349,-0.854995131,-1.27677238,0.636326134,5.36428261,-2.62985039,2.21927309,3.69367743,5.59201002,-2.30623507,-0.580931187,1.26912105,6.75621653,1.30819619,0.0883227065,3.17091417,5.17867184,2.50388193,1.9597044,3.36452651,4.04166508,3.45549417,2.95171142,2.5331254,1.68737149,1.03451455,0.96963048,1.30427468,2.28567767,3.96722674
10,1.85594487,-3.79771972,-1.90965688,-0.862955034,-1.2738235,0.657518268,5.3552494,-2.6478219,2.22692442,3.75285316,5.5689249,-2.35960221,-0.550394058,1.28459764,6.77659178,1.29316199,0.0888902023,3.18506598,5.20407677,2.50089025,1.9606843,3.38059592,4.06109762,3.46213078,2.95208859,2.53355479,1.68778133,1.03784394,0.977097809,1.31689572,2.30809402,3.98613358
11,1.81288552,-3.81666493,-1.88770628,-0.870800972,-1.27087688,0.678822935,5.34587765,-2.66613984,2.23404932,3.81183934,5.54488993,-2.4128592,-0.519790113,1.30062592,6.79685307,1.27785671,0.0895809978,3.1992507,5.22947836,2.49776244,1.96165657,3.39671946,4.08056498,3.46866655,2.95237899,2.53395867,1.68819308,1.04119956,0.984608173,1.32959914,2.33063102,4.00475359
12,1.76936948,-3.83502603,-1.8660053,-0.878527105,-1.26794887,0.700242341,5.3361392,-2.68484354,2.2406404,3.87062669,5.51992655,-2.4659934,-0.489124984,1.3172406,6.81699848,1.26221037,0.0904214382,3.21349287,5.25488472,2.49445081,1.96261168,3.4129293,4.10009718,3.47506285,2.95253921,2.53436279,1.68866384,1.04459643,0.992146313,1.34236217,2.35325336,4.02305603
13,1.72535241,-3.85279632,-1.8445276,-0.886131287,-1.2650373,0.721867263,5.32587004,-2.70405984,2.24662805,3.9292345,5.49401903,-2.51901722,-0.458387285,1.33446622,6.83702612,1.24626625,0.0914233476,3.22780371,5.28025866,2.49097443,1.96359074,3.42922306,4.11965513,3.48132944,2.95261955,2.53476453,1.68913996,1.04801476,0.999733686,1.35522354,2.37601519,4.04106665
14,1.68090725,-3.86998677,-1.82332957,-0.893604934,-1.26213205,0.743458331,5.31540298,-2.7234509,2.25207782,3.98751569,5.46721554,-2.57182741,-0.427654475,1.35228813,6.85693264,1.22995162,0.0925687775,3.24215961,5.30564117,2.48733211,1.96454859,3.44558692,4.13927412,3.48747015,2.95256925,2.53515005,1.68967545,1.05148876,1.00734615,1.36813068,2.39884543,4.05874777
15,1.63598168,-3.88656807,-1.80238676,-0.900953591,-1.25924444,0.76526159,5.30441809,-2.74336171,2.25694108,4.04562187,5.43946266,-2.62452769,-0.396891415,1.37070036,6.87671375,1.21334851,0.0938689634,3.25657988,5.33099604,2.48352075,1.96552086,3.46203017,4.15891981,3.49348402,2.95244932,2.53553748,1.69019711,1.05497098,1.01501513,1.38114798,2.42181611,4.07611275
16,1.59061599,-3.90258145,-1.78170347,-0.908193231,-1.25636697,0.787189245,5.29308748,-2.76366258,2.2612443,4.10346699,5.41081238,-2.67705774,-0.366138995,1.38972616,6.89635992,1.19637203,0.0953282863,3.27106309,5.35635376,2.47950935,1.9664607,3.47855616,4.17864704,3.49935436,2.95218349,2.5359385,1.69080329,1.05847943,1.02267861,1.39420152,2.44486237,4.09315014
17,1.54479682,-3.91798234,-1.76129413,-0.915291607,-1.25350308,0.809205234,5.28130865,-2.78434086,2.26492047,4.16098928,5.38127279,-2.72935867,-0.335429102,1.40935767,6.91587591,1.17905629,0.0969493389,3.28561258,5.38168955,2.47532916,1.9674114,3.49516201,4.19841194,3.50510311,2.95182276,2.53630495,1.69140863,1.06204224,1.03041971,1.40736461,2.46803498,4.10984945
18,1.498559,-3.93280649,-1.74116254,-0.922261775,-1.2506516,0.831358433,5.2690959,-2.80545402,2.26800179,4.21823645,5.3508358,-2.78147292,-0.304768711,1.42959595,6.9352541,1.16138828,0.0987361372,3.30023313,5.40700722,2.47095394,1.9683553,3.51185274,4.2182312,3.51070833,2.95135403,2.53669047,1.69205701,1.06561553,1.03817225,1.42058575,2.49129701,4.12620878
19,1.45191503,-3.94702435,-1.72132397,-0.92909956,-1.24782181,0.853628397,5.25643921,-2.82697892,2.27045298,4.27514553,5.31954002,-2.83336258,-0.274193943,1.45040941,6.95449781,1.14340317,0.100653268,3.31488204,5.4323101,2.46646357,1.9693104,3.52860045,4.2380743,3.51619196,2.9507885,2.53705931,1.69274116,1.06924736,1.04597688,1.43388772,2.51465797,4.14221668
20,1.40480936,-3.9606545,-1.70177555,-0.93582958,-1.24499142,0.876054585,5.24342728,-2.8489306,2.2723372,4.33181143,5.28733921,-2.88508534,-0.24368602,1.47187591,6.97358322,1.12502027,0.102771267,3.32963562,5.4575839,2.46174264,1.9702667,3.54545355,4.25797367,3.52151561,2.95011425,2.53744149,1.69345009,1.07289231,1.05381465,1.44727492,2.53813553,4.15787363
21,1.35732973,-3.97367978,-1.682531,-0.942415774,-1.24217594,0.898609698,5.22992086,-2.87132096,2.27356124,4.38812256,5.25428247,-2.93655658,-0.213287413,1.49396741,6.99252129,1.10624194,0.105062962,3.34445739,5.48284292,2.45684385,1.97121596,3.5623796,4.2779212,3.52670813,2.94933319,2.5378232,1.69419992,1.07657337,1.06168699,1.46073377,2.56170368,4.17316628
22,1.30944097,-3.98611665,-1.66359019,-0.948884845,-1.23938453,0.921263218,5.2160182,-2.89411592,2.27417278,4.4440589,5.2204113,-2.98777461,-0.183051869,1.51660764,7.0113101,1.08716178,0.107490808,3.3593266,5.50807571,2.45178556,1.97216928,3.57938194,4.29791737,3.53176475,2.94844174,2.53819537,1.69498253,1.08029127,1.06959713,1.47427058,2.58536839,4.18808794
