dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,-1.59235926e-15,1.69410475e-15,3.34917816e-10,-3.34917816e-10,-3.3491776e-10,3.34917871e-10,-1.88061122e-09,2.64627033e-21,-2.23265095e-20,-1.88155221e-11,-1.88155221e-11,1.88155221e-11,1.88155221e-11,-1.52310601e-19,-7.36966227e-21,1
0.0005,1,3.1427716e-10,-5.00302424e-15,4.92048569e-10,-1.77787035e-10,-3.34917927e-10,3.34917732e-10,-1.88061122e-09,-1.77105678e-14,3.0193275e-20,-1.88151821e-11,-1.88158621e-11,1.88155221e-11,1.88155221e-11,4.56911357e-14,-1.34143492e-19,1
0.0005,2,6.28551766e-10,1.69410475e-15,6.49179266e-10,-2.06562822e-11,-3.34917788e-10,3.34917843e-10,-1.88061122e-09,-3.54211255e-14,-1.75587406e-20,-1.88148403e-11,-1.88162021e-11,1.88155221e-11,1.88155221e-11,9.13831253e-14,-7.36966227e-21,1
0.0005,3,9.42819378e-10,1.69410475e-15,8.06310185e-10,1.36474665e-10,-3.34917788e-10,3.34917816e-10,-1.88061122e-09,-5.31317408e-14,-1.51748561e-20,-1.88144986e-11,-1.88165386e-11,1.88155221e-11,1.88155221e-11,1.37073295e-13,-7.36966227e-21,1
0.0005,4,1.25709554e-09,-4.97127914e-15,9.63440661e-10,2.93605307e-10,-3.34917927e-10,3.34917705e-10,-1.88061122e-09,-7.08422714e-14,3.73449267e-20,-1.88141534e-11,-1.88168769e-11,1.88155221e-11,1.88155221e-11,1.82765898e-13,3.01823032e-19,1
0.0005,5,1.57147872e-09,-6.93729471e-13,1.12066978e-09,4.50789905e-10,-3.35309225e-10,3.34570732e-10,-1.88073246e-09,-8.85649247e-14,7.80038398e-17,-1.88162454e-11,-1.88172186e-11,1.88179437e-11,1.88155221e-11,2.27262328e-13,1.08409883e-15,1
0.0005,6,1.88575333e-09,-6.99998273e-13,1.27780064e-09,6.07920825e-10,-3.35309225e-10,3.34570704e-10,-1.88073246e-09,-1.06275557e-13,7.79839809e-17,-1.88159002e-11,-1.88175586e-11,1.88179455e-11,1.88155221e-11,2.72955703e-13,1.08378967e-15,1
0.0005,7,2.20002594e-09,-7.0002939e-13,1.43493128e-09,7.65051578e-10,-3.35309114e-10,3.34570843e-10,-1.88073246e-09,-1.23986094e-13,7.79584706e-17,-1.88155533e-11,-1.88178934e-11,1.88179455e-11,1.88155221e-11,3.18647181e-13,1.08335376e-15,1
0.0005,8,2.51429544e-09,-6.93729308e-13,1.59206193e-09,9.22182053e-10,-3.35309253e-10,3.34570704e-10,-1.88073246e-09,-1.41696591e-13,7.80109933e-17,-1.88152202e-11,-1.88182421e-11,1.88179437e-11,1.88155221e-11,3.64338524e-13,1.08409883e-15,1
0.0005,9,2.82857027e-09,-7.0002939e-13,1.74919268e-09,1.07931286e-09,-3.35309142e-10,3.34570815e-10,-1.88073246e-09,-1.59407183e-13,7.79632418e-17,-1.88148802e-11,-1.88185786e-11,1.88179455e-11,1.88155221e-11,4.10029622e-13,1.08335376e-15,1
