dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,-9.20993841e-08,4.80199347e-09,-0.00187902409,0.00187902024,0.00187901268,-0.00187903258,0.00642941846,4.01198274e-14,4.50405961e-13,6.50408692e-05,6.50408256e-05,-6.50408983e-05,-6.50408983e-05,1.95707617e-11,5.5781265e-12,1
0.0005,1,-0.000591930409,0.000189535465,-0.00217361678,0.00158446957,0.00198191381,-0.00177617255,0.00642952556,3.68350878e-10,1.85929758e-10,6.49853464e-05,6.5098051e-05,-6.53766037e-05,-6.47069319e-05,6.17959373e-08,-2.8536337e-07,1
0.0005,2,-0.00118372787,0.000379019475,-0.00246825302,0.00128995965,0.00208480889,-0.00167340424,0.00642977702,7.36685657e-10,3.73629377e-10,6.49316498e-05,6.51570735e-05,-6.57139244e-05,-6.43748353e-05,1.23601552e-07,-5.70621239e-07,1
0.0005,3,-0.00177556882,0.000568630407,-0.00276293093,0.000995489536,0.00218778406,-0.00157063873,0.00643020356,1.10491571e-09,5.59710112e-10,6.48795176e-05,6.52176532e-05,-6.60530495e-05,-6.40443905e-05,1.85387876e-07,-8.5596173e-07,1
0.0005,4,-0.00236734771,0.000758184411,-0.00305765681,0.00070105982,0.00229081511,-0.00146790151,0.00643081451,1.47329926e-09,7.45881246e-10,6.48293426e-05,6.52801536e-05,-6.63940009e-05,-6.37156118e-05,2.47218253e-07,-1.14133866e-06,1
0.0005,5,-0.00295930402,0.000947892317,-0.00335241575,0.000406673294,0.00239388784,-0.0013652026,0.0064315768,1.84169702e-09,9.32348199e-10,6.47807465e-05,6.5344233e-05,-6.67366403e-05,-6.33885138e-05,3.09010574e-07,-1.42672036e-06,1
0.0005,6,-0.00355113135,0.00113740377,-0.00364721986,0.000112326765,0.00249701831,-0.00126252987,0.00643251836,2.21009477e-09,1.11936216e-09,6.47339039e-05,6.54100877e-05,-6.70810186e-05,-6.30630238e-05,3.70826939e-07,-1.71217732e-06,1
0.0005,7,-0.00414292561,0.00132722652,-0.00394206354,-0.000181974901,0.00260020467,-0.00115988671,0.00643363921,2.57843369e-09,1.30560662e-09,6.46887493e-05,6.5477645e-05,-6.74272524e-05,-6.27392874e-05,4.32627303e-07,-1.99761939e-06,1
0.0005,8,-0.00473487424,0.00151682913,-0.00423694914,-0.000476232934,0.0027034448,-0.00105727487,0.0064349235,2.94683056e-09,1.49227763e-09,6.46452681e-05,6.55469266e-05,-6.77752178e-05,-6.24173044e-05,4.94386029e-07,-2.28313206e-06,1
0.0005,9,-0.00532660075,0.00170646887,-0.00453187572,-0.000770450453,0.00280676736,-0.000954658084,0.00643638754,3.31514238e-09,1.67854386e-09,6.46035624e-05,6.56180855e-05,-6.81250021e-05,-6.20967767e-05,5.56135433e-07,-2.56876638e-06,1
0.0005,10,-0.00591864018,0.00189628534,-0.0048268321,-0.00106462289,0.00291014602,-0.00085207395,0.00643802295,3.68339403e-09,1.86523663e-09,6.45634136e-05,6.56908087e-05,-6.84766346e-05,-6.17780534e-05,6.1781742e-07,-2.85441547e-06,1
0.0005,11,-0.0065103895,0.00208614441,-0.00512184342,-0.00135875249,0.00301360246,-0.000749493134,0.0064398204,4.05153067e-09,2.0517601e-09,6.45252585e-05,6.57653945e-05,-6.88300643e-05,-6.14609598e-05,6.79616562e-07,-3.1401637e-06,1
0.0005,12,-0.0071021989,0.00227602129,-0.00541689619,-0.00165283715,0.00311711011,-0.000646946719,0.00644179014,4.42018822e-09,2.2389246e-09,6.44889224e-05,6.58419522e-05,-6.91852765e-05,-6.11454307e-05,7.41343399e-07,-3.42595945e-06,1
0.0005,13,-0.00769401435,0.00246600411,-0.00571199087,-0.00194689131,0.00322070625,-0.000544396462,0.0064439429,4.7884412e-09,2.42555731e-09,6.44540705e-05,6.59198195e-05,-6.9542446e-05,-6.08316332e-05,8.03119349e-07,-3.71187207e-06,1
0.0005,14,-0.00828593876,0.00265596621,-0.00600711303,-0.0022408783,0.00332436943,-0.000441858254,0.00644626096,5.15669107e-09,2.61288746e-09,6.44209285e-05,6.59999059e-05,-6.9901289e-05,-6.05193563e-05,8.64681624e-07,-3.99785495e-06,1
0.0005,15,-0.00887771696,0.00284618814,-0.00630227756,-0.00253483537,0.003428136,-0.000339301565,0.00644874247,5.52482504e-09,2.79932411e-09,6.43893291e-05,6.60813093e-05,-7.02621037e-05,-6.02086402e-05,9.26335588e-07,-4.28400517e-06,1
0.0005,16,-0.00946961343,0.00303621287,-0.00659748493,-0.00282875169,0.00353196776,-0.000236767271,0.00645141536,5.89307669e-09,2.98605629e-09,6.43596286e-05,6.61647064e-05,-7.06247883e-05,-5.98996521e-05,9.87927478e-07,-4.57022861e-06,1
0.0005,17,-0.0100613823,0.00322642829,-0.00689273328,-0.00312261749,0.00363588496,-0.000134228336,0.00645423867,6.26098284e-09,3.17406523e-09,6.43317107e-05,6.62498787e-05,-7.09892847e-05,-5.95921629e-05,1.0495379e-06,-4.85658302e-06,1
0.0005,18,-0.0106533309,0.00341684208,-0.00718801934,-0.00341644092,0.003739896,-3.16813494e-05,0.00645725802,6.62934818e-09,3.36075612e-09,6.43053063e-05,6.63367755e-05,-7.1355782e-05,-5.92863798e-05,1.11104248e-06,-5.14303292e-06,1
0.0005,19,-0.0112450747,0.00360722537,-0.00748335198,-0.00371023268,0.00384399248,7.08698717e-05,0.00646043196,6.99771618e-09,3.54835561e-09,6.42806917e-05,6.64251784e-05,-7.17240691e-05,-5.89820957e-05,1.1727052e-06,-5.42964881e-06,1
0.0005,20,-0.0118368845,0.00379770738,-0.00777872186,-0.00400395924,0.00394820655,0.000173454158,0.00646378798,7.36584838e-09,3.73456865e-09,6.42580853e-05,6.65158805e-05,-7.20943499e-05,-5.86792776e-05,1.2342249e-06,-5.71646478e-06,1
0.0005,21,-0.0124287661,0.00398830371,-0.00807412714,-0.00429765834,0.00405248394,0.000276017294,0.0064673177,7.73410047e-09,3.92299793e-09,6.42367013e-05,6.66078122e-05,-7.24664642e-05,-5.83781657e-05,1.29570913e-06,-6.00335306e-06,1
0.0005,22,-0.0130204866,0.0041790125,-0.00836957991,-0.00459132204,0.00415689265,0.000378625031,0.00647101784,8.10246803e-09,4.10992618e-09,6.42171799e-05,6.6701381e-05,-7.28406449e-05,-5.80785272e-05,1.35733774e-06,-6.29047736e-06,1
0.0005,23,-0.0136124082,0.00436984934,-0.00866505504,-0.00488491356,0.00426137354,0.000481225899,0.00647488562,8.47025117e-09,4.29789226e-09,6.41993902e-05,6.67973e-05,-7.3216579e-05,-5.77804894e-05,1.41863541e-06,-6.57766213e-06,1
0.0005,24,-0.0142042087,0.00456079049,-0.00896059163,-0.00517847389,0.0043659592,0.000583844725,0.00647891965,8.83884965e-09,4.48635618e-09,6.41835795e-05,6.6894776e-05,-7.35944996e-05,-5.74840196e-05,1.48014317e-06,-6.86503608e-06,1
0.0005,25,-0.0147959925,0.00475185551,-0.00925615896,-0.00547197601,0.00447066594,0.000686501851,0.00648313016,9.20686816e-09,4.67444261e-09,6.41695078e-05,6.69945657e-05,-7.39743409e-05,-5.71889504e-05,1.54140344e-06,-7.15263195e-06,1
0.0005,26,-0.0153877838,0.00494303182,-0.00955174677,-0.00576545112,0.00457548583,0.000789185578,0.00648752321,9.57465662e-09,4.8621005e-09,6.41562729e-05,6.70951849e-05,-7.43562559e-05,-5.6895442e-05,1.6026363e-06,-7.44044519e-06,1
0.0005,27,-0.015979642,0.00513438322,-0.0098473765,-0.00605888152,0.00468040351,0.000891888456,0.00649208808,9.94278615e-09,5.05064701e-09,6.41450097e-05,6.71978123e-05,-7.47400773e-05,-5.66035051e-05,1.66384689e-06,-7.72839394e-06,1
0.0005,28,-0.0165713616,0.00532590412,-0.0101430565,-0.00635224069,0.0047854716,0.000994651928,0.00649682013,1.03108047e-08,5.23880095e-09,6.41359875e-05,6.73025934e-05,-7.51259795e-05,-5.63129761e-05,1.72512512e-06,-8.01663373e-06,1
0.0005,29,-0.0171631407,0.00551751768,-0.0104387896,-0.00664558774,0.00489061465,0.00109740859,0.00650172634,1.06784714e-08,5.42794343e-09,6.41284641e-05,6.74088151e-05,-7.55136716e-05,-5.60240114e-05,1.78642233e-06,-8.3049863e-06,1
0.0005,30,-0.0177550539,0.00570920808,-0.0107345553,-0.00693889055,0.00499591045,0.00120023347,0.00650680158,1.10468399e-08,5.61647751e-09,6.4122738e-05,6.75168267e-05,-7.59035756e-05,-5.57365274e-05,1.84769704e-06,-8.59361171e-06,1
0.0005,31,-0.0183466878,0.00590114994,-0.0110303424,-0.00723211328,0.00510133989,0.00130310678,0.00651206682,1.1414393e-08,5.80460435e-09,6.41185688e-05,6.76272539e-05,-7.62954223e-05,-5.54504186e-05,1.90860351e-06,-8.88253089e-06,1
0.0005,32,-0.0189385619,0.00609317003,-0.0113261743,-0.00752532156,0.00520687364,0.00140600197,0.00651748804,1.17827552e-08,5.99392047e-09,6.41159277e-05,6.7738576e-05,-7.66892917e-05,-5.51659141e-05,1.9697593e-06,-9.17160014e-06,1
0.0005,33,-0.0195302758,0.00628541037,-0.0116220592,-0.00781848934,0.00531253591,0.00150893407,0.00652309973,1.21511148e-08,6.18392582e-09,6.41151564e-05,6.78518263e-05,-7.70852566e-05,-5.48829375e-05,2.03093464e-06,-9.46090586e-06,1
0.0005,34,-0.0201220326,0.00647777505,-0.0119179618,-0.00811155885,0.00541834161,0.001611933,0.00652887812,1.25183268e-08,6.37270192e-09,6.41164006e-05,6.79680888e-05,-7.74831788e-05,-5.46012452e-05,2.09160589e-06,-9.75050625e-06,1
0.0005,35,-0.0207137261,0.00667027058,-0.0122138932,-0.00840460416,0.00552427396,0.00171497255,0.00653482741,1.28850539e-08,6.56230315e-09,6.41185979e-05,6.80850353e-05,-7.78831673e-05,-5.43210444e-05,2.15240607e-06,-1.00403422e-05,1
0.0005,36,-0.0213055778,0.00686309999,-0.0125099216,-0.00869763643,0.005630353,0.00181807147,0.00654095272,1.32542288e-08,6.75215484e-09,6.41237202e-05,6.82040773e-05,-7.82852367e-05,-5.4042328e-05,2.21361688e-06,-1.03304428e-05,1
0.0005,37,-0.021897275,0.0070559755,-0.0128059192,-0.00899057742,0.00573657127,0.00192122511,0.00654724939,1.36216709e-08,6.94201763e-09,6.41293154e-05,6.83250546e-05,-7.86894016e-05,-5.37650449e-05,2.27412488e-06,-1.06208281e-05,1
0.0005,38,-0.0224890523,0.00724909408,-0.0131019857,-0.00928349979,0.00584292738,0.00202443451,0.00655373093,1.3989335e-08,7.13231119e-09,6.41369552e-05,6.84473271e-05,-7.90956037e-05,-5.34891551e-05,2.33497053e-06,-1.09114799e-05,1
