dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,6.50097787e-20,-5.04540469e-18,-2.19152058e-10,2.19152058e-10,2.19152058e-10,-2.19152058e-10,1.33154321e-09,-2.20103552e-24,6.91092923e-21,1.33045103e-11,1.33045103e-11,-1.33045103e-11,-1.33045103e-11,2.80814893e-22,1.07418191e-20,1
0.0005,1,-0.00192197284,-8.08495354e-11,-0.000960957143,-0.000960956677,1.76048121e-10,-2.62530997e-10,1.33225175e-09,-2.15774065e-10,1.99881522e-15,-1.3741559e-09,1.40077905e-09,-1.31737225e-11,-1.3449554e-11,-3.24308928e-07,1.24611543e-13,1
0.0005,2,-0.00384394568,-1.58900726e-10,-0.00192191394,-0.00192191382,1.34260547e-10,-3.04262282e-10,1.33205513e-09,-4.31548131e-10,3.68023279e-15,-2.76164558e-09,2.78826473e-09,-1.30386838e-11,-1.35807008e-11,-6.48617856e-07,2.44826349e-13,1
0.0005,3,-0.00576591957,-2.38395526e-10,-0.00288287108,-0.00288287085,9.17346199e-11,-3.46774692e-10,1.33202716e-09,-6.47318643e-10,5.59744317e-15,-4.149185e-09,4.1758037e-09,-1.2902718e-11,-1.37159242e-11,-9.72926841e-07,3.67332114e-13,1
0.0005,4,-0.00768789137,-3.19242854e-10,-0.00384382764,-0.00384382741,4.84181167e-11,-3.8997644e-10,1.33183042e-09,-8.63110472e-10,7.2776444e-15,-5.5368039e-09,5.56341817e-09,-1.27629166e-11,-1.38518225e-11,-1.29723605e-06,4.91832757e-13,1
0.0005,5,-0.00960986409,-3.98674149e-10,-0.00480478443,-0.00480478397,6.00136607e-12,-4.32513692e-10,1.3322019e-09,-1.07891651e-09,9.35889329e-15,-6.92451785e-09,6.95113922e-09,-1.26310594e-11,-1.39910115e-11,-1.62154493e-06,6.14301362e-13,1
0.0005,6,-0.0115318391,-4.79439488e-10,-0.00576574123,-0.00576574169,-3.72262221e-11,-4.75676942e-10,1.33202704e-09,-1.29463729e-09,1.1351014e-14,-8.31236324e-09,8.33898106e-09,-1.24916171e-11,-1.41271049e-11,-1.94585436e-06,7.38777962e-13,1
0.0005,7,-0.0134538095,-5.64686409e-10,-0.00672669802,-0.00672669802,-8.27973523e-11,-5.21333476e-10,1.33229705e-09,-1.5104149e-09,1.31182085e-14,-9.7003543e-09,9.72697922e-09,-1.23490055e-11,-1.42751947e-11,-2.27016403e-06,8.7005327e-13,1
0.0005,8,-0.0153757827,-6.4280925e-10,-0.00768765621,-0.00768765481,-1.24530469e-10,-5.63176783e-10,1.33257216e-09,-1.72622094e-09,1.49657034e-14,-1.10885177e-08,1.1115147e-08,-1.22186046e-11,-1.44112916e-11,-2.5944737e-06,9.90434514e-13,1
0.0005,9,-0.0172977559,-7.20671633e-10,-0.00864861161,-0.00864861161,-1.66114955e-10,-6.04886918e-10,1.33289824e-09,-1.94205541e-09,1.67982964e-14,-1.24768871e-08,1.25035235e-08,-1.20889956e-11,-1.45472731e-11,-2.91878314e-06,1.11040528e-12,1
0.0005,10,-0.0192197282,-8.03001832e-10,-0.00960956886,-0.00960956793,-2.10279988e-10,-6.48822995e-10,1.33244971e-09,-2.15777618e-09,1.85545481e-14,-1.38654963e-08,1.38921239e-08,-1.19438574e-11,-1.46829146e-11,-3.24309303e-06,1.23720684e-12,1
0.0005,11,-0.0211417004,-8.81049123e-10,-0.0105705261,-0.0105705252,-2.51885679e-10,-6.90693724e-10,1.33312916e-09,-2.37361064e-09,2.05579945e-14,-1.52543453e-08,1.52809854e-08,-1.18178748e-11,-1.48232329e-11,-3.56740338e-06,1.3575239e-12,1
0.0005,12,-0.0230636746,-9.63447211e-10,-0.0115314815,-0.0115314815,-2.95779456e-10,-7.34954542e-10,1.3340552e-09,-2.58938826e-09,2.2478208e-14,-1.66434617e-08,1.66701213e-08,-1.16863897e-11,-1.49728181e-11,-3.89171419e-06,1.48448495e-12,1
0.0005,13,-0.0249856468,-1.04432085e-09,-0.0124924388,-0.0124924388,-3.38968187e-10,-7.78253462e-10,1.3344188e-09,-2.80516588e-09,2.46329802e-14,-1.80328925e-08,1.80595592e-08,-1.155177e-11,-1.51141651e-11,-4.21602454e-06,1.60918197e-12,1
0.0005,14,-0.0269076191,-1.12200282e-09,-0.013453396,-0.0134533942,-3.80676657e-10,-8.19686208e-10,1.33379419e-09,-3.02088665e-09,2.61571482e-14,-1.94226608e-08,1.94493133e-08,-1.14132974e-11,-1.52405623e-11,-4.5403367e-06,1.72877674e-12,1
0.0005,15,-0.0288295932,-1.20174493e-09,-0.0144143533,-0.0144143514,-4.23209467e-10,-8.6245755e-10,1.33436051e-09,-3.23660743e-09,2.80883732e-14,-2.08127702e-08,2.08394368e-08,-1.12835106e-11,-1.538282e-11,-4.86464796e-06,1.85167094e-12,1
0.0005,16,-0.0307515655,-1.28710487e-09,-0.0153753087,-0.0153753106,-4.68742822e-10,-9.08261133e-10,1.33524869e-09,-3.45244189e-09,3.00004975e-14,-2.22032561e-08,2.2229937e-08,-1.11459635e-11,-1.55364298e-11,-5.18896013e-06,1.98317513e-12,1
0.0005,17,-0.0326735415,-1.36180778e-09,-0.016336266,-0.0163362678,-5.08763032e-10,-9.48146561e-10,1.33489897e-09,-3.66821951e-09,3.18230685e-14,-2.35941542e-08,2.3620828e-08,-1.10154681e-11,-1.56607696e-11,-5.51327275e-06,2.09829766e-12,1
0.0005,18,-0.0345955119,-1.44247891e-09,-0.0172972232,-0.0172972232,-5.51716117e-10,-9.91483562e-10,1.33589451e-09,-3.88399712e-09,3.38208668e-14,-2.49854644e-08,2.5012163e-08,-1.08878054e-11,-1.58083286e-11,-5.83758538e-06,2.22263354e-12,1
0.0005,19,-0.036517486,-1.52470681e-09,-0.0182581805,-0.0182581805,-5.95635985e-10,-1.03556219e-09,1.33645872e-09,-4.09977474e-09,3.5571711e-14,-2.63772524e-08,2.64039581e-08,-1.07526358e-11,-1.59536082e-11,-6.161898e-06,2.3492857e-12,1
0.0005,20,-0.0384394526,-1.60457925e-09,-0.0192191359,-0.019219134,-6.38453623e-10,-1.0782133e-09,1.3360929e-09,-4.31555236e-09,3.71892662e-14,-2.77695058e-08,2.7796208e-08,-1.06134979e-11,-1.60867916e-11,-6.48621153e-06,2.47225504e-12,1
0.0005,21,-0.0403614342,-1.68384751e-09,-0.020180095,-0.0201800931,-6.80623558e-10,-1.12083587e-09,1.33724654e-09,-4.53132998e-09,3.91081617e-14,-2.91622619e-08,2.91889855e-08,-1.04896829e-11,-1.62333879e-11,-6.81052643e-06,2.59441015e-12,1
0.0005,22,-0.0422833972,-1.76654846e-09,-0.0211410485,-0.0211410485,-7.24710625e-10,-1.16520416e-09,1.3379523e-09,-4.7471076e-09,4.13372407e-14,-3.0555551e-08,3.05822887e-08,-1.03563512e-11,-1.63823191e-11,-7.13484042e-06,2.72195721e-12,1
0.0005,23,-0.044205375,-1.85206517e-09,-0.0221020039,-0.0221020021,-7.70531972e-10,-1.21090793e-09,1.33784839e-09,-4.96277153e-09,4.29663121e-14,-3.19494049e-08,3.19761426e-08,-1.02096612e-11,-1.65271668e-11,-7.45915622e-06,2.85358759e-12,1
0.0005,24,-0.0461273491,-1.92724747e-09,-0.0230629649,-0.023062963,-8.10654488e-10,-1.25119903e-09,1.33851841e-09,-5.17866283e-09,4.49767786e-14,-3.33438308e-08,3.33705792e-08,-1.00866433e-11,-1.66607422e-11,-7.78347112e-06,2.9695313e-12,1
0.0005,25,-0.0480493233,-2.01226635e-09,-0.0240239203,-0.0240239203,-8.55947979e-10,-1.29688482e-09,1.33939448e-09,-5.39444045e-09,4.67235131e-14,-3.47388678e-08,3.47656339e-08,-9.95183623e-12,-1.68158369e-11,-8.10778783e-06,3.10044134e-12,1
