dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,-5.35191997e-16,6.95370322e-16,3.25515559e-10,-3.2551567e-10,-3.25515559e-10,3.25515614e-10,-1.88154914e-09,6.9049354e-21,-1.02382721e-20,-1.88155741e-11,-1.88155776e-11,1.88155741e-11,1.88155741e-11,1.15166589e-18,6.86958829e-20,1
0.0005,1,3.13121556e-10,-2.0695952e-15,4.82069273e-10,-1.68961928e-10,-3.25515559e-10,3.25515614e-10,-1.88154914e-09,3.68281455e-17,-9.63267333e-21,-1.88152376e-11,-1.88159141e-11,1.88155741e-11,1.88155741e-11,5.29480668e-14,-2.50840944e-19,1
0.0005,2,6.26242558e-10,-2.03823571e-15,6.38622932e-10,-1.24082689e-11,-3.25515559e-10,3.25515587e-10,-1.88154914e-09,7.36529029e-17,-1.08431334e-20,-1.88148976e-11,-1.88162506e-11,1.88155741e-11,1.88155741e-11,1.05895354e-13,-3.01182923e-19,1
0.0005,3,9.39360367e-10,6.58894648e-16,7.95176536e-10,1.44145362e-10,-3.25515559e-10,3.25515642e-10,-1.88154914e-09,1.10498836e-16,-6.37624097e-21,-1.8814561e-11,-1.88165906e-11,1.88155741e-11,1.88155741e-11,1.58843587e-13,1.2514864e-19,1
0.0005,4,1.25248023e-09,6.95370322e-16,9.51730139e-10,3.00699021e-10,-3.25515559e-10,3.25515614e-10,-1.88154914e-09,1.47302418e-16,-7.81587613e-21,-1.88142175e-11,-1.88169272e-11,1.88155741e-11,1.88155741e-11,2.1179266e-13,6.86958829e-20,1
0.0005,5,1.56560231e-09,-1.44162824e-16,1.10828369e-09,4.57252625e-10,-3.25515725e-10,3.25515476e-10,-1.88154914e-09,1.84148351e-16,7.01260136e-21,-1.88138793e-11,-1.88172672e-11,1.88155741e-11,1.88155741e-11,2.64740459e-13,4.4704573e-19,1
0.0005,6,1.87883664e-09,-7.1172251e-13,1.26494037e-09,6.13862572e-10,-3.25916294e-10,3.2516162e-10,-1.88167038e-09,2.14661866e-16,3.97587571e-17,-1.88159609e-11,-1.88176037e-11,1.88179975e-11,1.88155741e-11,3.16495257e-13,1.09842671e-15,1
0.0005,7,2.19195795e-09,-7.08152992e-13,1.42149426e-09,7.70416286e-10,-3.25916266e-10,3.25161675e-10,-1.88167038e-09,2.51467141e-16,3.97632239e-17,-1.88156261e-11,-1.8817942e-11,1.88179975e-11,1.88155741e-11,3.69440698e-13,1.09891185e-15,1
0.0005,8,2.50507459e-09,-7.10043786e-13,1.57804825e-09,9.26970334e-10,-3.25916127e-10,3.25161759e-10,-1.88167038e-09,2.88262253e-16,3.97475604e-17,-1.88152896e-11,-1.88182803e-11,1.88179958e-11,1.88155724e-11,4.22388388e-13,1.09815725e-15,1
0.0005,9,2.81819967e-09,-7.10915159e-13,1.73460124e-09,1.08352349e-09,-3.25916155e-10,3.25161759e-10,-1.88167038e-09,3.2511835e-16,3.97481692e-17,-1.88149375e-11,-1.88186203e-11,1.88179958e-11,1.88155741e-11,4.75343018e-13,1.0980986e-15,1
0.0005,10,3.13131743e-09,-7.10883609e-13,1.89115523e-09,1.24007737e-09,-3.25916183e-10,3.25161731e-10,-1.88167038e-09,3.61954119e-16,3.97469549e-17,-1.88146113e-11,-1.88189568e-11,1.88179958e-11,1.88155741e-11,5.28284339e-13,1.0980483e-15,1
0.0005,11,3.44443518e-09,-7.10951426e-13,2.04770889e-09,1.39663137e-09,-3.25916155e-10,3.25161786e-10,-1.88167038e-09,3.98742454e-16,3.9751425e-17,-1.88142626e-11,-1.88192933e-11,1.88179958e-11,1.88155741e-11,5.8123558e-13,1.09815513e-15,1
0.0005,12,3.75778342e-09,7.09574706e-13,2.20437513e-09,1.55339097e-09,-3.25115046e-10,3.25869332e-10,-1.88142835e-09,4.22933715e-16,-3.97559215e-17,-1.88139296e-11,-1.88147831e-11,1.88131507e-11,1.88155741e-11,6.31793337e-13,-1.09784364e-15,1
0.0005,13,4.07090006e-09,7.06776055e-13,2.36092901e-09,1.70994452e-09,-3.25115046e-10,3.25869332e-10,-1.88142835e-09,4.59742379e-16,-3.97553127e-17,-1.88135965e-11,-1.88151265e-11,1.8813149e-11,1.88155741e-11,6.84740784e-13,-1.09860036e-15,1
0.0005,14,4.38402292e-09,7.0600123e-13,2.51748244e-09,1.86649762e-09,-3.25115213e-10,3.25869165e-10,-1.88142835e-09,4.9664591e-16,-3.97423028e-17,-1.88132704e-11,-1.88154804e-11,1.88131507e-11,1.88155724e-11,7.37689532e-13,-1.09783517e-15,1
0.0005,15,4.69714401e-09,7.0677264e-13,2.67403655e-09,2.02305173e-09,-3.25115157e-10,3.2586922e-10,-1.88142835e-09,5.33413916e-16,-3.97378327e-17,-1.88129304e-11,-1.8815817e-11,1.8813149e-11,1.88155724e-11,7.90637412e-13,-1.09810675e-15,1
0.0005,16,5.01026287e-09,7.06842679e-13,2.83058954e-09,2.17960561e-09,-3.25115157e-10,3.25869165e-10,-1.88142835e-09,5.70195475e-16,-3.97392753e-17,-1.88125591e-11,-1.88161223e-11,1.8813149e-11,1.88155706e-11,8.43585618e-13,-1.09772622e-15,1
