dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,0.984524012,2.13574353e-07,0.492138237,0.492138237,1.1821912e-07,1.04082318e-07,3.63414507e-08,-5.53103418e-05,-1.1809791e-11,6.41393262e-06,-6.41320457e-06,-7.2787959e-10,-1.38399519e-13,0.000164114404,-3.29849092e-10,0
0.0005,1,0.984524012,2.13181082e-07,0.492138237,0.492138237,1.20238752e-07,1.06364219e-07,3.63361004e-08,-5.53103418e-05,-1.19417167e-11,6.41393626e-06,-6.41320821e-06,-7.28051064e-10,-1.15664233e-13,0.000164114404,-3.29855143e-10,0
0.0005,2,0.984524012,2.11985437e-07,0.492138237,0.492138237,1.17775642e-07,1.07629745e-07,3.60293129e-08,-5.53103418e-05,-1.19683733e-11,6.41393672e-06,-6.41321458e-06,-7.2176437e-10,-1.64428475e-13,0.000164114419,-3.26785127e-10,0
0.0005,3,0.984524012,2.09485677e-07,0.492138237,0.492138237,1.43357369e-07,1.02968023e-07,3.56213334e-08,-5.53103418e-05,-1.21939741e-11,6.41393763e-06,-6.41322367e-06,-7.13460624e-10,-8.07830907e-14,0.000164114434,-3.22709415e-10,0
0.0005,4,0.984524012,2.11912464e-07,0.492138237,0.492138207,1.2477939e-07,1.06613072e-07,3.61687462e-08,-5.53103418e-05,-1.20507666e-11,6.41394718e-06,-6.41322231e-06,-7.24921345e-10,-7.02433988e-14,0.000164114419,-3.28335914e-10,0
0.0005,5,0.984524012,2.1451936e-07,0.492138207,0.492138237,1.2479282e-07,1.07447782e-07,3.60329544e-08,-5.53103418e-05,-1.18724865e-11,6.41394763e-06,-6.41322595e-06,-7.21847193e-10,-1.16689644e-13,0.000164114434,-3.26682764e-10,0
0.0005,6,0.984524012,2.12287731e-07,0.492138207,0.492138237,1.20009943e-07,1.06606947e-07,3.6183561e-08,-5.53103418e-05,-1.1916702e-11,6.41395445e-06,-6.41322958e-06,-7.24890703e-10,-7.47905427e-14,0.000164114434,-3.28413352e-10,0
0.0005,7,0.984524012,2.10249993e-07,0.492138207,0.492138237,1.19156155e-07,1.04800463e-07,3.6337056e-08,-5.53103418e-05,-1.1872856e-11,6.41395854e-06,-6.41323004e-06,-7.28174354e-10,-1.57682461e-13,0.000164114434,-3.30269478e-10,0
0.0005,8,0.984524012,2.13253145e-07,0.492138207,0.492138237,1.19809997e-07,1.06778096e-07,3.63431845e-08,-5.53103418e-05,-1.19381224e-11,6.41396218e-06,-6.41323368e-06,-7.28146266e-10,-1.18867427e-13,0.000164114434,-3.29897248e-10,0
0.0005,9,0.984524012,2.120304e-07,0.492138207,0.492138237,1.19945767e-07,1.05861673e-07,3.61869112e-08,-5.53103418e-05,-1.18902744e-11,6.41396582e-06,-6.41324095e-06,-7.24908578e-10,-1.19055414e-13,0.000164114448,-3.2845332e-10,0
