dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,3.21512147e-07,6.13398221e-13,1.61086646e-07,1.60416818e-07,-3.34415495e-10,3.35246192e-10,-1.88068228e-09,-1.81202085e-11,-1.40092473e-16,-1.85848784e-11,-1.90475864e-11,1.88150572e-11,1.88174077e-11,4.66281944e-11,-1.01156063e-15,1
0.0005,1,3.21511834e-07,1.22635235e-12,1.61086774e-07,1.60416533e-07,-3.33934991e-10,3.35368011e-10,-1.88049443e-09,-1.81202154e-11,-9.35734237e-17,-1.85832565e-11,-1.90454475e-11,1.88130241e-11,1.88156817e-11,4.66279203e-11,-1.14291172e-15,1
0.0005,2,3.21512488e-07,2.08921769e-12,1.61086803e-07,1.60417073e-07,-3.3438699e-10,3.35706352e-10,-1.88049265e-09,-1.81202119e-11,-1.84720945e-16,-1.8582972e-11,-1.9045699e-11,1.88129512e-11,1.88157163e-11,4.66282429e-11,-1.05828974e-15,1
0.0005,3,3.2151155e-07,-9.69280212e-13,1.61086135e-07,1.60416192e-07,-3.35472511e-10,3.34405642e-10,-1.88048732e-09,-1.8120179e-11,8.69521672e-17,-1.85804115e-11,-1.9048145e-11,1.88167624e-11,1.88117924e-11,4.66306403e-11,2.31690447e-15,1
0.0005,4,3.21512118e-07,-2.66439648e-13,1.61086405e-07,1.60416789e-07,-3.348547e-10,3.34753752e-10,-1.88051197e-09,-1.81201529e-11,8.46905892e-17,-1.85814333e-11,-1.90476194e-11,1.88151265e-11,1.88139261e-11,4.66298944e-11,4.76536501e-16,1
0.0005,5,3.21511948e-07,-7.36910533e-14,1.61085907e-07,1.60417542e-07,-3.35526579e-10,3.355006e-10,-1.88033522e-09,-1.81200888e-11,-1.35335536e-16,-1.85798217e-11,-1.90456921e-11,1.88120908e-11,1.88134213e-11,4.66296515e-11,-5.62992307e-16,1
0.0005,6,3.21513511e-07,2.60624855e-13,1.61086888e-07,1.6041713e-07,-3.35761197e-10,3.35052708e-10,-1.88066629e-09,-1.81201946e-11,3.77918572e-17,-1.85826302e-11,-1.90495189e-11,1.88163287e-11,1.88158222e-11,4.66303836e-11,2.3919914e-16,1
0.0005,7,3.21512346e-07,-5.32199285e-13,1.61086632e-07,1.60416846e-07,-3.35245942e-10,3.34828054e-10,-1.88075377e-09,-1.8120205e-11,-2.02474756e-17,-1.85850467e-11,-1.90488528e-11,1.88175465e-11,1.88163547e-11,4.66287564e-11,5.62165603e-16,1
0.0005,8,3.21511749e-07,2.22107055e-13,1.61086561e-07,1.60416548e-07,-3.34805128e-10,3.34687e-10,-1.88031613e-09,-1.81201477e-11,-3.10759448e-17,-1.8580127e-11,-1.90450052e-11,1.88123284e-11,1.8812802e-11,4.66291832e-11,-2.04802402e-16,1
0.0005,9,3.21512658e-07,1.0593193e-12,1.6108649e-07,1.60417073e-07,-3.34741401e-10,3.35759087e-10,-1.8804911e-09,-1.81202033e-11,8.67022925e-18,-1.85835514e-11,-1.90450919e-11,1.88135028e-11,1.88151387e-11,4.66276531e-11,-7.28141709e-16,1
