dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,104636.812,632339.438,96036.0938,63156.9805,345627.094,317743.875,-117917.477,-4.86989546,-20.5308609,-2315.84644,-50.5537949,28.526659,2337.87378,-1112.15857,-1039.7627,1
0.0005,1,21839.8711,132581.891,13574.1084,12922.1768,51008.3633,72282.6875,-20588.1465,-0.928532183,-3.90165377,-406.661224,-6.50747633,5.73470068,407.43396,-195.888397,-177.159164,1
0.0005,2,-15908739,54584416,-12874116,-10444498,37161400,23490170,10075844,533.701538,-1776.89807,210319.984,-8116.51367,-202225.766,22.3243771,106310.094,-91200.1641,1
0.0005,3,-1209962.12,4744505,-771102.125,-235338.031,2585617.5,2507631.25,817955.75,38.9654045,-172.448822,16960.1191,-545.180481,-16429.8652,14.9260559,8533.09277,-7341.80566,1
0.0005,4,-26719.248,287606.062,-38721.082,-14684.0059,146979.844,142241.219,39990.4414,1.96096885,-8.73394203,830.469116,-27.9276829,-851.488037,48.9464722,423.249634,-398.556396,1
0.0005,5,-4179.50586,39993.8008,-5774.04932,-1607.36499,21103.166,19340.3984,3775.8772,0.129806668,-1.36622036,79.4809875,-3.70526314,-108.968666,33.1929474,40.8397141,-63.7449913,1
0.0005,6,-506761.469,2297979.75,-352733.594,-122704.961,1235814.5,1184356.38,285208.156,11.029067,-75.8529663,5970.27441,-246.649307,-6803.99854,1080.37256,3021.79663,-3523.3479,1
0.0005,7,-536425,3595127,-609190.938,-426703.781,2356469.25,1765553.38,580508.375,32.7426109,-113.581734,12111.7031,-461.923645,-11700.4873,50.7096214,6174.00684,-5225.42676,1
0.0005,8,1543685.62,6967303,1102206.12,504349.438,3475333,3346059.25,-1215748.75,-37.2424011,-207.956833,-23909.0996,-488.898743,586.953552,23811.043,-11442.4551,-10364.1846,1
0.0005,9,-19010.877,851671,139334.797,32105.6133,563216.75,724490.812,-227497,-3.90767384,-45.0321045,-4513.66309,-51.8109818,68.3195038,4497.15479,-2229.85547,-2042.26929,1
0.0005,10,-2706575.25,11498273,-2473383.25,-962146,6537708.5,5714082,2196021.5,45.6008797,-393.116943,45454.3047,-1383.80701,-44077.4805,6.98567915,22969.4844,-19932.9434,1
0.0005,11,73367.4375,452786.906,31167.7734,42889.2148,200094.953,251576.156,-60179.8398,-3.83649158,-14.3180447,-1174.51489,-33.1913223,-142.270889,1349.97693,-555.874634,-664.224792,1
0.0005,12,17913.1133,120511.086,8356.26953,9033.85156,48617.957,57670.9258,-18605.3535,-0.576000214,-3.65324545,-368.665039,-4.71251726,4.86443138,368.513092,-178.72644,-160.183899,1
0.0005,13,3376.71509,18129.2793,2049.10742,1948.01453,11432.3613,11840.5332,-2895.25049,-0.118002169,-0.656197965,-56.6021538,-1.50052321,-4.8162117,62.9188881,-26.9285908,-30.5051556,1
0.0005,14,7016.62842,119168.172,8413.30762,4760.20264,60084.4492,59053.9609,-18529.2559,-0.327086836,-3.4838202,-365.731384,-6.118783,8.44233036,363.407837,-178.431732,-156.212173,1
0.0005,15,1015756.88,8400702,938383.312,301205.188,4197782.5,4246749,-1449827.88,-33.1861496,-274.880524,-28450.2031,-645.359863,671.954956,28423.6113,-13717.6289,-12347.1016,1
0.0005,16,144980.406,2725695.75,526989.5,229250.578,1505191.12,1478351.75,-513444.156,-24.0130806,-100.70472,-10115.7568,-188.184448,229.209808,10074.7314,-4918.13428,-4415.23291,1
0.0005,17,8505.71387,64407.4805,7092.08105,3911.14868,39107.1445,37255.918,-10529.0605,-0.336470455,-2.3360002,-206.21637,-5.08371544,0.00519600557,211.294922,-98.9601135,-93.6954269,1
0.0005,18,5024.54199,65390.5703,3110.46509,3568.0354,35387.2383,41175.6445,-11576.8623,-0.336056232,-2.51193333,-227.554596,-4.77317953,-0.178226411,232.505981,-110.304474,-104.070007,1
0.0005,19,68407.2656,317506.812,32354.6289,31935.1289,133866.328,164640.516,-47487.0547,-1.67593777,-9.15489769,-937.132507,-15.8510075,22.2468357,930.736694,-448.754517,-397.700256,1
0.0005,20,86054.0703,609803,26897.3047,47356.3906,215323.797,348939.031,-65519.9414,-2.15543413,-17.9373322,-1284.41638,-30.4572239,-349.244354,1664.1178,-611.97998,-897.727234,1
0.0005,21,36749.043,152444.062,12843.8281,20342.4102,83938.1953,90237.5156,-27343.8926,-1.15097141,-5.12115717,-537.089111,-11.6558075,15.5070095,533.237915,-256.080475,-230.990952,1
0.0005,22,5106.13574,89678.3125,8921.16699,5670.07031,51035.5898,50004.9258,-16617.8691,-0.275753796,-2.5454874,-327.171783,-6.32048416,7.63488197,325.85733,-159.387573,-143.180511,1
