traj,s1,s2,s3
0,4.53890025e-05,0,0
1,0.000989557826,0.000852817378,1.03409166e-05
2,0.00196253019,0.00173595606,2.16732878e-05
3,0.00296483841,0.00265005603,3.40492625e-05
4,0.00399699667,0.00359576638,4.75230227e-05
5,0.00505973073,0.00457374565,6.2150968e-05
6,0.00615333114,0.00558466185,7.79917245e-05
7,0.00727740861,0.00662921323,9.5108262e-05
8,0.0084356321,0.00770803588,0.000113557733
9,0.009625501,0.00882188231,0.000133412046
10,0.0108485697,0.0099714417,0.000154737339
11,0.0121054249,0.0111574335,0.000177604656
12,0.013396712,0.0123805925,0.00020208754
13,0.0147229619,0.0136416629,0.000228262536
14,0.0160846915,0.0149413813,0.000256208732
15,0.0174828973,0.0162805207,0.000286008057
16,0.0189178158,0.0176598579,0.00031774657
17,0.0203901008,0.0190801695,0.000351512281
18,0.0219005737,0.0205422528,0.000387396751
19,0.0234497599,0.0220469218,0.00042549544
20,0.0250384156,0.0235949848,0.000465906516
21,0.026667079,0.0251872856,0.000508732453
22,0.0283364244,0.0268246513,0.000554078899
23,0.0300471075,0.0285079461,0.000602055574
24,0.0318000391,0.0302380286,0.000652775459
25,0.0335956812,0.0320157707,0.00070635631
26,0.0354347341,0.0338420905,0.000762920885
27,0.037317954,0.0357178524,0.000822593342
28,0.0392462797,0.0376439877,0.000885504589
29,0.0412201136,0.0396214202,0.000951790076
30,0.0432402194,0.0416511036,0.00102158973
31,0.0453075618,0.0437339656,0.00109504652
32,0.0474227183,0.0458709933,0.00117231079
33,0.0495864451,0.0480631441,0.00125353702
34,0.0517998859,0.0503114015,0.00133888226
35,0.0540632866,0.0526168048,0.00142851553
36,0.0563776679,0.05498036,0.00152260601
37,0.0587436743,0.0574030764,0.00162132957
38,0.0611625202,0.0598860122,0.0017248682
39,0.0636346564,0.0624302179,0.00183341047
40,0.0661611333,0.0650367662,0.00194715022
41,0.068742536,0.0677067563,0.00206628977
42,0.0713799223,0.0704412609,0.00219103554
43,0.0740739927,0.0732414275,0.00232160231
44,0.0768257752,0.0761083513,0.00245821127
45,0.0796357468,0.079043217,0.00260109315
46,0.0825057402,0.0820470974,0.00275047589
