tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,1.94965219,-3.54070711,-1.90478253,-0.83399725,-1.25703192,0.463611662,5.37332392,-2.40758848,2.17517614,3.18036675,5.63433027,-1.96740127,-1.05320752,0.690531909,6.5834856,1.67100048,-0.193110734,2.86898971,5.07041788,2.64838004,1.86062026,3.14784527,3.90175915,3.45653915,2.91204858,2.42681885,1.60620713,0.983373284,0.914133072,1.23342121,2.17355394,3.81245136,17,0,1
0.01,1,1.9096936,-3.56085324,-1.88306868,-0.8414343,-1.25387025,0.483896226,5.36731148,-2.42233896,2.18694067,3.24040985,5.61847019,-2.02302289,-1.02175069,0.696486294,6.60511446,1.66135919,-0.196640328,2.88039541,5.09765863,2.6477313,1.86013722,3.16251826,3.92153072,3.46469164,2.9123702,2.42649484,1.60648346,0.986794591,0.921530128,1.24580109,2.19550705,3.83172226,17,0,1
0.01,2,1.86925173,-3.5804379,-1.86156666,-0.848758578,-1.2507205,0.504286766,5.36095524,-2.43741894,2.19821954,3.30038977,5.60160303,-2.078619,-0.989962995,0.703020573,6.62670326,1.65144157,-0.200084522,2.89178872,5.12494516,2.64694905,1.85960531,3.17723036,3.94136572,3.47276473,2.91258025,2.42612505,1.60677505,0.99026078,0.92897296,1.2582556,2.21756577,3.85071182,17,0,1
0.01,3,1.82833374,-3.59946442,-1.84027255,-0.855970442,-1.24757481,0.524793029,5.35425043,-2.45283651,2.20901322,3.36026549,5.58374882,-2.13412547,-0.957921267,0.710120022,6.64824963,1.64128208,-0.203423023,2.90319085,5.15225935,2.64601207,1.85904551,3.19200802,3.96126437,3.48072386,2.91266942,2.42574334,1.60710347,0.99376303,0.936450005,1.27077734,2.23972464,3.86941648,17,0,1
0.01,4,1.78693199,-3.6179297,-1.81919682,-0.863069892,-1.24443924,0.545425057,5.34717894,-2.46861744,2.21931005,3.42006183,5.5648818,-2.18957806,-0.925579011,0.717833817,6.66975594,1.63082564,-0.206650227,2.91460538,5.17960739,2.64489722,1.85844982,3.20686531,3.98124194,3.48855662,2.91262341,2.42535496,1.60747433,0.99729383,0.943957746,1.28337181,2.2619946,3.88783526,17,0,1
0.01,5,1.74506414,-3.63582945,-1.79835105,-0.870054066,-1.2413137,0.566166639,5.33975458,-2.48474479,2.22910619,3.47973275,5.54502249,-2.24493146,-0.892998576,0.726136684,6.69121933,1.62010801,-0.209776923,2.92602038,5.20698166,2.64363623,1.85782933,3.22178531,4.00127649,3.49627471,2.91246438,2.42495561,1.60787594,1.00085914,0.95150435,1.29604197,2.28437161,3.90595651,17,0,1
0.01,6,1.70272434,-3.65316272,-1.77773368,-0.87692368,-1.23819387,0.587029219,5.33196497,-2.50123358,2.23839307,3.53926682,5.5241704,-2.30016685,-0.860194921,0.735048234,6.7126379,1.60911024,-0.212795421,2.93743849,5.2343812,2.64221907,1.85717928,3.23677063,4.02137899,3.50387788,2.91217875,2.42453718,1.60830951,1.00445974,0.959088326,1.30878747,2.30685806,3.92377877,17,0,1
0.01,7,1.65993011,-3.6699326,-1.75735295,-0.88367641,-1.23508072,0.608025253,5.32379198,-2.51810455,2.24716258,3.59867644,5.50231171,-2.35529947,-0.827164173,0.744585931,6.73401022,1.59781086,-0.21570465,2.94886112,5.26181698,2.64064121,1.8564887,3.25181842,4.04155254,3.51136279,2.91176724,2.4241097,1.60878563,1.00809479,0.966703475,1.32160151,2.32944536,3.94129324,17,0,1
0.01,8,1.6167146,-3.68613005,-1.73724115,-0.89030689,-1.23198104,0.629102349,5.31528282,-2.53530526,2.25541258,3.65787935,5.47949696,-2.41024685,-0.793977559,0.754743874,6.75534201,1.58622873,-0.218489408,2.96029902,5.28926229,2.63889909,1.85578465,3.26694345,4.06179094,3.51872063,2.91122961,2.42367721,1.60930407,1.01176476,0.974352658,1.33448505,2.35212612,3.95848417,17,0,1
0.01,9,1.57303441,-3.70174956,-1.71737516,-0.896819472,-1.22888625,0.650313079,5.30638075,-2.55289245,2.26313233,3.71692824,5.45567751,-2.4650712,-0.760610819,0.765518844,6.77662468,1.57434273,-0.22118178,2.97172499,5.31674385,2.63701034,1.85503983,3.2821219,4.08209515,3.52596688,2.91057062,2.42322254,1.60984707,1.01547039,0.982047975,1.34745717,2.37492585,3.97535515,17,0,1
0.01,10,1.52895284,-3.71680951,-1.69778085,-0.90321058,-1.22580302,0.67163074,5.29711151,-2.57084823,2.27031493,3.775774,5.43088865,-2.5197103,-0.727096856,0.776954353,6.79786015,1.56212747,-0.223738492,2.9831717,5.34425116,2.63494229,1.85425854,3.29736614,4.10247231,3.53309464,2.90978718,2.42275929,1.61043656,1.01921368,0.989767194,1.36048377,2.39780426,3.99189401,17,0,1
0.01,11,1.48442376,-3.73128366,-1.67844892,-0.909483135,-1.22272766,0.693070054,5.28745461,-2.58919001,2.27695537,3.83441663,5.40512514,-2.57416892,-0.693464518,0.789026737,6.81904459,1.5496192,-0.226173908,2.99462938,5.37176418,2.63271165,1.85346937,3.31269431,4.12291336,3.5400784,2.90887451,2.42229962,1.61106586,1.02298737,0.997530699,1.37360227,2.42080402,4.00810146,17,0,1
0.01,12,1.43949795,-3.74518824,-1.65940249,-0.91563195,-1.219661,0.714633703,5.27740574,-2.60792804,2.283041,3.89284086,5.37839222,-2.62843513,-0.659718215,0.801762938,6.84017658,1.5367732,-0.228489548,3.00608897,5.39930582,2.63032246,1.85264313,3.32808065,4.14342117,3.54694152,2.9078393,2.42183232,1.61173439,1.02679467,1.00532496,1.38678837,2.44389343,4.02396393,17,0,1
0.01,13,1.39415884,-3.75850964,-1.64064014,-0.921658814,-1.21660399,0.736300468,5.26698017,-2.62703538,2.28856921,3.95101976,5.35070705,-2.68247867,-0.625899136,0.815159261,6.86125708,1.52360916,-0.230671823,3.01756406,5.42684698,2.62777877,1.8518194,3.34354401,4.16397572,3.55366516,2.90669298,2.42136335,1.61243212,1.03063536,1.01316428,1.40006053,2.46708846,4.03947258,17,0,1
0.01,14,1.34843063,-3.77125645,-1.62216663,-0.92756325,-1.21355498,0.758091807,5.25615406,-2.64654541,2.2935307,4.0089469,5.32206964,-2.73630071,-0.592018962,0.829217553,6.88228083,1.51009393,-0.232733667,3.02903914,5.4544239,2.625072,1.85094094,3.35905266,4.18460703,3.56028342,2.9054184,2.42087579,1.61317194,1.03451633,1.02103603,1.41340137,2.49037552,4.05462933,17,0,1
0.01,15,1.30230939,-3.7834239,-1.60398662,-0.933345556,-1.21051335,0.780005276,5.24492884,-2.66645575,2.29791379,4.06660986,5.29249382,-2.78987503,-0.558101773,0.843968749,6.90324497,1.49624133,-0.234637633,3.04054713,5.48198557,2.62218404,1.85007286,3.37465811,4.20529604,3.56673861,2.90401959,2.4204061,1.61395717,1.03842247,1.02893949,1.42681992,2.513762,4.06942177,17,0,1
0.01,16,1.255826,-3.79500818,-1.58612096,-0.93900311,-1.20748699,0.802010417,5.23332024,-2.68674183,2.30172539,4.12397337,5.26199436,-2.84319091,-0.524182618,0.859370232,6.9241519,1.48202395,-0.236423194,3.0520556,5.50958443,2.61912632,1.84915447,3.39031935,4.22606182,3.57307267,2.90249133,2.41992331,1.61478448,1.04237401,1.03688872,1.44031942,2.53724003,4.08383894,17,0,1
0.01,17,1.20897448,-3.80601263,-1.56856322,-0.944536865,-1.20446718,0.824148297,5.22128963,-2.70744729,2.30494165,4.18105602,5.23055887,-2.89625764,-0.490261883,0.875454485,6.94499254,1.46746969,-0.238069952,3.06357813,5.53717852,2.61590719,1.84823179,3.40605688,4.24688816,3.57926202,2.90083623,2.41944599,1.61565781,1.0463562,1.04487062,1.45389509,2.56081128,4.09787893,17,0,1
0.01,18,1.1617434,-3.81642866,-1.55131328,-0.949950039,-1.20145714,0.846414924,5.20884085,-2.72857738,2.30755401,4.23783255,5.19821215,-2.94904828,-0.456358522,0.892248273,6.96576738,1.45253479,-0.239566758,3.07511806,5.5647769,2.61252117,1.84729064,3.4218576,4.2677722,3.58532381,2.89906669,2.41895914,1.61656153,1.05037546,1.05289602,1.46755886,2.58448982,4.11153984,17,0,1
0.01,19,1.1141721,-3.82626152,-1.5343858,-0.955239356,-1.19845748,0.868788779,5.19598436,-2.75010514,2.30956745,4.29427624,5.16496992,-3.00154066,-0.422522694,0.909715772,6.98647261,1.43722451,-0.24091579,3.08667803,5.59238434,2.60895467,1.84633029,3.43773723,4.28872156,3.59123087,2.89717102,2.41848612,1.61751139,1.054425,1.06095767,1.48130059,2.60825682,4.12480783,17,0,1
0.01,20,1.06628287,-3.83552122,-1.5177902,-0.960405529,-1.19547081,0.891249239,5.18274069,-2.77200961,2.31097651,4.35034752,5.13086939,-3.05370331,-0.388786405,0.927859008,7.00710678,1.42154169,-0.242114782,3.09825754,5.61999512,2.60521436,1.84534991,3.45368505,4.30974054,3.59700298,2.89514637,2.41800785,1.61850905,1.05851543,1.06905365,1.4951123,2.6320982,4.13767147,17,0,1
