tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,1.75025272,-3.3512938,-1.68350089,-0.829043806,-1.13922048,1.68695676,4.04423046,-3.83679986,1.64033866,4.26382828,4.74666739,-3.0334506,0.188184723,2.08208752,6.39500427,0.546745718,0.235208914,3.19032431,5.16527987,2.17992377,1.71353054,3.30446053,4.11058998,3.32006741,2.7109704,2.48572588,1.82451594,1.15994835,1.06688583,1.43349969,2.47016478,4.02368212,19,1,1
0.01,1,1.70763505,-3.36675906,-1.66383338,-0.83473897,-1.13478625,1.71765769,4.01227474,-3.87064838,1.62480879,4.30541658,4.71844101,-3.07647538,0.212555513,2.11389494,6.40869999,0.519935727,0.242169842,3.20789862,5.18867588,2.17221189,1.71452034,3.32197046,4.1316967,3.32461619,2.7098794,2.48799515,1.82710695,1.16386354,1.07489645,1.44746935,2.49436212,4.04081392,19,1,1
0.01,2,1.66459394,-3.38165593,-1.64439762,-0.84032321,-1.13034093,1.74856579,3.97953844,-3.9048326,1.60828829,4.34626484,4.68986893,-3.11923838,0.236647055,2.14621782,6.42207766,0.492673457,0.249319062,3.2255857,5.21204805,2.16428089,1.71546876,3.3395226,4.15288687,3.32905769,2.70865083,2.49023247,1.82976568,1.16785538,1.08295095,1.46150804,2.51865053,4.05759525,19,1,1
0.01,3,1.62116063,-3.39599895,-1.62522876,-0.845791996,-1.12590671,1.77953112,3.94620323,-3.93919039,1.5908792,4.3863225,4.66106224,-3.16165805,0.260359734,2.17893219,6.43515682,0.465081125,0.256670147,3.24342322,5.23532629,2.15610313,1.71646583,3.35721588,4.17413807,3.3332746,2.70729327,2.49253178,1.83249259,1.1718502,1.09100986,1.47560132,2.54301071,4.07400608,19,1,1
0.01,4,1.57769728,-3.40930009,-1.60632133,-0.850962162,-1.12138152,1.81081164,3.91210437,-3.97398138,1.57243979,4.4251976,4.63231373,-3.20355988,0.283653408,2.21253109,6.44777775,0.436853409,0.264358163,3.26160121,5.2584281,2.14755607,1.71754372,3.3750968,4.19542789,3.33721495,2.70581722,2.49489188,1.83530593,1.17591012,1.09915185,1.48984993,2.56755686,4.09008074,19,1,1
0.01,5,1.53430712,-3.42161226,-1.58771265,-0.855822086,-1.11677456,1.84229851,3.87736964,-4.00907946,1.55304801,4.46287775,4.6036582,-3.24492335,0.306492567,2.24694681,6.45993137,0.407952458,0.272359014,3.28009963,5.28139019,2.13862038,1.71865094,3.3931601,4.21681309,3.34086394,2.70414567,2.49731326,1.83829331,1.18006885,1.10733402,1.5041846,2.59220099,4.10578585,19,1,1
0.01,6,1.49057043,-3.43335319,-1.56940234,-0.860554934,-1.11216295,1.87390375,3.84194517,-4.04436874,1.53272808,4.49974108,4.57482338,-3.2859695,0.328945905,2.28172541,6.47176504,0.378708243,0.280545682,3.29873157,5.30426121,2.1294775,1.71980238,3.41132641,4.23823166,3.34432578,2.7023735,2.49976301,1.84132385,1.18427098,1.1155771,1.51861191,2.61692762,4.12109327,19,1,1
0.01,7,1.44637644,-3.44452953,-1.55132699,-0.86517787,-1.10752678,1.90574229,3.80569053,-4.07995367,1.51137996,4.53579855,4.54579592,-3.32669997,0.351050943,2.31703949,6.48321009,0.349001646,0.289033532,3.31760192,5.32698441,2.1200335,1.72102833,3.4296422,4.25969028,3.3475759,2.70050454,2.50225925,1.84438932,1.18847466,1.12384748,1.53313851,2.64179254,4.13604403,19,1,1
0.01,8,1.40178931,-3.4551518,-1.53352714,-0.869684279,-1.10288668,1.93768537,3.76875663,-4.11569166,1.48910248,4.57100201,4.5166502,-3.36708975,0.372743905,2.35270262,6.49432135,0.318945467,0.29771179,3.33661366,5.34962368,2.11037278,1.72227156,3.44803333,4.2811904,3.35066652,2.6985364,2.50478029,1.84750092,1.19269371,1.1321373,1.54773986,2.66675568,4.15061092,19,1,1
0.01,9,1.35684836,-3.46521258,-1.51601815,-0.874065578,-1.09822822,1.96981621,3.73102593,-4.15165758,1.4658072,4.60535717,4.48733997,-3.4071784,0.394072205,2.38884711,6.50504208,0.288402557,0.306637317,3.35581398,5.37216711,2.10045218,1.72354627,3.46653318,4.30273914,3.35356665,2.69645643,2.50732732,1.85067081,1.19696784,1.14048433,1.56243253,2.69180512,4.16477251,19,1,1
