tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.26181984,-3.5893414,-2.14766383,-0.778360128,-1.30841947,0.455112636,5.42396069,-2.49499416,2.12737489,3.17674088,5.75224209,-1.83510602,-0.821261585,1.18654346,6.56504488,1.40664518,0.100209288,3.05327964,4.9510994,2.51477027,1.94777417,3.22568727,3.87239075,3.3888855,2.94095826,2.53115439,1.69072878,1.00968313,0.905364513,1.19455457,2.08985758,3.78901362,10,0,1
0.01,1,2.22393274,-3.61411715,-2.1238203,-0.787271976,-1.30530393,0.475382298,5.41797972,-2.510077,2.13945031,3.23684597,5.73751163,-1.8885622,-0.792403579,1.1976794,6.5862546,1.39375174,0.0998416916,3.06714463,4.97636795,2.51312494,1.9489044,3.24113655,3.89136314,3.39652109,2.94230819,2.53175592,1.69090891,1.01272023,0.912531972,1.20656395,2.11131668,3.81035805,10,0,1
0.01,2,2.18545914,-3.63835788,-2.10011077,-0.796168268,-1.30226564,0.495640516,5.411798,-2.52536368,2.1510675,3.29694223,5.72180367,-1.94211018,-0.763307869,1.20926058,6.60734653,1.38066328,0.0995860249,3.08105326,5.00164557,2.51131845,1.95002043,3.25665879,3.91038656,3.40404153,2.94355321,2.53235602,1.69112265,1.01577628,0.919716537,1.21862769,2.1328752,3.83145094,10,0,1
0.01,3,2.14641571,-3.66203809,-2.07654595,-0.804987311,-1.29925847,0.515980005,5.40530205,-2.54095387,2.16219783,3.35696673,5.70513821,-1.99567091,-0.733994365,1.22135305,6.628335,1.36732662,0.0994547382,3.09500456,5.0269289,2.50936294,1.95112586,3.27224469,3.9294548,3.41146421,2.94469762,2.53292227,1.69135284,1.01887858,0.926951706,1.2307719,2.15455604,3.85230255,10,0,1
0.01,4,2.10686469,-3.68514991,-2.05315995,-0.813678443,-1.29624796,0.536467254,5.39841223,-2.55691743,2.17281508,3.41688275,5.6875186,-2.04919314,-0.704474926,1.23401475,6.64923096,1.35368323,0.0994610339,3.1090064,5.05221891,2.50723839,1.95221686,3.28791094,3.94858146,3.41876698,2.94572902,2.53347898,1.69161558,1.02201164,0.934217215,1.24297798,2.17633605,3.87289929,10,0,1
0.01,5,2.06681275,-3.70767641,-2.02993679,-0.822197437,-1.29317701,0.557265282,5.39095211,-2.57342434,2.18289828,3.47669196,5.66891384,-2.10267758,-0.6747576,1.24725974,6.67004442,1.33969319,0.0995756239,3.12303257,5.0775404,2.50495958,1.95326948,3.30363894,3.96776938,3.42595983,2.94664812,2.53402328,1.69190717,1.02516198,0.941499114,1.25524509,2.19823074,3.89326286,10,0,1
0.01,6,2.0261271,-3.72967839,-2.0068953,-0.830783725,-1.29029882,0.577741504,5.38360214,-2.58984494,2.19253683,3.53642106,5.64938307,-2.15619516,-0.644882679,1.26093876,6.69070244,1.32557046,0.0998518839,3.13714719,5.10282707,2.50249267,1.95434356,3.31946063,3.98700261,3.43302965,2.94745874,2.53455234,1.69223511,1.02836728,0.948838472,1.2675966,2.22023869,3.91332865,10,0,1
0.01,7,1.98502314,-3.75106311,-1.98404789,-0.839092374,-1.28726304,0.598752975,5.37543344,-2.60704398,2.2015779,3.59597802,5.62887049,-2.20957851,-0.614836633,1.27532053,6.71129847,1.31099963,0.100262016,3.15128851,5.12813425,2.49988317,1.95539391,3.33534622,4.00628328,3.43998265,2.94816899,2.5350709,1.69257855,1.0315882,0.956201315,1.28001225,2.24235678,3.93315816,10,0,1
0.01,8,1.94335151,-3.77190137,-1.96140087,-0.847386479,-1.28434265,0.619637311,5.36714983,-2.62436152,2.21013951,3.65540624,5.60741663,-2.26294756,-0.58467406,1.29015875,6.73176193,1.29622376,0.100790091,3.16548014,5.1534481,2.49709654,1.95642185,3.35130286,4.02562952,3.44683003,2.9487648,2.53556776,1.69295669,1.03484976,0.963598549,1.29249561,2.2645793,3.9526937,10,0,1
0.01,9,1.90128005,-3.79209399,-1.93895686,-0.855398297,-1.28124523,0.641144693,5.35796404,-2.64256191,2.21806812,3.71464109,5.58498621,-2.31614876,-0.554371357,1.30574358,6.75215101,1.28098798,0.101479053,3.17971516,5.17875671,2.49416184,1.95745277,3.36734152,4.0450139,3.4535408,2.94925785,2.53605938,1.6933552,1.03813982,0.971037984,1.30506015,2.2869246,3.97198677,10,0,1
0.01,10,1.8585856,-3.81178164,-1.91673625,-0.863471329,-1.27836382,0.662222862,5.34896517,-2.66057777,2.22555256,3.77373052,5.56163645,-2.36935067,-0.523990452,1.32172787,6.77238464,1.26560628,0.102290995,3.19401026,5.20405912,2.49105215,1.95847309,3.38344765,4.06444883,3.4601419,2.94964719,2.53654003,1.69378746,1.04146421,0.978510499,1.31769252,2.30936837,3.99094987,10,0,1
0.01,11,1.81544685,-3.83085084,-1.89474058,-0.871361434,-1.27542222,0.683629632,5.33935833,-2.67918873,2.23244596,3.83261371,5.53733826,-2.4224031,-0.493525296,1.33836818,6.79251099,1.24983406,0.103265494,3.20836687,5.2293601,2.4877646,1.95948017,3.39963317,4.08394337,3.46662211,2.94992185,2.53700018,1.69424713,1.04482663,0.986022413,1.33040166,2.33192658,4.00963354,10,0,1
0.01,12,1.77181149,-3.84935808,-1.87298596,-0.87916404,-1.27253306,0.705039978,5.3294878,-2.6980629,2.23880148,3.89127827,5.51212645,-2.47533369,-0.46301192,1.3555665,6.81250668,1.23377705,0.104396515,3.22279406,5.25464344,2.48428702,1.96049023,3.4159143,4.10348988,3.47295165,2.95008159,2.53747988,1.69475782,1.04821193,0.993555963,1.34317219,2.35458016,4.02800608,10,0,1
