tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.06224632,-2.8685782,-1.76778805,-0.738444686,-1.01209486,2.09406304,3.72330594,-4.09107494,1.31666481,4.07680321,4.7726655,-2.85613298,0.326522321,2.62417483,6.17634964,0.296648383,0.526634037,3.40086675,5.01147699,2.03346467,1.8084569,3.39661074,4.08280706,3.2107501,2.68485045,2.55269361,1.92072463,1.23985529,1.12401021,1.46773136,2.45580673,3.96380711,11,0,1
0.01,1,2.02508497,-2.88610125,-1.74935508,-0.742419124,-1.00621593,2.1251018,3.68831396,-4.12296534,1.30001473,4.11125088,4.75010729,-2.89432144,0.344974071,2.65643167,6.1865778,0.268896133,0.535026848,3.42112374,5.0324893,2.02497697,1.81090343,3.41488671,4.10298347,3.2142837,2.68436861,2.55596018,1.92372394,1.24363887,1.13191092,1.48154938,2.47934484,3.9814918,11,0,1
0.01,2,1.98750412,-2.90293908,-1.73122108,-0.746357799,-1.00081587,2.15566254,3.65303063,-4.15496588,1.28266537,4.14434242,4.72774982,-2.9316659,0.362799108,2.68907881,6.19646549,0.240682095,0.543714702,3.44168282,5.05330181,2.01610875,1.81345272,3.4333744,4.12320852,3.21749711,2.68374372,2.55934596,1.92683387,1.24743116,1.13983321,1.49547732,2.50304961,3.99885249,11,0,1
0.01,3,1.94991183,-2.91872644,-1.71318841,-0.749975383,-0.996939898,2.18363571,3.61905742,-4.18716574,1.26472211,4.1751256,4.70660114,-2.96693802,0.380347699,2.7229588,6.20550585,0.211785004,0.552683473,3.46250153,5.07396603,2.00695062,1.81605291,3.4519527,4.14344883,3.22051382,2.683038,2.56279802,1.9300139,1.25123537,1.14775991,1.50947762,2.52686024,4.01590157,11,0,1
0.01,4,1.91142619,-2.9346137,-1.69523084,-0.753592432,-0.990960181,2.21509361,3.58199263,-4.21944666,1.24550509,4.2073946,4.68358326,-3.00437903,0.397805333,2.75619864,6.21465778,0.182966083,0.561683118,3.48339629,5.0946269,1.99765074,1.81863534,3.47060847,4.16372728,3.22347021,2.68228221,2.56616902,1.93310797,1.25507593,1.15581024,1.52361739,2.55079842,4.03265953,11,0,1
0.01,5,1.87262285,-2.95004606,-1.67748153,-0.757147133,-0.984984994,2.24653363,3.5444603,-4.25166178,1.2255255,4.23890924,4.66054535,-3.04155064,0.414919674,2.78956509,6.22352743,0.153976634,0.570786297,3.50439715,5.11519337,1.98821378,1.82126415,3.48933554,4.18400764,3.22626901,2.68144035,2.56957316,1.9362824,1.25894296,1.16383338,1.53775239,2.57474875,4.04908848,11,0,1
0.01,6,1.83263278,-2.96577597,-1.65978408,-0.761137962,-0.976952553,2.28191948,3.50287175,-4.2843256,1.20342422,4.27215195,4.63510418,-3.08161592,0.432407588,2.82265449,6.23231316,0.125095248,0.579911649,3.52546334,5.13577318,1.97859073,1.82383633,3.50815773,4.20437765,3.2290051,2.6804955,2.5728724,1.93940091,1.26287127,1.1719768,1.5520308,2.59886122,4.06521893,11,0,1
0.01,7,1.7928437,-2.98018956,-1.64236104,-0.764645219,-0.97092855,2.31385088,3.46346784,-4.31690931,1.18128657,4.3021965,4.61164331,-3.11858439,0.449032247,2.8568635,6.24031067,0.0953429639,0.589412689,3.54690957,5.1561141,1.96857166,1.82651532,3.52713299,4.22475958,3.23141789,2.67944574,2.57633948,1.94265187,1.26677608,1.18009627,1.56639373,2.62310076,4.08098698,11,0,1
0.01,8,1.75269425,-2.99409056,-1.62514281,-0.768075526,-0.964895308,2.34584594,3.42342854,-4.34949112,1.15829074,4.33142138,4.58817768,-3.15528965,0.465293288,2.89126039,6.24797249,0.0653797388,0.599066615,3.56854892,5.17631102,1.95831311,1.82927811,3.54625416,4.24514627,3.2336123,2.67831039,2.57985115,1.94596004,1.27072191,1.18825412,1.58082557,2.64741182,4.09639788,11,0,1
0.01,9,1.71221769,-3.00748491,-1.6081543,-0.771436214,-0.958872795,2.37784076,3.38286543,-4.38199377,1.13448393,4.35981512,4.56479025,-3.19167376,0.481186599,2.9258256,6.25529766,0.0352342166,0.608869314,3.59035349,5.19636774,1.94787931,1.83210814,3.56545806,4.26551771,3.2356658,2.67713523,2.58336997,1.94925618,1.27467895,1.19645405,1.59533346,2.67178845,4.11144257,11,0,1
