dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,converged
0.5,0,2.41717482,3.26403213,3.67824507,2.57518935,2.2339232,3.1707387,3.36349463,2.42721391,2.62115717,3.34354901,2.89042163,2.48879194,3.0498414,3.11854649,2.63634276,2.83133221,3.11288691,2.83064985,2.76955557,3.02727652,2.95998144,2.82065058,2.96992159,3.02722955,2.91936302,2.96880031,3.05128717,2.97839046,2.91870308,2.87571931,2.64006138,2.18506789,1
0.5,1,2.42890286,3.27602696,3.687572,2.58305001,2.24495816,3.18266988,3.37232637,2.43574357,2.63255215,3.35458755,2.89881253,2.49850583,3.0613482,3.12829566,2.64521217,2.84210634,3.12362909,2.83980894,2.77952027,3.03817701,2.9698267,2.83027625,2.98050356,3.03750944,2.92898273,2.97887921,3.06144643,2.98785043,2.92806816,2.88522792,2.64928198,2.19468975,1
0.5,2,2.44063187,3.28801203,3.69689131,2.5909214,2.25600004,3.19459319,3.38115025,2.44428325,2.64395285,3.36561728,2.90720057,2.50822878,3.07285643,3.13803649,2.65408397,2.85288668,3.13436699,2.84896278,2.78948927,3.0490799,2.97966719,2.83990049,2.99108791,3.04778671,2.93860054,2.98895907,3.07160401,2.9973073,2.93743515,2.89473987,2.65850472,2.20431542,1
0.5,3,2.45236206,3.29998827,3.70620155,2.59880352,2.26705027,3.20650816,3.38996553,2.45283246,2.65535784,3.37663651,2.91558599,2.5179615,3.08436537,3.14776969,2.66295934,2.86367369,3.14510083,2.85811329,2.79946351,3.05998349,2.98950195,2.84952569,3.00167632,3.0580616,2.94821548,2.9990406,3.08176064,3.00676084,2.94680333,2.90425587,2.66772985,2.2139461,1
0.5,4,2.4640944,3.31195688,3.71550369,2.60669494,2.27810788,3.21841574,3.39877319,2.46139097,2.66676974,3.38764763,2.92396784,2.52770281,3.09587431,3.15749383,2.67183709,2.87446737,3.15583038,2.8672595,2.80944347,3.07088852,2.99933171,2.85915279,3.01226854,3.06833267,2.95782614,3.00912499,3.09191704,3.01621008,2.95617223,2.91377544,2.67695761,2.22358012,1
0.5,5,2.47582722,3.32391667,3.72479892,2.61459756,2.28917074,3.23031473,3.40757513,2.4699614,2.67818546,3.39864779,2.93234873,2.53745484,3.10738325,3.16720915,2.68071771,2.88526678,3.16655469,2.87640285,2.81942916,3.08179522,3.00915575,2.86877918,3.02286339,3.07860112,2.96743441,3.01920891,3.10207248,3.02565861,2.96554303,2.92329764,2.68618727,2.23321891,1
0.5,6,2.48756027,3.33586693,3.73408556,2.62250972,2.30024099,3.24220562,3.41636896,2.47853994,2.68960667,3.40963984,2.94072556,2.54721451,3.1188941,3.17691708,2.68960047,2.89607334,3.17727685,2.8855412,2.82941842,3.09270382,3.01897597,2.87840629,3.03346157,3.08886671,2.97703934,3.02929616,3.11222887,3.03510308,2.97491312,2.93282366,2.6954217,2.24286246,1
0.5,7,2.499295,3.34781027,3.74336433,2.63043165,2.31131721,3.25408888,3.42515635,2.48712969,2.70103312,3.42062235,2.94910145,2.55698514,3.130404,3.18661475,2.69848752,2.90688682,3.18799257,2.89467502,2.8394146,3.10361362,3.02878904,2.88803387,3.04406404,3.09913015,2.98664045,3.03938413,3.12238312,3.0445447,2.98428607,2.94235396,2.70465684,2.25250912,1
0.5,8,2.5110321,3.35974431,3.75263596,2.63836527,2.32240057,3.2659626,3.43393612,2.49572945,2.71246338,3.43159485,2.95747519,2.56676531,3.14191341,3.19630384,2.70737672,2.91770601,3.1987052,2.90380669,2.8494153,3.11452436,3.03859758,2.89766312,3.0546689,3.10938835,2.99623919,3.04947495,3.13253736,3.05398226,2.99366045,2.95188689,2.71389389,2.26216054,1
0.5,9,2.52276802,3.37166905,3.76189947,2.64630842,2.33349013,3.27782941,3.44270873,2.50433826,2.72389889,3.44255877,2.96584558,2.57655382,3.15342379,3.20598602,2.71627045,2.9285326,3.20941305,2.91293335,2.85942221,3.12543702,3.04840088,2.90729237,3.0652771,3.11964417,3.00583553,3.05956745,3.14269161,3.06341839,3.00303555,2.9614234,2.72313404,2.27181602,1
