tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.2583158,-3.57675719,-2.139781,-0.77873683,-1.30406749,0.449284494,5.42902803,-2.48248005,2.1245718,3.15088463,5.75831223,-1.82085395,-0.848548651,1.15599346,6.56810331,1.42975223,0.0894188806,3.04573154,4.95020771,2.52328396,1.95026314,3.22331095,3.86926413,3.39042521,2.9432826,2.52870393,1.68517041,1.00610948,0.903977215,1.19385362,2.08889794,3.78498983,11,0,1
0.01,1,2.22039986,-3.60142422,-2.1158607,-0.787663281,-1.30083692,0.469056606,5.42403173,-2.49682307,2.13716841,3.21101975,5.7439127,-1.87414491,-0.819918275,1.16633606,6.58940315,1.41738737,0.0888293833,3.05948925,4.97552919,2.52176523,1.95139289,3.23871517,3.8881979,3.3981061,2.94465947,2.52925396,1.68530262,1.00914836,0.911146224,1.2058506,2.11031961,3.80622602,11,0,1
0.01,2,2.18199944,-3.62551141,-2.09219599,-0.79649502,-1.29776025,0.489188075,5.41817045,-2.51179361,2.14907932,3.27115488,5.72856569,-1.92777765,-0.790863216,1.17728305,6.61058998,1.40472245,0.0883321315,3.07326198,5.00088358,2.52010584,1.95248628,3.25417709,3.90718913,3.40568423,2.94592643,2.52979183,1.68546522,1.01220536,0.918336332,1.21791112,2.13185549,3.82724571,11,0,1
0.01,3,2.14308667,-3.64902401,-2.06875563,-0.805253625,-1.2948488,0.509688973,5.41142607,-2.52740049,2.16021132,3.33114696,5.71233225,-1.98168445,-0.761346698,1.18892086,6.63165855,1.39169419,0.0879587084,3.08706951,5.02625847,2.51828051,1.95356178,3.26972628,3.92623901,3.41312528,2.94707346,2.53033352,1.68566787,1.01528811,0.925556898,1.23004591,2.15351844,3.84805012,11,0,1
0.01,4,2.10359168,-3.67199254,-2.04541063,-0.813890278,-1.29181337,0.530063987,5.40482426,-2.5430584,2.17109251,3.3910768,5.69508839,-2.03530598,-0.731820107,1.20096958,6.65265322,1.3784585,0.0877250135,3.1009388,5.05163717,2.5162828,1.95461583,3.28533697,3.9453485,3.42048573,2.94811606,2.53082442,1.68588054,1.01842606,0.932835639,1.24226213,2.17529321,3.86858559,11,0,1
0.01,5,2.06351471,-3.69439697,-2.02216339,-0.82240355,-1.28868723,0.550443888,5.39815331,-2.55892801,2.18168664,3.4510591,5.67677736,-2.0888114,-0.702216148,1.21344614,6.67357492,1.36500227,0.0876001716,3.11484408,5.07702208,2.51414299,1.9556669,3.3010211,3.96449757,3.42772245,2.94906211,2.53131866,1.68611538,1.02156627,0.940123498,1.25453615,2.1971786,3.88885951,11,0,1
0.01,6,2.02304006,-3.71621943,-1.99924636,-0.830835402,-1.2857933,0.571217954,5.39045382,-2.57548118,2.19133353,3.51069212,5.6576829,-2.14254594,-0.672142744,1.22672284,6.69435072,1.35112143,0.0876347572,3.12880421,5.10241938,2.51180029,1.95668316,3.31679416,3.98373556,3.43483567,2.94985342,2.53178525,1.68642282,1.02478361,0.947458982,1.2668699,2.21914959,3.90888,11,0,1
0.01,7,1.98197842,-3.7374773,-1.97644222,-0.839141905,-1.28279352,0.592010379,5.38269663,-2.59226489,2.20069742,3.57037258,5.63751125,-2.19611955,-0.642048419,1.24043167,6.71504927,1.33703196,0.0877824277,3.14279675,5.12781525,2.5093472,1.9577086,3.33261371,4.00298023,3.44185615,2.9505949,2.53223705,1.68670368,1.02800441,0.954831421,1.27928627,2.2412467,3.92862773,11,0,1
0.01,8,1.94045961,-3.75814414,-1.95392394,-0.847340286,-1.2799257,0.613054514,5.37418556,-2.60961103,2.20931578,3.62979364,5.61646795,-2.2497983,-0.611674488,1.25480568,6.7356205,1.32260001,0.0880584568,3.15683198,5.15322018,2.50670242,1.95870888,3.34852767,4.02230644,3.448735,2.95118833,2.53268623,1.68705416,1.03127146,0.962233782,1.29176927,2.26345325,3.94811726,11,0,1
0.01,9,1.89836681,-3.77824998,-1.93150401,-0.85542357,-1.27693045,0.634022295,5.36579275,-2.62703919,2.21764922,3.68912935,5.59440279,-2.30315351,-0.581332862,1.26964045,6.75611401,1.3079164,0.0884846002,3.17092991,5.17861366,2.50390673,1.95972395,3.36451793,4.0416522,3.45548773,2.95170712,2.53313684,1.68740726,1.03455079,0.969670892,1.30432975,2.28577399,3.96730924,11,0,1
