tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.35247183,-3.60848927,-2.19436812,-0.760479987,-1.30440676,0.40724504,5.46085072,-2.43314266,2.11171103,3.09973454,5.77065229,-1.82062745,-0.824261725,1.16410446,6.57448864,1.35067475,0.0846751258,3.05885386,4.989573,2.46517944,1.90427577,3.22869825,3.8981967,3.3948586,2.95057869,2.55066752,1.67149401,0.952213287,0.848193049,1.13637424,2.01725316,3.74674559,8,0,1
0.01,1,2.18567038,-3.60605049,-2.01974082,-0.805356741,-1.2393533,0.864496708,5.15649939,-2.89653015,2.03571582,3.50402045,5.63693714,-2.01929164,-0.534207642,1.56255543,6.51243448,1.33650398,0.271271676,3.13640857,4.83998966,2.54446769,2.06047225,3.25273967,3.83524227,3.42720819,3.02140355,2.5336895,1.63166666,0.975928247,0.902964354,1.21730208,2.15840411,3.88453221,9,0,1
0.01,2,1.98827553,-3.58572555,-2.00780272,-0.833108664,-1.31243157,0.413357019,5.43674469,-2.44184399,2.22910404,3.19560528,5.72901154,-1.90018559,-0.988882363,0.871772766,6.63787985,1.53814483,-0.0727441013,2.97794056,5.07949781,2.56948256,1.89788735,3.23709035,3.96478105,3.44748354,2.90912437,2.4593246,1.642923,1.02518749,0.971589327,1.30225766,2.25014997,3.87677407,9,0,1
0.01,3,2.3416605,-3.74848914,-2.10630131,-0.786803842,-1.27098238,0.550980687,5.3708539,-2.55535936,2.19725752,3.285357,5.70497513,-2.04285741,-0.957929134,0.764419675,6.61965609,1.85827672,-0.262633771,2.77313995,5.02951717,2.95131254,1.95430708,2.99789238,3.72430539,3.53689575,3.1261425,2.59844542,1.68268704,0.910817504,0.750257313,1.04770207,1.97124577,3.79725289,8,0,1
0.01,4,2.15597057,-3.66960859,-2.04234028,-0.808170855,-1.26836669,0.605122447,5.33701229,-2.61788011,2.23635364,3.32310939,5.68453026,-2.04628301,-1.00118721,0.7054497,6.63863754,1.7984947,-0.292129159,2.79022098,5.12898827,2.87366557,1.89413559,3.09923577,3.90091324,3.53122187,2.95496273,2.4731791,1.71960187,1.07500601,0.935120046,1.21635079,2.13997865,3.85794783,8,0,1
0.01,5,2.30667305,-3.5939517,-2.12932014,-0.780460835,-1.25244892,0.637821794,5.47462559,-2.6546483,2.09865761,3.11017132,5.95659065,-1.53751004,-0.899552226,1.43542647,6.61147118,1.49490571,0.324332356,3.20984793,4.84716272,2.57489681,2.14578581,3.33747959,3.86407661,3.38883376,2.98636174,2.56000853,1.71546125,1.0542202,0.946352005,1.232741,2.14531946,3.87094188,9,0,1
0.01,6,1.98961973,-3.55164862,-1.98730385,-0.816353261,-1.25990295,0.788845181,5.19375086,-2.81932235,2.19057965,3.62498355,5.56142044,-2.26060009,-0.631845117,1.16004467,6.68832874,1.30715275,-0.0109851658,3.06426263,5.21000195,2.48854876,1.843539,3.30683136,4.08220625,3.44324303,2.86744094,2.51245522,1.75290573,1.11354625,1.04589725,1.38011324,2.33894587,3.94580674,9,0,1
0.01,7,2.17455697,-3.65940785,-2.11494422,-0.781448424,-1.29584146,0.469490051,5.45262146,-2.4559629,2.24302387,3.4577384,5.65999508,-2.18933988,-0.752008259,0.996711969,6.7433939,1.40018666,-0.0689424053,3.04619026,5.2360034,2.54919815,1.87078798,3.28581476,4.01205063,3.4181838,2.91168094,2.58921623,1.82737136,1.11809599,0.96828568,1.24428475,2.14779711,3.8325243,8,0,1
0.01,8,2.29074097,-3.70954466,-2.20026445,-0.757652342,-1.30211926,0.315282226,5.59315968,-2.2755003,2.25591731,3.27090096,5.78175783,-2.04436898,-0.896115601,0.890297711,6.77972889,1.48460054,-0.0858661234,3.0523386,5.23592615,2.5830276,1.91358566,3.30271745,3.99361563,3.41879559,2.9417336,2.60334301,1.81405544,1.0931412,0.92935276,1.18323147,2.05583596,3.7729485,8,0,1
0.01,9,1.67809558,-3.68306184,-1.81418216,-0.866683543,-1.25251698,1.01389682,4.99414015,-3.07150126,2.02330017,4.25075436,5.14379025,-2.75107193,0.0172105432,2.1028316,6.58654594,0.717034459,0.451746583,3.46086812,5.11116123,2.23803425,2.00246215,3.51188922,4.08190107,3.32164454,2.86157131,2.567065,1.79209208,1.15359759,1.08593655,1.43047071,2.44177198,4.02417803,8,0,1
0.01,10,2.35481906,-3.73297358,-2.19878054,-0.764548659,-1.26250303,0.470963001,5.59635258,-2.4440589,2.19924164,3.1130054,5.9276247,-1.85797215,-0.951159477,0.957375288,6.80227089,1.56564045,-0.119809985,2.98646808,5.22647476,2.78647184,1.96303618,3.22698593,3.95283294,3.53649497,3.02026701,2.54060578,1.74813867,1.10072088,0.946907997,1.19528472,2.07852364,3.8322463,9,0,1
0.01,11,2.13536191,-3.73518419,-2.12736607,-0.793014884,-1.30643153,0.301800549,5.64471579,-2.24835753,2.30427122,3.29206991,5.81980753,-2.04660869,-0.992141962,0.772111714,6.83913755,1.61279798,-0.155216426,3.02770567,5.29265261,2.67938828,1.93620896,3.31305718,4.03230333,3.46901655,2.9436667,2.56722426,1.80091095,1.12780511,0.989565492,1.26456833,2.17083979,3.85334468,8,0,1
0.01,12,1.79258013,-3.88726711,-1.86572456,-0.893323541,-1.27068472,0.54556042,5.44078112,-2.50754213,2.39758754,3.5532372,5.65925884,-2.21218896,-1.00132167,0.646222413,6.85118818,1.55294585,-0.225525796,3.01507092,5.4070735,2.52369881,1.77508855,3.33076119,4.21994829,3.58918595,2.95834374,2.51544952,1.60203552,0.902722955,0.890945077,1.28084624,2.31240392,4.02622795,8,0,1
