tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.21307492,-3.55149817,-2.09548545,-0.777676344,-1.29084802,0.682476282,5.22928143,-2.74787307,2.09054852,3.46624517,5.57373047,-2.09376574,-0.560710788,1.3989749,6.53256607,1.2681334,0.156570941,3.09169626,4.95803118,2.46945882,1.93505692,3.24104285,3.89069414,3.37536359,2.91861844,2.53302956,1.71834159,1.04207206,0.935000658,1.23014426,2.14363146,3.82954717,8,0,1
0.01,1,2.17518044,-3.57510018,-2.0727818,-0.786238432,-1.28787899,0.703816175,5.21989727,-2.76659203,2.0986712,3.52307653,5.55532694,-2.14452648,-0.532865286,1.41408014,6.55297613,1.25310373,0.157084107,3.10596585,4.98311424,2.46725941,1.93610358,3.25663972,3.90985751,3.38263583,2.91969728,2.53403378,1.71910191,1.04519904,0.942029893,1.24212217,2.16513777,3.85025358,8,0,1
0.01,2,2.13622284,-3.5980382,-2.049968,-0.794771671,-1.28488708,0.72546351,5.2099452,-2.78586793,2.10631466,3.57984352,5.53601742,-2.19526482,-0.505021393,1.42952132,6.5732832,1.23802936,0.157632887,3.1202054,5.00816107,2.4650178,1.93716729,3.27222514,3.92901635,3.38999343,2.9208262,2.53477669,1.71951032,1.04838896,0.949415624,1.25456476,2.18720102,3.87091017,8,0,1
0.01,3,2.09873629,-3.61747742,-2.02641726,-0.811726987,-1.28507662,0.742963791,5.20155573,-2.80266237,2.11257553,3.63497329,5.51763868,-2.24438286,-0.476660073,1.44455147,6.59315109,1.22372711,0.158719555,3.13538742,5.03307152,2.46237326,1.93829775,3.28807759,3.94824624,3.39716792,2.92183638,2.53552127,1.71997976,1.05173874,0.956888556,1.26669061,2.2086401,3.8910861,8,0,1
0.01,4,2.05925083,-3.63958979,-2.00420284,-0.820307195,-1.28201485,0.764237404,5.19150019,-2.82184124,2.11938548,3.69100976,5.49680471,-2.29463911,-0.448996335,1.46074677,6.61331177,1.20816064,0.159566,3.14983439,5.05806398,2.45962191,1.93942606,3.30401421,3.96757746,3.40401101,2.92260194,2.536515,1.72067165,1.05479848,0.964025378,1.27894914,2.2305603,3.91107965,8,0,1
0.01,5,2.01907444,-3.66095161,-1.98209095,-0.82840234,-1.27917719,0.785800338,5.18071079,-2.84178615,2.12541819,3.74721956,5.47496033,-2.34507322,-0.420866907,1.47785807,6.63322735,1.19215679,0.160584107,3.16426778,5.08304548,2.45695662,1.94054794,3.31980681,3.98682976,3.4110465,2.92344165,2.53717089,1.72116685,1.05817354,0.971541584,1.29151356,2.25274754,3.93081737,8,0,1
0.01,6,1.96552062,-3.69427967,-1.95257163,-0.846746445,-1.27124822,0.815335989,5.16134739,-2.86768436,2.13234258,3.82642055,5.43252659,-2.41646314,-0.385010034,1.49762213,6.65399933,1.17317975,0.158541098,3.17686534,5.11043692,2.45466185,1.94017422,3.334903,4.0066762,3.41838217,2.9237597,2.53722668,1.72120059,1.06111181,0.978769243,1.30424488,2.27683783,3.95303035,8,0,1
0.01,7,1.93736696,-3.70187545,-1.93802834,-0.844194293,-1.27328539,0.829999924,5.15740967,-2.88329339,2.13571262,3.85903287,5.42885971,-2.4458096,-0.364329338,1.51374853,6.67262983,1.15881252,0.163064137,3.19348574,5.13326931,2.45048594,1.94234848,3.35183358,4.02598953,3.42453313,2.9243207,2.53867579,1.7227695,1.06499088,0.986380041,1.31661546,2.29728866,3.96948886,8,0,1
0.01,8,1.88274503,-3.73408651,-1.9106667,-0.863113403,-1.2654531,0.858944893,5.13797331,-2.90906477,2.14123559,3.93694735,5.38438606,-2.51607704,-0.329110891,1.5346936,6.69319105,1.13928628,0.161555335,3.20630455,5.16032314,2.44788241,1.94235277,3.36728215,4.0457592,3.43142009,2.92454791,2.53882766,1.72266853,1.06779885,0.993665874,1.32950532,2.32154155,3.99086142,8,0,1
0.01,9,1.84067833,-3.75360727,-1.89145124,-0.871487677,-1.26217568,0.881474495,5.12562656,-2.93052697,2.14477801,3.99197698,5.35882998,-2.56560183,-0.300944239,1.55465305,6.71264315,1.121557,0.163344979,3.22114277,5.18516636,2.44436097,1.94354618,3.38350272,4.06524706,3.43783689,2.92490602,2.53954816,1.72332764,1.0712074,1.00119603,1.34221959,2.34405136,4.00943565,8,0,1
0.01,10,1.79814839,-3.77179551,-1.86993527,-0.879193783,-1.25952446,0.903491259,5.11270618,-2.95218945,2.14779091,4.04666805,5.33286762,-2.61543036,-0.273249,1.57388222,6.73186827,1.10397744,0.164898291,3.23568058,5.21040154,2.44091034,1.94440937,3.39959717,4.08476353,3.44415283,2.92518663,2.54040837,1.72416079,1.07457423,1.00862384,1.35493064,2.36655307,4.02756262,8,0,1
0.01,11,1.75503349,-3.79007363,-1.85085678,-0.887111187,-1.25633812,0.926350594,5.09939289,-2.97456717,2.15008569,4.10124016,5.30574989,-2.66470718,-0.245091885,1.59498,6.75095129,1.08555889,0.167163342,3.25080681,5.23510838,2.43675327,1.94559884,3.4161551,4.10451031,3.45019126,2.92520428,2.54121327,1.72496176,1.07794714,1.01616108,1.36783779,2.38938785,4.04559326,8,0,1
0.01,12,1.71517348,-3.80682564,-1.83596063,-0.894204497,-1.25414979,0.944029987,5.09113979,-2.99154282,2.15336108,4.14965534,5.28281689,-2.70853567,-0.220895469,1.61343503,6.77051687,1.06870484,0.169153169,3.26564169,5.25954914,2.43309307,1.94721377,3.43265009,4.12385511,3.45616269,2.92547464,2.54198861,1.72549772,1.08124089,1.02361596,1.3803333,2.41098118,4.06199074,8,0,1
0.01,13,1.66751397,-3.82443786,-1.81199574,-0.902508199,-1.25040984,0.971763611,5.0715785,-3.02001834,2.15303469,4.20931578,5.24947357,-2.7630105,-0.189824224,1.63735199,6.78862,1.04811311,0.171756998,3.2807951,5.2849369,2.42835379,1.94768095,3.44918275,4.14402294,3.46200275,2.92500377,2.54276729,1.72668815,1.08488452,1.03135681,1.39381075,2.43519402,4.08053493,8,0,1
0.01,14,1.62697673,-3.83993769,-1.79689503,-0.908983529,-1.24855018,0.989261448,5.0627656,-3.03740168,2.15533614,4.25708675,5.22552013,-2.80652571,-0.16587624,1.65650761,6.80791044,1.03095639,0.173976794,3.2957859,5.3093338,2.42427373,1.94922709,3.46584153,4.16354275,3.46773386,2.92500448,2.54354882,1.72739339,1.08825779,1.03881669,1.40637505,2.4568665,4.09625149,8,0,1
0.01,15,1.58232284,-3.85525799,-1.77725458,-0.916276872,-1.2458874,1.01206481,5.04769516,-3.06104469,2.15534329,4.31035757,5.19572449,-2.85547447,-0.13854599,1.67847311,6.82636976,1.0116992,0.176377937,3.31073666,5.33438778,2.41982031,1.95010531,3.48239183,4.18342543,3.47343755,2.92462683,2.54422235,1.72839653,1.09197986,1.04662645,1.41960394,2.4799788,4.1128273,8,0,1
0.01,16,1.53692782,-3.87118983,-1.75988603,-0.922935545,-1.24275875,1.03556132,5.03231382,-3.08527637,2.15469384,4.36360645,5.16467476,-2.90410876,-0.110932529,1.70224059,6.8446579,0.991332889,0.17939508,3.32613039,5.35914898,2.41492248,1.95127678,3.49922347,4.20322275,3.47886801,2.92435884,2.54500723,1.72914219,1.09545898,1.05437636,1.43287063,2.50325966,4.1292181,8,0,1
0.01,17,1.4913528,-3.88570452,-1.74127221,-0.929875135,-1.24004877,1.05858302,5.01659536,-3.10956502,2.15347433,4.41608334,5.13355064,-2.9523325,-0.0839707255,1.72560251,6.86277008,0.971246004,0.182383269,3.34141397,5.38388968,2.41000009,1.95241868,3.51617217,4.22317886,3.48403335,2.9236691,2.54585123,1.73038685,1.09917796,1.06209147,1.44611347,2.52651882,4.14518499,8,0,1
0.01,18,1.44541216,-3.90035486,-1.71556497,-0.929574788,-1.23709226,1.08104038,5.00129938,-3.13375902,2.15290427,4.46906996,5.10142279,-3.00082016,-0.0567625165,1.74908829,6.88046217,0.950844347,0.185778499,3.35672784,5.40843534,2.40488744,1.95374107,3.53318238,4.24305677,3.48906755,2.92311954,2.54678202,1.73127842,1.1025089,1.06971085,1.4595387,2.55016518,4.16113043,8,0,1
0.01,19,1.39909434,-3.91311193,-1.69648027,-0.936145425,-1.23468304,1.10393727,4.98471642,-3.15867829,2.1502943,4.52065039,5.06920719,-3.04863739,-0.0300183594,1.77300763,6.89808846,0.930419981,0.18903175,3.37223434,5.43323755,2.39932728,1.95466435,3.55032468,4.26329374,3.49402785,2.9221797,2.54755354,1.73249054,1.10629046,1.07761145,1.47305822,2.57364869,4.17626905,8,0,1
0.01,20,1.35243857,-3.92577958,-1.67853487,-0.942297399,-1.23198378,1.12598109,4.96885395,-3.18243933,2.14720917,4.57153606,5.03618097,-3.09629107,-0.00356078148,1.79793119,6.91574287,0.909133613,0.192364976,3.38760781,5.45804167,2.39416194,1.95577729,3.56723881,4.28312492,3.49907947,2.92161274,2.54824948,1.73332357,1.10998821,1.08560693,1.48670614,2.59729385,4.19116545,8,0,1
0.01,21,1.30539727,-3.93721342,-1.65969658,-0.948504329,-1.22969162,1.14910531,4.95118046,-3.20825529,2.14328504,4.62230778,5.00267601,-3.14372349,0.0227960944,1.82240093,6.93301582,0.888219833,0.195585459,3.4029603,5.48310089,2.38855219,1.95641685,3.58419061,4.30347538,3.50409985,2.92046285,2.5487597,1.73460829,1.11404085,1.09365451,1.50034952,2.62091136,4.20555401,8,0,1
0.01,22,1.25591087,-3.95563674,-1.63682389,-0.937248051,-1.22236657,1.17554581,4.93288422,-3.23475266,2.14141202,4.67413521,4.96362782,-3.19123912,0.0481202304,1.85390592,6.95044994,0.862027049,0.19947204,3.4185636,5.50765562,2.38208723,1.95777869,3.60159588,4.32368946,3.50842023,2.91939497,2.54980445,1.73565745,1.117239,1.10139573,1.5142709,2.64484501,4.21970272,8,0,1
0.01,23,1.20796061,-3.96660304,-1.61936331,-0.943297982,-1.21972597,1.19906211,4.91443777,-3.26124454,2.13620114,4.72418547,4.92845726,-3.23822546,0.0737713873,1.88009095,6.96746731,0.840175867,0.203265727,3.43420458,5.5321393,2.37624025,1.95915413,3.61913371,4.34371567,3.51258612,2.91831017,2.55081415,1.73683953,1.12091529,1.10938215,1.52814043,2.66880059,4.23343325,8,0,1
0.01,24,1.15985703,-3.97739792,-1.60118639,-0.949213028,-1.21647501,1.22833848,4.88885641,-3.29556799,2.1278224,4.7753582,4.89106655,-3.286062,0.101000339,1.91122162,6.98343039,0.81463784,0.208751351,3.45095563,5.55647278,2.36920118,1.96018028,3.63664293,4.36421204,3.51696515,2.91689682,2.55147147,1.73811817,1.12485063,1.11744833,1.54203331,2.6928823,4.24706984,8,0,1
