tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.4078126,-3.17811346,-1.99171257,-0.743979216,-1.11717606,1.91527712,4.08396244,-3.98918605,1.503268,4.09472799,5.1499958,-2.55042195,0.3066549,2.83661103,6.08319235,0.508142769,0.821952701,3.59452796,4.65207338,2.13716292,2.12467623,3.44302368,3.80787015,3.18239927,2.9221077,2.68756175,1.89206147,1.19799745,1.08179855,1.38740134,2.34070706,4.01702499,15,0,1
0.01,1,2.37119651,-3.20208383,-1.9699173,-0.750612199,-1.11257899,1.94379318,4.05530834,-4.01906824,1.49317861,4.13592577,5.12936687,-2.59126401,0.326756746,2.86633945,6.09509182,0.485636145,0.829462349,3.61544752,4.67110586,2.13252282,2.12957048,3.46062136,3.82462001,3.18807054,2.92527986,2.69065428,1.89308095,1.20102477,1.08934069,1.400383,2.36338902,4.03800344,15,0,1
0.01,2,2.33401561,-3.22554994,-1.94821858,-0.757183731,-1.10798049,1.97244847,4.02603769,-4.04916048,1.48228073,4.17660904,5.1083498,-2.63197184,0.346660495,2.89642835,6.10670805,0.462850749,0.837101519,3.63650322,4.69007111,2.12772083,2.1344862,3.478302,3.8413887,3.19363904,2.92837548,2.69372535,1.89411402,1.20408678,1.09692442,1.41344631,2.38619614,4.05874062,15,0,1
0.01,3,2.29630947,-3.24851203,-1.9266448,-0.763683379,-1.1033814,2.00122881,3.99615574,-4.07944775,1.47056806,4.21676111,5.08695221,-2.67254639,0.366365671,2.92689323,6.11802101,0.439750582,0.844879866,3.65771079,4.70896864,2.12273788,2.13941646,3.49606919,3.85817933,3.19909978,2.93139696,2.69678593,1.89516842,1.20718312,1.1045444,1.42657721,2.40910387,4.07921314,15,0,1
0.01,4,2.25805092,-3.27096629,-1.90519238,-0.770115137,-1.09878731,2.03012061,3.96567488,-4.10991573,1.45804763,4.2563591,5.06520796,-2.71296716,0.385842472,2.95769572,6.12904692,0.416376472,0.852783084,3.67905378,4.72779179,2.11759996,2.14437842,3.51392031,3.87497687,3.20445561,2.93435526,2.69982815,1.89621937,1.2103014,1.11220396,1.43979013,2.43213344,4.09942675,15,0,1
0.01,5,2.21928,-3.29290223,-1.88389242,-0.776468813,-1.094203,2.05910039,3.93461657,-4.14053774,1.44471645,4.29538488,5.04312325,-2.75323725,0.405094028,2.98885393,6.13977003,0.392701745,0.860825896,3.70055771,4.74653244,2.11227131,2.14937019,3.53187418,3.8917861,3.20968866,2.93724895,2.70286608,1.8972733,1.2134434,1.11990845,1.45308244,2.45526624,4.11935663,15,0,1
0.01,6,2.17996812,-3.31432295,-1.86272526,-0.782749653,-1.08961785,2.08820963,3.90292978,-4.17134333,1.43055487,4.33382416,5.02072048,-2.79335213,0.424101412,3.02034235,6.15019226,0.368724763,0.868985951,3.72220373,4.76521873,2.10676932,2.15437174,3.54991269,3.90861702,3.21481109,2.94007015,2.70589447,1.8983376,1.21660709,1.12764919,1.46645629,2.47852039,4.13901567,15,0,1
0.01,7,2.14015985,-3.33521771,-1.84172106,-0.788947761,-1.08503497,2.11744714,3.87061071,-4.20232582,1.41554368,4.37166739,4.99800968,-2.83330297,0.44287321,3.05220771,6.1602869,0.344453543,0.877303243,3.74401903,4.78379393,2.10108829,2.15942121,3.56805301,3.92544961,3.21980977,2.94282341,2.70891786,1.89942038,1.21980572,1.1354295,1.4799031,2.50187516,4.15838623,15,0,1
0.01,8,2.09984088,-3.35558224,-1.82087719,-0.795066893,-1.08046341,2.14675665,3.83773184,-4.23342848,1.3997308,4.40886259,4.97505426,-2.87305856,0.461358964,3.08434558,6.17009783,0.31991753,0.885717809,3.76596236,4.80231905,2.09524632,2.16447258,3.58626318,3.94230533,3.22471499,2.94550657,2.71192312,1.90051341,1.22302663,1.14324009,1.49342573,2.52534366,4.17747021,15,0,1
0.01,9,2.05902171,-3.37541962,-1.8002032,-0.801101267,-1.07589138,2.17620516,3.8041923,-4.26470613,1.38304627,4.44543791,4.95180607,-2.91265917,0.479600251,3.11686254,6.17956638,0.295061082,0.89428997,3.78808904,4.82073593,2.08920813,2.16957355,3.6045866,3.9591558,3.22948098,2.94813061,2.71493554,1.90161419,1.22627199,1.15109611,1.50703192,2.54891992,4.19625282,15,0,1
0.01,10,2.01771331,-3.39471555,-1.77971828,-0.80704838,-1.07133198,2.20572734,3.77007914,-4.29609489,1.3655411,4.48134232,4.92834425,-2.95205426,0.497547299,3.14967179,6.18872547,0.269935668,0.902981162,3.81036282,4.83906651,2.08300138,2.17470431,3.62300491,3.9760201,3.23412442,2.95067716,2.71793866,1.90272892,1.22954416,1.15899324,1.52072203,2.57260561,4.21472502,15,0,1
0.01,11,1.97592652,-3.41346836,-1.75941324,-0.812906682,-1.06676626,2.23540664,3.73528266,-4.3276515,1.34714627,4.51657867,4.90464258,-2.99127245,0.515225589,3.18283796,6.19753695,0.244492173,0.911817253,3.83281231,4.85730362,2.07660556,2.17986321,3.64151549,3.99289179,3.23865318,2.95316172,2.72093868,1.90386271,1.23285067,1.16693151,1.53449237,2.5964005,4.23289156,15,0,1
