tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.28054619,-3.57025552,-2.13970709,-0.783401132,-1.34213746,0.40225327,5.43694782,-2.48587084,2.11567688,3.15696931,5.74094963,-1.84784734,-0.805608571,1.18543196,6.56646299,1.40186143,0.0923310593,3.04946327,4.95715618,2.51643085,1.94378436,3.22387242,3.87424755,3.39048243,2.93955517,2.52984953,1.69262433,1.01382828,0.91002059,1.20013583,2.09780407,3.80112815,12,0,1
0.01,1,2.24263906,-3.59504962,-2.11583567,-0.791969717,-1.33877122,0.422415912,5.43144321,-2.5007112,2.12796187,3.2168889,5.72630119,-1.90095675,-0.776675344,1.19667315,6.58759451,1.38897884,0.0918958709,3.06327152,4.98249578,2.51476741,1.94486296,3.23931599,3.89325595,3.39810896,2.94086981,2.53047538,1.69285381,1.01687956,0.917198896,1.21218097,2.11933994,3.822541,12,0,1
0.01,2,2.20438457,-3.61924195,-2.09208488,-0.800805867,-1.33586287,0.442381859,5.42547035,-2.51594806,2.13961387,3.27657342,5.71078062,-1.95411813,-0.7474733,1.20852959,6.60864449,1.37576902,0.0916251093,3.0771265,5.00782681,2.51297092,1.94594038,3.25481415,3.91229296,3.40564466,2.94210434,2.53106952,1.69308507,1.01996315,0.924410105,1.22428262,2.14097023,3.84375381,12,0,1
0.01,3,2.16538072,-3.64291334,-2.06851983,-0.809184194,-1.33249414,0.462824583,5.41924524,-2.53147769,2.15091991,3.33636141,5.69422674,-2.00723672,-0.718096077,1.22082448,6.62958431,1.36234832,0.0914350748,3.09101439,5.03318691,2.51100016,1.94698632,3.27039075,3.93140554,3.41307139,2.94321442,2.53164101,1.69334745,1.02308774,0.931672931,1.23647583,2.16273689,3.86468768,12,0,1
0.01,4,2.12607479,-3.66597652,-2.04509377,-0.817856014,-1.32965147,0.48300007,5.41255474,-2.54740572,2.1615665,3.39584708,5.67682505,-2.06036472,-0.688483775,1.23377621,6.65043545,1.34857237,0.0914400965,3.10497403,5.05852509,2.50885987,1.94803846,3.28605247,3.95056129,3.42037058,2.94421959,2.53220725,1.6936413,1.02623558,0.938949227,1.24871266,2.18458605,3.88540959,12,0,1
0.01,5,2.08619547,-3.68849301,-2.0218327,-0.82636553,-1.32673705,0.503369153,5.40550613,-2.56368661,2.17173529,3.45528245,5.65844059,-2.11348677,-0.658679128,1.2472564,6.67118263,1.33451235,0.091556035,3.11896825,5.08388758,2.50655937,1.94905472,3.30177093,3.96978068,3.42757368,2.94511008,2.53274679,1.69396782,1.02942026,0.946255922,1.26101434,2.20654631,3.90587497,12,0,1
0.01,6,2.04567194,-3.71045566,-1.99877763,-0.834564388,-1.32354856,0.524087787,5.3981452,-2.58030701,2.18147111,3.51468849,5.63906813,-2.16652322,-0.628743231,1.26123202,6.69181967,1.32020009,0.0917682797,3.13298917,5.10926867,2.50411367,1.95005441,3.31755853,3.98905206,3.4346621,2.94589353,2.53327346,1.69431996,1.03264272,0.953614533,1.27340674,2.22863722,3.92605805,12,0,1
0.01,7,2.00453711,-3.73186779,-1.97594011,-0.842491388,-1.3201344,0.545130432,5.39043427,-2.59728241,2.19074011,3.57409406,5.61867619,-2.21953678,-0.598627985,1.27576351,6.71234131,1.30559325,0.0921157449,3.1470716,5.13465023,2.50148606,1.95105755,3.3334372,4.0083642,3.44161654,2.94658065,2.53379774,1.69469166,1.0358963,0.961017132,1.28587747,2.25084138,3.94594693,12,0,1
0.01,8,1.96311665,-3.75266385,-1.95324039,-0.850723028,-1.31729746,0.565864563,5.38224077,-2.61469316,2.19933915,3.63310933,5.59746647,-2.27248073,-0.568395019,1.29093206,6.73276758,1.290645,0.0926405564,3.16120696,5.16001415,2.49869967,1.95204461,3.34937978,4.02773809,3.4484663,2.94714785,2.53429747,1.6951009,1.03917921,0.96843183,1.29839551,2.27313876,3.96562004,12,0,1
0.01,9,1.92095327,-3.77292013,-1.93080997,-0.858445287,-1.31390214,0.5871647,5.37376595,-2.63241029,2.20754075,3.69218802,5.57519436,-2.32533503,-0.538047254,1.30659187,6.75306702,1.27542329,0.0932537541,3.17537785,5.18541098,2.49574351,1.95300364,3.36539388,4.04717112,3.45519805,2.9476068,2.53478789,1.69553638,1.04249835,0.975902438,1.31101418,2.29557538,3.9849627,12,0,1
