tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.09807754,-3.56117725,-2.00009322,-0.8201105,-1.28129292,0.636540711,5.24200773,-2.68039083,2.13021803,3.39430737,5.57983255,-2.11620235,-0.697995901,1.13224649,6.57694054,1.36643708,-0.0057053077,2.99243498,5.04537439,2.52475452,1.86832845,3.19868159,3.92160773,3.41423368,2.89834189,2.48531771,1.68692219,1.03427422,0.942398667,1.25265265,2.18905878,3.86124206,18,0,1
0.01,1,2.05871797,-3.58312178,-1.97753429,-0.828118086,-1.278283,0.657762885,5.2332654,-2.69821119,2.13904119,3.45245981,5.56145716,-2.16864705,-0.668493986,1.14504802,6.59785891,1.35256505,-0.00621185498,3.00559998,5.07132339,2.52275348,1.86867678,3.21400332,3.94124532,3.42179465,2.8989749,2.48577237,1.68750978,1.03762603,0.949774563,1.26505303,2.2110889,3.88135219,18,0,1
0.01,2,2.01880407,-3.60448647,-1.95512903,-0.836027443,-1.2752732,0.679173112,5.22408295,-2.7164619,2.14732218,3.51049471,5.54216623,-2.22104788,-0.638842642,1.15838349,6.61866617,1.33842599,-0.00658082124,3.01881647,5.09728146,2.52052855,1.86898065,3.22942591,3.96099877,3.42921352,2.89944124,2.48623395,1.68816531,1.04100597,0.957183897,1.27754676,2.23326945,3.90122557,18,0,1
0.01,3,1.97843182,-3.62532496,-1.93292522,-0.843827486,-1.27228665,0.700628102,5.21457529,-2.7349906,2.15506124,3.56833029,5.52199364,-2.27335072,-0.609059393,1.1722666,6.63938332,1.32398629,-0.00683043338,3.03205085,5.12324381,2.51818681,1.86928749,3.24489903,3.9807744,3.43653011,2.89982724,2.48668194,1.68883872,1.04440498,0.964598417,1.29006469,2.25550032,3.92079902,18,0,1
0.01,4,1.93754184,-3.64558625,-1.91089797,-0.851519287,-1.26930273,0.722246647,5.20462942,-2.75392795,2.1622436,3.62603545,5.50089598,-2.32561469,-0.57913214,1.18669987,6.65998793,1.30923069,-0.00696614478,3.04529977,5.14924717,2.51572037,1.86955798,3.26041412,4.00059605,3.44374108,2.90010762,2.48711252,1.68954098,1.0478493,0.972060442,1.30266464,2.27785349,3.9401052,18,0,1
0.01,5,1.89613199,-3.66524768,-1.88908434,-0.859101593,-1.26634002,0.743967533,5.1943059,-2.77322245,2.16885519,3.68353963,5.47892809,-2.37774873,-0.549080789,1.20177639,6.68048143,1.2941364,-0.00689154025,3.05865359,5.17521524,2.51300836,1.86983311,3.27603412,4.0204792,3.45083451,2.90030503,2.48752141,1.69021499,1.05130947,0.97959435,1.31538701,2.30035877,3.95912886,18,0,1
0.01,6,1.85428679,-3.68438649,-1.86746526,-0.866572738,-1.26338077,0.765807986,5.18357038,-2.79288268,2.17491937,3.74083185,5.4560647,-2.4297955,-0.519001901,1.21727777,6.70086765,1.27880597,-0.00677117612,3.07197452,5.20123148,2.51018548,1.87006247,3.29171109,4.04044437,3.45777893,2.90032554,2.48795485,1.69102454,1.05481291,0.987094641,1.32810044,2.32289886,3.97785282,18,0,1
0.01,7,1.81191337,-3.70289779,-1.84606457,-0.873928785,-1.26043153,0.787812769,5.17239952,-2.81296873,2.18037486,3.79794073,5.43231392,-2.48172092,-0.488780141,1.2335031,6.72112417,1.26306355,-0.00641180156,3.08540988,5.22722244,2.50712705,1.87028182,3.30747414,4.06048155,3.4646287,2.90024257,2.48832703,1.6918081,1.05837011,0.994698644,1.34096265,2.34561706,3.99629283,18,0,1
0.01,8,1.76909649,-3.72085762,-1.82488823,-0.881169379,-1.25749683,0.809902787,5.16084909,-2.83339977,2.18526435,3.85478282,5.40772438,-2.53348517,-0.458564222,1.25022066,6.74127674,1.2470926,-0.0059564854,3.09884596,5.25319052,2.50398397,1.87056065,3.32332969,4.0805068,3.47128654,2.9000783,2.48876572,1.69264877,1.06192732,1.00229537,1.35385835,2.36840487,4.01442337,18,0,1
0.01,9,1.72583795,-3.73822236,-1.80393815,-0.888305485,-1.2545917,0.832143128,5.14883804,-2.85425663,2.18952823,3.91140771,5.38223457,-2.58518004,-0.42825532,1.26759982,6.76129436,1.23070323,-0.00531303184,3.11236858,5.27918768,2.5005827,1.87074661,3.33923268,4.10065794,3.47788501,2.89977026,2.4891305,1.6935159,1.06555831,1.00995564,1.36683893,2.39129996,4.03224134,18,0,1
