package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,median_ms,p05_ms,p95_ms,max_ms,samples,errored_pct,error,build_s,recorded_utc
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8,3,default,both,983.1789839,1008.173223,983.5268892,1010.62834,1010.73398,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8,3,default,none,982.0074351,983.8760645,982.1677741,1021.498202,1054.245604,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32,3,default,both,980.9326502,983.676973,981.0987879,991.8674841,993.139631,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32,3,default,none,1007.299341,1010.294171,1008.046363,1026.567983,1051.229614,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,128,3,default,both,1001.152853,1002.858767,1001.412709,1005.676639,1014.585236,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,128,3,default,none,1000.567425,1018.425757,1004.280754,1022.115892,1031.18049,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,512,3,default,both,1020.875266,1023.673234,1022.206301,1032.224406,1091.517432,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,512,3,default,none,1011.589334,1017.606532,1013.736895,1029.850583,1091.338802,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2048,3,default,both,1002.845582,1006.996758,1004.273005,1024.275229,1026.27283,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2048,3,default,none,996.8568091,1017.783853,998.3262937,1024.161564,1031.180409,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8192,3,default,both,1014.405301,1018.011005,1015.627752,1021.533942,1021.916006,20,nan,nan,nan,2026-09-08T10:43:52Z
pytorch,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8192,3,default,none,997.07293,999.9694035,997.0809641,1021.588164,1032.359337,20,nan,nan,nan,2026-09-08T10:43:52Z
