framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,20,0.7257530014612712,0.7285754505574005,0.7332569985010196,0.7430034496792359,0.747154001146555
cubie,tsit5,performance,adaptive,default,both,131072,tol,1e-08,20,2.295084996148944,2.2987510536040645,2.3071505020197947,2.3271838486834895,2.3488790029659867
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,20,0.744212004065048,0.7446423482178943,0.7502949993067887,0.7559129029687028,0.761800998589024
cubie,tsit5,performance,adaptive,default,both,2097152,tol,1e-08,20,27.958221995504573,27.9591207006888,27.99293049974949,28.160613552245195,28.26810700207716
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,20,0.7614849964738823,0.7631399057572708,0.7692305007367395,0.7747616033157101,0.776786997448653
cubie,tsit5,performance,adaptive,default,both,32768,tol,1e-08,20,1.0953499950119294,1.0980575018038508,1.1027125001419336,1.118923648755299,1.1214440019102767
cubie,tsit5,performance,adaptive,default,both,33554432,tol,1e-08,20,434.7071230004076,434.7721714002546,435.06517599962535,436.5999789988564,436.67700499645434
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,20,0.7402449991786852,0.7408891018712893,0.7461965033144224,0.7900252483523219,0.9065949998330325
cubie,tsit5,performance,adaptive,default,both,524288,tol,1e-08,20,7.4158100032946095,7.419119801124907,7.432196001900593,7.455220001429552,7.458202999259811
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,20,0.7543370011262596,0.7557990542409243,0.761259001592407,0.7743815498542972,0.8343939989572391
cubie,tsit5,performance,adaptive,default,both,8192,tol,1e-08,20,0.792654995166231,0.7932421001896728,0.7981449998624157,0.8065709505899576,0.8458810043521225
cubie,tsit5,performance,adaptive,default,both,8388608,tol,1e-08,20,110.25531699851854,110.29122509462468,110.44574299739907,110.87039045305573,111.27498499990907
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,20,0.43489900417625904,0.4353198510216316,0.4380960017442703,0.4428008480317658,0.4436529998201877
cubie,tsit5,performance,adaptive,default,none,131072,tol,1e-08,20,1.5397690003737807,1.5404691468575038,1.5457884983334225,1.5510147502936888,1.5521120003541
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,20,0.43954900320386514,0.4397997970954748,0.4425254992383998,0.44858584915346,0.4542640017461963
cubie,tsit5,performance,adaptive,default,none,2097152,tol,1e-08,20,18.501356003980618,18.502234753759694,18.509749999793712,18.533438555459725,18.556724004156422
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,20,0.47211100172717124,0.47258124977815896,0.47378499948536046,0.4794118034624262,0.47954099864000455
cubie,tsit5,performance,adaptive,default,none,32768,tol,1e-08,20,0.6994259965722449,0.7002278001891682,0.7036305032670498,0.7060167004965479,0.7062579970806837
cubie,tsit5,performance,adaptive,default,none,33554432,tol,1e-08,20,284.1893479999271,284.21252325497335,284.26578099970357,284.7518236041651,286.5465939976275
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,20,0.44231699575902894,0.44314254955679644,0.4445584963832516,0.4493512966291746,0.4508580022957176
cubie,tsit5,performance,adaptive,default,none,524288,tol,1e-08,20,4.924004999338649,4.9244970967265544,4.931508497975301,4.938311455043731,4.942670995660592
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,20,0.4608960007317364,0.4620388503099093,0.46343850044650026,0.4716411502158735,0.4730500004370697
cubie,tsit5,performance,adaptive,default,none,8192,tol,1e-08,20,0.47025100502651185,0.4710698955022963,0.47383500350406393,0.479181501941639,0.4792100007762201
cubie,tsit5,performance,adaptive,default,none,8388608,tol,1e-08,20,72.8749269983382,72.88001899978553,72.91362799878698,73.30200824471831,73.68790300097317
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,20,0.6938310034456663,0.6946993020392256,0.701138997101225,0.706357101444155,0.7108620047802106
cubie,tsit5,performance,adaptive,pi,both,131072,tol,1e-08,20,2.0504370040725917,2.0511542512394954,2.060464001260698,2.07545630291861,2.1197889946051873
cubie,tsit5,performance,adaptive,pi,both,2048,tol,1e-08,20,0.7042729994282126,0.7068066515785176,0.7111579980119132,0.7369645554717863,0.7403380004689097
cubie,tsit5,performance,adaptive,pi,both,2097152,tol,1e-08,20,24.34379400074249,24.353164801868843,24.362161002500216,24.474250103230588,24.66069900401635
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,20,0.7235679950099438,0.7238444537506439,0.7305394974537194,0.7365355002548313,0.7750959994154982
cubie,tsit5,performance,adaptive,pi,both,32768,tol,1e-08,20,1.0136240016436204,1.0140125548787182,1.0210259970335755,1.0293483508576173,1.032299995131325
cubie,tsit5,performance,adaptive,pi,both,33554432,tol,1e-08,20,378.73517400294077,378.75297034661344,378.9412425030605,379.60547845068504,387.4838180054212
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,20,0.7014760049059987,0.7250112936162623,0.7310339969990309,0.9436838510737315,4.465958001674153
cubie,tsit5,performance,adaptive,pi,both,524288,tol,1e-08,20,6.499277995317243,6.500658353616018,6.518113499623723,6.580584499170072,6.594406993826851
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,20,0.7160210006986745,0.7179371481470298,0.7237310019263532,0.7372607484285254,0.7901520002633333
cubie,tsit5,performance,adaptive,pi,both,8192,tol,1e-08,20,0.7505210014642216,0.7506672973249806,0.7581704994663596,0.76418469507189,0.7648250029888004
cubie,tsit5,performance,adaptive,pi,both,8388608,tol,1e-08,20,96.03766199870734,96.04479554800491,96.13196400096058,96.81328989972828,106.98944099567598
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,20,0.40433100366499275,0.4051422976772301,0.40611350050312467,0.4126805462874472,0.4127670035813935
cubie,tsit5,performance,adaptive,pi,none,131072,tol,1e-08,20,1.293932000407949,1.2943195997650037,1.2987080044695176,1.3046568525169278,1.308510996750556
cubie,tsit5,performance,adaptive,pi,none,2048,tol,1e-08,20,0.4023220026283525,0.40358549704251345,0.40542650094721466,0.41299075601273216,0.4351780007709749
cubie,tsit5,performance,adaptive,pi,none,2097152,tol,1e-08,20,14.906001997587737,14.906085600159713,14.915945499524241,14.922724500502227,14.928775999578647
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,20,0.4289429998607375,0.4295310518500628,0.43135650048498064,0.4362913023214787,0.43901400204049423
cubie,tsit5,performance,adaptive,pi,none,32768,tol,1e-08,20,0.6161409983178601,0.6163823018141557,0.6183259974932298,0.6228063964954345,0.6231750012375414
cubie,tsit5,performance,adaptive,pi,none,33554432,tol,1e-08,20,228.2112619941472,228.22169774481154,228.29953749896958,228.36154685210204,228.36255099537084
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,20,0.4104879990336485,0.41204220506187994,0.4151044995523989,0.4353894481027965,0.4925879984511994
