dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,3.21512402e-07,7.41740003e-13,1.61086533e-07,1.60416931e-07,-3.3452846e-10,3.35355688e-10,-1.88068228e-09,-1.81202154e-11,-1.3966218e-16,-1.85848802e-11,-1.90475864e-11,1.88150572e-11,1.88174077e-11,4.66282256e-11,-9.95744828e-16,1
0.0005,1,3.21511834e-07,1.27209354e-12,1.61086746e-07,1.60416562e-07,-3.33968075e-10,3.35401151e-10,-1.88049443e-09,-1.81202154e-11,-9.35259899e-17,-1.85832565e-11,-1.90454475e-11,1.88130241e-11,1.88156817e-11,4.66279203e-11,-1.13930675e-15,1
0.0005,2,3.21513085e-07,2.35034214e-12,1.61086433e-07,1.60417414e-07,-3.34746592e-10,3.36067063e-10,-1.88049287e-09,-1.81202102e-11,-1.8485647e-16,-1.8582972e-11,-1.9045699e-11,1.88129512e-11,1.88157163e-11,4.66282603e-11,-1.04050882e-15,1
0.0005,3,3.21511664e-07,-1.75481851e-12,1.61086078e-07,1.60416249e-07,-3.35528161e-10,3.34463401e-10,-1.88048688e-09,-1.8120179e-11,8.67709021e-17,-1.85804115e-11,-1.9048145e-11,1.88167624e-11,1.88117924e-11,4.66306507e-11,2.25848291e-15,1
0.0005,4,3.21512061e-07,-1.64420561e-13,1.61086376e-07,1.60416846e-07,-3.34892336e-10,3.34774292e-10,-1.88051175e-09,-1.81201582e-11,8.67052571e-17,-1.85814333e-11,-1.90476194e-11,1.88151265e-11,1.88139261e-11,4.66298632e-11,5.12127131e-16,1
0.0005,5,3.21511948e-07,2.44776421e-13,1.6108649e-07,1.60416931e-07,-3.3494249e-10,3.34890893e-10,-1.88033566e-09,-1.81200888e-11,-1.3249967e-16,-1.85798182e-11,-1.90456938e-11,1.88120908e-11,1.88134196e-11,4.6629655e-11,-4.99329311e-16,1
0.0005,6,3.21513141e-07,6.77791157e-14,1.61086831e-07,1.60417201e-07,-3.35819927e-10,3.35120903e-10,-1.88066673e-09,-1.81201981e-11,3.66644564e-17,-1.8582632e-11,-1.90495189e-11,1.88163304e-11,1.88158222e-11,4.66303419e-11,2.10128545e-16,1
0.0005,7,3.21512175e-07,-6.60041466e-13,1.61086689e-07,1.60416789e-07,-3.35189598e-10,3.34771905e-10,-1.88075377e-09,-1.81202119e-11,-2.02406993e-17,-1.85850467e-11,-1.90488528e-11,1.88175465e-11,1.88163547e-11,4.66287634e-11,5.53004094e-16,1
0.0005,8,3.21512005e-07,-3.99819067e-14,1.61086675e-07,1.6041642e-07,-3.3468861e-10,3.3456829e-10,-1.8803159e-09,-1.81201477e-11,-3.08150586e-17,-1.8580127e-11,-1.90450052e-11,1.88123284e-11,1.8812802e-11,4.6629204e-11,-2.2063853e-16,1
0.0005,9,3.21512431e-07,8.59950999e-13,1.61086632e-07,1.60416931e-07,-3.34595796e-10,3.35617978e-10,-1.88049132e-09,-1.8120205e-11,8.18233827e-18,-1.85835514e-11,-1.90450919e-11,1.88135028e-11,1.88151404e-11,4.66276288e-11,-7.50288232e-16,1
